RefID,RecordLastUpdated,Operator,SiteName,TechnologyType,InstalledCapacity,TurbineCapacity,No.ofTurbines,HeightofTurbines,DevelopmentStatus,Address,County,Region,Country,PostCode,X-coordinate,Y-coordinate,Operational,Name,Model,Owner
4386,22/02/2018,Scottish Power Renewables,Kilgallioch wind farm,Wind Onshore,239,2.5,96,,Operational,"(Arecloch Phase 2) land five kilometres to the south of Barrhill, five kilometres to the northeast of New Luce and 11km to the northwest of Kirkcowan",Dumfries and Galloway,Scotland,Scotland,,220844,569576,15/12/2017,,,
4390,02/02/2017,Banks Renewables,Lambs Hill,Wind Onshore,8,2,4,,Operational,"Stillington Industrial Estate, Stockton, village of Stillington, to the north west of Stockton and around three miles east of the A1(M",County Durham,North East,England,,443682,516981,19/01/2017,,,
4395,02/02/2017,Infinergy,Lochluichart (Extension),Wind Onshore,18,3,6,,Operational,"Btwn Loch Luichart and Loch Glascarnoch, Lochluichart, Garve, Highlands, IV23.",Highland,Scotland,Scotland,,230678,869136,14/05/2014,,,
4399,19/08/2014,Wind Prospect Developments,M1 Wind Farm,Wind Onshore,7.2,0.8,9,,Operational,Land between Roade Courteenhall Hartwell and the M1,Northamptonshire,East Midlands,England,,477964,252105,30/06/2014,,,
4403,29/05/2019,Airvolution Energy,New Rides Wind Farm,Wind Onshore,8.8,2,4,,Operational,"New Rides Farm, Leysdown Road, Sheerness",Kent,South East,England,ME12 4DD,599282,170224,01/12/2018,,,
4404,19/10/2016,Wind Direct,Noble Foods,Wind Onshore,1.5,1.5,1,127,Operational,"Poultry Buildings, Strathore Farm, Strathore Road, Thornton, Fife",Fife,Scotland,Scotland,,328104,697428,01/12/2014,,,
4408,02/02/2017,Yorkshire Windpower,Ovenden Moor (Repower),Wind Onshore,18,2.5,9,115,Operational,"Withens Road, Wainstalls, Halifax, ",West Yorkshire,Yorkshire and Humber,England,,404000,430500,24/01/2017,,,
4409,21/08/2017,Pennant Walters (PYWX),Pant y wal extension,Wind Onshore,20,2.5,8,125,Operational,"Mynydd Maesteg, Mynydd Pwlle yr Helog, Ogmore Vale, Rhondda Valley",Mid Glamorgan,Wales,Wales,,294649,188695,01/05/2017,,,
4410,26/11/2015,EDF Energy Renewables,Park Spring Wind Farm,Wind Onshore,8.6,2.85,3,,Operational,"Ferry Moor Lane, Cudworth, Barnsley",South Yorkshire,Yorkshire and Humber,England,,439689,408763,20/11/2015,,,
4411,24/07/2017,Renewable Energy Ventures,Brotherton (formerly Paul Matthew Hill wind turbines),Wind Onshore,4.6,2.3,2,,Operational,"Paul Matthew Hill, Johnshaven, Montrose, Grampian, DD10 0HW",Grampian,Scotland,Scotland,,377397,769309,01/05/2017,,,
4412,29/05/2018,REG Windpower/ BlackRock,Pen Bryn Oer Wind Farm,Wind Onshore,4,1.33,3,,Operational,"Pen Bryn Oer, Merthyr Road, Rhymney",Mid Glamorgan,Wales,Wales,,312065,209235,15/01/2018,Ffynnon Oer,REpower MM70,Innogy
4414,24/04/2015,REG Windpower,Ramsey Wind Farm Extension,Wind Onshore,8,2,4,,Operational,"St Marys Road, Ramsey",Cambridgeshire,Eastern,England,,527645,287235,23/04/2015,,,
4415,31/08/2017,Capital Dynamics ,Red Gap Moor Wind Farm,Wind Onshore,12.5,2.5,5,,Operational,"Sunderland Road,Wolviston, Billingham, Cleveland",Cleveland,North East,England,TS22 5PA,443942,528174,15/02/2017,,,
4419,22/06/2015,Todmorden Moor Wind Farm Ltd,Todmorden Moor,Wind Onshore,12.3,3,5,,Operational,"Todmorden,",West Yorkshire,Yorkshire and Humber,England,,389600,422700,10/09/2014,,,
4420,17/09/2020,Infinergy,Tom Nan Clach,Wind Onshore,39,3,13,125,Operational,"Approximately 8km North East Of Tomatin, Drynachan
Nairnshire",Highland,Scotland,Scotland,,286401,835189,01/03/2019,,,
4422,27/11/2014,Eneco,Tullo Wind Farm South (Ext.),Wind Onshore,10,2.5,4,,Operational,"Tullo Farm, Laurencekirk
 AB30 1HS",Grampian,Scotland,Scotland,,375388,770733,01/07/2014,Tullo,Nordex N80,Eneco
4424,17/12/2015,Broadview Energy,Watford Lodge,Wind Onshore,12.5,2,5,,Operational,runs from Watford to West Hadon Road along norhtern side of railway,Northamptonshire,East Midlands,England,,460960,270200,23/11/2015,,,
4425,02/01/2020,BayWa r.e.,Wathegar 2 Wind Farm,Wind Onshore,18.5,2.05,9,,Operational,"Wathegar, Bilbster, Wick",Highland,Scotland,Scotland,KW1 5SG,329103,950291,15/09/2017,,,
4427,19/08/2014,Falck Renewables,West Browncastle,Wind Onshore,30,2.5,12,,Operational,"Strathaven, Strathclyde, ML10 6QW",Strathclyde,Scotland,Scotland,,261117,642821,30/06/2014,,,
4431,27/02/2018,Fred Olsen Renewables,Brochloch Rig (formerly Windy Standard II),Wind Onshore,90,3,30,120,Operational,Near New Cummock,Dumfries and Galloway,Scotland,Scotland,,260200,602000,15/06/2017,Windy Standard,Nordtank NTK600,Innogy
4432,19/11/2019,Energiekontor UK,Withernwick extension,Wind Onshore,8.2,2.05,4,,Operational,"Land North And North East
Homer House
Aldbrough Road
Withernwick
East Riding Of Yorkshire",Humberside,Yorkshire and Humber,England,,520743,441870,01/08/2019,,,
4434,02/04/2019,Mongoose (formerly Energy Law Unlimited),Pogbie Wind Farm 1,Wind Onshore,5.1,8.5,6,,Operational,"Humbie, East Lammermuirs, East Lothian.EH36 5PN",Lothian,Scotland,Scotland,,347905,659047,29/03/2019,,,
4435,25/09/2014,West Coast Energy,Barlockhart Moor,Wind Onshore,8.1,2.03,4,,Operational,"Barlockhart Farm, Glenluce, Newton Stewart, Wigtownshire DG8 0JG",Dumfries and Galloway,Scotland,Scotland,,221183,555886,27/08/2013,,,
4437,31/05/2017,Minnygap (formerly RES),Minnygap,Wind Onshore,25,2.5,10,,Operational,Nr Annandale,Dumfries and Galloway,Scotland,Scotland,,303800,596000,15/03/2017,,,
4440,16/05/2019,Banks Renewables,Middle Muir Wind Farm,Wind Onshore,51,3.4,15,,Operational,"Middle Muir, Hamilton, Strathclyde (north of Crawfordjohn)",Strathclyde,Scotland,Scotland,ML3,286178,625826,16/05/2019,,,
4441,04/04/2018,Community Windpower,Sanquhar Community Windfarm,Wind Onshore,32.4,3.4,9,,Operational,"located approximately 7km Southwest of Sanquhar, 5km to the Southwest of Kirkconnel and 4km Southwest of the small steading of Drumbuie",Dumfries and Galloway,Scotland,Scotland,,270311,607479,01/02/2018,Sanquhar,Vestas V112,Community Windpower
4445,04/06/2020,Scottish Southern Energy,Balmurrie Fell Wind Farm,Wind Onshore,9.1,1.3,7,,Operational,"Balmurrie Fell, Newton Stewart, Dunfries & Galloway. DG8",Dumfries and Galloway,Scotland,Scotland,,238626,555982,01/09/2012,Artfield Fell,Siemens SWT-1.3,SSE plc
4449,25/05/2022,The Renewables Infrastructure Group (TRIG),Solwaybank Wind Farm,Wind Onshore,30,2,15,,Operational,"Allfornought Hill, Langholm, Dumfries & Galloway (8 km south-west of Langholm and 12 km north of Gretna)",Dumfries and Galloway,Scotland,Scotland,DG13 0A,329413,578978,01/11/2020,,,
4450,11/09/2014,Private Developer,Burnfoot Hill Extension,Wind Onshore,4,2,2,,Operational,Site South Of The Upper And Lower Glendevon Resevoirs Glendevon,Tayside,Scotland,Scotland,,290393,703943,09/09/2014,Burnfoot Hill,REpower MM82,-
4462,06/08/2020,NTR,Airies Farm,Wind Onshore,35,2.9,14,137,Operational,"Airies Farm, Glenluce ",Dumfries and Galloway,Scotland,Scotland,DG8 8AL,229266,548481,15/03/2017,,,
4465,23/05/2017,Temporis Capital,Craig Wind Farm (Extension),Wind Onshore,2.5,2.5,1,,Operational,Westerkirk,Dumfries and Galloway,Scotland,Scotland,,202000,557000,15/05/2017,Craig Wind Farm,Nordex N80,Craig Wind Farm Company
4483,19/05/2017,Wind Energy Direct,Lawrence Landfill,Wind Onshore,1.6,0.8,2,,Operational,"Lawrence Landfill, Pope Hill, Johnston, Haverfordwest, Dyfed, SA62 3NX",Dyfed,Wales,Wales,,193075,212682,15/03/2017,,,
4484,14/03/2016,Private Developer,Plascow wind cluster,Wind Onshore,2.4,0.8,3,,Operational,"Plascow Farm, Dalbeattie,",Dumfries and Galloway,Scotland,Scotland,,287380,563820,15/07/2015,,,
4485,21/06/2017,Pennant Walters (MAESX) Limited,Maesgwyn Wind Farm - extension,Wind Onshore,2.5,2.5,1,,Operational,Maesgwyn Wind Farm Between Onllwyn & Glynneath,West Glamorgan,Wales,Wales,,286568,205930,29/03/2016,,,
4493,20/10/2016,Wentworth and Harper,Halifax Farm,Wind Onshore,1.6,1.6,1,,Operational,"Halifax Farm, Merrylees Road, Newbold Heath, Newbold Verdon, Leicester, Leicestershire",Leicestershire,East Midlands,England,LE9 9NR,445759,304887,01/09/2015,,,
4497,13/06/2016,REsense c/o CO2Sense,Norton Fields Farm,Wind Onshore,1.3,1.3,1,,Operational,"Norton Fields Farm, Mucknell Farm Lane, Stoulton, Worcester",Hereford and Worcester,West Midlands,England,WR7 4RB,390334,251792,15/09/2015,,,
4501,27/06/2016,John Laing Environmental Assets Group/ REG Power Management,Carscreugh Renewable Energy Park,Wind Onshore,15.3,0.85,18,,Operational,"Gelnluce, nr Luce Bay Dumfries and Galloway",Dumfries and Galloway,Scotland,Scotland,,225000,555000,15/01/2014,,,
4502,22/05/2018,Whiteside Hill Farm (Scotland),Whiteside Hill,Wind Onshore,25.3,2.3,11,,Operational,Whiteside Hill near Sanquhar,Dumfries and Galloway,Scotland,Scotland,,271440,608920,30/04/2018,,,
4504,25/09/2014,,Slieve Rushen Extension,Wind Onshore,54,3,18,,Operational,"Slieve Rushen
Derrylin
Fermanagh",Co. Fermanagh,Northern Ireland,Northern Ireland,,33019,491811,15/04/2008,Slieve Rushen Repowering,Vestas V90,-
4511,02/10/2014,East Coast Viners,Jacksbank Wind Farm (Glenbervie),Wind Onshore,6.8,2.26,3,,Operational,"Drumlithie, Stonehaven",Grampian,Scotland,Scotland,AB39 3YL,376574,783246,12/07/2014,,,
4513,25/08/2016,John Laing Environmental Assets Group,New Albion Wind Farm,Wind Onshore,14.4,2.05,7,,Operational,"Agricultural land at Towns Close Farm, between Pipewell and Rushton and close to the A6003 Road to Corby",Northamptonshire,East Midlands,England,NN14 1QT,484680,284310,18/01/2016,,,
4514,26/10/2016,Sunnyside Wind Farm,Sunnyside wind cluster,Wind Onshore,1,0.5,2,,Operational,"Land at Sunnyside, Sanquhar",Dumfries and Galloway,Scotland,Scotland,DG4 6JP,276612,611178,15/11/2015,,,
4516,01/09/2018,Sky Wind Energy,Keith Hill,Wind Onshore,4.5,0.9,5,,Operational,"Humbie, ",Lothian,Scotland,Scotland,EH36 5PN,348373,658532,19/12/2017,,,
4520,25/09/2014,Airtricity Scotland,Dalswinton,Wind Onshore,30,2,15,,Operational,"Nr village of Dalswinton
Dumfries",Dumfries and Galloway,Scotland,Scotland,,295000,589000,15/03/2008,"Dalswinton, Pennyland Moor",REpower MM82,Airtricity
4525,01/10/2014,Scottish Power Renewables,Beinn an Tuirc Phase 2,Wind Onshore,43.7,2.3,16,,Operational,"South of original Beinn and Tuirc
Nr. Carradale",Strathclyde,Scotland,Scotland,,173950,636900,01/09/2014,Beinn an Tuirc,Vestas V47,ScottishPower
4527,04/09/2018,Fred Olsen Renewables,Brochloch Rig 1 (formerly Windy Standard),Wind Onshore,21.6,0.6,36,,Operational,"Windy Standard
",Dumfries and Galloway,Scotland,Scotland,,261500,602500,01/10/1996,Windy Standard,Nordtank NTK600,Innogy
4532,31/10/2017,Temporis Capital,Hawton Wind Farm,Wind Onshore,9,2.5,3,,Operational,"Cotham Road, Hawton, Nottinghamshire",Nottinghamshire,East Midlands,England,NG24 3SD,479589,350765,16/03/2017,,,
4544,02/05/2017,EDF Energy Renewables,Beck Burn,Wind Onshore,31,3.45,9,,Operational,"Beck Burn Peat Works, Springfield, Longtown",Cumbria,North West,England,CA6 5NH,334466,568940,26/04/2017,,,
4549,29/10/2018,Seneca Global Energy,Melton Common Wind Cluster,Wind Onshore,4.6,2.3,2,,Operational,"Land West, South And South East Of Melton Waste Park Gibson Lane South Melton East Riding Of Yorkshire",Humberside,Yorkshire and Humber,England,HU14 3LJ,496427,425524,15/03/2017,,,
4552,17/02/2022,RWE Innogy UK,Clocaenog Forest Wind Farm,Wind Onshore,96,3,32,145,Operational,"Clocaenog forest, Ruthin, ",Clwyd,Wales,Wales,LL15,300324,353682,01/10/2019,,,
4557,04/05/2017,Altamuskin Windfarm (Energia),Altamuskin Extension,Wind Onshore,7.1,2.35,3,110,Operational,"Sixmilecross, Clogher, Co. Tyrone",Co. Tyrone,Northern Ireland,Northern Ireland,,69316,525078,15/03/2017,,,
4558,23/02/2018,Energia (formerly Brookfield Renewable Energy Group),Rathsherry,Wind Onshore,21,2.3,9,,Operational,"lands in the townland of Rathsherry, east of Tullymore Road and south and north of Longmore Road, Broughshane, Ballymena",Co. Antrim,Northern Ireland,Northern Ireland,,132735,569854,15/02/2018,,,
4563,26/10/2018,Brookfields (Antrim Wind Energy),Elginny Hill,Wind Onshore,22,2,11,,Operational,"Carncoagh Hill, Elginny Hill, Clontrace Hill, Broughshane, ",Co. Antrim,Northern Ireland,Northern Ireland,,131511,567821,15/03/2018,,,
4575,14/07/2017,Private Developer,Hoprigshiels Community Wind Farm,Wind Onshore,6.9,2.3,3,,Operational,"Land North And South Of 1 Whinhouse, Hoprigshiels, Cockburnspath, Scottish Borders",Borders,Scotland,Scotland,,375631,669803,31/03/2017,,,
4580,16/05/2016,Scottish Power Renewables,Black Law Extension - 1b,Wind Onshore,15,3,5,,Operational,"Black Law, Climpy",Strathclyde,Scotland,Scotland,,289500,653500,18/02/2016,Black Law Phase I,Siemens SWT-2.3,ScottishPower
4591,27/09/2021,Community Windpower,Aikengall 3 Community Wind Farm,Wind Onshore,75.5,3.6,18,145,Operational,Land North Of Nether Monynut Cottage Cockburnspath Scottish Borders,Borders,Scotland,Scotland,,371793,666791,01/11/2021,Aikengall IIa,Siemens Gamesa SWT-DD-120,Community Windpower
4593,19/07/2017,Scottish Power Renewables,Glen App,Wind Onshore,22,2,11,,Operational,"NE/o Cairnryan, Stranraer, Dumfries and Galloway",Strathclyde,Scotland,Scotland,,208880,571432,15/01/2017,,,
4595,04/06/2018,Vattenfall (previously Nuon Renewables),Pen Y Cymoedd,Wind Onshore,228,3,76,,Operational,Land stretches from the Upper Afan Valley to end of Cynon Valley.,Neath Port Talbot,Wales,Wales,,282793,196557,19/05/2017,,,
4597,02/01/2019,Scottish and Southern Energy (SSE),Stronelairg Wind Farm,Wind Onshore,228,3.6,66,135,Operational,located approximately 11 kilometres to the south-east of Fort Augustus,Highland,Scotland,Scotland,,247166,806833,11/12/2018,,,
4598,16/06/2015,Airvolution Energy,M1 J18 Wind Turbines,Wind Onshore,4,2,2,,Operational,"Land Between Watling Street And M1, Celtic Way, Kilsby, Northamptonshire",Northamptonshire,East Midlands,England,,457472,272715,15/12/2014,,,
4599,03/04/2018,Temporis Capital,Tullymurdoch Wind Farm,Wind Onshore,14.4,2.05,7,,Operational,"Alyth, Blairgowrie, Tayside",Tayside,Scotland,Scotland,PH10,319575,752228,23/01/2018,,,
4600,31/05/2016,Renewable Energy Systems (RES),Penmanshiel Wind Farm,Wind Onshore,28.7,2,14,,Operational,Land East Of Penmanshiel Farmhouse Grantshouse Scottish Borders,Borders,Scotland,Scotland,,380006,667129,01/07/2016,,,
4601,19/04/2017,Airvolution Energy,Kinegar Quarry,Wind Onshore,5,2.5,2,,Operational,Land South West Of Neuk Farm Cockburnspath ,Borders,Scotland,Scotland,,377377,671362,15/03/2017,,,
4604,24/04/2015,REG & Blackrock,St. Breock Re-Power,Wind Onshore,10,2.5,5,,Operational,St. Breock,Cornwall,South West,England,,200000,70000,23/02/2015,,,
4619,04/10/2017,Green Power,Carraig Gheal,Wind Onshore,46,2.3,20,,Operational,"Carraig Gheal, Argyll and Bute",Strathclyde,Scotland,Scotland,,196465,721170,31/08/2013,,,
4620,24/08/2015,Greencoat UK Wind,Langhope Rig,Wind Onshore,16,1.6,10,,Operational,"Langhope Rig, Ettrick Forest, Scottish Borders",Borders,Scotland,Scotland,,340680,620050,26/03/2015,,,
4623,29/06/2015,Vattenfall,Clashindarroch 2,Wind Onshore,37,2.05,18,,Operational,"Clashindarroch Forest, Huntly, ",Grampian,Scotland,Scotland,,348000,831000,26/06/2015,,,
4624,01/12/2014,Ecotricity,Galsworthy Wind Park,Wind Onshore,9.2,2.3,4,,Operational,"Land At Galsworthy, Buckland Brewer And Bulkworthy",Devon,South West,England,,240435,115705,28/11/2014,,,
4625,04/01/2016,Scottish and Southern Energy (SSE),Strathy North,Wind Onshore,67.7,2.05,33,,Operational,"Near Strathy Village, Sutherland",Highland,Scotland,Scotland,,281550,957550,01/12/2015,,,
4627,22/02/2016,Fred Olsen Renewables,Mid Hill - Phase II,Wind Onshore,18.4,2.3,8,,Operational,"Mid Hill, Fetteresso
Stonehaven",Grampian,Scotland,Scotland,,370540,786500,02/12/2014,Black Law Phase II,Siemens SWT-2.3,ScottishPower
4629,17/03/2015,North Harris Trust,Monan Hill Wind Turbines,Wind Onshore,1.5,0.5,3,,Operational,500m North Of Ceann An Ora Quarry Ardhasaig Isle Of Harris,Western Isles,Scotland,Scotland,HS3 3AJ,114171,904933,19/03/2015,,,
4636,12/04/2021,Scottish Power Renewables,Halsary Wind Farm,Wind Onshore,34,2.3,15,120,Operational,"Spittal, Caithness",Highland,Scotland,Scotland,,315749,950081,31/03/2021,,,
4637,16/12/2016,REG Windpower (previously Cornwall Light and Power),French Farm,Wind Onshore,4,2.5,2,,Operational,"French Farm, French Drove, Thorney, Peterborough, ",Cambridgeshire,Eastern,England,,528300,309000,24/11/2016,,,
4638,04/04/2017,Renewable Energy Systems (RES),Glenchamber Wind Farm,Wind Onshore,27.5,2.5,11,,Operational,"between New Luce, Kirkcowan and Glenluce",Dumfries and Galloway,Scotland,Scotland,,223765,566671,01/06/2016,,,
4640,03/04/2018,Scottish and Southern Energy (SSE),Bhlaraidh (previously Balmacaan),Wind Onshore,110,3.43,32,135,Operational,Near Invermoriston,Highland,Scotland,Scotland,,244194,817221,15/09/2017,,,
4642,01/05/2018,Banks Renewables,Moor House Wind Farm,Wind Onshore,12,2.5,6,,Operational,"Bishopton Lane, Great Burdon, Darlington",County Durham,North East,England,,432599,520053,15/12/2017,,,
4643,01/10/2019,Banks Renewables,Kype Muir Wind Farm,Wind Onshore,88.4,3.4,26,,Operational,approximately 5 km south of the town of Strathaven,Strathclyde,Scotland,Scotland,,271915,639557,15/09/2019,,,
4644,20/12/2017,John Laing Environmental Assets Group,Llynfi Afan Renewable Energy Park,Wind Onshore,6,2,3,,Operational,"Mynydd Y Gelli, Port Talbot, Bridgend",Neath Port Talbot,Wales,Wales,,288368,195006,14/09/2017,,,
4645,04/04/2017,Falck Renewables,Assel Valley Wind Farm,Wind Onshore,25,2.3,11,,Operational,"Pinmore, Girvan, Strathclyde",Strathclyde,Scotland,Scotland,,223370,595995,28/10/2016,,,
4646,31/05/2019,Innogy,Bad a Cheo Wind Farm,Wind Onshore,26.7,2.05,13,112,Operational,Bad A Cheo Achkeepster Spittal,Highland,Scotland,Scotland,,316615,948900,01/05/2019,,,
4647,25/10/2016,Octopus Investments,Fraisthorpe Wind Farm,Wind Onshore,29.7,3.3,9,,Operational,"Land North East Of Manor Farm, Main Street, Fraisthorpe, East Riding Of Yorkshire",Humberside,Yorkshire and Humber,England,YO15 3QP,515938,462771,15/06/2016,,,
4648,30/04/2019,RWE Npower Renewables/ Innogy,Mynydd Y Gwair Wind Farm,Wind Onshore,32.8,3,16,,Operational,"Swansea, ",West Glamorgan,Wales,Wales,,266303,207394,24/04/2019,,,
4649,30/11/2016,Aviva,Jack's Lane Wind Farm,Wind Onshore,13.8,2.3,6,,Operational,Barwick Hall Farm Barwick Road Stanhoe King's Lynn Norfolk ,Norfolk,Eastern,England,PE31 8PZ,580919,335229,01/04/2015,,,
4651,04/01/2016,REG Windpower / BlackRock,Denzell Downs Wind Farm,Wind Onshore,10,2,5,,Operational,"Higher Denzell Farm, St Mawgan, Newquay, ",Cornwall,South West,England,TR8 4HG,189923,67094,24/11/2015,,,
4652,04/01/2017,Energia Renewables,Long Mountain,Wind Onshore,27.6,2,12,,Operational,"Dunloy, Co. Antrim",Co. Antrim,Northern Ireland,Northern Ireland,,115926,574530,15/12/2016,,,
4653,04/07/2017,Gaelectric Developments/ CGN Europe Energy,Cregganconroe,Wind Onshore,13.8,2.3,6,,Operational,"Loughmallon Road, Cregganconroe, Pomeroy ",Co. Tyrone,Northern Ireland,Northern Ireland,,78733,536671,04/01/2017,,,
4654,03/05/2017,Natural Power,Ora More,Wind Onshore,15,2.3,6,,Operational,"Ora More Hill, in the Townlands of Killycreen East, Ora Beg and Mullylusty, near Boho and Belcoo, CoFermanagh",Co. Fermanagh,Northern Ireland,Northern Ireland,,16972,509701,30/03/2017,,,
4655,24/02/2016,Infrared Capital Partners,Reaps Moss Wind Farm,Wind Onshore,10.2,3.4,3,125,Operational,"Reaps Moss, Bacup",Lancashire,North West,England,,389065,422650,31/03/2015,,,
4656,05/10/2017,John Laing Environmental Assets Group,"Llynfi Renewable Energy Park, Land at Mynydd Caerau",Wind Onshore,18,2,12,,Operational,"Glyncorrwg and Gelli Mountain, Croeserw, Neath and Port Talbot",Neath Port Talbot,Wales,Wales,SA13 3NN,287930,195255,14/09/2017,,,
4657,16/08/2016,Blue Energy,Chiplow,Wind Onshore,8.2,2,5,,Operational,"Bewteen the villages of Bagthorpe, Barmer and Syderstone in North West Norfolk",Norfolk,Eastern,England,,581259,332212,30/04/2016,,,
4658,26/02/2016,Banks Renewables,Hook Moor,Wind Onshore,10.3,2.05,3,125,Operational,"Land at Hook Moor, Micklefield, Leeds",West Yorkshire,Yorkshire and Humber,England,,443851,435273,15/01/2016,,,
4659,04/01/2016,Infrared Capital Partners,Crook Hill (Rochdale MBC) 2 of 2,Wind Onshore,23.8,3.4,7,,Operational,"Crook Hill/Shore Moor, North Of Watergrove Reservoir, Rochdale",Greater Manchester,North West,England,,392515,419340,01/12/2015,Burradale Phase 2,Vestas V52,Shetland Aerogenerators
4660,27/03/2017,Private Developer,Far Marsh Farm,Wind Onshore,7.5,2.5,3,,Operational,"Marsh Road, Ottringham, Hull, ",Humberside,Yorkshire and Humber,England,HU12 0AN,524667,421763,15/01/2017,,,
4661,29/05/2015,John Laing Environmental Assets Group,Wear Point,Wind Onshore,8.2,2.05,4,,Operational,"Land at Wear Point, Waterston Industrial, Llanstadwell",Dyfed,Wales,Wales,,193041,204629,07/07/2014,,,
4662,05/01/2015,Blue Energy (formerly Ridgewind Ltd),Middlewick wind farm,Wind Onshore,20.7,2.3,9,,Operational,"Land Between Middlewick Farm And Wraywick Farm, The Marshes, Southminster, Essex",Essex,Eastern,England,,600140,200001,31/07/2014,,,
4663,02/12/2014,Hainsford Energy,Blyth Harbour Wind Farm (re-power),Wind Onshore,3.4,3.4,1,,Operational,"Blyth Harbour, North Blyth, Cambois, Bedlington, Northumberland",Northumberland,North East,England,,432585,580800,01/09/2012,,,
4664,29/08/2017,Greencoat Capital,Corriegarth,Wind Onshore,69.5,3,23,120,Operational,"Near Gorthleck, Inverness-shire",Highland,Scotland,Scotland,,257500,813500,30/09/2016,,,
4665,16/09/2014,Carsington Wind Energy Limited,Carsington Pasture,Wind Onshore,8,2,4,,Operational,"Carsington Pasture, Derbyshire Dales",Derbyshire,East Midlands,England,,424640,354200,05/02/2014,,,
4666,16/09/2014,Co-operative Group,Langford Wind Farm,Wind Onshore,20,2,10,,Operational,"Edworth Road, Langford, Biggleswade, Bedfordshire, SG18 9PJ",Bedfordshire,Eastern,England,,520400,241520,30/01/2014,,,
4667,16/09/2014,Fred Olsen Renewables,Mid Hill I,Wind Onshore,57.5,2.3,25,,Operational,"Mid Hill, Fetteresso
Stonehaven",Grampian,Scotland,Scotland,,370540,786500,01/12/2013,,,
4669,11/04/2011,CRE Energy/ Scottish Power,Beinn Tharsuinn Windfarm Project,Wind Onshore,29.8,1.75,17,,Operational,"Beinn Tharsuinn,Nr Easter Andross, Easter Ross, Northern Highlands",Highland,Scotland,Scotland,,261700,881900,01/12/2005,Beinn Tharsuinn,Vestas V66,ScottishPower
4670,06/04/2010,Statkraft and Catamount Energy Corporation,Blaengwen,Wind Onshore,23,2.3,10,,Operational,Pencader Carms.,Dyfed,Wales,Wales,SA39 94P,246387,233404,30/11/2009,Alltwalis (formerly Blaengwen),Siemens SWT-2.3,-
4672,04/12/2017,Gravis Capital Management,Burton Wold Windfarm,Wind Onshore,20,2,10,,Operational,"Felaw Maltings, Felaw Street, Ipswich",Northamptonshire,East Midlands,England,IP2 8SJ,492500,274500,01/04/2006,,,
4674,02/12/2014,Vattenfall,Edinbane Wind Farm,Wind Onshore,41.4,2.3,18,,Operational,"Cruachan Brinn Mhicaskill, Edinbane, Portree, Highlands",Highland,Scotland,Scotland,IV51 9PW,134353,850769,21/06/2010,Edinbane,Enercon E70,-
4675,08/08/2011,Scottish and Southern Energy (SSE),Fairburn,Wind Onshore,43,2.15,20,,Operational,"Fairburn
Marybank",Highland,Scotland,Scotland,,242550,852250,07/06/2010,Fairburn Estate,REpower MM82,-
4677,06/05/2009,RWE npower,Ffynnon Oer Wind Farm,Wind Onshore,32,2,16,,Operational,Near Glyncorrwg,West Glamorgan,Wales,Wales,,287500,199500,01/12/2005,Ffynnon Oer,REpower MM70,Innogy
4678,27/02/2012,Scotwind (Scottish Renewables),Flotta,Wind Onshore,1.8,1.75,1,,Operational,"Flotta,Westhill, Orkney",Orkney Islands,Scotland,Scotland,,336770,995385,01/06/2010,,,
4679,10/05/2016,Renewable Energy Systems (RES),Forss Wind Farm (Extension),Wind Onshore,5.2,1.3,4,,Operational,"Ex Navy Base Forss, Dounreay Thurso Caithness",Highland,Scotland,Scotland,KW14 7YB,302000,969500,01/07/2007,Forss Extension,Siemens SWT-1.3,-
4680,10/05/2016,B9 / Renewable Energy Systems (RES),Lough Hill,Wind Onshore,10.5,1.75,6,,Operational,"Lough Hill
East of Drumquin
County Tyrone",Co. Tyrone,Northern Ireland,Northern Ireland,,38467,541020,01/08/2006,Lough Hill Resubmission,Siemens SWT-1.3,RES-GEN
4681,23/10/2009,Ecotricity,Michelin Tyre Co Ltd - Dundee,Wind Onshore,4,2,2,,Operational,"Baldovie Road, Dundee
Dundee",Tayside,Scotland,Scotland,,345050,732750,20/05/2006,Michelin Tyre Factory,Enercon E70,Ecotricity
4682,26/04/2010,Renewable Development Company (RDC) Scotland (Ltd) for FALCK RENEWABLES,Millennium Windfarm,Wind Onshore,40,2.5,16,125,Operational,"Millennium Windfarm
on The Achlain and Invergarry amd Aberchalder Estates
Glengarry Invergarry
Inverness-Shire
(nr Glen Moriston
Fort Augustus)",Highland,Scotland,Scotland,,225679,810840,15/07/2008,Millennium (Glenmoriston),Nordex N90,Falck Renewables
4683,16/08/2011,Lomond Energy,Muirhall,Wind Onshore,12.3,3,6,,Operational,"Stellashaw Moss, South Lanarkshire",Strathclyde,Scotland,Scotland,,300605,653760,01/01/2011,,,
4684,06/05/2009,Renewable Energy Systems (RES),Mynydd Clogau Wind Farm,Wind Onshore,14.5,0.85,17,,Operational,"Mynydd Clogau, Mynydd Bwrch-y-gors and Mynydd Cerrigllwydion, near Adfa, Newtown, Powys",Powys,Wales,Wales,,303300,298800,01/12/2005,Mynydd Clogau,Vestas V52,Novera Energy plc
4685,08/10/2013,Private Developer,New Barn Farm,Wind Onshore,4.5,1.5,3,,Operational,"Billington Road, Burnley, BB11 5QQ",Lancashire,North West,England,,380100,430800,01/02/2007,,,
