RefID,RecordLastUpdated,Operator,SiteName,TechnologyType,InstalledCapacity,TurbineCapacity,No.ofTurbines,HeightofTurbines,DevelopmentStatus,Address,County,Region,Country,PostCode,X-coordinate,Y-coordinate,Operational,Name,Model,Owner
3846,23/03/2020,RockbySea,Coire Na Cloiche Wind Farm,Wind Onshore,29.9,2.3,13,,Operational,"Land At Sidhean A'Choin Bhain, Strathrusdale, Alness",Highland,Scotland,Scotland,IV17 0YQ,258937,878023,01/03/2020,,,
3850,01/12/2017,NTR PLC,Altaveedan Wind Farm,Wind Onshore,17.9,2.35,6,,Operational,"in the townlands of Shelton South, Aldorough, Altaveedan North, Altaveedan South and Turnavedog near Loughguile, Co Antrim",Co. Antrim,Northern Ireland,Northern Ireland,,128388,584976,24/04/2017,,,
3852,14/07/2017,Northern Ireland Renewables,Corkey Wind Farm Extension,Wind Onshore,2.5,2.5,1,,Operational,"583m north of 42 Reservoir Road, Knockagallen, Corkey.",Co. Antrim,Northern Ireland,Northern Ireland,,126713,580597,13/07/2017,Corkey,Nordtank NTK500,ScottishPower
3855,25/10/2016,2020 Renewables/ NTR,Ardoch and Over Enoch Wind Farm (Over Enoch),Wind Onshore,4.3,2.3,2,110,Operational,"Over Enoch Road, Eaglesham, East Renfrewshire",Strathclyde,Scotland,Scotland,G76 0PN,258600,648600,12/11/2014,,,
3856,10/05/2013,Airvolution Energy,Ystgellog Farm Wind Farm,Wind Onshore,4.6,2.3,2,,Operational,"Ysgellog Farm, Rhosgoch, Builth Wells, Powys, LD2",Gwynedd,Wales,Wales,,240490,391238,30/04/2013,,,
3857,17/05/2017,Renewables Infrastructure Group,NEILSTON WIND FARM,Wind Onshore,9.2,2.3,4,,Operational,"N/w Of Nether Carswell Farm, Drumgrain Tip, Kingston Road, Neilston, Glasgow, Strathclyde, G44",Strathclyde,Scotland,Scotland,,245292,653952,13/05/2013,,,
3859,03/07/2013,Lanchester Properties,Greencroft Estate Turbines,Wind Onshore,4,2,2,,Operational,"Land to east of Greencroft Estates, Tower Road, Annfield Plain, Stanley",County Durham,North East,England,,416236,550574,01/03/2013,,,
3862,05/01/2015,Thames Water Utilities,Crossness Sewage Works Turbine,Wind Onshore,2.5,2.5,1,,Operational,"Belvedere Road, London",London,London,England,SE2 9AR,548777,180312,16/02/2014,,,
3873,27/06/2016,Muirhall Energy,Muirhall Extension,Wind Onshore,6.8,3.4,2,,Operational,"Stellashaw Moss, South Lanarkshire",Strathclyde,Scotland,Scotland,,299342,652838,30/04/2014,,,
3877,03/08/2015,Energia Renewables,Clondermot Turbines,Wind Onshore,4.6,2.3,2,,Operational,"Trench Road, Derry",Co. Derry / Londonderry,Northern Ireland,Northern Ireland,,60124,576620,14/04/2015,,,
3886,31/05/2017,The Renewables Infrastructure Group (TRIG),Freasdail Wind Farm,Wind Onshore,22.5,2,11,,Operational,Land East Of Loch Freasdail And North Of Loch Cruinn Whitehouse By Tarbert Argyll And Bute,Strathclyde,Scotland,Scotland,,182440,659197,08/02/2017,,,
3887,18/07/2017,Welsh Water,Nash Waste Water Treatment Works Turbine,Wind Onshore,2.5,2.5,1,,Operational,"West Nash Road, Nash NP18 2YH",Gwent,Wales,Wales,,333598,184016,15/03/2017,,,
3890,20/01/2015,Blue Energy,Marston Vale Country Park Wind Turbine,Wind Onshore,1.5,1.5,1,,Operational,"The Marston Vale Millennium Country Park, Station Road, Marston Moretaine, Bedford, MK43 0PR",Bedfordshire,Eastern,England,,500498,241710,01/05/2014,,,
3893,15/03/2018,Spencer Group,Energy Works Hull - Wind Turbine,Wind Onshore,3,3,1,,Operational,"Cleveland Street (former Adm Cocoa Plant), Dalton Street, Kingston Upon Hull, Humberside",Humberside,Yorkshire and Humber,England,HU8 8BB,510170,430424,01/03/2018,,,
3896,04/01/2016,Awel Aman Tawe Community Energy,Mynydd Y Gwrhyd Windfarm,Wind Onshore,4.7,2.35,2,,Operational,Mynydd Y Gwrhyd,West Glamorgan,Wales,Wales,,272659,210474,01/12/2017,,,
3897,17/12/2015,Severn Trent Water,Severn Trent Water - Stoke Bardolph Wind Turbine,Wind Onshore,1.5,2.5,1,,Operational,"Stoke Lane, Stoke, Bardolph, Nottinghamshire",Nottinghamshire,East Midlands,England,NG14 5HL,464294,342475,15/12/2015,,,
3902,20/05/2014,Ayre Energy/Aquatera Ltd,Barns of Ayre Wind Turbines (2),Wind Onshore,1.8,0.9,2,,Operational,"Deerness, Orkney",Orkney Islands,Scotland,Scotland,,358890,1004047,01/07/2013,,,
3904,03/10/2016,Renewable Energy Partnerships Ltd,Newton Down,Wind Onshore,5,2,2,,Operational,Bridgend,Mid Glamorgan,Wales,Wales,,284252,179465,29/09/2016,,,
3905,31/10/2016,Ventient (formerly Infinis),North Steads Wind Farm,Wind Onshore,18.5,3,9,,Operational,Situated between Widdrington and Red Row to the west of the A1068,Northumberland,North East,England,,423943,596828,04/07/2016,,,
3911,04/04/2017,LocoGen/ Green Cat Renewables ,Hill of Tillymorgan (Kirkton Farm) Wind turbines,Wind Onshore,9.6,3.2,3,,Operational,"Hill of Tillymorgan, Culsalmond, Insch",Grampian,Scotland,Scotland,AB52 6TT,363363,828345,01/12/2016,Glens of Foudland,Bonus B1300,Centrica Renewable Energy Ltd
3915,23/05/2018,PI Renewables 2 Ltd,LADEHEAD FARM - WIND TURBINES,Wind Onshore,2.4,1.3,3,,Operational,Ladehead Farm Lesmahagow ,Strathclyde,Scotland,Scotland,ML11 0HZ,279142,641223,15/09/2016,,,
3917,11/08/2015,Airvolution Energy,Garlenick Estate 2 - Wind Turbines,Wind Onshore,4,2,2,,Operational,Garlenick Estate Grampound Cornwall,Cornwall,South West,England,,194662,49203,18/06/2015,,,
3918,22/04/2016,George Richards Farms Partnership,Goonabarn Farm Wind Turbines,Wind Onshore,1,0.5,2,,Operational,Goonabarn Farm Summercourt Newquay Cornwall TR8 5BL,Cornwall,South West,England,,189473,54165,01/04/2016,,,
3924,25/11/2015,The Farm Energy Partnership LLP,Bloodhills - repowering,Wind Onshore,1,0.5,2,,Operational,"Bloodhills Farm, Bloodhills East Somerton Great Yarmouth NR29 4DU",Norfolk,Eastern,England,,647642,318446,15/06/2015,,,
3925,25/10/2016,2020 Renewables/ NTR,Ardoch and Over Enoch Wind Farm (Ardoch),Wind Onshore,7.2,2.5,3,110,Operational,"Ardoch Farm, Over Enoch Road, Eaglesham, East Renfrewshire ",Strathclyde,Scotland,Scotland,G76 0PL,258534,649697,12/11/2014,,,
3927,04/03/2014,Bristol City Council - Energy Management Unit,Avonmouth Port II,Wind Onshore,5,2.5,2,,Operational,"Former Shell Tanker Site
Severn Road
Avonmouth
Bristol",Avon,South West,England,,353360,182375,30/09/2013,,,
3928,23/08/2012,E.ON Renewables,Tween Bridge Windfarm,Wind Onshore,44,2,22,,Operational,"Tween Bridge, Thorne, Doncaster, South Yorks",South Yorkshire,Yorkshire and Humber,England,DN8 5,470500,414500,27/02/2012,,,
3931,04/06/2018,Gresham House,Mynydd Portref,Wind Onshore,9.4,0.85,11,,Operational,"N of Brynna, E of existing Taff Ely Wind Farm",Mid Glamorgan,Wales,Wales,,298897,185178,26/03/2012,,,
3932,05/06/2013,Pennant Walters,Fforch Nest Wind Farm pt2,Wind Onshore,17.5,2.5,7,,Operational,"Mynydd Maesteg and Mynydd Pwllyrhebog, Ogmore and Rhondda Valleys",Mid Glamorgan,Wales,Wales,,296500,190800,24/05/2013,,,
3933,04/01/2017,Energia Renewables,Gortfinbar,Wind Onshore,15,2.5,6,,Operational,"Sixmilecross/Carrickmore, Omagh",Co. Tyrone,Northern Ireland,Northern Ireland,,75490,528123,22/12/2016,,,
3934,03/01/2017,Gaelectric Developments/ CGN Europe Energy,Carn Hill,Wind Onshore,13.8,2.3,6,,Operational,"Lands north of Slievetrue Road, Carn Hill/Rea Hill, Newtownabbey, Co Antrim",Co. Antrim,Northern Ireland,Northern Ireland,,148254,544393,08/05/2013,,,
3935,30/09/2016,DIF,Wadlow Wind Farm,Wind Onshore,26,2,13,,Operational,"Nr West Wratting, South Cambridgeshire",Cambridgeshire,Eastern,England,,558500,254500,01/09/2012,,,
3936,22/01/2014,Npower Renewables,Bradwell Wind Farm (Repower),Wind Onshore,20,2,10,,Operational,"Bradwell on Sea, Maldon",Essex,Eastern,England,,595000,205000,30/09/2013,,,
3937,17/05/2012,Banks Renewables,Hazlehead,Wind Onshore,6,2,3,,Operational,"to the rear of Hepworth's factory, Crow Edge",South Yorkshire,Yorkshire and Humber,England,,417915,403915,16/12/2011,,,
3938,25/02/2013,Npower Renewables,Kiln Pit Hill Windfarm,Wind Onshore,12,2,6,,Operational,"land to the east of A68, approx 1km SE of Kiln Pit Hill",Northumberland,North East,England,,405590,554583,01/08/2012,,,
3941,19/11/2014,Otter Power,Otterham Down Wind Farm,Wind Onshore,3.2,0.8,4,,Operational,"Otterham, Camelford",Cornwall,South West,England,,215700,90500,17/08/2011,,,
3942,05/01/2015,Greencoat UK Wind,Sixpenny Wood Windfarm,Wind Onshore,33,3.3,10,,Operational,"Between Eastrington, Gilberdyke, Kilpin and Laxton",Humberside,Yorkshire and Humber,England,,478500,427500,15/07/2013,,,
3943,05/01/2015,Greencoat UK Wind,Earl's Hall,Wind Onshore,10.3,2.05,5,,Operational,"Earls Hall Farm, Clacton on Sea, Essex",Essex,Eastern,England,,614550,216860,13/01/2013,,,
3944,02/11/2012,Private Developer,Mawdesley Moss,Wind Onshore,2.3,0.75,3,,Operational,"Cliff Farm
Mawdesley Moss
Chorley
Lancashire",Lancashire,North West,England,,348500,415500,01/08/2012,,,
3946,06/05/2014,Chelveston Renewable Energy,Chelveston Renewable Energy Park Wind Farm (East Northamptonshire),Wind Onshore,12.5,2.5,5,,Operational,"Chelveston Airfield
East Northamptonshore",Northamptonshire,East Midlands,England,,499885,268015,15/02/2014,,,
3947,08/05/2013,Harworth Power,Bewick Drift,Wind Onshore,2.3,2.3,1,,Operational,Land at former Lynemouth coal handling store north of existing Lynemouth Power Station,Northumberland,North East,England,,428275,591310,31/03/2013,,,
3948,07/11/2013,John Laing Environmental Assets Group/REG Power Management,Hall Farm Routh,Wind Onshore,24.6,2.05,12,,Operational,"Land North Of, Hall Farm Acc Rd To Crowshore Plantation, Routh, East Riding Of Yorkshire, HU17 9SL",Humberside,Yorkshire and Humber,England,,507865,443185,28/05/2013,Hall Farm,REpower MM82,John Laing Investments
3951,30/08/2013,Fred Olsen Renewables,Rothes Wind Farm (Extension) (II),Wind Onshore,41.4,2.3,18,,Operational,"Rothes Windfarm, at Cairn Uish near Elgin",Grampian,Scotland,Scotland,,318500,850500,15/04/2013,Rothes (Cairn Uish),Bonus B2300,Fred Olsen Renewables Ltd
3953,12/12/2013,Airtricity,Glenconway,Wind Onshore,18.4,2.3,8,,Operational,"Land at Glenconway Hill off Baranailt Road, (Adjacent to Loughermore Forest and north of Altahullion windfarm), Limavady.",Co. Derry / Londonderry,Northern Ireland,Northern Ireland,,78301,576178,07/11/2013,,,
3955,12/12/2013,Scottish and Southern Energy (SSE),Glenconway 2 (formerly Altahullion Phase III),Wind Onshore,27.6,2.3,12,,Operational,"Altahullion Phase III Wind Farm in the townlands of Drum, Glenconway and Ballymoney, near Dungiven",Co. Derry / Londonderry,Northern Ireland,Northern Ireland,,77926,575589,07/11/2013,Altahullion Phase II,Siemens SWT-1.3,RES-GEN
3956,05/06/2013,Pennant Walters,Fforch Nest Wind Farm pt1,Wind Onshore,10,2.5,4,,Operational,Land North of Glynogwr,Mid Glamorgan,Wales,Wales,,296600,191300,24/05/2013,,,
3957,24/10/2018,Good Energy (previously nPower Renewables),Hampole Wind Farm,Wind Onshore,8,2,4,,Operational,"Land Near Hampole Wood
Hampole
Doncaster",South Yorkshire,Yorkshire and Humber,England,,449430,409145,31/03/2014,,,
3958,04/04/2013,Ventient (formerly Infinis),Blackstone Edge,Wind Onshore,7.5,2.5,3,,Operational,"Blackstone Edge, Penistone",South Yorkshire,Yorkshire and Humber,England,,419565,405226,01/03/2013,,,
3961,04/12/2016,Energia Renewables,Glenbuck,Wind Onshore,9.2,2.3,4,,Operational,"Glenbuck, Dunloy",Co. Antrim,Northern Ireland,Northern Ireland,,118000,577300,22/12/2016,,,
3962,15/12/2017,Energia ,Glenbuck II,Wind Onshore,6.9,3,5,,Operational,Glenbuck,Co. Antrim,Northern Ireland,Northern Ireland,,118000,577300,01/03/2017,,,
3963,29/03/2012,Banks Renewables,Marr Windfarm,Wind Onshore,8,2,4,,Operational,"Marr, South Yorkshire",South Yorkshire,Yorkshire and Humber,England,,450491,404311,18/01/2012,,,
3964,26/11/2013,TNEI Services Ltd,Nissan Motors Plant Extn,Wind Onshore,2,0.6,3,,Operational,"Nissan Motors Plant, Sunderland, Tyne and Wear",Tyne and Wear,North East,England,,433385,557810,01/04/2008,,,
3969,16/08/2013,TCI Renewables,Dunmore,Wind Onshore,21,3,7,,Operational,"Town land of Dunmore approximately eight kilometres north east of Limavady, County Londonderry",Co. Derry / Londonderry,Northern Ireland,Northern Ireland,,88015,585846,25/04/2013,,,
3971,05/01/2015,Greencoat UK Wind,Cotton Farm,Wind Onshore,20,2.5,8,,Operational,"Land between Graveley, Offord Darcy and Great Paxton",Cambridgeshire,Eastern,England,,523270,264130,31/03/2013,,,
3972,25/06/2013,Flimby Wind Energy Ltd,Land at Flimby Hall Farm,Wind Onshore,6.2,2.05,3,,Operational,"Flimby, Maryport,",Cumbria,North West,England,,302500,533500,14/06/2013,Hall Farm,REpower MM82,John Laing Investments
3976,01/11/2013,Scottish Power Renewables,Carland Cross Wind Farm Repowering,Wind Onshore,20,2,10,,Operational,"Carland Cross, Mitchell, Truro",Cornwall,South West,England,,184500,54500,30/10/2013,,,
3978,05/01/2015,Greencoat UK Wind,Yelvertoft Wind Farm,Wind Onshore,16,2,8,,Operational,"Land Adjacent Glebe Farm, Hillmorton Lane, Yelvertoft (Access Off Rugby Road, Crick), Northamptonshire",Northamptonshire,East Midlands,England,,457887,275532,11/07/2013,,,
3980,25/02/2013,Eco2 /GreenCAT,Mains of Hatton,Wind Onshore,2.4,0.8,3,,Operational,"Kirktown of Auchterless
Aberdeenshire",Grampian,Scotland,Scotland,,396115,858370,20/03/2012,,,
3981,22/04/2013,Scottish Power Renewables,Whitelee Windfarm Extension Phase 1,Wind Onshore,108,3,36,,Operational,"Eaglesham Moor, to the south of Glasgow",Strathclyde,Scotland,Scotland,,256300,645000,31/10/2012,Burradale Phase 1,Vestas V47,Shetland Aerogenerators
3982,04/07/2017,Scottish Equity Partners,Tilbury Docks,Wind Onshore,12,3,4,,Operational,"Installed from the Dock entrance along to the GradeII listed Cruise Terminal, Tilbury Docks, Tilbury",Essex,Eastern,England,,562450,175735,25/03/2013,,,
3984,29/11/2012,Broadview Energy,Seamer Windfarm - Stockton on Tees,Wind Onshore,6,2,3,,Operational,Between the villages of Hilton and Seamer on the Stockton-on-Tees and North Yorkshire boundaries.,County Durham,North East,England,,448125,511235,01/11/2012,,,
3985,24/01/2013,REG Windpower (previously  Cornwall Light & Power),South Sharpley Wind Farm (Revised),Wind Onshore,7.5,2.5,3,,Operational,"South Sharpley Farm, near Seaham, County Durham",County Durham,North East,England,,438490,549675,23/01/2013,,,
3986,20/05/2013,Banks Renewables,Armistead Wind Farm,Wind Onshore,12,2,6,,Operational,"Land to the east of Crosslands Farm, near Old Hutton, Kendal South Lakeland, LA6 2QJ",Cumbria,North West,England,,358500,486900,11/02/2013,,,
3987,03/06/2013,Energiekontor UK,Withernwick,Wind Onshore,18,2,9,,Operational,"Land North And North East
Homer House
Aldbrough Road
Withernwick
East Riding Of Yorkshire",Humberside,Yorkshire and Humber,England,,520325,440375,19/03/2013,,,
3988,16/06/2016,Urras Oighreachd Ghabhsainn,Loch Sminig Wind Project,Wind Onshore,2.7,0.9,3,,Operational,"Either side of the road between Baile an Truiseil and Upper Barvas, Stornoway, Isle of Lewis, HS2 0QX",Western Isles,Scotland,Scotland,,137480,952680,15/09/2015,,,
3992,20/01/2014,Aeolian Holderness Ltd,Burton Pidsea (Wadworth Hill) Wind Farm,Wind Onshore,10.2,3.4,3,,Operational,"Land North East Of
Wadworth Hill House
Greens Lane
Burton Pidsea
East Riding Of Yorkshire",Humberside,Yorkshire and Humber,England,,524497,429743,10/01/2014,,,
4006,04/07/2013,E.ON UK,Camster,Wind Onshore,50,2,25,,Operational,"Lower Camster
Lybster
Caithness",Highland,Scotland,Scotland,,325800,947400,09/02/2013,,,
4011,01/06/2018,Scottish and Southern Energy (SSE)/ Greencoat UK Wind ,Clyde Wind Farm,Wind Onshore,350,2.3,152,,Operational,"Clyde Wind farm, Lowther Hills, between Crawford and Nether Howecleuch,
NW of Lockerbie",Strathclyde,Scotland,Scotland,,302500,617500,01/10/2012,,,
4013,04/12/2012,RWE npower,Novar Wind Farm (Extension),Wind Onshore,36.8,2.3,16,,Operational,"Novar Estate
Evanton
Ross-shire",Highland,Scotland,Scotland,,255500,871500,17/09/2012,Novar,Bonus B500,Beaufort Wind Limited
4014,04/06/2020,Renewable Energy Systems (RES),Hill of Towie (Drummuir),Wind Onshore,48,2.3,21,,Operational,"Hill of Towie, Knockan and McHattie's Cairn, Drummuir, Keith, Banffshire, Moray",Grampian,Scotland,Scotland,,320000,860000,01/06/2012,"Forss, Hill of Lybster",Bonus,-
4015,26/10/2016,Scottish Power Renewables,Ewe Hill,Wind Onshore,13.8,2.3,6,,Operational,"Near Langham and Lockerbie
Dumfries",Dumfries and Galloway,Scotland,Scotland,,315000,580000,30/05/2016,,,
4019,04/03/2014,Npower Renewables,Middlemoor,Wind Onshore,54,3,18,,Operational,"North Charlton
Alnwick
Northumberland",Northumberland,North East,England,,414765,622786,30/09/2013,,,
4021,02/05/2013,Baillie Windfarm Ltd,Baillie Wind Farm,Wind Onshore,52.5,2.5,21,,Operational,"Bardnaheigh, Westfield, Thurso",Highland,Scotland,Scotland,,302550,965650,29/03/2013,,,
4022,08/10/2013,REG Windpower (previously Cornwall Light and Power),Braich Ddu,Wind Onshore,3.9,1.3,3,,Operational,"Braich Ddu, Glanrafon Y Bala, Gwynedd",Gwynedd,Wales,Wales,,267500,301500,31/08/2007,Braich Ddu Farm,Nordex N60,-
4023,04/12/2017,Greencoat UK Wind,Drone Hill,Wind Onshore,28.6,1.3,22,,Operational,"Coldingham
East Berwickshire",Borders,Scotland,Scotland,,383719,667227,01/09/2012,,,
4024,25/01/2012,Scottish and Southern Energy (SSE),Tangy Wind Farm Extension/Tangy 2,Wind Onshore,6,0.85,7,,Operational,"Kilkenzie, Campbelltown",Strathclyde,Scotland,Scotland,,177000,626200,17/06/2011,Tangy,Vestas V52,SSE plc
4026,30/10/2017,Vattenfall,Ray Wind Farm,Wind Onshore,54.4,3.5,16,,Operational,"Kirkwhelpington, Newcastle-upon-Tyne, Tyne and Wear",Northumberland,North East,England,NE19 2,395550,587550,05/02/2017,,,
4027,24/12/2013,Scottish and Southern Energy (SSE),Calliachar,Wind Onshore,32.2,2.3,14,,Operational,"Nr Aberfeldy, Amulree",Tayside,Scotland,Scotland,,285000,750000,30/09/2013,,,
4028,29/02/2012,Greenpower (Griffin) Ltd,Griffin Wind farm,Wind Onshore,156,3,52,,Operational,Griffin Forest,Tayside,Scotland,Scotland,,293600,744600,28/02/2012,,,
4029,04/07/2012,REG Windpower (previously Cornwall Light and Power),High Pow Farm,Wind Onshore,3.9,1.3,3,,Operational,"High Pow Farm, Boltons Low Houses, Nr. Wigton, ",Cumbria,North West,England,,323500,544500,15/03/2007,,,
4031,06/03/2014,K E Projects AF,St. Johns Hill,Wind Onshore,15.8,2.8,9,,Operational,"Chapel of Barras
nr Kinneff, 
South of Stonehaven",Grampian,Scotland,Scotland,,383500,777500,01/04/2013,,,
4032,22/05/2018,Blue Energy,Blackcraig,Wind Onshore,53,3,23,,Operational,"Blackcraig Hill, 6km NE of Balmaclellan",Dumfries and Galloway,Scotland,Scotland,,270500,582500,02/03/2018,,,
4033,19/04/2013,Devon Wind Power Ltd,Fullabrook Down Wind Farm,Wind Onshore,66,3,22,,Operational,"Fullabrook Down, Crackaway, Barton",Devon,South West,England,,253055,141846,24/01/2012,,,
4034,17/09/2020,Renewables Infrastructure Group,Little Raith Farm,Wind Onshore,25,2.8,9,,Operational,"South of A92
Nr Loch Gelly",Fife,Scotland,Scotland,,322245,692552,27/11/2012,,,
4039,03/06/2013,Pennant Wind Energy Ventures (PWEV),Pant y wal,Wind Onshore,25,2.5,10,115,Operational,"Mynydd Maesteg, Mynydd Pwlle yr Helog, Ogmore Vale, Rhondda Valley",Mid Glamorgan,Wales,Wales,,295886,191521,01/06/2013,,,
4041,02/01/2019,Greencoat (formerly Energia Renewables),Crighshane,Wind Onshore,32.2,2,14,,Operational,"Crighshane, South of Ballymongan Road, Killeter, Castlederg",Co. Tyrone,Northern Ireland,Northern Ireland,,29021,542409,30/06/2012,,,
4042,06/11/2013,Northern Wind Power,Townlands of Carrickatane,Wind Onshore,20.7,2.3,9,,Operational,"Townlands of Carrickatane, Castlemellan, Cullion, Gortmellan & Taboe Glebe (Co. Tyrone) and Tirkeeveny & Killymallaght (Co. Derry), accessing onto Gortmellon Road, Cullion, BT47 3TA",Co. Derry / Londonderry,Northern Ireland,Northern Ireland,,66757,567963,21/03/2013,,,
4047,02/01/2019,Greencoat (formerly Energia Renewables),Church Hill,Wind Onshore,18.4,2,8,,Operational,"Church Hill, Meenamullan Road, Killeter, Castlederg, and Magherakeel, Killeter, Castlederg, Co Tyrone.",Co. Tyrone,Northern Ireland,Northern Ireland,,31711,543769,01/06/2012,Lough Hill Resubmission,Siemens SWT-1.3,RES-GEN
4048,29/11/2011,ESB,Crockagarran,Wind Onshore,15,2.5,6,,Operational,"Lands to the East of Whitebridge Road and South of Gleneeny Road, on lands at Crockagarron in the Townland of Gleneeny, Co Tyrone.",Co. Tyrone,Northern Ireland,Northern Ireland,,75726,528798,29/09/2010,,,
4051,06/03/2013,E.ON UK,Rosehall Hill Forest Windfarm,Wind Onshore,24.7,1.3,19,,Operational,"Lairg, Highlands. IV27 4EU",Highland,Scotland,Scotland,,249550,903550,28/02/2013,,,
4053,17/06/2015,Energia Renewables,Thornog Windfarm,Wind Onshore,9.2,2.3,4,,Operational,"Thornog, 
Meenadoan townland, 
Drumquin. 
Co Tyrone",Co. Tyrone,Northern Ireland,Northern Ireland,,41160,537686,22/09/2014,,,
4054,27/11/2017,Scottish and Southern Energy (SSE),Slieve Divena Phase 2 Wind Farm,Wind Onshore,18.8,2.5,8,,Operational,"Slieve Divena Wind Farm Phase II in the townlands of Altcloghfin, Altamuskin and Shantavny Irish, Co Tyrone",Co. Tyrone,Northern Ireland,Northern Ireland,BT79,69602,524593,16/02/2017,Slieve Divena 1,Nordex N80,SSE Renewables
4055,02/05/2013,I & H Brown Ltd,Bankend Rig,Wind Onshore,14.3,1.3,11,,Operational,Near Dungavel Reservoir,Strathclyde,Scotland,Scotland,,265553,633692,27/03/2013,,,
4056,08/10/2013,Mackies,Hill of Easterton Extension,Wind Onshore,2,1,2,,Operational,"Hill of Easterton, 1km North Of Mackies Ice Cream Dairy, Westertown, Rothienorman, Inverurie, AB51 8US",Grampian,Scotland,Scotland,,376449,831808,31/07/2007,Hill of Eastertown,Vestas V52,Mackies Icecream Factories
4057,30/11/2016,Blackrock Real Assets,Batsworthy Cross,Wind Onshore,18,2,9,103,Operational,"Batsworthy Cross, Creacombe, North Devon",Devon,South West,England,,281500,120500,07/04/2016,,,
4058,25/01/2012,Airtricity,Slieve Kirk,Wind Onshore,27.6,2.3,12,,Operational,"Lands bounded by Bigwood Road, Kildoag Road & Castlewarren Road, within the townlands of Lisdillon, Kildoag in Co Derry, Knockbrack, Gosheden, Lackagh, Ardground, Legagh in Co Tyrone",Co. Tyrone,Northern Ireland,Northern Ireland,,61258,571215,01/10/2011,,,
4059,02/07/2020,EDF Energy Renewables,Fallago Rig,Wind Onshore,144,3,48,,Operational,Lammermuir Hills,Borders,Scotland,Scotland,,357000,660000,31/03/2013,,,
4060,02/09/2013,Scottish and Southern Energy (SSE),Cathkin Braes Wind Farm (Castlemilk),Wind Onshore,3,3,1,,Operational,Site At Cathkin Braes/ Cathkin Road Carmunnock Glasgow,Strathclyde,Scotland,Scotland,,261220,658203,29/05/2013,,,
4061,31/08/2017,ESB (Cambrian Renewable Energy Ltd / Betws Common Holdings Ltd),Mynydd y Betws,Wind Onshore,34.5,2.3,15,,Operational,"Mynydd y Betws, Betws, Ammanford",Dyfed,Wales,Wales,,267000,210000,01/04/2013,,,
4062,18/12/2014,Green Cat Renewables,Ark Hill,Wind Onshore,6.4,0.8,8,,Operational,"Chamberwells, Glamis, Tayside",Tayside,Scotland,Scotland,,335700,742600,29/03/2013,,,
4063,03/06/2013,Arnish Electric Ltd / Farm Energy Ltd,Pentland Road Wind Farm,Wind Onshore,13.8,2.3,6,,Operational,"Pentland Road, Isle of Lewis",Western Isles,Scotland,Scotland,,135500,938700,28/03/2013,,,
4065,27/11/2018,Slieveglass wind farm (Energia),Slieveglass,Wind Onshore,6.9,2.3,3,,Operational,"Bullock Park, Drumquin, Co. Tyrone",Co. Tyrone,Northern Ireland,Northern Ireland,,40796,540968,10/08/2018,,,
4066,19/03/2015,Erne Concrete Pumping,Molly Mountain,Wind Onshore,15,3,5,,Operational,Land at Molly Mountain near Derrylin,Co. Fermanagh,Northern Ireland,Northern Ireland,,32559,492702,03/12/2014,,,
4067,22/12/2016,RES/ Aviva,Turncole Wind Farm,Wind Onshore,17.5,2,7,,Operational,"Turncole Farm, The Marshes, Southminster, Essex",Essex,Eastern,England,CM0 7JJ,598482,198640,22/12/2016,,,
4068,01/08/2017,Severn Trent Water,Derby Sewage Treatment Works,Wind Onshore,5,3.4,2,,Operational,"Megaloughton Lane, Spondon, Derby",Derbyshire,East Midlands,England,,439567,334685,15/05/2014,,,
4069,31/07/2017,Octopus Investements/Blue Energy,Grange,Wind Onshore,12.3,2.05,6,,Operational,"Grange Farmhouse, Land adjacent to, Flixborough",Humberside,Yorkshire and Humber,England,,486042,416496,15/12/2015,,,
4070,31/03/2017,RWE Npower Renewables,Goole Fields ll Wind Farm,Wind Onshore,34.9,2.05,17,,Operational,"approximately 2km south of Old Goole, immediately to the west of the consented Goole Fields Wind Farm.",Humberside,Yorkshire and Humber,England,,473632,420610,14/11/2016,Goole Fields 2,Senvion MM92,RWE
4072,31/10/2016,Vento Ludens,Edintore Wind Farm,Wind Onshore,18,3,6,,Operational,"Edintore, Keith, Moray",Grampian,Scotland,Scotland,AB55 5PJ,342422,846573,31/10/2016,,,
4073,14/09/2021,RPMI Railpen (formerly BayWa),Tralorg Wind Farm,Wind Onshore,20,2.5,8,,Operational,2km to the east of Girvan,Strathclyde,Scotland,Scotland,,221728,598656,01/06/2020,,,
4075,22/03/2016,Shetland Aerogenerators ,Gremista Wind Farm,Wind Onshore,3,3,1,,Operational,"Luggies Knowe, Gremista, Lerwick",Shetland,Scotland,Scotland,,446287,1145628,15/11/2015,,,
4076,11/12/2019,TCI Renewables,Common Barn Wind Farm,Wind Onshore,6.2,3,3,,Operational,"Church Farm, Southoe, Huntingdonshire",Cambridgeshire,Eastern,England,,516918,265736,09/05/2019,,,
4078,04/07/2017,Rev Ltd,Clentrie Wind Farm (Gevens),Wind Onshore,6.9,2.3,3,,Operational,"Clentrie Farm, Fife",Fife,Scotland,Scotland,,322212,692370,24/10/2016,,,
4081,23/05/2016,Energia Renewables,Thornog Windfarm Extension,Wind Onshore,9.2,2.3,4,,Operational,"Thornog, 
Meenadoan townland, 
Drumquin. 
Co Tyrone",Co. Tyrone,Northern Ireland,Northern Ireland,,41160,537686,22/12/2014,,,
