no.,agency,accreditation_number,material_process,size*,accredited_organisation,reg._no.,status,active_date,last_changed,site_address,classification_of_operation
"121","EA","ER192006686","Plastic","L","Luxus Ltd","0834329","Active","01/01/2019","01/01/2019","Belvoir Way LOUTH Lincolnshire LN11 0LQ","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"122","EA","ER192016105","Plastic","L","Lynx Recycling & Recovery Ltd","07287499","Active","01/01/2019","01/01/2019","Lynx Recycling & Recovery Limited GRIMSBY Lincolnshire DN41 8DT","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"123","EA","ER192016134","Plastic","L","Monoworld Recycling Ltd","06320557","Active","01/01/2019","01/01/2019","19-26 Sanders Lodge Industrial Estate RUSHDEN Northamptonshire NN10 6BQ","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"124","EA","ER192019188","Plastic","S","Multipanel UK Ltd","05024774","Active","11/11/2019","11/11/2019","Units 1-4 Dover kent CT15 4NL","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"125","EA","ER192009124","Plastic","L","NDC Polipak Limited","03858503","Active","01/01/2019","01/01/2019","NDC Polipak Ltd CRADLEY HEATH West Midlands B64 5RE","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"126","EA","ER19199841","Plastic","L","Norpol Recycling Limited","3029134","Active","01/01/2019","01/01/2019","NORPOL HOUSE NELSON LANCASHIRE BB9 7YG","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"127","EA","ER192019144","Plastic","L","OSO Polymers UK Ltd","11167768","Active","29/05/2019","29/05/2019","Scheme 3 Leeds West Yorkshire LS10 1RT","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"128","EA","ER192019143","Plastic","S","Palagan Limited","01221384","Active","20/05/2019","20/05/2019","Unit 2 DUNSTABLE Bedfordshire LU6 1NE","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"129","EA","ER192013181","Plastic","L","Plasgran Ltd","3848053","Active","01/01/2019","01/01/2019","Manea Road MARCH Cambridgeshire PE15 0PE","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"130","EA","ER192013199","Plastic","L","Plumb Polymers Ltd","03964655","Active","01/01/2019","01/01/2019","505 Carlisle Street East SHEFFIELD South Yorkshire S4 8DT","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"131","EA","ER192019180","Plastic","S","Polyclear Ltd","1260718","Active","26/09/2019","26/09/2019","FIRST AVENUE SOUTHAMPTON HAMPSHIRE SO15 0LG","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"132","EA","ER192013195","Plastic","L","Polypipe Ltd","01099323","Active","01/01/2019","01/01/2019","Boston Rd Ind Est HORNCASTLE Lincs LN9 6JW","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"133","EA","ER19199842","Plastic","L","Preston Plastics Ltd","3377914","Active","01/01/2019","01/01/2019","MOSS EDGE WORKS PRESTON LANCASHIRE PR3 6BN","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"134","EA","ER192019122","Plastic","L","Pro Environmental Ltd","10754591","Active","01/01/2019","01/01/2019","Unit 6 Kingsnorth Industrial Estate ROCHESTER Kent ME3 9ND","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"135","EA","ER192004444","Plastic","L","Ravago Manufacturing UK Ltd","4789043","Active","01/01/2019","01/01/2019","WEST BRIDGEWATER STREET LEIGH LANCASHIRE WN74HB","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"136","EA","ER192014130","Plastic","L","Recycled Plastics UK Ltd","06645314","Active","25/02/2019","25/02/2019","Unit 1, Freeman Street, WOLVERHAMPTON West Midlands WV100ES","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"137","EA","ER192016122","Plastic","L","Recyplas Limited","07913278","Active","01/01/2019","01/01/2019","UNIT 1 WIMBLINGTON CAMBRIDGESHIRE PE15 0QQ","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"138","EA","ER192019110","Plastic","L","Rock Resource Management Ltd","10739197","Cancelled","01/01/2019","19/12/2019","Unit 1 SCUNTHORPE North Lincolnshire DN15 0DH","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"139","EA","ER19199852","Plastic","L","Roydon Granulation Ltd","2908446","Active","01/01/2019","01/01/2019","Unit F15 ST. HELENS Merseyside WA9 3NA","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"140","EA","ER192014106","Plastic","L","Roydon Group PLC","06890221","Active","01/01/2019","01/01/2019","Units 1-3 Junction Eco Park SWINTON Manchester M27 8LU","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"141","EA","ER192005591","Plastic","L","Schutz UK Ltd","2347670","Active","01/01/2019","01/01/2019","Claylands Avenue WORKSOP Notts S81 7BE","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"142","EA","ER192018103","Plastic","L","Skymark Packaging International
(Scunthorpe)","02160777","Active","01/01/2019","01/01/2019","Mannaberg Way SCUNTHORPE North Lincolnshire DN15 8XF","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"143","EA","ER192014114","Plastic","S","Skymark Packaging International
Ltd","2160777","Active","01/01/2019","01/01/2019","Manners Avenue ILKESTON Derbyshire DE7 8EF","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"144","EA","ER192019183","Plastic","S","Storm Board LLP","OC411243","Active","09/10/2019","09/10/2019","UNIT E, VALLIS TRADING ESTATE FROME SOMERSET BA11 3DT","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"145","EA","ER192019115","Plastic","L","Sun Polymer UK Ltd","08173718","Active","01/01/2019","01/01/2019","44C Stockholm Road HULL HU7 0XW","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"146","EA","ER192017129","Plastic","L","Veolia ES (UK) Ltd","02481991","Active","01/01/2019","01/01/2019","16 Choats Road DAGENHAM ESSEX RM9 6LF","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"147","EA","ER192008107","Plastic","L","Viridor Polymer Recycling Ltd","5499464","Active","01/01/2019","01/01/2019","Gerrard Place SKELMERSDALE Lancashire WN8 9SU","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"148","EA","ER192018104","Plastic","L","Y S Reclamation Ltd","08490907","Active","01/01/2019","01/01/2019","28 KINGSLAND GRANGE WOOLSTON WARRINGTON WA1 4RW","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"149","EA","ER192019153","Plastic","S","Yes Recycling Ltd","9853834","Active","03/07/2019","03/07/2019","Tunfield Farm ASHLEY GREEN Bucks HP5 3PY","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"150","NRW","WR191998103","Plastic","L","British Polythene Limited","0350729","Active","01/01/2019","01/01/2019","Maerdy Industrial Estate TREDEGAR Caerphilly NP22 5PY","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"151","NRW","WR192017705","Plastic","L","Extrusion & Moulding Compounds
Ltd","00905428","Active","26/02/2019","26/02/2019","Cwmavon Factory NR PONTYPOOL Gwent NP4 8UW","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"152","NRW","WR192018704","Plastic","L","Extrusion and Moulding Compounds
Ltd","00905428","Active","26/02/2019","26/02/2019","Kays and Kears Ind Est BLAENAVON Torfaen NP4 9AZ","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"153","NRW","WR192017703","Plastic","L","MDS Recycling Limited","07141820","Active","01/01/2019","01/01/2019","Unit 2 PORTH Rhondda Cynon Taf CF39 0PB","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"154","NRW","WR192019702","Plastic","L","New Horizon Plastics Co Ltd","11777585","Active","29/07/2019","29/07/2019","Unit 27 FLINT Fintshire CH6 5XA","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"155","NRW","WR192017704","Plastic","L","Plastecowood Limited","08914626","Active","01/01/2019","01/01/2019","Plastecowood Ltd BODELWYDDAN Denbighshire LL18 5SQ","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"156","NRW","WR192019703","Plastic","S","Pulse Plastics Limited","04529261","Active","06/08/2019","06/08/2019","Pulse Plastics Limited ABERCARN Newport NP11 5AR","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"157","NRW","WR192015702","Plastic","L","Roydon Bottle Recycling Ltd","08635446","Active","01/01/2019","01/01/2019","Unit 1 Blackwood Business Park PONTLLANFRAITH Caerphilly NP12 2XH","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"158","NRW","WR192018703","Plastic","L","S W PLASTIC SOLUTIONS LTD","10010391","Active","01/01/2019","01/01/2019","Unit 2 EBBW VALE Blaenau Gwent NP23 6PL","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"159","NIEA","NR192012103","Plastic","L","Cherry Plastics","NI053648","Active","28/01/2019","28/01/2019","Unit 5 Nutts Corner Business Park CRUMLIN Co Antrim BT29 4SR","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"160","NIEA","NR192019108","Plastic","S","Jaguar Polymers Ltd","NI654238","Active","22/10/2019","22/10/2019","Unit 10 LISNASKEA Fermanagh BT920QQ","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"161","SEPA","SR192013116","Plastic","L","Avanti Environmental Group Ltd","3476148","Cancelled","01/01/2019","01/02/2020","Balquharn Farm ALVA Clackmannanshire FK12 5NZ","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"162","SEPA","SR192019108","Plastic","S","British Polythene Ltd","0350729","Cancelled","27/08/2019","01/02/2020","96 Port Glasgow Road GREENOCK Renfrewshire PA15 2UL","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"163","SEPA","SR192019109","Plastic","S","British Polythene Ltd - Ardeer","0350729","Cancelled","30/08/2019","01/02/2020","Lundholm Road STEVENSTON North Ayrshire KA20 3LJ","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"164","SEPA","SR1920050013","Plastic","L","Mainetti (UK) Ltd","SC170666","Cancelled","01/01/2019","01/02/2020","Wrexham Industrial Estate WREXHAM WREXHAM LL13 0TS","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"165","SEPA","SR192019106","Plastic","S","Marlin Industries Scotland Limited","SC413678","Cancelled","31/07/2019","01/02/2020","Marlin Industries Scotland Limited HAWICK Roxburgshire TD98SL","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"166","SEPA","SR192019103","Plastic","S","WRC Recycling","SC370000","Cancelled","06/06/2019","01/02/2020","45 INCHINNAN Renfrew PA49RR","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"167","EA","ER192016106","Steel","L","British Steel Limited","9438207","Active","29/01/2019","11/03/2019","British Steel Limited SCUNTHORPE North Lincolnshire DN16 1XA","R4 Recycling/reclamation of metals and metal compounds"
"168","EA","ER192010159","Steel","L","ERVIN AMASTEEL","2830693","Active","01/01/2019","01/01/2019","George Henry Road TIPTON West Midlands DY4 7BZ","R4 Recycling/reclamation of metals and metal compounds"
"169","NRW","WR19199868","Steel","L","AMG Resources Ltd","1516685","Active","01/01/2019","01/01/2019","Nevills Dock LLANELLI Carmarthen SA15 2HD","R4 Recycling/reclamation of metals and metal compounds"
"170","NRW","WR192004452","Steel","L","Celsa Manufacturing (UK) Ltd","04577881","Active","01/01/2019","01/01/2019","Meltshop, Tremorfa Works CARDIFF Glamorgan CF24 5TH","R4 Recycling/reclamation of metals and metal compounds"
"171","NRW","WR19199870","Steel","L","Tata Steel UK Ltd","2280000","Active","01/01/2019","01/01/2019","Tata Steel UK Ltd PORT TALBOT West Glamorgan SA13 2NG","R4 Recycling/reclamation of metals and metal compounds"
"172","EA","ER192019128","Wood","L","A & A Recycling Services Ltd","04269422","Active","01/01/2019","01/01/2019","A&A Recycling Services Limited MERIDEN Coventry CV7 7LH","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"173","EA","ER192009190","Wood","L","Arden Wood Shavings Limited","2592924","Active","01/01/2019","01/01/2019","Arden Wood Shavings Ltd SOLIHULL B92 0LP","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"174","EA","ER192016136","Wood","L","Boden & Davies Ltd","00699015","Active","01/01/2019","01/01/2019","Minshulls Farm ASTLEY Manchester M29 7JZ","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"175","EA","ER192018136","Wood","S","Brier Hills Recycling Ltd","05298784","Active","01/01/2019","01/01/2019","Brier Hills Farm DONCASTER South Yorkshire DN7 6HA","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"176","EA","ER192019116","Wood","L","Chipmunk (South West) Ltd","7040055","Active","01/01/2019","26/07/2019","Godwins Yard GLASTONBURY Somerset BA6 9GS","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"177","EA","ER192019155","Wood","S","Donald Ward Ltd","1292288","Active","11/07/2019","11/07/2019","Griffon Road ILKESTON Derbyshire DE7 4RF","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"178","EA","ER191998286","Wood","L","Egger (UK) Limited","2813369","Active","01/01/2019","01/01/2019","Anick Grange Road HEXHAM Northumberland NE46 4JS","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"179","EA","ER192019117","Wood","L","ENVA ENGLAND LIMITED","3450311","Active","01/01/2019","28/10/2019","Enviro Building NOTTINGHAM NG4 2JT","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"180","EA","ER192015109","Wood","L","Enva Wood Recycling Manchester
Ltd","7462747","Active","01/01/2019","01/01/2019","Lumm Farm MANCHESTER M43 7LB","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"181","EA","ER192017109","Wood","L","Giffords Recycling Ltd","7066018","Active","01/01/2019","01/01/2019","Kelvin Way WEST BROMWICH West Midlands B70 7JR","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"182","EA","ER192019167","Wood","L","Green Pellet Power Ltd","10312331","Active","21/08/2019","21/08/2019","Coquet Enterprise Park AMBLE Northumberland NE65 0PE","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"183","EA","ER191998262","Wood","L","Mendip Woodshavings Ltd","4158389","Active","25/04/2019","25/04/2019","Charterhouse Factory BRISTOL Somerset BS40 7XS","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"184","EA","ER192014121","Wood","L","Norbord Europe Ltd","7886600","Active","01/01/2019","01/01/2019","Nadder Lane SOUTH MOLTON Devon EX36 4HP","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"185","EA","ER192019163","Wood","S","PH PALLET SERVICES","OC368703","Active","31/07/2019","31/07/2019","Broadway DUKINFIELD Cheshire SK16 4UU","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"186","EA","ER192019112","Wood","L","R. Plevin & Sons Ltd","01168723","Active","01/01/2019","01/01/2019","R. Plevin & Sons Ltd ELKESLEY Nottinghamshire DN22 8BT","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"187","EA","ER192019111","Wood","L","Rock Resource Management Ltd","10739197","Cancelled","01/01/2019","19/12/2019","Unit 1 SCUNTHORPE North Lincolnshire DN15 0DH","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"188","EA","ER192019123","Wood","L","Ronald Hull Jnr Ltd","01278500","Active","01/01/2019","01/01/2019","RONALD HULL JNR LTD ROTHERHAM SOUTH YORKSHIRE S62 6EF","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"189","EA","ER192019103","Wood","L","Shropshire Biomass Fuel Ltd","09873660","Active","01/01/2019","01/01/2019","Elms Farm OSWESTRY Shropshire SY11 4LT","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"190","EA","ER192019166","Wood","L","Waring Waste Ltd","09819979","Active","20/08/2019","20/08/2019","Waring Waste Ltd WIDMERPOOL Nottingham NG12 5PS","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"191","EA","ER192018142","Wood","L","Wood Waste Recycling Ltd","3897747","Active","01/01/2019","01/01/2019","Granby Avenue GARRETTS GREEN West midlands B33 0SS","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"192","NRW","WR191998255","Wood","L","Kronospan Ltd","00981905","Active","01/01/2019","01/01/2019","Kronospan Ltd CHIRK Wrexham LL14 5NT","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"193","NRW","WR191998294","Wood","S","Marlin Industries (Wrexham) Ltd","2831738","Active","01/01/2019","01/01/2019","Davy Way WREXHAM WREXHAM LL12 0PG","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"194","NIEA","NR192007001","Wood","L","Eglinton (Timber Products) Ltd","NI019444","Active","01/01/2019","01/01/2019","Eglinton (Timber Products) Ltd EGLINTON Co Londonderry BT47 3PY","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"195","NIEA","NR192019102","Wood","L","R. T. D. Crawford Ltd","NI13709","Active","01/01/2019","01/01/2019","Dock Sawmills BELFAST Co Antrim BT3 9AL","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"196","SEPA","SR192019104","Wood","L","AW Jenkinson Woodwaste Ltd","SC166685","Cancelled","","16/07/2019","AW JENKINSON WOODWASTE LTD BO'NESS WEST LOTHIAN EH51 9SF","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"197","SEPA","SR1920020017","Wood","L","Egger (Barony) Ltd","2813369","Cancelled","01/01/2019","01/02/2020","Egger (UK) Ltd AUCHINLECK Ayrshire KA182LL","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"198","SEPA","SR1919980016","Wood","L","Enva Timber Recycling Limited","SC151345","Cancelled","01/01/2019","01/02/2020","49 Burnbrae Rd, Linwood Industrial Estate LINWOOD RENFREWSHIRE PA3 3BD","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"199","SEPA","SR1919980015","Wood","L","West Fraser Europe Limited","7886600","Cancelled","01/01/2019","01/02/2020","Norbord Limited COWIE Stirlingshire FK7 7BQ","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"200","EA","EX192014138","Aluminium","L","Alutrade Ltd","1806258","Active","01/01/2019","01/01/2019","Langley Forge House OLDBURY West Midlands B69 4NH","R4 Recycling/reclamation of metals and metal compounds"
"201","EA","EX192018108","Aluminium","L","Asha Expo & Co Ltd","6311578","Active","13/09/2019","13/09/2019","Vista Centre HOUNSLOW Middlesex TW4 6JQ","R4 Recycling/reclamation of metals and metal compounds"
"202","EA","EX192019149","Aluminium","L","Atlas Commodities Ltd","09307499","Active","01/03/2019","01/03/2019","2 Hertford House, Farm Close HERTFORSHIRE WD7 9AB","R4 Recycling/reclamation of metals and metal compounds"
"203","EA","EX192015127","Aluminium","L","Blue Phoenix Ltd","03290431","Active","01/01/2019","01/01/2019","1 Victoria Stables BOURNE Lincolnshire PE10 9JZ","R4 Recycling/reclamation of metals and metal compounds"
"204","EA","EX192015148","Aluminium","L","Britannia Beverages Ltd","07132261","Active","01/01/2019","01/01/2019","Unit 3 LONDON London NW10 7RT","R4 Recycling/reclamation of metals and metal compounds"
"205","EA","EX192019136","Aluminium","L","City Metals Recycling Ltd","07719785","Active","01/01/2019","01/01/2019","23 Thames Road Barking London UK IG11 0HN","R4 Recycling/reclamation of metals and metal compounds"
"206","EA","EX192019118","Aluminium","L","Clearpoint Recycling Ltd","8027964","Active","01/01/2019","01/01/2019","12 Haywra Street HARROGATE North Yorkshire HG1 5BJ","R4 Recycling/reclamation of metals and metal compounds"
"207","EA","EX192015144","Aluminium","L","Dartmouth Global Trading Co Ltd","03470689","Active","01/01/2019","01/01/2019","Woodside Works DUDLEY DY2 0AF","R4 Recycling/reclamation of metals and metal compounds"
"208","EA","EX192015131","Aluminium","L","Day Group Ltd","0432417","Active","01/01/2019","01/01/2019","Day Group Ltd BRENTFORD Middlesex TW8 9HF","R4 Recycling/reclamation of metals and metal compounds"
"209","EA","EX192010127","Aluminium","S","Donald Ward Ltd","1292288","Active","25/06/2019","25/06/2019","Griffon Road ILKESTON Derbyshire DE7 4RF","R4 Recycling/reclamation of metals and metal compounds"
"210","EA","EX192017119","Aluminium","L","Ecosky Environmental Solutions Ltd","10073147","Active","01/01/2019","10/03/2019","Adamson House MANCHESTER M20 2YY","R4 Recycling/reclamation of metals and metal compounds"
"211","EA","EX192018133","Aluminium","L","Envirocon Ltd","09594765","Active","13/08/2019","13/08/2019","Unit 3 Locking road Business Park WESTON SUPER MARE Somerset BS233HF","R4 Recycling/reclamation of metals and metal compounds"
"212","EA","EX192008125","Aluminium","L","Eurokey Recycling Ltd","03089592","Active","01/01/2019","01/01/2019","Kelsall House TELFORD Shropshire TF3 3BD","R4 Recycling/reclamation of metals and metal compounds"
"213","EA","EX1919991","Aluminium","L","European Metal Recycling Ltd","02954623","Active","01/01/2019","26/10/2019","Sirius House WARRINGTON WA5 7NS","R4 Recycling/reclamation of metals and metal compounds"
"214","EA","EX192018144","Aluminium","S","Freshlook Solutions Ltd","06931833","Active","24/06/2019","24/06/2019","UNIT 1 WEST BROMWICH West Midlands B70 9DS","R4 Recycling/reclamation of metals and metal compounds"
"215","EA","EX192019120","Aluminium","L","H Ripley & Co Ltd, New Haven","4868630","Active","29/01/2019","29/01/2019","Apex Way HAILSHAM East Sussex BN27 3WA","R4 Recycling/reclamation of metals and metal compounds"
"216","EA","EX192017107","Aluminium","L","J. and A. Young (Leicester) Ltd","01222186","Active","01/01/2019","01/01/2019","15 Saxon Way East CORBY Northamptonshire NN18 9EY","R4 Recycling/reclamation of metals and metal compounds"
"217","EA","EX192006668","Aluminium","S","McCarthy (UK) Ltd","3024621","Active","01/01/2019","01/01/2019","McCarthy (U.K.) Ltd BUCKLAND NEWTON Dorset DT2 7BY","R4 Recycling/reclamation of metals and metal compounds"
"218","EA","EX192015138","Aluminium","L","Monoworld Recycling Ltd","06320557","Active","17/09/2019","17/09/2019","19-26 Sanders Lodge Industrial Estate RUSHDEN Northamptonshire NN10 6BQ","R4 Recycling/reclamation of metals and metal compounds"
"219","EA","EX192016130","Aluminium","L","Novelis UK Ltd","00279596","Active","01/01/2019","01/01/2019","Latchford Locks Works WARRINGTON Cheshire WA4 1NN","R4 Recycling/reclamation of metals and metal compounds"
"220","EA","EX192016111","Aluminium","L","Oatley Resources Ltd","07924593","Active","01/01/2019","01/01/2019","Unit 304 DARWEN Lancashire BB31AE","R4 Recycling/reclamation of metals and metal compounds"
"221","EA","EX192019170","Aluminium","L","Promet (Metals & Trading) Ltd","09287181","Active","04/09/2019","04/09/2019","Unit 34-39 East Industrial Estate DINNINGTON S25 3AF","R4 Recycling/reclamation of metals and metal compounds"
"222","EA","EX192014136","Aluminium","L","Recycling Lives Limited","03783452","Active","01/01/2019","01/01/2019","Recycling Lives Limited PRESTON Lancashire PR2 5BX","R4 Recycling/reclamation of metals and metal compounds"
"223","EA","EX192010129","Aluminium","L","Roydon Resource Recovery Ltd","3852634","Active","01/01/2019","01/01/2019","Units 1 - 3 SWINTON Manchester M27 8LU","R4 Recycling/reclamation of metals and metal compounds"
"224","EA","EX192019104","Aluminium","L","RRS London Ltd","10039298","Active","01/01/2019","01/01/2019","Union Yard KENT Kent DA8 2AD","R4 Recycling/reclamation of metals and metal compounds"
"225","EA","EX192007785","Aluminium","L","S Norton & Co Ltd","1859428","Active","01/01/2019","31/07/2019","Bankfield House LIVERPOOL Merseyside L20 8RQ","R4 Recycling/reclamation of metals and metal compounds"
"226","EA","EX192010151","Aluminium","L","Sackers Limited","01526052","Active","01/01/2019","01/01/2019","Railway sidings IPSWICH Suffolk IP6 0JB","R4 Recycling/reclamation of metals and metal compounds"
"227","EA","EX192018122","Aluminium","S","Sam Magnet UK Ltd","07131840","Active","02/04/2019","02/04/2019","11 LAUREL CLOSE LUTON Bedfordshire LU4 9FB","R4 Recycling/reclamation of metals and metal compounds"
"228","EA","EX192019127","Aluminium","L","Scanmetals (UK) Ltd","10484811","Active","06/03/2019","06/03/2019","Scanmetals (UK) Ltd WILLENHALL WV13 2QE","R4 Recycling/reclamation of metals and metal compounds"
"229","EA","EX192016113","Aluminium","L","Suez Recycling and Recovery UK
Ltd","2291198","Active","01/01/2019","01/01/2019","SUEZ Recycling and Recovery UK Ltd MAIDENHEAD Berkshire SL61ES","R4 Recycling/reclamation of metals and metal compounds"
"230","EA","EX192018160","Aluminium","L","Tandom Metallurgical Group Ltd","06661279","Active","01/01/2019","01/01/2019","Radnor Park Industrial Estate CONGLETON Cheshire CW12 4XE","R4 Recycling/reclamation of metals and metal compounds"
"231","EA","EX192010122","Aluminium","S","Tom Martin & Company Ltd","00990667","Active","01/01/2019","01/01/2019","123 Seedlee Road, PRESTON Lancashire PR5 8AE","R4 Recycling/reclamation of metals and metal compounds"
"232","EA","EX192019162","Aluminium","L","Trading Products Ltd","09994434","Active","30/07/2019","30/07/2019","17 Walkergate BERWICK UPON TWEED TD15 1DJ","R4 Recycling/reclamation of metals and metal compounds"
"233","EA","EX192013159","Aluminium","L","UN GLOBAL TRADING LIMITED","7442777","Active","01/01/2019","01/01/2019","VISTA CENTRE, 50 SALISBURY ROAD HOUNSLOW middlesex TW46JQ","R4 Recycling/reclamation of metals and metal compounds"
"234","EA","EX19200127","Aluminium","L","Unimetals Recycling (UK) Limited","3242331","Active","01/01/2019","01/01/2019","Long Marston STRATFORD-UPON-AVON Warwickshire CV37 8AQ","R4 Recycling/reclamation of metals and metal compounds"
"235","EA","EX192005119","Aluminium","L","Valpak Recycling Ltd","04683865","Active","01/01/2019","01/01/2019","Stratford Business Park STRATFORD-UPON-AVON Warwickshire CV37 7GW","R4 Recycling/reclamation of metals and metal compounds"
"236","EA","EX192019185","Aluminium","L","Veolia ES (UK) Ltd","02481991","Active","16/10/2019","16/10/2019","Kingswood House CANNOCK Staffordshire WS11 8JP","R4 Recycling/reclamation of metals and metal compounds"
"237","EA","EX192019113","Aluminium","L","Vipa Lausanne SA","00866521","Active","01/01/2019","01/01/2019","GALERIES BENJAMIN-CONSTANT, 1 VAUD 1002 LAUSANNE N6 4DJ","R4 Recycling/reclamation of metals and metal compounds"
