no.,agency,accreditation_number,material_process,size*,accredited_organisation,reg._no.,status,active_date,last_changed,site_address,classification_of_operation
"232","EA","ER232016136","Wood","L","Boden & Davies Ltd","00699015","Active","03/01/2023","03/01/2023","Minshulls Farm ASTLEY Manchester M29 7JZ","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"233","EA","ER232023117","Wood","S","Brier Hills Recycling Ltd","05298784","Active","11/01/2023","11/01/2023","Brier Hills Farm DONCASTER South Yorkshire DN7 6HA","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"234","EA","ER232022108","Wood","L","Chipmunk South West Limited","7040055","Active","01/01/2023","01/01/2023","Thornfalcon Works TAUNTON Somerset TA3 5DN","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"235","EA","ER232021126","Wood","L","Coltman Bros Ltd","08263284","Active","01/01/2023","01/01/2023","The Old Station Yard LUTTERWORTH Leicestershire LE17 5NH","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"236","EA","ER232023174","Wood","S","Donald Ward Ltd (Ilkeston)","1292288","Active","14/09/2023","14/09/2023","Ward Recycling - Hallam Fields ILKESTON DERBYSHIRE DE7 4AZ","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"237","EA","ER231998286","Wood","L","Egger (UK) Limited","2813369","Active","01/01/2023","01/01/2023","Anick Grange Road HEXHAM Northumberland NE46 4JS","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"238","EA","ER232015109","Wood","L","Enva Wood Recycling Manchester
Ltd","7462747","Active","01/01/2023","01/01/2023","Lumm Farm MANCHESTER M43 7LB","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"239","EA","ER232017109","Wood","L","Giffords Recycling Ltd","7066018","Cancelled","01/01/2023","04/01/2024","Kelvin Way WEST BROMWICH West Midlands B70 7JR","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"240","EA","ER231998262","Wood","L","Mendip Woodshavings Ltd","4158389","Active","01/01/2023","01/01/2023","Charterhouse Factory BRISTOL Somerset BS40 7XS","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"241","EA","ER232020119","Wood","L","Mistral Renewable Energy Ltd","09272868","Active","03/02/2023","03/02/2023","Mistral Renewable Energy Ltd STALLINGBOROUGH N E Lincs DN41 8DF","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"242","EA","ER232014121","Wood","L","Norbord Europe Ltd","7886600","Active","01/01/2023","01/01/2023","Nadder Lane SOUTH MOLTON Devon EX36 4HP","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"243","EA","ER232019163","Wood","L","PH PALLET SERVICES","OC368703","Active","01/01/2023","01/01/2023","Broadway DUKINFIELD Cheshire SK16 4UU","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"244","EA","ER232023113","Wood","L","R. Plevin & Sons Ltd","01168723","Active","01/01/2023","01/01/2023","R. Plevin & Sons Ltd ELKESLEY Nottinghamshire DN22 8BT","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"245","EA","ER232023130","Wood","L","R.Plevin & Sons Ltd","01168723","Active","27/02/2023","27/02/2023","R. Plevin and Sons Ltd HAZLEHEAD South Yorkshire S36 4HG","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"246","EA","ER232023162","Wood","L","RJT & AR Ainsworth","","Active","06/07/2023","06/07/2023","Mill Farm Recycling CHEBSEY Staffordshire ST21 6NX","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"247","EA","ER232019123","Wood","L","Ronald Hull Jnr Ltd","01278500","Active","01/01/2023","01/01/2023","RONALD HULL JNR LTD ROTHERHAM SOUTH YORKSHIRE S62 6EF","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"248","EA","ER232019103","Wood","L","Shropshire Biomass Fuel Ltd","09873660","Active","01/01/2023","30/10/2023","Elms Farm OSWESTRY Shropshire SY11 4LT","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"249","EA","ER232020116","Wood","L","South West Wood Products Ltd
(Winkleigh)","6880439","Active","01/01/2023","01/01/2023","The Airfield WINKLEIGH Devon EX19 8DW","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"250","EA","ER232021117","Wood","L","Spaldington Resource Recycling Ltd","05424095","Active","01/01/2023","01/01/2023","Spaldington Resource Recycling Ltd. GOOLE North Yorkshire DN14 7NG","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"251","EA","ER232018142","Wood","L","Wood Waste Recycling Ltd","3897747","Active","01/01/2023","01/01/2023","Granby Avenue GARRETTS GREEN West midlands B33 0SS","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"252","NRW","WR231998255","Wood","L","Kronospan Ltd","00981905","Active","01/01/2023","01/01/2023","Kronospan Ltd CHIRK Wrexham LL14 5NT","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"253","NRW","WR231998294","Wood","S","Marlin Industries (Wrexham) Ltd","2831738","Active","01/01/2023","01/01/2023","Davy Way WREXHAM WREXHAM LL12 0PG","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"254","NRW","WR232020710","Wood","L","New Horizon Biofuel and animal
beddings Co Ltd","11777941","Active","01/01/2023","01/01/2023","New Horizon Biofuel & Animal Beddings Co Ltd RUABON Wrexham LL14 6HA","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"255","NRW","WR232021701","Wood","L","South West Wood Products Limited
- Swansea site","6880439","Active","01/01/2023","01/01/2023","JR Works SWANSEA SA5 7LE","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"256","NRW","WR232020701","Wood","L","South West Wood Products Ltd","6880439","Active","01/01/2023","01/01/2023","Alexandra Docks NEWPORT NP20 2WB","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"257","NRW","WR232022706","Wood","L","South West Wood Products Ltd
Kings Docks site","6880439","Active","01/01/2023","01/01/2023","South West Wood Products SWANSEA SA1 8QT","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"258","NIEA","NR232007001","Wood","S","Eglinton (Timber Products) Ltd","NI019444","Active","01/01/2023","01/01/2023","Eglinton (Timber Products) Ltd EGLINTON Co Londonderry BT47 3PY","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"259","NIEA","NR232022106","Wood","L","MacNabb Waste Management
Limited","NI027206","Active","01/01/2023","01/01/2023","23 Downpatrick Road KILLOUGH Co. Down BT30 7QB","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"260","NIEA","NR232023109","Wood","L","McKinstry Biomass","NI46471","Active","12/01/2023","12/01/2023","20 Northern Rd BELFAST Co.Antrim BT39AL","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"261","NIEA","NR232023120","Wood","S","Skips R Us","NI604214","Active","01/05/2023","01/05/2023","132a Concession Road NEWRY Down BT35 9JE","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"262","SEPA","SR232023101","Wood","L","AW Jenkinson (Woodwaste) Ltd","SC166685","Active","20/02/2023","20/02/2023","BANKHEAD RECYCLING CENTRE ABERDEEN ABERDEENSHIRE AB12 4RX","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"263","SEPA","SR232023102","Wood","L","AW Jenkinson (Woodwaste) Ltd","SC166685","Active","21/02/2023","21/02/2023","101 KENMUIR ROAD GLASGOW G32 8JF","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"264","SEPA","SR232021107","Wood","L","AW Jenkinson Woodwaste Ltd","SC166685","Active","07/02/2023","07/02/2023","AW JENKINSON WOODWASTE LTD BO'NESS WEST LOTHIAN EH51 9SF","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"265","SEPA","SR2320020017","Wood","L","Egger (Barony) Ltd","2813369","Active","01/01/2023","01/01/2023","Egger (UK) Ltd AUCHINLECK Ayrshire KA182LL","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"266","SEPA","SR2319980016","Wood","L","Enva Timber Recycling Limited","SC151345","Active","02/02/2023","02/02/2023","49 Burnbrae Rd, Linwood Industrial Estate LINWOOD RENFREWSHIRE PA3 3BD","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"267","SEPA","SR232020102","Wood","L","NWH Group Limited","SC335165","Active","01/01/2023","01/01/2023","Petterden DUNDEE Dundee DD4 0QB","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"268","SEPA","SR2319980015","Wood","L","West Fraser Europe Limited","7886600","Active","01/01/2023","01/01/2023","Norbord Limited COWIE Stirlingshire FK7 7BQ","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"269","EA","EX232020124","Aluminium","L","Acetech Metals Ltd","03524563","Active","01/01/2023","01/01/2023","Studio 2 HULL North Lincolnshire HU1 1NQ","R4 Recycling/reclamation of metals and metal compounds"
"270","EA","EX232014138","Aluminium","L","Alutrade Ltd","1806258","Active","01/01/2023","01/01/2023","Langley Forge House OLDBURY West Midlands B69 4NH","R4 Recycling/reclamation of metals and metal compounds"
"271","EA","EX232018108","Aluminium","S","Asha Expo & Co Ltd","6311578","Active","01/01/2023","01/01/2023","Vista Centre HOUNSLOW Middlesex TW4 6JQ","R4 Recycling/reclamation of metals and metal compounds"
"272","EA","EX232019149","Aluminium","L","Atlas Commodities Ltd","09307499","Active","21/07/2023","21/07/2023","2 Hertford House, Farm Close HERTFORSHIRE WD7 9AB","R4 Recycling/reclamation of metals and metal compounds"
"273","EA","EX232015127","Aluminium","L","Blue Phoenix Ltd","03290431","Active","01/01/2023","01/01/2023","1 Victoria Stables BOURNE Lincolnshire PE10 9JZ","R4 Recycling/reclamation of metals and metal compounds"
"274","EA","EX232015148","Aluminium","L","Britannia Beverages Ltd","07132261","Active","01/01/2023","01/01/2023","Unit 3 LONDON London NW10 7RT","R4 Recycling/reclamation of metals and metal compounds"
"275","EA","EX232019136","Aluminium","L","City Metals Recycling Ltd","07719785","Active","01/01/2023","01/01/2023","23 Thames Road Barking London UK IG11 0HN","R4 Recycling/reclamation of metals and metal compounds"
"276","EA","EX232019118","Aluminium","L","Clearpoint Recycling Ltd","8027964","Active","01/01/2023","01/01/2023","12 Haywra Street HARROGATE North Yorkshire HG1 5BJ","R4 Recycling/reclamation of metals and metal compounds"
"277","EA","EX232020129","Aluminium","S","Complete Recycling Services Ltd","11192013","Active","01/01/2023","01/01/2023","12 Haywra Street HARROGATE North Yorkshire HG1 5BJ","R4 Recycling/reclamation of metals and metal compounds"
"278","EA","EX232020164","Aluminium","S","Crossgreen Investments Ltd","09235821","Active","01/01/2023","01/01/2023","Waste Transfer Station LEEDS WEST YORKSHIRE LS9 0NX","R4 Recycling/reclamation of metals and metal compounds"
"279","EA","EX232015144","Aluminium","L","Dartmouth Global Trading Co Ltd","03470689","Active","01/01/2023","01/01/2023","Woodside Works DUDLEY DY2 0AF","R4 Recycling/reclamation of metals and metal compounds"
"280","EA","EX232015131","Aluminium","L","Day Group Ltd","0432417","Active","01/01/2023","01/01/2023","Day Group Ltd BRENTFORD Middlesex TW8 9HF","R4 Recycling/reclamation of metals and metal compounds"
"281","EA","EX232010127","Aluminium","S","Donald Ward Ltd","1292288","Active","01/01/2023","01/01/2023","Griffon Road ILKESTON Derbyshire DE7 4RF","R4 Recycling/reclamation of metals and metal compounds"
"282","EA","EX232017119","Aluminium","L","Ecosky Environmental Solutions Ltd","10073147","Active","01/01/2023","01/01/2023","Adamson House MANCHESTER M20 2YY","R4 Recycling/reclamation of metals and metal compounds"
"283","EA","EX2319991","Aluminium","L","European Metal Recycling Ltd","02954623","Active","01/01/2023","01/01/2023","Sirius House WARRINGTON WA5 7NS","R4 Recycling/reclamation of metals and metal compounds"
"284","EA","EX232020166","Aluminium","S","I2R Packaging Solutions Ltd","06032086","Active","01/01/2023","01/01/2023","Capital House Telford Shropshire TF1 6QJ","R4 Recycling/reclamation of metals and metal compounds"
"285","EA","EX232017107","Aluminium","L","J. and A. Young (Leicester) Ltd","01222186","Active","01/01/2023","01/01/2023","15 Saxon Way East CORBY Northamptonshire NN18 9EY","R4 Recycling/reclamation of metals and metal compounds"
"286","EA","EX232020139","Aluminium","L","Johnsons Aggregates and Recycling
Ltd","4366658","Active","01/01/2023","01/01/2023","Johnsons Aggregates and Recycling Ltd ILKESTON DERBYSHIRE DE7 4BG","R4 Recycling/reclamation of metals and metal compounds"
"287","EA","EX232023144","Aluminium","L","KLN Recycling Ltd","12392174","Active","15/05/2023","15/05/2023","Norfolk and Suffolk House DISS Norfolk IP22 4AE","R4 Recycling/reclamation of metals and metal compounds"
"288","EA","EX232023140","Aluminium","S","Lulworthco Ltd","06988892","Active","28/04/2023","28/04/2023","Kingsley House CHELTENHAM Gloucestershire GL51 4TQ","R4 Recycling/reclamation of metals and metal compounds"
"289","EA","EX232022124","Aluminium","L","Matrix Met Corp Ltd","12723932","Active","01/01/2023","01/01/2023","Kirby Lodge Facility CORBY Nothamptonshire NN17 3AS","R4 Recycling/reclamation of metals and metal compounds"
"290","EA","EX232023173","Aluminium","S","Midlands Waste Ltd","12162966","Active","12/09/2023","12/09/2023","Quest BIRMINGHAM B18 6BA","R4 Recycling/reclamation of metals and metal compounds"
"291","EA","EX232020157","Aluminium","L","Monoworld Ltd","4080642","Active","01/01/2023","01/01/2023","Monoworld Business Park Sharnbrook Bedfordshire MK44 1NB","R4 Recycling/reclamation of metals and metal compounds"
"292","EA","EX232015138","Aluminium","L","Monoworld Recycling Ltd","06320557","Active","01/01/2023","01/01/2023","19-26 Sanders Lodge Industrial Estate RUSHDEN Northamptonshire NN10 6BQ","R4 Recycling/reclamation of metals and metal compounds"
"293","EA","EX232020121","Aluminium","L","Morris and Co (Handlers) Ltd","1240380","Active","01/01/2023","01/01/2023","The Water Tower DONCASTER South Yorks DN4 8DE","R4 Recycling/reclamation of metals and metal compounds"
"294","EA","EX232023127","Aluminium","L","N+P Crayford MRF Limited","13270472","Active","01/02/2023","01/02/2023","Century Wharf DARTFORD Kent DA1 4QG","R4 Recycling/reclamation of metals and metal compounds"
"295","EA","EX232023136","Aluminium","L","Newport Recycling Ltd","2800814","Active","03/04/2023","03/04/2023","Unit 3, Aston House NEWPORT Shropshire TF10 7NB","R4 Recycling/reclamation of metals and metal compounds"
"296","EA","EX232016130","Aluminium","L","Novelis UK Ltd","00279596","Active","01/01/2023","01/01/2023","Latchford Locks Works WARRINGTON Cheshire WA4 1NN","R4 Recycling/reclamation of metals and metal compounds"
"297","EA","EX232020237","Aluminium","S","Oak Bank Solutions Ltd","12216652","Active","01/01/2023","01/01/2023","81D Crayford Way DARTFORD Kent DA1 4JY","R4 Recycling/reclamation of metals and metal compounds"
"298","EA","EX232016111","Aluminium","L","Oatley Resources Ltd","07924593","Active","01/01/2023","01/01/2023","Unit 304 DARWEN Lancashire BB31AE","R4 Recycling/reclamation of metals and metal compounds"
"299","EA","EX232023105","Aluminium","L","PBatch Consulting Limited","10412217","Active","01/01/2023","01/01/2023","9 HERTFORD SG13 8AG","R4 Recycling/reclamation of metals and metal compounds"
"300","EA","EX232020223","Aluminium","L","Plan B Management Solutions Ltd","05873377","Active","01/01/2023","01/01/2023","Gilmarde House BANBURY Oxfordshire OX16 9AB","R4 Recycling/reclamation of metals and metal compounds"
"301","EA","EX232019170","Aluminium","L","Promet (Metals & Trading) Ltd","09287181","Active","01/01/2023","01/01/2023","Unit 34-39 East Industrial Estate DINNINGTON S25 3AF","R4 Recycling/reclamation of metals and metal compounds"
"302","EA","EX232023155","Aluminium","L","Ronald Hull JNR Ltd","1278500","Active","08/06/2023","08/06/2023","8 Grange Mill Lane SHEFFIELD South Yorkshire S9 1HW","R4 Recycling/reclamation of metals and metal compounds"
"303","EA","EX232007785","Aluminium","L","S Norton & Co Ltd","1859428","Active","01/01/2023","01/01/2023","Bankfield House LIVERPOOL Merseyside L20 8RQ","R4 Recycling/reclamation of metals and metal compounds"
"304","EA","EX232010151","Aluminium","L","Sackers Limited","01526052","Active","01/01/2023","01/01/2023","Railway sidings IPSWICH Suffolk IP6 0JB","R4 Recycling/reclamation of metals and metal compounds"
"305","EA","EX232023124","Aluminium","L","SAFI TECHNOLOGIES LTD","13505454","Active","30/01/2023","30/01/2023","TrueCircle, LONDON WC2R1DA","R4 Recycling/reclamation of metals and metal compounds"
"306","EA","EX232018122","Aluminium","S","Sam Magnet UK Ltd","07131840","Active","01/01/2023","30/10/2023","11 LAUREL CLOSE LUTON Bedfordshire LU4 9FB","R4 Recycling/reclamation of metals and metal compounds"
"307","EA","EX232019127","Aluminium","L","Scanmetals (UK) Ltd","10484811","Active","01/01/2023","01/01/2023","Scanmetals (UK) Ltd WILLENHALL WV13 2QE","R4 Recycling/reclamation of metals and metal compounds"
"308","EA","EX232023180","Aluminium","L","SNR INC Ltd","07807095","Active","04/10/2023","04/10/2023","5 Indigo Drive HINCKLEY LE10 2QJ","R4 Recycling/reclamation of metals and metal compounds"
"309","EA","EX232016113","Aluminium","L","Suez Recycling and Recovery UK
Ltd","2291198","Active","01/01/2023","01/01/2023","SUEZ Recycling and Recovery UK Ltd MAIDENHEAD Berkshire SL61ES","R4 Recycling/reclamation of metals and metal compounds"
"310","EA","EX232018160","Aluminium","L","Tandom Metallurgical Group Ltd","06661279","Active","01/01/2023","01/01/2023","Radnor Park Industrial Estate CONGLETON Cheshire CW12 4XE","R4 Recycling/reclamation of metals and metal compounds"
"311","EA","EX232010122","Aluminium","L","Tom Martin & Company Ltd","00990667","Active","01/01/2023","01/01/2023","123 Seedlee Road, PRESTON Lancashire PR5 8AE","R4 Recycling/reclamation of metals and metal compounds"
"312","EA","EX232020133","Aluminium","L","Total Commodities Ltd","6407218","Active","04/01/2023","04/01/2023","Devonshire House STANMORE Middlesex HA7 1JS","R4 Recycling/reclamation of metals and metal compounds"
"313","EA","EX232013159","Aluminium","L","UN GLOBAL TRADING LIMITED","7442777","Active","01/01/2023","01/01/2023","VISTA CENTRE, 50 SALISBURY ROAD HOUNSLOW middlesex TW46JQ","R4 Recycling/reclamation of metals and metal compounds"
"314","EA","EX23200127","Aluminium","L","Unimetals Recycling (UK) Limited","3242331","Active","01/01/2023","01/01/2023","Long Marston STRATFORD-UPON-AVON Warwickshire CV37 8AQ","R4 Recycling/reclamation of metals and metal compounds"
"315","EA","EX232019185","Aluminium","L","Veolia ES (UK) Ltd","02481991","Active","01/01/2023","01/01/2023","Kingswood House CANNOCK Staffordshire WS11 8JP","R4 Recycling/reclamation of metals and metal compounds"
"316","EA","EX232019113","Aluminium","L","Vipa Lausanne SA","00866521","Active","01/01/2023","01/01/2023","GALERIES BENJAMIN-CONSTANT, 1 VAUD 1002 LAUSANNE N6 4DJ","R4 Recycling/reclamation of metals and metal compounds"
"317","EA","EX232009123","Aluminium","L","Viridor Resource Management Ltd","3649069","Active","01/01/2023","01/01/2023","Ashford House Grenadier Road EXETER EX1 3LH","R4 Recycling/reclamation of metals and metal compounds"
"318","NRW","WX232015703","Aluminium","L","Reddy Pai Metals Limited","07858597","Active","01/01/2023","01/01/2023","Regus 1 Capital Quarter CARDIFF CF10 4BQ","R4 Recycling/reclamation of metals and metal compounds"
"319","NRW","WX232022704","Aluminium","S","Trugreen Solutions Ltd","13968604","Active","01/01/2023","01/01/2023","Falcon Drive CARDIFF CF10 4RU","R4 Recycling/reclamation of metals and metal compounds"
"320","NIEA","NX232023107","Aluminium","L","Agnail UK Ltd","NI643690","Active","01/01/2023","01/01/2023","1-4 SILVERWOOD INDUSTRIAL ESTATE Lurgan Armagh bt666ln","R4 Recycling/reclamation of metals and metal compounds"
"321","NIEA","NX232020112","Aluminium","L","Bailey Waste Recycling (NI) Limited","NI042948","Active","01/01/2023","01/01/2023","1-4 SILVERWOOD INDUSTRIAL ESTATE Lurgan Armagh bt666ln","R4 Recycling/reclamation of metals and metal compounds"
"322","NIEA","NX232023104","Aluminium","L","FM Metals Limited","NI615626","Active","01/01/2023","01/01/2023","9 LACKAGHBOY ROAD ENNISKILLEN FERMANAGH BT744RL","R4 Recycling/reclamation of metals and metal compounds"
"323","NIEA","NX232019107","Aluminium","L","Leinster Environmentals (UK)
Limited","NI613594","Active","01/01/2023","01/01/2023","Dromalane NEWRY Down BT35 8QS","R4 Recycling/reclamation of metals and metal compounds"
"324","NIEA","NX232023112","Aluminium","L","McKinstry Metal Recycling","NI645645","Active","10/02/2023","10/02/2023","50 trench Road CO.ANTRIM BT364TY","R4 Recycling/reclamation of metals and metal compounds"
"325","NIEA","NX232023116","Aluminium","S","McKinstry Skip Hire","NI046471","Active","12/01/2023","12/01/2023","81-83 Belfast Road CRUMLIN Antrim BT294TL","R4 Recycling/reclamation of metals and metal compounds"
"326","NIEA","NX232023102","Aluminium","L","Mulholland Scrap Metals Ltd","NI066093","Active","01/01/2023","01/01/2023","39 Maine Road BALLYMENA (none) BT42 2LW","R4 Recycling/reclamation of metals and metal compounds"
"327","NIEA","NX232009104","Aluminium","L","Re-Gen Limited","NI 44110","Active","01/01/2023","01/01/2023","Unit 7 Shepherd's Drive, NEWRY Down BT35 6JQ","R4 Recycling/reclamation of metals and metal compounds"
"328","NIEA","NX232018102","Aluminium","L","Vanden Recycling Ltd","NI611544","Active","01/01/2023","01/01/2023","Floor 2 LISBURN Antrim BT28 1TW","R4 Recycling/reclamation of metals and metal compounds"
"329","SEPA","SX232020103","Aluminium","L","Amasha Ltd","SC367147","Active","01/01/2023","01/01/2023","32 Boggs Holdings TRANENT East Lothian EH34 5BA","R4 Recycling/reclamation of metals and metal compounds"
"330","SEPA","SX2319990001","Aluminium","L","John R Adam & Sons Limited","SC030140","Active","01/01/2023","01/01/2023","RIVERSIDE BERTH, GLASGOW G51 4SD","R4 Recycling/reclamation of metals and metal compounds"
"331","SEPA","SX232014101","Aluminium","L","Robertson Metals Recycling Limited","SC105027","Active","01/01/2023","01/01/2023","Inverkeithing Scrap Terminal INVERKEITHING Fife KY11 1HL","R4 Recycling/reclamation of metals and metal compounds"
"332","EA","EX232020132","Glass Other","L","Recresco Ltd (3)","4066165","Active","01/01/2023","01/01/2023","Recresco Ltd KIRKBY-IN-ASHFIELD Nottinghamshire NG17 8AP","R5 Recycling/reclamation of other inorganic materials"
"333","NIEA","NX232016104","Glass Other","S","Bryson Recycling","NI 1315","Active","01/01/2023","01/01/2023","Belfast Road MALLUSK Antrim BT36 4FS","R5 Recycling/reclamation of other inorganic materials"
"334","NIEA","NX232023115","Glass Other","S","McKinstry Skip Hire","NI046471","Active","12/01/2023","12/01/2023","81-83 Belfast Road CRUMLIN Antrim BT294TL","R5 Recycling/reclamation of other inorganic materials"
"335","NIEA","NX232013108","Glass Other","L","RecyCo","NI049526","Active","01/01/2023","01/01/2023","89 Barony Road OMAGH Co Tyrone BT79 7QG","R5 Recycling/reclamation of other inorganic materials"
"336","NIEA","NX232013103","Glass Other","L","Re-Gen Limited","NI 44110","Active","01/01/2023","01/01/2023","Unit 7 Shepherd's Drive, NEWRY Down BT35 6JQ","R5 Recycling/reclamation of other inorganic materials"
"337","EA","EX232016157","Glass Re-melt","L","Clearpoint Recycling Ltd","8027964","Active","01/01/2023","01/01/2023","12 Haywra Street HARROGATE North Yorkshire HG1 5BJ","R5 Recycling/reclamation of other inorganic materials"
"338","EA","EX232019140","Glass Re-melt","L","Cores Environment UK Ltd","10278495","Active","01/01/2023","01/01/2023","34 Ely Place LONDON EC1N 6TD","R5 Recycling/reclamation of other inorganic materials"
"339","EA","EX232013132","Glass Re-melt","L","Day Group Ltd","00432417","Active","01/01/2023","01/01/2023","Transport Avenue BRENTFORD Middlesex TW8 9HF","R5 Recycling/reclamation of other inorganic materials"
"340","EA","EX232022127","Glass Re-melt","L","Northern Trading (Cumbria) Ltd","06476239","Active","01/01/2023","01/01/2023","Stamp Hill Farm PENRITH Cumbria CA10 1XR","R5 Recycling/reclamation of other inorganic materials"
"341","EA","EX232023149","Glass Re-melt","S","Novo Mundo Ltd","12763580","Active","19/05/2023","19/05/2023","c/o RSM LEEDS West Yorkshire LS1 4DL","R5 Recycling/reclamation of other inorganic materials"
"342","EA","EX232015107","Glass Re-melt","L","Recresco Ltd (3)","4066165","Active","01/01/2023","01/01/2023","Recresco Ltd KIRKBY-IN-ASHFIELD Nottinghamshire NG17 8AP","R5 Recycling/reclamation of other inorganic materials"
"343","EA","EX232013158","Glass Re-melt","L","Silica Developments Ltd","07892545","Active","01/01/2023","01/01/2023","4 TROWBRIDGE Wiltshire BA14 9BD","R5 Recycling/reclamation of other inorganic materials"
"344","EA","EX232014125","Glass Re-melt","L","Suez Recycling and Recovery UK
Ltd","2291198","Active","01/01/2023","01/01/2023","SUEZ Recycling and Recovery UK Ltd MAIDENHEAD Berkshire SL61ES","R5 Recycling/reclamation of other inorganic materials"
"345","EA","EX232013147","Glass Re-melt","S","URM UK Ltd t/a Berryman","4084246","Active","01/01/2023","01/01/2023","Lidgate Crescent SOUTH KIRKBY West Yorkshire WF9 3NR","R5 Recycling/reclamation of other inorganic materials"
"346","EA","EX232015125","Glass Re-melt","L","Veolia ES (UK) Ltd","02481991","Active","01/01/2023","01/01/2023","Kingswood House CANNOCK Staffordshire WS11 8JP","R5 Recycling/reclamation of other inorganic materials"
"347","NIEA","NX232013107","Glass Re-melt","L","RecyCo","NI049526","Active","01/01/2023","01/01/2023","89 Barony Road OMAGH Co Tyrone BT79 7QG","R5 Recycling/reclamation of other inorganic materials"
"348","NIEA","NX232013102","Glass Re-melt","L","Re-Gen Limited","NI 44110","Active","01/01/2023","01/01/2023","Unit 7 Shepherd's Drive, NEWRY Down BT35 6JQ","R5 Recycling/reclamation of other inorganic materials"
"349","SEPA","SX232014104","Glass Re-melt","L","MKD32 Limited","08342873","Active","01/01/2023","01/01/2023","321 Aikenhead Road GLASGOW G42 0PE","R5 Recycling/reclamation of other inorganic materials"
"350","EA","EX232020245","Paper/board","L","AM Recycling Materials Ltd","11179102","Active","01/01/2023","01/01/2023","2a Connaught Avenue LONDON E4 7AA","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"351","EA","EX232018158","Paper/board","L","AP Concept UK Ltd","08028799","Active","01/01/2023","01/01/2023","Suite 50-55, Bradbourne House EAST MALLING Kent ME19 6DZ","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"352","EA","EX232019178","Paper/board","S","Asha Expo & Co Ltd","6311578","Active","01/01/2023","01/01/2023","Vista Centre HOUNSLOW Middlesex TW4 6JQ","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"353","EA","EX232019148","Paper/board","L","Atlas Commodities Ltd","09307499","Active","21/07/2023","21/07/2023","2 Hertford House, Farm Close HERTFORSHIRE WD7 9AB","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
