no.,agency,accreditation_number,material_process,size*,accredited_organisation,reg._no.,status,active_date,last_changed,site_address,classification_of_operation
"119","EA","ER242022104","Plastic","L","Flexipol Packaging Ltd","02963868","Active","01/01/2024","01/01/2024","Unit 2 DUNSTABLE Bedfordshire LU6 1NE","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"120","EA","ER24199846","Plastic","L","Frank Mercer & Sons Ltd","1370465","Cancelled","27/02/2024","20/09/2024","Chequerbent Works BOLTON GT Manchester BL5 3JF","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"121","EA","ER242024122","Plastic","L","GD Plus LTD","12696298","Cancelled","26/01/2024","15/08/2024","Unit D BILSTON West Midlands WV14 8TJ","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"122","EA","ER242024139","Plastic","S","Green Hub Recycling Ltd","13734059","Active","26/06/2024","26/06/2024","UNIT 2 CANTERBURY Kent CT3 3EQ","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"123","EA","ER242024124","Plastic","S","GTS Recycling Ltd","15159033","Cancelled","05/02/2024","01/10/2024","Office 3a MANCHESTER Lancashire M33 7QZ","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"124","EA","ER242014157","Plastic","L","Hahn Plastics Ltd","08268517","Active","03/01/2024","03/01/2024","Pilkington Site MANCHESTER Greater Manchester M27 8LJ","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"125","EA","ER242024123","Plastic","S","Hill's Premier Polymers Ltd","06215688","Active","29/01/2024","29/01/2024","Marsden Mill NELSON Lancs BB9 0LY","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"126","EA","ER242023189","Plastic","L","Impact Recycling Ltd (Durham)","SC760362","Active","01/01/2024","01/01/2024","Unit 1 5/5 A Mill Hill North West Ind Estate PETERLEE SR8 2HR","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"127","EA","ER242018131","Plastic","L","Indigo Environmental Limited","10695826","Active","01/01/2024","01/01/2024","Indigo Environmental Group WIDNES Cheshire WA8 8UD","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"128","EA","ER242024145","Plastic","L","Indigo Environmental Limited
(Haydock)","10695826","Active","04/09/2024","04/09/2024","North Florida Road HAYDOCK Merseyside WA11 9TP","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"129","EA","ER242020254","Plastic","L","Integrated Plastic Manufacturing
Limited","06516876","Cancelled","01/01/2024","06/08/2024","Land at Shawell Quarry SHAWELL Leicestershire LE17 6AA","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"130","EA","ER242020220","Plastic","L","Isher Hangers","00000000","Active","01/01/2024","01/01/2024","51-53 STEWARD STREET BIRMINGHAM WEST MIDLANDS B18 7AE","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"131","EA","ER242008114","Plastic","L","J. and A. Young (Leicester) Ltd","1222186","Active","01/01/2024","01/01/2024","Cotton Way LOUGHBOROUGH Leicestershire LE11 5FJ","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"132","EA","ER242010107","Plastic","L","J. and A. Young (Leicester) Ltd","01222186","Active","01/01/2024","01/01/2024","15 Saxon Way East CORBY Northamptonshire NN18 9EY","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"133","EA","ER242013196","Plastic","L","J. and A. Young (Leicester) Ltd","01222186","Active","01/01/2024","01/01/2024","Building 32 and 36 LOUGHBOROUGH Leicestershire LE11 5RD","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"134","EA","ER242023191","Plastic","L","J. and A. Young (Leicester) Ltd","1222186","Active","01/01/2024","01/01/2024","Autby House GRIMSBY DN36 5SB","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"135","EA","ER242014133","Plastic","S","Jason Plastics Ltd","1062457","Active","01/01/2024","01/01/2024","Prettywood BURY Lancs BL9 7HZ","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"136","EA","ER242022115","Plastic","S","Johnson Brothers Compounding Ltd","03543352","Active","01/01/2024","01/01/2024","Two Shires Park (formally Honeybourne Airifield EVESHAM Worcs WR11 7PY","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"137","EA","ER242018141","Plastic","S","K S Plastic Ltd","11100635","Cancelled","01/01/2024","10/06/2024","Building 1 LYDBROOK Gloucestershire GL17 9NG","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"138","EA","ER242016101","Plastic","L","KB Extruders Ltd","07533755","Cancelled","01/01/2024","15/04/2024","KB WORKS WESTWOOD ROAD BIRMINGHAM WEST MIDLANDS B6 7DU","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"139","EA","ER242019182","Plastic","S","Love Waste Limited","7550339","Active","01/01/2024","01/01/2024","1 Warburton Hey RAINHILL Merseyside L35 4LE","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"140","EA","ER242006686","Plastic","L","Luxus Ltd","0834329","Active","01/01/2024","01/01/2024","Belvoir Way LOUTH Lincolnshire LN11 0LQ","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"141","EA","ER242016105","Plastic","L","Lynx Recycling & Recovery Ltd","07287499","Cancelled","01/01/2024","05/04/2024","Lynx Recycling & Recovery Limited GRIMSBY Lincolnshire DN41 8DT","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"142","EA","ER242023183","Plastic","L","MBA Polymers United Kingdom
Limited (Worksop)","06455767","Active","01/01/2024","01/01/2024","Sandy Lane WORKSOP S80 3ET","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"143","EA","ER242020141","Plastic","L","Meplas Ltd","11426281","Active","01/01/2024","01/01/2024","MEPLAS Ltd YORK YO43 4BT","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"144","EA","ER242021159","Plastic","L","Midwest Polychem Ltd","12741152","Active","17/09/2024","17/09/2024","Laurel Lodge SPALDING Lincolnshire PE12 8JB","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"145","EA","ER242016134","Plastic","L","Monoworld Recycling Ltd","06320557","Active","01/01/2024","01/01/2024","19-26 Sanders Lodge Industrial Estate RUSHDEN Northamptonshire NN10 6BQ","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"146","EA","ER242023120","Plastic","L","Monpet Extrusion Ltd","13836249","Active","01/01/2024","01/01/2024","Monpet Extrusion Ltd CHATTERIS Cambridgeshire PE16 6EG","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"147","EA","ER242020123","Plastic","L","Moulding Solutions Ltd","05610475","Active","01/01/2024","01/01/2024","Wharf Road ROTHERHAM South Yorkshire S64 5SY","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"148","EA","ER242020215","Plastic","S","Mulberry Waste Ltd","03051415","Active","01/01/2024","01/01/2024","Unit 1 RUFFORD L40 1TB","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"149","EA","ER242022113","Plastic","L","Mytum and Selby (Hull) Ltd","06504408","Active","01/01/2024","01/01/2024","Morley Street HULL East Yorkshire HU88DN","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"150","EA","ER242009124","Plastic","L","NDC Polipak Limited","03858503","Active","01/01/2024","01/01/2024","NDC Polipak Ltd CRADLEY HEATH West Midlands B64 5RE","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"151","EA","ER242023194","Plastic","S","Newdev Recycling Limited","14809154","Cancelled","01/01/2024","21/08/2024","Unit 5 RIPLEY DE5 3SW","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"152","EA","ER242024143","Plastic","S","Newdev Recycling Ltd","14809154","Active","20/08/2024","20/08/2024","UNIT 5 BOLTON GREATER MANCHESTER BL4 7EB","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"153","EA","ER24199841","Plastic","L","Norpol Recycling Limited","3029134","Active","01/01/2024","01/01/2024","NORPOL HOUSE NELSON LANCASHIRE BB9 7YG","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"154","EA","ER242021149","Plastic","S","Oak Bank Solutions Ltd (Boston)","12216652","Cancelled","01/01/2024","26/02/2024","Unit 1 Bozon Hall BOSTON Linconshire PE20 1QJ","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"155","EA","ER242022131","Plastic","S","Oak Bank Solutions Ltd
(DARTFORD)","12216652","Suspended","01/01/2024","28/02/2024","5 Burnett Road ERITH Kent DA8 2LG","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"156","EA","ER242024116","Plastic","S","Pasha Recycling Services Ltd","11640718","Cancelled","11/01/2024","14/06/2024","27 Goodlass Road LIVERPOOL L24 9HJ","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"157","EA","ER242020177","Plastic","L","Pennine Manufacturing Ltd","01240154","Active","01/01/2024","01/01/2024","Fold Mill BOLTON Greater Manchester BL2 6RA","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"158","EA","ER242023160","Plastic","L","Plas Solutions Ltd","12712591","Active","01/01/2024","01/01/2024","Plas Solutions Ltd PETERBOROUGH Cambridgeshire PE7 2EX","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"159","EA","ER242023134","Plastic","L","Plasgran Ltd","03848053","Active","01/01/2024","01/01/2024","Units B&C Ashbourne Drive LEAMINGTON SPA Warwickshire CV31 3SS","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"160","EA","ER242020154","Plastic","S","Plasport Recycling Ltd","12032055","Active","01/01/2024","01/01/2024","Unit 11,Bays 1 &2, BIRMINGHAM uk B64 5QT","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"161","EA","ER242013199","Plastic","S","Plumb Polymers Ltd","03964655","Active","01/01/2024","01/01/2024","505 Carlisle Street East SHEFFIELD South Yorkshire S4 8DT","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"162","EA","ER242020109","Plastic","S","Polybags Ltd","00698834","Active","01/01/2024","01/01/2024","PB Packaging Group Ltd GREENFORD Middlesex UB6 0AQ","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"163","EA","ER242019180","Plastic","S","Polyclear Ltd","1260718","Active","01/01/2024","01/01/2024","FIRST AVENUE SOUTHAMPTON HAMPSHIRE SO15 0LG","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"164","EA","ER242013195","Plastic","L","Polypipe Ltd","01099323","Active","01/01/2024","01/01/2024","Boston Rd Ind Est HORNCASTLE Lincs LN9 6JW","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"165","EA","ER242023137","Plastic","S","Polyram UK Ltd","05177839","Active","01/01/2024","01/01/2024","Ward Industrial Estate LYDNEY Gloucestershire GL15 5EL","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"166","EA","ER242021164","Plastic","L","Polystar Plastics Recycling Ltd","13516886","Active","01/01/2024","01/01/2024","POLYSTAR PLASTICS RECYCLING LTD SOUTHAMPTON Hampshire SO14 5QT","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"167","EA","ER242022112","Plastic","L","PP Polymers Ltd","08944287","Active","01/01/2024","01/01/2024","Europa Close SHEFFIELD South Yorkshire S9 1XS","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"168","EA","ER24199842","Plastic","L","Preston Plastics Ltd","3377914","Active","01/01/2024","01/01/2024","MOSS EDGE WORKS PRESTON LANCASHIRE PR3 6BN","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"169","EA","ER242022136","Plastic","L","QC Polymer Ltd","13366995","Active","23/01/2024","23/01/2024","Unit 14 -18, BILSTON WV14 8XR","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"170","EA","ER242004444","Plastic","L","Ravago Manufacturing UK Ltd","4789043","Active","01/01/2024","01/01/2024","WEST BRIDGEWATER STREET LEIGH LANCASHIRE WN74HB","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"171","EA","ER242023170","Plastic","S","Ravensbourn Ltd","01447928","Active","01/01/2024","01/01/2024","Occupation Lane SWADLINCOTE Derbyshire DE11 8ET","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"172","EA","ER242023116","Plastic","L","Recover Louth Limited","14411256","Active","18/01/2024","18/01/2024","RECOVER LOUTH LIMITED LOUTH LN110AX","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"173","EA","ER242021161","Plastic","L","Recycle For Future Ltd","09811971","Active","01/01/2024","01/01/2024","183 Fengate PETERBOROUGH Cambridgeshire PE1 5PE","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"174","EA","ER242014130","Plastic","L","Recycled Plastics UK Ltd","06645314","Active","01/01/2024","01/01/2024","Unit 1, Freeman Street, WOLVERHAMPTON West Midlands WV100ES","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"175","EA","ER242016122","Plastic","L","Recyplas Limited","07913278","Active","01/01/2024","01/01/2024","UNIT 1 WIMBLINGTON CAMBRIDGESHIRE PE15 0QQ","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"176","EA","ER242023110","Plastic","L","Regenthill Limited","3766746","Active","01/01/2024","01/01/2024","Fyfield Road ANDOVER Hampshire SP118DN","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"177","EA","ER242022109","Plastic","L","ReNew Wilton Limited","10552624","Active","25/01/2024","25/01/2024","Wilton Hydrothermal Treatment Facility REDCAR Cleveland TS104RF","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"178","EA","ER24199852","Plastic","L","Roydon Granulation Ltd","2908446","Active","01/01/2024","01/01/2024","Unit F15 ST. HELENS Merseyside WA9 3NA","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"179","EA","ER242014106","Plastic","L","Roydon Group PLC","06890221","Active","01/01/2024","01/01/2024","Units 1-3 Junction Eco Park SWINTON Manchester M27 8LU","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"180","EA","ER242023164","Plastic","S","Sansetsu UK Ltd","1400365","Active","31/01/2024","31/01/2024","Sansetsu UK Ltd MILTON KEYNES Buckinghamshire MK11 3EW","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"181","EA","ER242005591","Plastic","L","Schutz UK Ltd","2347670","Active","01/01/2024","01/01/2024","Claylands Avenue WORKSOP Notts S81 7BE","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"182","EA","ER242020117","Plastic","S","Sharpak Aylesham Ltd","7394042","Active","06/02/2024","06/02/2024","Aylesham Industrial Estate AYLESHAM Kent CT3 3EF","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"183","EA","ER242020255","Plastic","S","Sharpak Bridgwater Ltd","7394059","Active","01/01/2024","01/01/2024","Sharpak Bridgwater Ltd BRIDGWATER Somerset TA6 5YS","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"184","EA","ER242018103","Plastic","L","Skymark Packaging International
(Scunthorpe)","02160777","Active","01/01/2024","01/01/2024","Mannaberg Way SCUNTHORPE North Lincolnshire DN15 8XF","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"185","EA","ER242023151","Plastic","L","Sterling Polymers Ltd","13333117","Active","01/01/2024","01/01/2024","Windermere Road HARTLEPOOL Durham TS25 1NX","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"186","EA","ER242020218","Plastic","S","Sun International Recycling Group
Ltd","12161523","Cancelled","01/01/2024","05/09/2024","Gate 3, 20 Princewood Road CORBY Northants NN17 4AP","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"187","EA","ER242020155","Plastic","L","Three Counties Reclamation Ltd","03792922","Active","01/01/2024","01/01/2024","Three Counties Reclamation Limited LUDLOW Shropshire SY8 2DH","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"188","EA","ER242017129","Plastic","L","Veolia ES (UK) Ltd","02481991","Active","01/01/2024","01/01/2024","16 Choats Road DAGENHAM ESSEX RM9 6LF","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"189","EA","ER242021120","Plastic","L","Viridor Polymer Recycling Ltd
(Bristol)","05499464","Active","01/01/2024","01/01/2024","Severn Road BRISTOL BRISTOL BS11 0YU","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"190","EA","ER242024126","Plastic","S","VK Recycling Ltd (Willenhall)","8431228","Cancelled","23/02/2024","03/10/2024","Unit 6 WILLENHALL WV113QG","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"191","EA","ER242018104","Plastic","L","Y S Reclamation Ltd","08490907","Active","01/01/2024","01/01/2024","28 KINGSLAND GRANGE WOOLSTON WARRINGTON WA1 4RW","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"192","NRW","WR242022702","Plastic","L","AST Plastic Container UK LLP","OC370080","Active","01/01/2024","01/01/2024","Unit 1 WREXHAM Wrexham LL13 9RF","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"193","NRW","WR241998103","Plastic","L","British Polythene Limited","0350729","Active","01/01/2024","01/01/2024","Maerdy Industrial Estate TREDEGAR Caerphilly NP22 5PY","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"194","NRW","WR242017705","Plastic","L","Extrusion & Moulding Compounds
Ltd","00905428","Active","01/01/2024","01/01/2024","Cwmavon Factory NR PONTYPOOL Gwent NP4 8UW","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"195","NRW","WR242023708","Plastic","L","JP Recycling Ltd.","11878839","Active","01/01/2024","01/01/2024","Unit 1 Brymau Saltney CHESTER Chesire CH4 8RH","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"196","NRW","WR242022701","Plastic","L","Mainetti UK Ltd","SC170666","Active","01/01/2024","01/01/2024","Bedwell Road WREXHAM Clwyd LL116FA","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"197","NRW","WR242017703","Plastic","L","MDS Recycling Limited","07141820","Active","01/01/2024","01/01/2024","Unit 2 PORTH Rhondda Cynon Taf CF39 0PB","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"198","NRW","WR242020709","Plastic","L","New Horizon Biofuel and animal
beddings Co Ltd","11777941","Active","01/01/2024","01/01/2024","New Horizon Biofuel & Animal Beddings Co Ltd RUABON Wrexham LL14 6HA","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"199","NRW","WR242019702","Plastic","L","New Horizon Plastics Co Ltd","11777585","Active","01/01/2024","01/01/2024","Unit 27 FLINT Fintshire CH6 5XA","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"200","NRW","WR242024701","Plastic","S","Parry and Evans Holding Limited","6501567","Active","01/01/2024","01/01/2024","severn farm ind est welshpool wales sy217df","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"201","NRW","WR242017704","Plastic","L","Plastecowood Limited","08914626","Active","01/01/2024","01/01/2024","Plastecowood Ltd BODELWYDDAN Denbighshire LL18 5SQ","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"202","NRW","WR242023704","Plastic","L","Pulse Plastics Limited","04529261","Active","01/01/2024","01/01/2024","Unit 20 EBBW VALE Blaenau Gwent NP23 5SD","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"203","NRW","WR242023701","Plastic","L","Recover Blaenavon Limited","08786986","Active","01/01/2024","01/01/2024","Recover Blaenavon Ltd PONTYPOOL Gwent NP4 9AZ","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"204","NRW","WR242015702","Plastic","L","Roydon Bottle Recycling Ltd","08635446","Active","01/01/2024","01/01/2024","Unit 1 Blackwood Business Park PONTLLANFRAITH Caerphilly NP12 2XH","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"205","NRW","WR242018703","Plastic","L","S W PLASTIC SOLUTIONS LTD","10010391","Active","01/01/2024","01/01/2024","Unit 2 EBBW VALE Blaenau Gwent NP23 6PL","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"206","NIEA","NR242023122","Plastic","L","Bailey Waste Recycling (NI) Limited","NI042948","Active","01/01/2024","01/01/2024","1-4 SILVERWOOD INDUSTRIAL ESTATE Lurgan Armagh bt666ln","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"207","NIEA","NR242012103","Plastic","L","Cherry Plastics","NI053648","Active","01/01/2024","01/01/2024","Unit 5 Nutts Corner Business Park CRUMLIN Co Antrim BT29 4SR","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"208","NIEA","NR242019108","Plastic","L","Jaguar Polymers Ltd","NI654238","Active","01/01/2024","01/01/2024","Unit 10 LISNASKEA Fermanagh BT920QQ","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"209","NIEA","NR242024104","Plastic","L","Polymer Matters Ltd","NI688343","Active","23/07/2024","23/07/2024","89 Barony Road OMAGH Co Tyrone BT79 7QG","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"210","SEPA","SR242013116","Plastic","L","Avanti Environmental Group Ltd","3476148","Active","01/01/2024","01/01/2024","Balquharn Farm ALVA Clackmannanshire FK12 5NZ","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"211","SEPA","SR242021101","Plastic","S","British Polythene Ltd","0350729","Active","01/01/2024","01/01/2024","RPC Bpi Recycled Products DUMFRIES Dumfries and Galloway DG2 0BU","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"212","SEPA","SR242019109","Plastic","S","British Polythene Ltd - Ardeer","0350729","Active","01/01/2024","01/01/2024","Lundholm Road STEVENSTON North Ayrshire KA20 3LJ","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"213","SEPA","SR242022103","Plastic","L","Impact Recycling Ltd","SC489143","Active","01/01/2024","01/01/2024","100 Inchinnan Road BELLSHILL ML4 3NT","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"214","SEPA","SR242019106","Plastic","S","Marlin Industries Scotland Limited","SC413678","Active","01/01/2024","01/01/2024","Marlin Industries Scotland Limited HAWICK Roxburgshire TD98SL","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"215","SEPA","SR242021102","Plastic","L","Plastic Technology Services Limited","SC133850","Active","01/01/2024","01/01/2024","Garroch Business Park DUMFRIES DG3 8PN","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"216","EA","ER242020205","Steel","L","British Steel Limited","12303256","Active","20/09/2024","20/09/2024","Administration Building SCUNTHORPE North Lincolnshire DN16 1BP","R4 Recycling/reclamation of metals and metal compounds"
"217","EA","ER242023118","Steel","L","Donald Ward Ltd","1292288","Active","01/01/2024","01/01/2024","Griffon Road ILKESTON Derbyshire DE7 4RF","R4 Recycling/reclamation of metals and metal compounds"
"218","EA","ER242023139","Steel","L","Donald Ward Ltd (Immingham)","1292288","Active","01/01/2024","01/01/2024","Ward IMMINGHAM Lincolnshire DN40 2QT","R4 Recycling/reclamation of metals and metal compounds"
"219","EA","ER242021138","Steel","L","Sackers Limited","01526052","Active","01/01/2024","01/01/2024","Railway sidings IPSWICH Suffolk IP6 0JB","R4 Recycling/reclamation of metals and metal compounds"
"220","EA","ER242020178","Steel","L","Speciality Steel UK Ltd","10491177","Active","01/01/2024","01/01/2024","Liberty Steel ROTHERHAM South Yorkshire S65 3SR","R4 Recycling/reclamation of metals and metal compounds"
"221","NRW","WR242004452","Steel","L","Celsa Manufacturing (UK) Ltd","04577881","Active","01/01/2024","01/01/2024","Meltshop, Tremorfa Works CARDIFF Glamorgan CF24 5TH","R4 Recycling/reclamation of metals and metal compounds"
"222","NRW","WR242023706","Steel","L","Donald Ward Limited","01292288","Active","01/01/2024","01/01/2024","Donald Ward Ltd trading as WARD CARDIFF Caerdydd CF10 4RP","R4 Recycling/reclamation of metals and metal compounds"
"223","NRW","WR24199870","Steel","L","Tata Steel UK Ltd","2280000","Active","01/01/2024","01/01/2024","Tata Steel UK Ltd PORT TALBOT West Glamorgan SA13 2NG","R4 Recycling/reclamation of metals and metal compounds"
"224","EA","ER242019128","Wood","L","A & A Recycling Services Ltd","04269422","Active","01/01/2024","01/01/2024","A&A Recycling Services Limited MERIDEN Coventry CV7 7LH","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"225","EA","ER242021167","Wood","L","A W Jenkinson Woodwaste Ltd","sc166685","Active","01/01/2024","01/01/2024","hespin wood landfill site CARLISLE UK Mainland CA6 4BJ","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"226","EA","ER242009190","Wood","L","Arden Wood Shavings Limited","2592924","Active","01/01/2024","01/01/2024","Arden Wood Shavings Ltd SOLIHULL B92 0LP","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"227","EA","ER242016136","Wood","L","Boden & Davies Ltd","00699015","Active","01/02/2024","01/02/2024","Minshulls Farm ASTLEY Manchester M29 7JZ","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"228","EA","ER242023117","Wood","S","Brier Hills Recycling Ltd","05298784","Active","18/01/2024","18/01/2024","Brier Hills Farm DONCASTER South Yorkshire DN7 6HA","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"229","EA","ER242022108","Wood","L","Chipmunk South West Limited","7040055","Active","01/01/2024","01/01/2024","Thornfalcon Works TAUNTON Somerset TA3 5DN","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"230","EA","ER242021126","Wood","L","Coltman Bros Ltd","08263284","Active","01/01/2024","01/01/2024","The Old Station Yard LUTTERWORTH Leicestershire LE17 5NH","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
