no.,agency,accreditation_number,material_process,size*,accredited_organisation,reg._no.,status,active_date,last_changed,site_address,classification_of_operation
"120","EA","ER152014130","Plastic","L","Recycled Plastics UK Ltd","06645314","Active","01/01/2015","01/01/2015","Unit 1, Freeman Street, WOLVERHAMPTON West Midlands WV100ES","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"121","EA","ER15199852","Plastic","L","Roydon Granulation Ltd","2908446","Active","01/01/2015","01/01/2015","Unit F15 ST. HELENS Merseyside WA9 3NA","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"122","EA","ER152014106","Plastic","L","Roydon Group PLC","06890221","Active","01/01/2015","01/01/2015","Units 1-3 Junction Eco Park SWINTON Manchester M27 8LU","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"123","EA","ER152005591","Plastic","L","Schutz UK Ltd","2347670","Active","01/01/2015","01/01/2015","Claylands Avenue WORKSOP Notts S81 7BE","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"124","EA","ER152014114","Plastic","S","Skymark Packaging International
Ltd","2160777","Active","01/01/2015","01/01/2015","Manners Avenue ILKESTON Derbyshire DE7 8EF","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"125","EA","ER152008107","Plastic","L","Viridor Polymer Recycling Ltd","5499464","Active","01/01/2015","01/01/2015","Gerrard Place SKELMERSDALE Lancashire WN8 9SU","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"126","EA","ER152012106","Plastic","S","WHAT-A-WASTE LIMITED","05794416","Cancelled","06/01/2015","24/08/2015","Hangar No.1 LICHFIELD Staffordshire WS13 8EN","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"127","NRW","WR151998103","Plastic","L","British Polythene Limited","0350729","Active","01/01/2015","01/01/2015","Maerdy Industrial Estate TREDEGAR Caerphilly NP22 5PY","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"128","NRW","WR152015702","Plastic","L","Roydon Bottle Recycling Ltd","08635446","Active","03/03/2015","03/03/2015","Unit 1 Blackwood Business Park PONTLLANFRAITH Caerphilly NP12 2XH","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"129","NIEA","NR152012103","Plastic","L","Cherry Plastics","NI053648","Active","01/01/2015","01/01/2015","Unit 5 Nutts Corner Business Park CRUMLIN Co Antrim BT29 4SR","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"130","SEPA","SR152013116","Plastic","S","Avanti Environmental Group Ltd","3476148","Cancelled","01/01/2015","01/02/2016","Balquharn Farm ALVA Clackmannanshire FK12 5NZ","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"131","SEPA","SR1520050013","Plastic","L","Mainetti (UK) Ltd","SC170666","Cancelled","01/01/2015","01/02/2016","Wrexham Industrial Estate WREXHAM WREXHAM LL13 0TS","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"132","EA","ER152010124","Steel","L","Earthminded UK Ltd","5961878","Suspended","01/01/2015","01/01/2016","Earthminded UK Ltd BRISTOL BS11 9EX","R4 Recycling/reclamation of metals and metal compounds"
"133","EA","ER152010159","Steel","L","ERVIN AMASTEEL","2830693","Active","28/01/2015","28/01/2015","George Henry Road TIPTON West Midlands DY4 7BZ","R4 Recycling/reclamation of metals and metal compounds"
"134","EA","ER152012127","Steel","L","SAHAVIRIYA STEEL INDUSTRIES
UK LIMITED","07381674","Active","01/01/2015","01/01/2015","SSI UK LTD REDCAR Cleveland TS10 5QW","R4 Recycling/reclamation of metals and metal compounds"
"135","EA","ER1519982","Steel","L","Tata Steel UK Ltd","2280000","Cancelled","01/01/2015","08/12/2015","1 Ramsden Road HEREFORD Herefordshire HR2 6LR","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"136","EA","ER15199825","Steel","L","Tata Steel UK Ltd","2280000","Active","01/01/2015","01/01/2015","1 Ramsden Road HEREFORD Herefordshire HR2 6LR","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"137","NRW","WR15199868","Steel","L","AMG Resources Ltd","1516685","Active","01/01/2015","01/01/2015","Nevills Dock LLANELLI Carmarthen SA15 2HD","R4 Recycling/reclamation of metals and metal compounds"
"138","NRW","WR152004452","Steel","L","Celsa Manufacturing (UK) Ltd","04577881","Active","01/01/2015","01/01/2015","Meltshop, Tremorfa Works CARDIFF Glamorgan CF24 5TH","R4 Recycling/reclamation of metals and metal compounds"
"139","NRW","WR15199870","Steel","L","Tata Steel UK Ltd","2280000","Active","01/01/2015","01/01/2015","Tata Steel UK Ltd PORT TALBOT West Glamorgan SA13 2NG","R4 Recycling/reclamation of metals and metal compounds"
"140","EA","ER152009190","Wood","L","Arden Wood Shavings Limited","2592924","Active","01/01/2015","01/01/2015","Arden Wood Shavings Ltd SOLIHULL B92 0LP","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"141","EA","ER151998286","Wood","L","Egger (UK) Limited","2813369","Active","01/01/2015","01/01/2015","Anick Grange Road HEXHAM Northumberland NE46 4JS","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"142","EA","ER152015109","Wood","L","Enva Wood Recycling Manchester
Ltd","7462747","Active","01/01/2015","01/01/2015","Lumm Farm MANCHESTER M43 7LB","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"143","EA","ER152004466","Wood","L","Giffords Property Limited","2305307","Active","01/01/2015","01/01/2015","Giffords Way WEST BROMWICH West Midlands B70 7JR","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"144","EA","ER151998262","Wood","L","Mendip Woodshavings Ltd","4158389","Active","01/01/2015","01/01/2015","Charterhouse Factory BRISTOL Somerset BS40 7XS","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"145","EA","ER152014121","Wood","L","Norbord Europe Ltd","7886600","Active","01/01/2015","01/01/2015","Nadder Lane SOUTH MOLTON Devon EX36 4HP","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"146","NRW","WR151998255","Wood","L","Kronospan Ltd","00981905","Active","01/01/2015","01/01/2015","Kronospan Ltd CHIRK Wrexham LL14 5NT","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"147","NRW","WR151998294","Wood","S","Marlin Industries (Wrexham) Ltd","2831738","Active","01/01/2015","01/01/2015","Davy Way WREXHAM WREXHAM LL12 0PG","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"148","NIEA","NR152007001","Wood","S","Eglinton (Timber Products) Ltd","NI019444","Active","01/01/2015","01/01/2015","Eglinton (Timber Products) Ltd EGLINTON Co Londonderry BT47 3PY","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"149","SEPA","SR1520020017","Wood","L","Egger (Barony) Ltd","2813369","Cancelled","01/01/2015","01/02/2016","Egger (UK) Ltd AUCHINLECK Ayrshire KA182LL","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"150","SEPA","SR1519980016","Wood","L","Enva Timber Recycling Limited","SC151345","Cancelled","01/01/2015","01/02/2016","49 Burnbrae Rd, Linwood Industrial Estate LINWOOD RENFREWSHIRE PA3 3BD","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"151","SEPA","SR1519980015","Wood","L","West Fraser Europe Limited","7886600","Cancelled","01/01/2015","01/02/2016","Norbord Limited COWIE Stirlingshire FK7 7BQ","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"152","EA","EX152014138","Aluminium","L","Alutrade Ltd","1806258","Active","01/01/2015","01/01/2015","Langley Forge House OLDBURY West Midlands B69 4NH","R4 Recycling/reclamation of metals and metal compounds"
"153","EA","EX152013166","Aluminium","L","Asia Global Trade Ltd","4711414","Active","01/01/2015","01/01/2015","Crown House LONDON W14 8TH","R4 Recycling/reclamation of metals and metal compounds"
"154","EA","EX152015127","Aluminium","L","Blue Phoenix Ltd","03290431","Active","01/01/2015","01/01/2015","1 Victoria Stables BOURNE Lincolnshire PE10 9JZ","R4 Recycling/reclamation of metals and metal compounds"
"155","EA","EX152015148","Aluminium","S","Britannia Beverages Ltd","07132261","Active","04/11/2015","04/11/2015","Unit 3 LONDON London NW10 7RT","R4 Recycling/reclamation of metals and metal compounds"
"156","EA","EX152015144","Aluminium","L","Dartmouth Global Trading Co Ltd","03470689","Active","03/08/2015","03/08/2015","Woodside Works DUDLEY DY2 0AF","R4 Recycling/reclamation of metals and metal compounds"
"157","EA","EX152015131","Aluminium","L","Day Group Ltd","0432417","Active","13/03/2015","13/03/2015","Day Group Ltd BRENTFORD Middlesex TW8 9HF","R4 Recycling/reclamation of metals and metal compounds"
"158","EA","EX152010127","Aluminium","L","Donald Ward Ltd","1292288","Active","01/01/2015","01/01/2015","Griffon Road ILKESTON Derbyshire DE7 4RF","R4 Recycling/reclamation of metals and metal compounds"
"159","EA","EX152014112","Aluminium","L","Ecosky Environmental Solutions Ltd","6850974","Active","01/01/2015","06/03/2015","Davenport House LONDON E14 9RP","R4 Recycling/reclamation of metals and metal compounds"
"160","EA","EX152008125","Aluminium","L","Eurokey Recycling Ltd","03089592","Active","01/01/2015","01/01/2015","Kelsall House TELFORD Shropshire TF3 3BD","R4 Recycling/reclamation of metals and metal compounds"
"161","EA","EX1519991","Aluminium","L","European Metal Recycling Ltd","02954623","Active","01/01/2015","01/01/2015","Sirius House WARRINGTON WA5 7NS","R4 Recycling/reclamation of metals and metal compounds"
"162","EA","EX152006668","Aluminium","L","McCarthy (UK) Ltd","3024621","Active","01/01/2015","01/01/2015","McCarthy (U.K.) Ltd BUCKLAND NEWTON Dorset DT2 7BY","R4 Recycling/reclamation of metals and metal compounds"
"163","EA","EX152009171","Aluminium","L","Monoworld Ltd","4080642","Active","01/01/2015","01/01/2015","Monoworld Business Park Sharnbrook Bedfordshire MK44 1NB","R4 Recycling/reclamation of metals and metal compounds"
"164","EA","EX152015138","Aluminium","S","Monoworld Recycling Ltd","06320557","Active","01/01/2015","16/11/2015","19-26 Sanders Lodge Industrial Estate RUSHDEN Northamptonshire NN10 6BQ","R4 Recycling/reclamation of metals and metal compounds"
"165","EA","EX152014136","Aluminium","L","Recycling Lives Limited","03783452","Active","09/01/2015","09/03/2015","Recycling Lives Limited PRESTON Lancashire PR2 5BX","R4 Recycling/reclamation of metals and metal compounds"
"166","EA","EX152010129","Aluminium","L","Roydon Resource Recovery Ltd","3852634","Active","01/01/2015","01/01/2015","Units 1 - 3 SWINTON Manchester M27 8LU","R4 Recycling/reclamation of metals and metal compounds"
"167","EA","EX152007785","Aluminium","L","S Norton & Co Ltd","1859428","Active","01/01/2015","01/01/2015","Bankfield House LIVERPOOL Merseyside L20 8RQ","R4 Recycling/reclamation of metals and metal compounds"
"168","EA","EX152010151","Aluminium","L","Sackers Limited","01526052","Active","01/01/2015","01/01/2015","Railway sidings IPSWICH Suffolk IP6 0JB","R4 Recycling/reclamation of metals and metal compounds"
"169","EA","EX152015114","Aluminium","S","Sam Magnet UK Ltd","07131840","Active","01/01/2015","01/01/2015","11 LAUREL CLOSE LUTON Bedfordshire LU4 9FB","R4 Recycling/reclamation of metals and metal compounds"
"170","EA","EX152014115","Aluminium","S","Sun Recycling Ltd","05315322","Active","01/01/2015","01/01/2015","Unit 17 MANCHESTER Lancashire M17 1EH","R4 Recycling/reclamation of metals and metal compounds"
"171","EA","EX152010122","Aluminium","L","Tom Martin & Company Ltd","00990667","Active","06/02/2015","06/02/2015","123 Seedlee Road, PRESTON Lancashire PR5 8AE","R4 Recycling/reclamation of metals and metal compounds"
"172","EA","EX152015150","Aluminium","S","Total Commodities Ltd","6407218","Active","01/12/2015","01/12/2015","Devonshire House STANMORE Middlesex HA7 1JS","R4 Recycling/reclamation of metals and metal compounds"
"173","EA","EX152013159","Aluminium","L","UN GLOBAL TRADING LIMITED","7442777","Active","20/07/2015","20/07/2015","VISTA CENTRE, 50 SALISBURY ROAD HOUNSLOW middlesex TW46JQ","R4 Recycling/reclamation of metals and metal compounds"
"174","EA","EX15200127","Aluminium","L","Unimetals Recycling (UK) Limited","3242331","Active","01/01/2015","01/01/2015","Long Marston STRATFORD-UPON-AVON Warwickshire CV37 8AQ","R4 Recycling/reclamation of metals and metal compounds"
"175","EA","EX152005119","Aluminium","L","Valpak Recycling Ltd","04683865","Active","01/01/2015","01/01/2015","Stratford Business Park STRATFORD-UPON-AVON Warwickshire CV37 7GW","R4 Recycling/reclamation of metals and metal compounds"
"176","EA","EX152009123","Aluminium","L","Viridor Resource Management Ltd","3649069","Active","01/01/2015","01/01/2015","Ashford House Grenadier Road EXETER EX1 3LH","R4 Recycling/reclamation of metals and metal compounds"
"177","NRW","WX152014704","Aluminium","L","Ecogen Commodities Limited","09002868","Suspended","23/02/2015","30/07/2015","THE MALTINGS CARDIFF SOUTH GLAMORGAN CF24 5EZ","R4 Recycling/reclamation of metals and metal compounds"
"178","NRW","WX152015703","Aluminium","S","Reddy Pai Metals Limited","07858597","Active","01/01/2015","01/01/2015","Regus 1 Capital Quarter CARDIFF CF10 4BQ","R4 Recycling/reclamation of metals and metal compounds"
"179","NIEA","NX152009104","Aluminium","L","Re-Gen Limited","NI 44110","Active","01/01/2015","01/01/2015","Unit 7 Shepherd's Drive, NEWRY Down BT35 6JQ","R4 Recycling/reclamation of metals and metal compounds"
"180","SEPA","SX1519990001","Aluminium","L","John R Adam & Sons Limited","SC030140","Cancelled","01/01/2015","01/02/2016","RIVERSIDE BERTH, GLASGOW G51 4SD","R4 Recycling/reclamation of metals and metal compounds"
"181","SEPA","SX152014101","Aluminium","L","Robertson Metals Recycling Limited","SC105027","Cancelled","01/01/2015","01/02/2016","Inverkeithing Scrap Terminal INVERKEITHING Fife KY11 1HL","R4 Recycling/reclamation of metals and metal compounds"
"182","SEPA","SX152013111","Aluminium","S","WRC Recycling","SC370000","Cancelled","01/01/2015","01/02/2016","45 INCHINNAN Renfrew PA49RR","R4 Recycling/reclamation of metals and metal compounds"
"183","EA","EX152015122","EfW","L","Andusia Recovered Fuels Ltd","7957675","Active","13/04/2015","13/04/2015","The Townhouse HERTFORD Herts SG14 1AJ","R1 Use principally as a fuel or other means to generate energy"
"184","EA","EX152015149","EfW","L","Biffa Waste Services Ltd","00946107","Active","23/11/2015","23/11/2015","Coronation Road HIGH WYCOMBE Buckinghamshire HP12 3TZ","R1 Use principally as a fuel or other means to generate energy"
"185","EA","EX152014123","EfW","L","Suez Recycling and Recovery UK
Ltd","2291198","Active","01/01/2015","01/01/2015","SUEZ Recycling and Recovery UK Ltd MAIDENHEAD Berkshire SL61ES","R1 Use principally as a fuel or other means to generate energy"
"186","NIEA","NX152014101","EfW","L","Re-Gen Limited","NI 44110","Active","01/01/2015","01/01/2015","Unit 7 Shepherd's Drive, NEWRY Down BT35 6JQ","R1 Use principally as a fuel or other means to generate energy"
"187","NIEA","NX152013108","Glass Other","L","RecyCo","NI049526","Active","01/01/2015","01/01/2015","89 Barony Road OMAGH Co Tyrone BT79 7QG","R5 Recycling/reclamation of other inorganic materials"
"188","NIEA","NX152013103","Glass Other","L","Re-Gen Limited","NI 44110","Active","01/01/2015","01/01/2015","Unit 7 Shepherd's Drive, NEWRY Down BT35 6JQ","R5 Recycling/reclamation of other inorganic materials"
"189","SEPA","SX152015101","Glass Other","L","MKD32 Limited","08342873","Cancelled","01/01/2015","01/02/2016","321 Aikenhead Road GLASGOW G42 0PE","R5 Recycling/reclamation of other inorganic materials"
"190","EA","EX152013177","Glass Re-melt","L","Biffa Waste Services Ltd","00946107","Active","23/02/2015","23/02/2015","Coronation Road HIGH WYCOMBE Buckinghamshire HP12 3TZ","R5 Recycling/reclamation of other inorganic materials"
"191","EA","EX152013132","Glass Re-melt","L","Day Group Ltd","00432417","Active","01/01/2015","01/01/2015","Transport Avenue BRENTFORD Middlesex TW8 9HF","R5 Recycling/reclamation of other inorganic materials"
"192","EA","EX152013150","Glass Re-melt","S","Glass Recycling (UK) Ltd","1169515","Active","01/01/2015","01/01/2015","418 carlton road BARNSLEY south yorks S71 3HX","R5 Recycling/reclamation of other inorganic materials"
"193","EA","EX152013161","Glass Re-melt","L","INGS ENVIRONMENTAL LIMITED","7858230","Active","01/01/2015","01/01/2015","Kingslodge FAIRBURN NorthYorkshire WF11 9JA","R5 Recycling/reclamation of other inorganic materials"
"194","EA","EX152013137","Glass Re-melt","L","McCarthy (UK) Ltd","3024621","Active","01/01/2015","01/01/2015","McCarthy (U.K.) Ltd BUCKLAND NEWTON Dorset DT2 7BY","R5 Recycling/reclamation of other inorganic materials"
"195","EA","EX152015107","Glass Re-melt","L","Recresco Ltd (3)","4066165","Active","01/01/2015","01/01/2015","Recresco Ltd KIRKBY-IN-ASHFIELD Nottinghamshire NG17 8AP","R5 Recycling/reclamation of other inorganic materials"
"196","EA","EX152015104","Glass Re-melt","S","Remondis Plastics Recycling UK Ltd","9223417","Active","01/01/2015","01/01/2015","Rhenus Logistics MANCHESTER Greater Manchester M307RF","R5 Recycling/reclamation of other inorganic materials"
"197","EA","EX152013158","Glass Re-melt","L","Silica Developments Ltd","07892545","Active","01/01/2015","08/03/2015","4 TROWBRIDGE Wiltshire BA14 9BD","R5 Recycling/reclamation of other inorganic materials"
"198","EA","EX152014125","Glass Re-melt","L","Suez Recycling and Recovery UK
Ltd","2291198","Active","01/01/2015","01/01/2015","SUEZ Recycling and Recovery UK Ltd MAIDENHEAD Berkshire SL61ES","R5 Recycling/reclamation of other inorganic materials"
"199","EA","EX152013147","Glass Re-melt","L","URM UK Ltd t/a Berryman","4084246","Active","01/01/2015","01/01/2015","Lidgate Crescent SOUTH KIRKBY West Yorkshire WF9 3NR","R5 Recycling/reclamation of other inorganic materials"
"200","EA","EX152013148","Glass Re-melt","L","Valpak Recycling Ltd","04683865","Active","01/01/2015","01/01/2015","Stratford Business Park STRATFORD-UPON-AVON Warwickshire CV37 7GW","R5 Recycling/reclamation of other inorganic materials"
"201","EA","EX152015125","Glass Re-melt","L","Veolia ES (UK) Ltd","02481991","Active","20/05/2015","20/05/2015","Kingswood House CANNOCK Staffordshire WS11 8JP","R5 Recycling/reclamation of other inorganic materials"
"202","EA","EX152013184","Glass Re-melt","L","Viridor Resource Management Ltd","3649069","Active","01/01/2015","01/01/2015","Ashford House Grenadier Road EXETER EX1 3LH","R5 Recycling/reclamation of other inorganic materials"
"203","NIEA","NX152013107","Glass Re-melt","L","RecyCo","NI049526","Active","01/01/2015","01/01/2015","89 Barony Road OMAGH Co Tyrone BT79 7QG","R5 Recycling/reclamation of other inorganic materials"
"204","NIEA","NX152013102","Glass Re-melt","L","Re-Gen Limited","NI 44110","Active","01/01/2015","01/01/2015","Unit 7 Shepherd's Drive, NEWRY Down BT35 6JQ","R5 Recycling/reclamation of other inorganic materials"
"205","SEPA","SX152014104","Glass Re-melt","L","MKD32 Limited","08342873","Cancelled","01/01/2015","01/02/2016","321 Aikenhead Road GLASGOW G42 0PE","R5 Recycling/reclamation of other inorganic materials"
"206","EA","EX152009213","Paper/board","L","Cycle Link (UK) Limited","6903278","Active","01/01/2015","01/01/2015","6 LORDS COURT BASILDON United Kingdom SS13 1SS","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"207","EA","EX152005107","Paper/board","L","Failand Paper Services Ltd","1720270","Suspended","24/02/2015","28/10/2015","Failand Paper Services Ltd BRISTOL BS8 1SB","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"208","EA","EX152005109","Paper/board","L","Independent Waste Paper
Producers Ltd","1247369","Active","01/01/2015","01/01/2015","Heritage House, DAVENTRY Northants NN11 4GD","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"209","EA","EX15200213","Paper/board","L","International Forest Products (UK)
Ltd","00743374","Active","01/01/2015","01/01/2015","St. Anne's House NEWBURY Berkshire RG14 1JQ","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"210","EA","EX15200211","Paper/board","L","International Recovered Paper Ltd","3947775","Active","01/01/2015","01/01/2015","239 Kensington Hight Street LONDON LONDON W8 6SN","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"211","EA","EX15200120","Paper/board","L","J&H Sales International Ltd","2495404","Active","01/01/2015","01/01/2015","11a Cambridge Park WANSTEAD London E11 2PU","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"212","EA","EX152008115","Paper/board","L","Mark Lyndon Paper Enterprises UK
Ltd","6287200","Active","01/01/2015","01/01/2015","12 The Triangle NOTTINGHAM Nottinghamshire NG2 1AE","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"213","EA","EX152006670","Paper/board","L","McCarthy (UK) Ltd","3024621","Active","01/01/2015","01/01/2015","McCarthy (U.K.) Ltd BUCKLAND NEWTON Dorset DT2 7BY","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"214","EA","EX152006653","Paper/board","L","MLM Ltd","5372017","Active","01/01/2015","01/01/2015","Landmark House CHEADLE HULME Cheshire SK8 7BS","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"215","EA","EX152005113","Paper/board","L","Monoworld Ltd","4080642","Active","01/01/2015","01/01/2015","Monoworld Business Park Sharnbrook Bedfordshire MK44 1NB","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"216","EA","EX152015137","Paper/board","S","Monoworld Recycling Ltd","06320557","Active","23/07/2015","16/11/2015","19-26 Sanders Lodge Industrial Estate RUSHDEN Northamptonshire NN10 6BQ","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"217","EA","EX152013186","Paper/board","L","Oatley Resources Ltd","07924593","Active","01/01/2015","01/01/2015","Unit 304 DARWEN Lancashire BB31AE","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"218","EA","EX152014143","Paper/board","S","PGP Polymer Limited","08314387","Active","06/03/2015","06/03/2015","45-49 Rough Hey Road PRESTON Lancashire PR2 5AR","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"219","EA","EX152008111","Paper/board","L","Smurfit Kappa UK Ltd","1017013","Active","01/01/2015","01/01/2015","Amington House, 17 Galena Close TAMWORTH B77 4AS","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"220","EA","EX152014124","Paper/board","L","Suez Recycling and Recovery UK
Ltd","2291198","Active","01/01/2015","01/01/2015","SUEZ Recycling and Recovery UK Ltd MAIDENHEAD Berkshire SL61ES","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"221","EA","EX15200319","Paper/board","L","Valpak Recycling Ltd","04683865","Active","01/01/2015","01/01/2015","Stratford Business Park STRATFORD-UPON-AVON Warwickshire CV37 7GW","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"222","EA","EX152009180","Paper/board","L","Vipa Lausanne SA","00866521","Active","21/01/2015","21/01/2015","GALERIES BENJAMIN-CONSTANT, 1 VAUD 1002 LAUSANNE N6 4DJ","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"223","EA","EX152009104","Paper/board","L","Viridor Resource Management Ltd","3649069","Active","01/01/2015","01/01/2015","Ashford House Grenadier Road EXETER EX1 3LH","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"224","EA","EX152013178","Paper/board","L","Visy Recycling Europe Ltd","07199767","Active","12/01/2015","12/01/2015","2 New Street Square LONDON EC4A 3BZ","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"225","EA","EX152007774","Paper/board","L","Wai Sang (Europe) Recycle Ltd","04966801","Active","01/01/2015","01/01/2015","UNIT 6 VALE PARK IND EST CRUMPSALL MANCHESTER M8 0GF","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"226","EA","EX15200122","Paper/board","L","Williams Recycling UK Ltd","2748860","Active","01/01/2015","29/04/2015","A5 WATLING STREET BURBAGE Leicestershire LE10 3AR","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"227","NRW","WX152013162","Paper/board","L","D S Smith Recycling","00214967","Active","01/01/2015","01/01/2015","DS Smith Recycling UK Ltd CARPHILLY CARPHILLY CF83 2AX","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"228","NRW","WX152014703","Paper/board","L","Ecogen Commodities Limited","09002868","Suspended","23/02/2015","30/07/2015","THE MALTINGS CARDIFF SOUTH GLAMORGAN CF24 5EZ","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"229","NRW","WX15200323","Paper/board","L","Paper Trade Ltd","4795100","Active","01/01/2015","01/01/2015","15TH FLOOR CARDIFF CF24 0EB","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"230","NIEA","NX152015102","Paper/board","L","Leinster Environmentals (UK)
Limited","NI613594","Active","20/07/2015","20/07/2015","Dromalane NEWRY Down BT35 8QS","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"231","NIEA","NX152009103","Paper/board","L","Re-Gen Limited","NI 44110","Active","01/01/2015","01/01/2015","Unit 7 Shepherd's Drive, NEWRY Down BT35 6JQ","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"232","SEPA","SX152013110","Paper/board","S","WRC Recycling","SC370000","Cancelled","01/01/2015","01/02/2016","45 INCHINNAN Renfrew PA49RR","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"233","EA","EX152009179","Plastic","L","99P Recycling Limited","6090301","Active","01/01/2015","01/01/2015","Office 3/13 MANCHESTER Lancashire M35 9BG","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"234","EA","EX152008117","Plastic","L","AGYL LTD","04957212","Active","01/01/2015","01/01/2015","Unit F12A LONDON London E16 1AH","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"235","EA","EX152014108","Plastic","L","All Express Industry Ltd","6672341","Active","05/01/2015","05/01/2015","UNIT 11, BAYS 1 &2 BIRMINGHAM uk B64 5QT","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"236","EA","EX152013168","Plastic","L","Asia Global Trade Ltd","4711414","Active","01/01/2015","01/01/2015","Crown House LONDON W14 8TH","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"237","EA","EX152014122","Plastic","L","Bolton Brothers Ltd","3745354","Active","01/01/2015","01/01/2015","Bramford Road IPSWICH Suffolk IP6 0SL","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"238","EA","EX152014155","Plastic","S","BW Recycling Ltd","08094989","Active","04/03/2015","09/04/2015","Cinder hill works HALIFAX West yorkshire HX3 9JR","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
