unu,year,value,variable,unit
0802,2013,-1021.2873600000001,inflow,mass
0901,2013,11726.66136,inflow,mass
0902,2013,22308.93759,inflow,mass
1001,2013,4833.444,inflow,mass
1002,2013,6068.44488,inflow,mass
0112,2013,8815.626697200003,inflow,mass
0701,2013,28579.206330539997,inflow,mass
0703,2013,867.55218,inflow,mass
0505,2013,5917.195963477999,inflow,mass
0310,2013,NA,inflow,mass
3001,2013,NA,inflow,mass
0101,2014,-711.7812103219437,inflow,mass
0102,2014,57772.2889,inflow,mass
0103,2014,307058.121429599,inflow,mass
0104,2014,378282.764191322,inflow,mass
0105,2014,-6736.43784,inflow,mass
0106,2014,122436.29391469459,inflow,mass
0108,2014,156052.91356000002,inflow,mass
0109,2014,38024.26773626372,inflow,mass
0111,2014,9925.5381,inflow,mass
0113,2014,29525.4045,inflow,mass
0114,2014,89702.5518,inflow,mass
0201,2014,70975.67598,inflow,mass
0202,2014,39840.042,inflow,mass
0203,2014,17117.724,inflow,mass
0204,2014,50426.26693138352,inflow,mass
0205,2014,12217.186492554045,inflow,mass
0301,2014,17466.594997098036,inflow,mass
0302,2014,39591.70219392465,inflow,mass
0303,2014,25439.206729411762,inflow,mass
0304,2014,72619.33223999999,inflow,mass
0305,2014,1707.9823527747947,inflow,mass
0306,2014,2901.1354498116175,inflow,mass
0307,2014,46943.68,inflow,mass
0308,2014,21027.123203165855,inflow,mass
0309,2014,32103.7035,inflow,mass
0401,2014,3904.9068258720004,inflow,mass
0402,2014,2527.4648120664647,inflow,mass
0403,2014,25870.681867977353,inflow,mass
0404,2014,22487.8314,inflow,mass
0405,2014,22984.9803,inflow,mass
0406,2014,2752.2853099999998,inflow,mass
0407,2014,16583.499600000003,inflow,mass
0408,2014,70057.70039999999,inflow,mass
0501,2014,70.7840065748507,inflow,mass
0502,2014,4754.385869119043,inflow,mass
0503,2014,1073.7812182010218,inflow,mass
0504,2014,2141.7721929569166,inflow,mass
0601,2014,105082.27872,inflow,mass
0602,2014,123518.7440610563,inflow,mass
0801,2014,688.01274,inflow,mass
0802,2014,-1021.2873600000001,inflow,mass
0901,2014,26812.91592,inflow,mass
0902,2014,21260.263369999997,inflow,mass
1001,2014,7666.076,inflow,mass
1002,2014,1407.04665,inflow,mass
0112,2014,8815.626697200003,inflow,mass
0701,2014,26191.44997776,inflow,mass
0703,2014,-95.19614422907472,inflow,mass
0505,2014,5917.195963477999,inflow,mass
0310,2014,NA,inflow,mass
3001,2014,NA,inflow,mass
0101,2015,3716.675058454414,inflow,mass
0102,2015,61813.24864408912,inflow,mass
0103,2015,312591.9567941875,inflow,mass
0104,2015,347807.2404296497,inflow,mass
0105,2015,-1134.60248,inflow,mass
0106,2015,122597.84166,inflow,mass
0108,2015,160257.75071000002,inflow,mass
0109,2015,38136.43537823608,inflow,mass
0111,2015,9586.7418,inflow,mass
0113,2015,16944.415800000002,inflow,mass
0114,2015,84309.1896,inflow,mass
0201,2015,68010.43194,inflow,mass
0202,2015,45261.582,inflow,mass
0203,2015,17492.5845,inflow,mass
0204,2015,55799.37648577438,inflow,mass
0205,2015,14083.10035,inflow,mass
0301,2015,16282.475410956193,inflow,mass
0302,2015,21678.086587402755,inflow,mass
0303,2015,18744.35976529412,inflow,mass
0304,2015,62667.880079999995,inflow,mass
0305,2015,5462.497078697376,inflow,mass
0306,2015,2855.293457595356,inflow,mass
0307,2015,60765.12,inflow,mass
0308,2015,17514.882,inflow,mass
0309,2015,27157.8395,inflow,mass
0401,2015,3573.620282856001,inflow,mass
0402,2015,2797.110265928116,inflow,mass
0403,2015,22427.42163216361,inflow,mass
0404,2015,18556.621207898803,inflow,mass
0405,2015,20676.121460000002,inflow,mass
0406,2015,2661.6843799999997,inflow,mass
0407,2015,15267.684000000001,inflow,mass
0408,2015,70617.93539999999,inflow,mass
0501,2015,-435.8225754175607,inflow,mass
0502,2015,4729.30821285394,inflow,mass
0503,2015,408.80625,inflow,mass
0504,2015,1874.187536,inflow,mass
0601,2015,127126.24519547305,inflow,mass
0602,2015,140329.2021232758,inflow,mass
0801,2015,442.3986,inflow,mass
0802,2015,-1021.2873600000001,inflow,mass
0901,2015,20786.35224,inflow,mass
0902,2015,29657.71275,inflow,mass
1001,2015,6974.44,inflow,mass
1002,2015,-3254.35158,inflow,mass
0112,2015,8815.626697200003,inflow,mass
0701,2015,23803.693624980002,inflow,mass
0703,2015,2978.09908,inflow,mass
0505,2015,5917.195963477999,inflow,mass
0310,2015,NA,inflow,mass
3001,2015,NA,inflow,mass
0101,2016,-446.315914759199,inflow,mass
0102,2016,63755.75746217375,inflow,mass
0103,2016,335009.65216962737,inflow,mass
0104,2016,388197.17315425246,inflow,mass
0105,2016,9296.0065,inflow,mass
0106,2016,146270.64742000002,inflow,mass
0108,2016,168931.33631,inflow,mass
0109,2016,37655.28115966122,inflow,mass
0111,2016,5801.028899999999,inflow,mass
0113,2016,19616.7132,inflow,mass
0114,2016,88161.8856,inflow,mass
0201,2016,66905.17317,inflow,mass
0202,2016,43938.6234,inflow,mass
0203,2016,15789.267199999998,inflow,mass
0204,2016,57779.577419069195,inflow,mass
0205,2016,11011.67815,inflow,mass
0301,2016,17940.210710336225,inflow,mass
0302,2016,58850.50618,inflow,mass
0303,2016,29818.35259764706,inflow,mass
0304,2016,61698.20087187628,inflow,mass
0305,2016,4727.2388509448965,inflow,mass
0306,2016,2767.218005906537,inflow,mass
0307,2016,64475.27044,inflow,mass
0308,2016,14227.602815680439,inflow,mass
0309,2016,26636.368,inflow,mass
0401,2016,3242.3337398400004,inflow,mass
0402,2016,2104.8805449168985,inflow,mass
0403,2016,23714.883179705168,inflow,mass
0404,2016,21093.485018017513,inflow,mass
0405,2016,21789.79244,inflow,mass
0406,2016,2949.03842,inflow,mass
0407,2016,14090.1464,inflow,mass
0408,2016,67073.09879999999,inflow,mass
0501,2016,-381.71671703286563,inflow,mass
0502,2016,3177.8549639999997,inflow,mass
0503,2016,947.030501367573,inflow,mass
0504,2016,1515.124,inflow,mass
0601,2016,141337.96488267664,inflow,mass
0602,2016,124355.83148685007,inflow,mass
0801,2016,336.1572,inflow,mass
0802,2016,-1021.2873600000001,inflow,mass
0901,2016,25738.55376,inflow,mass
0902,2016,28751.51611,inflow,mass
1001,2016,13387,inflow,mass
1002,2016,935.3874599999999,inflow,mass
0112,2016,8815.626697200003,inflow,mass
0701,2016,21415.937272200004,inflow,mass
0703,2016,1777.3934199999999,inflow,mass
0505,2016,5917.195963477999,inflow,mass
0310,2016,NA,inflow,mass
3001,2016,NA,inflow,mass
0101,2017,6258.45542328658,inflow,mass
0102,2017,66150.8442259,inflow,mass
0103,2017,409527.1506251519,inflow,mass
0104,2017,329629.34400197974,inflow,mass
0105,2017,11575.773479819998,inflow,mass
0106,2017,148541.71330008,inflow,mass
0108,2017,171246.38520095,inflow,mass
0109,2017,37793.26389074791,inflow,mass
0111,2017,10116.5352951,inflow,mass
0113,2017,31133.377633999997,inflow,mass
0114,2017,81944.27190871196,inflow,mass
0201,2017,66581.33691428999,inflow,mass
0202,2017,34789.6174626,inflow,mass
0203,2017,17572.8282613,inflow,mass
0204,2017,52525.72484583105,inflow,mass
0205,2017,13381.42055195,inflow,mass
0301,2017,5978.06376179457,inflow,mass
0302,2017,99597.73763063569,inflow,mass
0303,2017,13134.13441065,inflow,mass
0304,2017,56392.81572096,inflow,mass
0305,2017,2312.135653250523,inflow,mass
0306,2017,2294.3479221562156,inflow,mass
0307,2017,68185.42088,inflow,mass
0308,2017,15164.428466,inflow,mass
0309,2017,29261.335091999994,inflow,mass
0401,2017,2911.047196824001,inflow,mass
0402,2017,1974.3253116325757,inflow,mass
0403,2017,25261.309283579456,inflow,mass
0404,2017,24749.905589616494,inflow,mass
0405,2017,22883.9081,inflow,mass
0406,2017,3038.4462899999994,inflow,mass
0407,2017,10139.811200000002,inflow,mass
0408,2017,62220.929077199995,inflow,mass
0501,2017,-327.61085864817056,inflow,mass
0502,2017,3177.8549639999997,inflow,mass
0503,2017,486.76214999999996,inflow,mass
0504,2017,1097.6380048400001,inflow,mass
0601,2017,85261.46539683,inflow,mass
0602,2017,154262.32965661003,inflow,mass
0801,2017,467.3850008753265,inflow,mass
0802,2017,-1021.2873600000001,inflow,mass
0901,2017,31477.10442504,inflow,mass
0902,2017,27943.180645071665,inflow,mass
1001,2017,2578.136,inflow,mass
1002,2017,4237.42996746,inflow,mass
0112,2017,8815.626697200003,inflow,mass
0701,2017,19028.180919420003,inflow,mass
0703,2017,2344.61073,inflow,mass
0505,2017,5917.195963477999,inflow,mass
0310,2017,NA,inflow,mass
3001,2017,NA,inflow,mass
0101,2018,16994.358158929514,inflow,mass
0102,2018,70624.6252533,inflow,mass
0103,2018,348474.6742978974,inflow,mass
0104,2018,256940.0473068,inflow,mass
0105,2018,8001.174525299997,inflow,mass
0106,2018,173933.74928226002,inflow,mass
0108,2018,159219.15348655,inflow,mass
0109,2018,34238.215421040004,inflow,mass
0111,2018,14432.0416902,inflow,mass
0113,2018,23451.0554256,inflow,mass
0114,2018,88158.0613,inflow,mass
0201,2018,54007.269100945305,inflow,mass
0202,2018,33982.1331993,inflow,mass
0203,2018,16973.925403698016,inflow,mass
0204,2018,51562.35123862999,inflow,mass
0205,2018,15384.310832000001,inflow,mass
0301,2018,16261.829019991972,inflow,mass
0302,2018,83485.31645169627,inflow,mass
0303,2018,14913.35327062,inflow,mass
0304,2018,56962.53919865697,inflow,mass
0305,2018,2443.48754085,inflow,mass
0306,2018,4451.105290005082,inflow,mass
0307,2018,71895.57131999999,inflow,mass
0308,2018,19990.146,inflow,mass
0309,2018,37688.860176,inflow,mass
0401,2018,2579.760653808,inflow,mass
0402,2018,1752.4678070520308,inflow,mass
0403,2018,21189.72461590503,inflow,mass
0404,2018,25292.60981781355,inflow,mass
0405,2018,21315.480700000004,inflow,mass
0406,2018,4157.85397326,inflow,mass
0407,2018,9324.7512,inflow,mass
0408,2018,67257.32600819999,inflow,mass
0501,2018,-273.50500026347544,inflow,mass
0502,2018,3177.8549639999997,inflow,mass
0503,2018,876.33795,inflow,mass
0504,2018,1919.053951048,inflow,mass
0601,2018,85349.24540694288,inflow,mass
0602,2018,164165.43084893,inflow,mass
0801,2018,598.612801750653,inflow,mass
0802,2018,-1021.2873600000001,inflow,mass
0901,2018,36232.70755463999,inflow,mass
0902,2018,27134.845180143333,inflow,mass
1001,2018,28.265247999999673,inflow,mass
1002,2018,4906.7661396,inflow,mass
0112,2018,8815.626697200003,inflow,mass
0701,2018,16640.424566640002,inflow,mass
0703,2018,1270.60724307,inflow,mass
0505,2018,5917.195963477999,inflow,mass
0310,2018,NA,inflow,mass
3001,2018,NA,inflow,mass
0101,2019,9442.610118301796,inflow,mass
0102,2019,69934.4947048812,inflow,mass
0103,2019,303820.22003201884,inflow,mass
0104,2019,240392.55887478002,inflow,mass
0105,2019,16819.4550326,inflow,mass
0106,2019,151051.4888621,inflow,mass
0108,2019,76628.44687429,inflow,mass
0109,2019,39219.99076223066,inflow,mass
0111,2019,13509.980650599999,inflow,mass
0113,2019,27517.293336,inflow,mass
0114,2019,102324.16159999999,inflow,mass
0201,2019,41433.20128760061,inflow,mass
0202,2019,30007.112613400004,inflow,mass
0203,2019,17279.430558000004,inflow,mass
0204,2019,50598.97763142895,inflow,mass
0205,2019,13578.851332919705,inflow,mass
0301,2019,16148.52806014843,inflow,mass
0302,2019,42228.27891855,inflow,mass
0303,2019,16971.47696,inflow,mass
0304,2019,42140.827352128006,inflow,mass
0305,2019,1586.8407262357427,inflow,mass
0306,2019,2143.6203757065914,inflow,mass
0307,2019,61577.27332000001,inflow,mass
0308,2019,17705.226,inflow,mass
0309,2019,32647.286012,inflow,mass
0401,2019,2248.474110792,inflow,mass
0402,2019,1672.0630581031496,inflow,mass
0403,2019,28940.341546943833,inflow,mass
0404,2019,24049.775039425116,inflow,mass
0405,2019,18334.62548,inflow,mass
0406,2019,3594.51462319,inflow,mass
0407,2019,16583.8316,inflow,mass
0408,2019,68606.85239999999,inflow,mass
0501,2019,-219.39914187878037,inflow,mass
0502,2019,3177.8549639999997,inflow,mass
0503,2019,721.5091369500001,inflow,mass
0504,2019,852.2264638990529,inflow,mass
0601,2019,84647.06242708415,inflow,mass
0602,2019,200133.07416614937,inflow,mass
0801,2019,729.8406026259797,inflow,mass
0802,2019,-1021.2873600000001,inflow,mass
0901,2019,43308.00308543999,inflow,mass
0902,2019,26326.509715214997,inflow,mass
1001,2019,2987.6746239999998,inflow,mass
1002,2019,8231.860511579998,inflow,mass
0112,2019,8252.04442095,inflow,mass
0701,2019,14252.668213859999,inflow,mass
0703,2019,1417.28653814,inflow,mass
0505,2019,5917.195963477999,inflow,mass
0310,2019,NA,inflow,mass
3001,2019,NA,inflow,mass
0101,2020,21147.781502316528,inflow,mass
0102,2020,62509.958399999996,inflow,mass
0103,2020,337915.1827355524,inflow,mass
0104,2020,255832.11342,inflow,mass
0105,2020,16950.207484979997,inflow,mass
0106,2020,111663.24839472445,inflow,mass
0108,2020,163640.79173,inflow,mass
0109,2020,35766.87566259711,inflow,mass
0111,2020,12587.919611000001,inflow,mass
0113,2020,20794.446583999998,inflow,mass
0114,2020,105085.81,inflow,mass
0201,2020,41433.20128760061,inflow,mass
0202,2020,33552.4254,inflow,mass
0203,2020,16317.8613,inflow,mass
0204,2020,58104.071531965295,inflow,mass
0205,2020,13206.225799250002,inflow,mass
0301,2020,16233.615538880795,inflow,mass
0302,2020,6639.1463664765715,inflow,mass
0303,2020,16901.138199999998,inflow,mass
0304,2020,40491.86756154921,inflow,mass
0305,2020,2599.900598377599,inflow,mass
0306,2020,2253.37221,inflow,mass
0307,2020,45927.916040000004,inflow,mass
0308,2020,23039.378692000002,inflow,mass
0309,2020,29711.025267000005,inflow,mass
0401,2020,1917.187567776,inflow,mass
0402,2020,1779.31175202631,inflow,mass
0403,2020,28031.0751819819,inflow,mass
0404,2020,27138.489338639978,inflow,mass
0405,2020,17465.20982,inflow,mass
0406,2020,3897.7038199999997,inflow,mass
0407,2020,12296.118605514064,inflow,mass
0408,2020,76678.5996132,inflow,mass
0501,2020,-165.29328349408527,inflow,mass
0502,2020,3177.8549639999997,inflow,mass
0503,2020,534.1527,inflow,mass
0504,2020,858.4805839999999,inflow,mass
0601,2020,115838.57459134002,inflow,mass
0602,2020,178663.41693382,inflow,mass
0801,2020,685.3671017506531,inflow,mass
0802,2020,-1021.2873600000001,inflow,mass
0901,2020,34690.365894399,inflow,mass
0902,2020,25518.174250286665,inflow,mass
1001,2020,5947.084,inflow,mass
1002,2020,4925.3017140599995,inflow,mass
0112,2020,7688.4621447,inflow,mass
0701,2020,11864.911861079996,inflow,mass
0703,2020,3754.5064700000003,inflow,mass
0505,2020,7881.474903202499,inflow,mass
0310,2020,NA,inflow,mass
3001,2020,NA,inflow,mass
0101,2021,10123.03981468341,inflow,mass
0102,2021,78364.2101,inflow,mass
0103,2021,383949.1546686136,inflow,mass
0104,2021,272988.3701167946,inflow,mass
0105,2021,6914.039429329999,inflow,mass
0106,2021,156909.43003578865,inflow,mass
0108,2021,180015.53504059996,inflow,mass
0109,2021,32313.76056296356,inflow,mass
0111,2021,11665.8585714,inflow,mass
0113,2021,30433.549667199994,inflow,mass
0114,2021,96844.5351,inflow,mass
0201,2021,41433.20128760061,inflow,mass
0202,2021,44747.063630100005,inflow,mass
0203,2021,18407.942877768724,inflow,mass
0204,2021,64195.05613686839,inflow,mass
0205,2021,9393.0777083,inflow,mass
0301,2021,22354.215664013103,inflow,mass
0302,2021,-8642.77820798108,inflow,mass
0303,2021,13997.62722446,inflow,mass
0304,2021,50085.8122416,inflow,mass
0305,2021,2414.7130823999996,inflow,mass
0306,2021,2130.15915,inflow,mass
0307,2021,54513.16,inflow,mass
0308,2021,28373.531384,inflow,mass
0309,2021,26774.764522,inflow,mass
0401,2021,1585.9010247600002,inflow,mass
0402,2021,1504.5861723742237,inflow,mass
0403,2021,19486.535505166306,inflow,mass
0404,2021,11211.6819762,inflow,mass
0405,2021,22676.310980000002,inflow,mass
0406,2021,4071.3432566199995,inflow,mass
0407,2021,8008.405611028127,inflow,mass
0408,2021,59319.1597596,inflow,mass
0501,2021,-111.18742510939018,inflow,mass
0502,2021,3177.8549639999997,inflow,mass
0503,2021,836.9455499999999,inflow,mass
0504,2021,910.2413839999999,inflow,mass
0601,2021,118250.86089912,inflow,mass
0602,2021,183097.82123948002,inflow,mass
0801,2021,640.8936008753266,inflow,mass
0802,2021,-1021.2873600000001,inflow,mass
0901,2021,56977.46995463999,inflow,mass
0902,2021,24709.838785358334,inflow,mass
1001,2021,-2304.202164,inflow,mass
1002,2021,1618.7429165400004,inflow,mass
0112,2021,7124.879868450001,inflow,mass
0701,2021,9477.1555083,inflow,mass
0703,2021,111.15433999999999,inflow,mass
0505,2021,9845.753842926999,inflow,mass
0310,2021,NA,inflow,mass
3001,2021,NA,inflow,mass
0101,2022,10123.03981468341,inflow,mass
0102,2022,72330.89682898237,inflow,mass
0103,2022,297396.2402845145,inflow,mass
0104,2022,251997.63703161874,inflow,mass
0105,2022,-3122.12862632,inflow,mass
0106,2022,118835.09871412696,inflow,mass
0108,2022,113274.33420519,inflow,mass
0109,2022,28860.645463330005,inflow,mass
0111,2022,11665.8585714,inflow,mass
0113,2022,33666.1201292,inflow,mass
0114,2022,98550.024049999993,inflow,mass
0201,2022,41433.20128760061,inflow,mass
0202,2022,36592.093113993666,inflow,mass
0203,2022,15752.1402383459,inflow,mass
0204,2022,47658.68200179446,inflow,mass
0205,2022,8557.418678464297,inflow,mass
0301,2022,22144.155174400006,inflow,mass
0302,2022,1571.9059599083532,inflow,mass
0303,2022,13149.956759879999,inflow,mass
0304,2022,15169.967953199994,inflow,mass
0305,2022,2232.78459703211,inflow,mass
0306,2022,2529.5210055,inflow,mass
0307,2022,54513.16,inflow,mass
0308,2022,24689.983692,inflow,mass
0309,2022,30955.740763749996,inflow,mass
0401,2022,1585.9010247600002,inflow,mass
0402,2022,652.6785124154419,inflow,mass
0403,2022,11302.259984562317,inflow,mass
0404,2022,4027.474404900003,inflow,mass
0405,2022,22909.38052,inflow,mass
0406,2022,4491.46875729,inflow,mass
0407,2022,23887.916412388287,inflow,mass
0408,2022,66525.6790494,inflow,mass
0501,2022,-57.08156672469509,inflow,mass
0502,2022,3177.8549639999997,inflow,mass
0503,2022,411.366,inflow,mass
0504,2022,910.2413839999999,inflow,mass
0601,2022,74374.88403500683,inflow,mass
0602,2022,154912.3940581,inflow,mass
0801,2022,596.4200999999999,inflow,mass
0802,2022,-1021.2873600000001,inflow,mass
0901,2022,62012.8175267446,inflow,mass
0902,2022,23901.503320429998,inflow,mass
1001,2022,-4571.420666987509,inflow,mass
1002,2022,2870.99304,inflow,mass
0112,2022,6561.2975922000005,inflow,mass
0701,2022,11820.858692400001,inflow,mass
0703,2022,63.92738,inflow,mass
0505,2022,9845.753842926999,inflow,mass
0310,2022,NA,inflow,mass
3001,2022,NA,inflow,mass
0101,2023,10123.03981468341,inflow,mass
0102,2023,66297.58355796472,inflow,mass
0103,2023,369899.1281336646,inflow,mass
0104,2023,28899.66741057107,inflow,mass
0105,2023,-760.0736314600001,inflow,mass
0106,2023,134716.85554862066,inflow,mass
0108,2023,133274.70433431,inflow,mass
0109,2023,28860.645463330005,inflow,mass
0111,2023,11665.8585714,inflow,mass
0113,2023,36898.69059119999,inflow,mass
0114,2023,100255.513,inflow,mass
0201,2023,41433.20128760061,inflow,mass
0202,2023,43860.75179224905,inflow,mass
0203,2023,14034.9016327,inflow,mass
0204,2023,60686.53911176648,inflow,mass
0205,2023,8862.506134937894,inflow,mass
0301,2023,20093.143844000002,inflow,mass
0302,2023,1061.5090975109972,inflow,mass
0303,2023,9786.01785758,inflow,mass
0304,2023,59021.33997882688,inflow,mass
0305,2023,3375.990881543296,inflow,mass
0306,2023,1744.97595507,inflow,mass
0307,2023,54513.16,inflow,mass
0308,2023,21006.436,inflow,mass
0309,2023,35136.7170055,inflow,mass
0401,2023,1585.9010247600002,inflow,mass
0402,2023,544.1246864869748,inflow,mass
0403,2023,7604.0192821352075,inflow,mass
0404,2023,6074.8110891,inflow,mass
0405,2023,21214.932800000002,inflow,mass
0406,2023,4154.86590432,inflow,mass
0407,2023,20059.149611347962,inflow,mass
0408,2023,61963.111908599996,inflow,mass
0501,2023,-2.975708339999998,inflow,mass
0502,2023,3177.8549639999997,inflow,mass
0503,2023,688.5717,inflow,mass
0504,2023,910.2413839999999,inflow,mass
0601,2023,74374.88403500683,inflow,mass
0602,2023,104632.67817289001,inflow,mass
0801,2023,521.40006,inflow,mass
0802,2023,-1021.2873600000001,inflow,mass
0901,2023,51448.64424018876,inflow,mass
0902,2023,23901.503320429998,inflow,mass
1001,2023,4953.109899066327,inflow,mass
1002,2023,8388.80078424,inflow,mass
0112,2023,6561.2975922000005,inflow,mass
0701,2023,667.4188959,inflow,mass
0703,2023,132.24728,inflow,mass
0505,2023,9845.753842926999,inflow,mass
0310,2023,NA,inflow,mass
3001,2023,NA,inflow,mass
