ref_year,unu_key,flow_desc,cmd_code,qty
2000,0202,Import,851672,6708650
2000,0202,Import,851679,10599183
2000,0203,Export,851610,577483
2000,0203,Export,851671,193092
2000,0203,Import,851610,1634456
2000,0203,Import,851671,1617879
2000,0204,Export,850910,3442066
2000,0204,Import,850910,4576080
2000,0205,Export,851010,260559
2000,0205,Export,851020,622080
2000,0205,Export,851030,87921
2000,0205,Export,851631,400774
2000,0205,Export,851633,46214
2000,0205,Import,851010,4272562
2000,0205,Import,851020,2592576
2000,0205,Import,851030,1349472
2000,0205,Import,851631,6300602
2000,0205,Import,851632,4508416
2000,0205,Import,851633,272450
2000,0301,Export,846911,4576
2000,0301,Export,846912,89033
2000,0301,Export,846920,390065
2000,0301,Export,847010,1411803
2000,0301,Export,847021,113463
2000,0301,Export,847029,76575
2000,0301,Export,847030,25866
2000,0301,Export,847110,346324
2000,0301,Export,847160,692801299
2000,0301,Import,846911,4737
2000,0301,Import,846912,384
2000,0301,Import,846920,5911
2000,0301,Import,847010,15707606
2000,0301,Import,847021,645431
2000,0301,Import,847029,2720005
2000,0301,Import,847030,708086
2000,0301,Import,847110,4721401
2000,0301,Import,847160,126765842
2000,0302,Export,847141,928584
2000,0302,Export,847149,2576297
2000,0302,Export,847150,4211201
2000,0302,Import,847141,2614055
2000,0302,Import,847149,842311
2000,0302,Import,847150,3473925
2000,0303,Export,847130,1531446
2000,0303,Import,847130,4482427
2000,0304,Export,846930,17265
2000,0304,Export,851721,500470
2000,0304,Import,846930,2070
2000,0304,Import,851721,1035871
2000,0305,Export,851711,943869
2000,0305,Export,851719,4942394
2000,0305,Export,852790,983176
2000,0305,Import,851711,6786203
2000,0305,Import,851719,4261914
2000,0305,Import,852790,585174
2000,0305,Import,903040,36118
2000,0306,Export,852020,46965
2000,0306,Export,852520,378504383
2000,0306,Import,852020,510269
2000,0306,Import,852520,42993231
2000,0307,Export,844312,155615
2000,0307,Export,847040,2414
2000,0307,Export,847050,21202
2000,0307,Export,847090,220085
2000,0307,Export,900911,25908
2000,0307,Export,900912,131878
2000,0307,Export,900921,52909
2000,0307,Export,900922,4628
2000,0307,Export,900930,1614
2000,0307,Import,844312,31924
2000,0307,Import,847040,227
2000,0307,Import,847050,204184
2000,0307,Import,847090,1422889
2000,0307,Import,900911,36549
2000,0307,Import,900912,308698
2000,0307,Import,900921,21817
2000,0307,Import,900922,6213
2000,0307,Import,900930,4287
2000,0308,Export,852822,154912
2000,0308,Import,852822,1648337
2000,0309,Export,852821,52342
2000,0309,Import,852821,197898
2000,0401,Export,851810,9714052
2000,0401,Export,851830,6246657
2000,0401,Export,852692,4879009
2000,0401,Import,851830,19399785
2000,0402,Export,852691,55131
2000,0402,Export,852712,67108
2000,0402,Export,852713,136815
2000,0402,Export,852719,262635
2000,0402,Export,852731,567375
2000,0402,Export,852732,67236
2000,0402,Export,852739,126494
2000,0402,Import,852691,140076
2000,0402,Import,852712,3047648
2000,0402,Import,852713,6047986
2000,0402,Import,852719,5566548
2000,0402,Import,852731,8455983
2000,0402,Import,852732,2545762
2000,0402,Import,852739,347448
2000,0403,Export,851840,940191
2000,0403,Export,851850,796014
2000,0403,Export,851910,4510
2000,0403,Export,851921,1220
2000,0403,Export,851929,12856
2000,0403,Export,851931,969
2000,0403,Export,851939,183948
2000,0403,Export,851940,2214
2000,0403,Export,851992,98400
2000,0403,Export,851993,45832
2000,0403,Export,851999,676919
2000,0403,Export,852010,88565
2000,0403,Export,852032,116107
2000,0403,Export,852033,108218
2000,0403,Export,852039,2026
2000,0403,Export,852090,351591
2000,0403,Export,852721,129285
2000,0403,Export,920710,33989
2000,0403,Export,920790,28046
2000,0403,Import,851840,1943195
2000,0403,Import,851850,430504
2000,0403,Import,851910,14144
2000,0403,Import,851921,32508
2000,0403,Import,851929,20978
2000,0403,Import,851931,19180
2000,0403,Import,851939,494172
2000,0403,Import,851940,62007
2000,0403,Import,851992,2696361
2000,0403,Import,851993,483493
2000,0403,Import,851999,5907660
2000,0403,Import,852010,58233
2000,0403,Import,852032,832010
2000,0403,Import,852033,1375067
2000,0403,Import,852039,928792
2000,0403,Import,852090,1553173
2000,0403,Import,852721,3629902
2000,0403,Import,920710,713664
2000,0403,Import,920790,246960
2000,0404,Export,852110,2200729
2000,0404,Export,852190,71274
2000,0404,Export,852530,145436
2000,0404,Export,852830,9073
2000,0404,Export,900720,2107
2000,0404,Export,900810,2290
2000,0404,Export,900830,13112
2000,0404,Export,900840,119
2000,0404,Export,903130,2148
2000,0404,Import,852110,2901629
2000,0404,Import,852190,1870647
2000,0404,Import,852530,725097
2000,0404,Import,852830,115490
2000,0404,Import,900720,3729
2000,0404,Import,900810,37555
2000,0404,Import,900830,70598
2000,0404,Import,900840,1450
2000,0404,Import,903130,1126
2000,0405,Export,851821,5018633
2000,0405,Export,851822,1839150
2000,0405,Import,851821,15908682
2000,0405,Import,851822,3843908
2000,0406,Export,852540,257045
2000,0406,Export,900661,106765
2000,0406,Import,852540,2971097
2000,0406,Import,900661,178290
2000,0407,Export,852813,10724
2000,0407,Import,852813,204211
2000,0408,Export,852812,6650233
2000,0408,Import,852812,9441128
2000,0501,Export,851310,21744727
2000,0501,Import,851310,23888968
2000,0502,Export,853931,55557343
2000,0502,Import,853931,121318226
2000,0503,Export,853949,2858117
2000,0503,Import,853949,2360023
2000,0504,Export,853932,2255545
2000,0504,Export,853939,2204371
2000,0504,Export,853941,210688
2000,0504,Import,853932,3503234
2000,0504,Import,853939,15940831
2000,0504,Import,853941,501502
2000,0506,Export,851210,2695457
2000,0601,Export,841350,486946
2000,0601,Export,841381,163076
2000,0601,Export,841459,1710996
2000,0601,Export,845929,4367
2000,0601,Export,846591,19834
2000,0601,Export,850810,4896649
2000,0601,Export,850820,1856301
2000,0601,Export,850880,3377498
2000,0601,Export,850920,14132
2000,0601,Export,851521,3911
2000,0601,Export,851529,4103
2000,0601,Export,851531,4104
2000,0601,Export,903031,133192
2000,0601,Import,841350,770429
2000,0601,Import,841381,2711367
2000,0601,Import,841459,106550612
2000,0601,Import,842430,422320
2000,0601,Import,845929,171663
2000,0601,Import,846591,406859
2000,0601,Import,850810,4674842
2000,0601,Import,850820,1521023
2000,0601,Import,850880,7438444
2000,0601,Import,850920,29665
2000,0601,Import,903031,214154
2000,0602,Export,841370,1325520
2000,0602,Export,843061,1614156
2000,0602,Export,843311,337693
2000,0602,Export,843319,178412
2000,0602,Export,845819,836
2000,0602,Export,846090,8336
2000,0602,Export,846596,53
2000,0602,Export,847431,1697
2000,0602,Export,851519,14694
2000,0602,Import,841370,85745307
2000,0602,Import,843061,10154
2000,0602,Import,843311,599619
2000,0602,Import,843319,103120
2000,0602,Import,845819,1326
2000,0602,Import,846090,109665
2000,0602,Import,846596,2263
2000,0602,Import,847431,1060
2000,0602,Import,851519,4664
2000,0701,Import,950490,73655823
2000,0801,Export,902140,325079
2000,0801,Import,902140,617245
2000,0802,Export,901812,446
2000,0802,Export,901813,272
2000,0802,Import,901811,8397
2000,0802,Import,901812,4481
2000,0901,Export,853110,9336153
2000,0901,Export,853180,38647614
2000,0901,Export,901730,601988
2000,0901,Export,902480,36274
2000,0901,Export,902519,6275466
2000,0901,Export,902610,17009907137
2000,0901,Export,902620,8258677
2000,0901,Export,902710,130021910
2000,0901,Export,902780,190640
2000,0901,Export,903089,1064676
2000,0901,Export,903210,24633482
2000,0901,Import,853110,30916569
2000,0901,Import,901730,523959218
2000,0901,Import,902410,1256
2000,0901,Import,902480,5087
2000,0901,Import,902519,4935910
2000,0901,Import,902580,259260
2000,0901,Import,902610,1846875
2000,0901,Import,902620,57517603
2000,0901,Import,902680,3259566
2000,0901,Import,902710,11940713
2000,0901,Import,902780,131763
2000,0901,Import,903089,46822
2000,0901,Import,903210,44682396
2000,0902,Export,901520,646
2000,0902,Export,902830,522505
2000,0902,Export,902920,4458911
2000,0902,Export,903141,133
2000,0902,Import,901510,20983
2000,0902,Import,901520,2093
2000,0902,Import,901530,40782
2000,0902,Import,901580,78577
2000,0902,Import,902830,163473
2000,0902,Import,902920,666762
2000,0902,Import,903141,832
2000,0902,Import,903149,10882
2000,1001,Export,847629,17097
2000,1001,Export,847689,20632
2000,1001,Import,847629,21764
2000,1001,Import,847689,658297
2000,1002,Export,847621,84799950
2000,1002,Export,847681,3221
2000,1002,Import,847621,33578
2000,1002,Import,847681,23461
2000,NA,Export,853921,37163652
2000,NA,Import,853921,73027011
2001,0001,Import,840310,204844
2001,0101,Export,845110,948
2001,0101,Export,845130,49269
2001,0101,Import,845130,155546
2001,0102,Export,842211,52858
2001,0102,Export,842219,53147
2001,0102,Import,842211,1210050
2001,0102,Import,842219,72966
2001,0103,Export,851660,389358
2001,0103,Import,851660,13696422
2001,0104,Export,845011,121726
2001,0104,Export,845012,712
2001,0104,Export,845019,4723
2001,0104,Export,845020,1075
2001,0104,Import,845011,1846298
2001,0104,Import,845012,99241
2001,0104,Import,845019,24605
2001,0104,Import,845020,5958
2001,0105,Export,842112,10570
2001,0105,Export,845121,239595
2001,0105,Export,845129,1087
2001,0105,Import,842112,140468
2001,0105,Import,845121,223928
2001,0105,Import,845129,834
2001,0106,Export,841460,62324
2001,0106,Export,851621,175765
2001,0106,Export,851629,692463
2001,0106,Import,841460,981579
2001,0106,Import,851621,54844
2001,0106,Import,851629,2639375
2001,0108,Export,841810,508393
2001,0108,Export,841821,148550
2001,0108,Export,841822,387
2001,0108,Export,841829,57531
2001,0108,Import,841810,1172017
2001,0108,Import,841821,1502887
2001,0108,Import,841822,28461
2001,0108,Import,841829,146113
2001,0109,Export,841830,92747
2001,0109,Export,841840,19081
2001,0109,Import,841830,291234
2001,0109,Import,841840,610591
2001,0111,Export,841510,49934
2001,0111,Export,841581,209045
2001,0111,Export,841582,104208
2001,0111,Import,841510,127890
2001,0111,Import,841581,316415
2001,0111,Import,841582,74547
2001,0112,Export,841861,34174
2001,0113,Export,841583,136296
2001,0113,Export,841850,125317
2001,0113,Import,841583,138346
2001,0113,Import,841850,296459
2001,0114,Export,851650,3111383
2001,0114,Import,851650,2759243
2001,0201,Export,630110,169852
2001,0201,Export,841451,564016
2001,0201,Export,845210,98817
2001,0201,Export,850930,9134
2001,0201,Export,851640,334990
2001,0201,Export,910111,376709
2001,0201,Export,910112,6183
2001,0201,Export,910119,61209
2001,0201,Export,910191,4178
2001,0201,Export,910211,1635395
2001,0201,Export,910212,568290
2001,0201,Export,910219,112287
2001,0201,Export,910291,589799
2001,0201,Export,910310,599467
2001,0201,Export,910390,52035
2001,0201,Export,910511,258084
2001,0201,Export,910521,198777
2001,0201,Export,910591,73124
2001,0201,Export,910599,140518
2001,0201,Export,910700,332354
2001,0201,Export,910811,125651
2001,0201,Export,910812,149
2001,0201,Export,910819,61874
2001,0201,Export,910911,11206
2001,0201,Export,910919,2607
2001,0201,Import,630110,176032
2001,0201,Import,841451,2901445
2001,0201,Import,845210,398440
2001,0201,Import,850930,44609
2001,0201,Import,850980,5378366
2001,0201,Import,851640,6348786
2001,0201,Import,910111,1025177
2001,0201,Import,910112,151976
2001,0201,Import,910119,383376
2001,0201,Import,910191,61809
2001,0201,Import,910211,18852354
2001,0201,Import,910212,6483403
2001,0201,Import,910219,2847253
2001,0201,Import,910291,610088
2001,0201,Import,910310,320448
2001,0201,Import,910390,345673
2001,0201,Import,910511,7840596
2001,0201,Import,910521,4066453
2001,0201,Import,910591,3368023
2001,0201,Import,910599,2036717
2001,0201,Import,910700,3273727
2001,0201,Import,910811,7621238
2001,0201,Import,910812,8762
2001,0201,Import,910819,22972
2001,0201,Import,910911,131463
2001,0201,Import,910919,120230
2001,0202,Export,850940,363902
2001,0202,Export,851672,274237
2001,0202,Export,851679,1075239
2001,0202,Import,850940,3421180
2001,0202,Import,851672,6552008
2001,0202,Import,851679,12102321
2001,0203,Export,851610,948331
2001,0203,Export,851671,164984
2001,0203,Import,851610,86777811
2001,0203,Import,851671,1521474
2001,0204,Export,850910,512347769
2001,0204,Import,850910,5860373
2001,0205,Export,851010,474293
2001,0205,Export,851020,648075
2001,0205,Export,851030,126637
2001,0205,Export,851631,693982
2001,0205,Export,851632,1038816
2001,0205,Export,851633,32567
2001,0205,Import,851010,4261104
2001,0205,Import,851020,3484394
2001,0205,Import,851030,1954327
2001,0205,Import,851631,6625917
2001,0205,Import,851632,5302471
2001,0205,Import,851633,169882
2001,0301,Export,846911,4169
2001,0301,Export,846912,2256
2001,0301,Export,846920,23122
2001,0301,Export,847010,2120587
2001,0301,Export,847021,154489
2001,0301,Export,847029,93356
2001,0301,Export,847030,42043
2001,0301,Export,847110,85723811
2001,0301,Export,847160,19337251
2001,0301,Import,846911,1987
2001,0301,Import,846912,16547
2001,0301,Import,846920,2973
2001,0301,Import,847010,18718683
2001,0301,Import,847021,501591
2001,0301,Import,847029,1919300
2001,0301,Import,847030,769663
2001,0301,Import,847110,672841
2001,0301,Import,847160,145371343
2001,0302,Export,847141,339264554
2001,0302,Export,847149,5351897
2001,0302,Export,847150,9409244
2001,0302,Import,847141,2165933
2001,0302,Import,847149,928801
2001,0302,Import,847150,2397536
2001,0303,Export,847130,3093077
2001,0303,Import,847130,3492118
2001,0304,Export,846930,6193
2001,0304,Export,851721,185991
2001,0304,Import,846930,3551
2001,0304,Import,851721,1175796
2001,0305,Export,851711,2466942
2001,0305,Export,851719,6358323
2001,0305,Export,851750,23059419
2001,0305,Export,852790,421814
2001,0305,Export,903040,61743
2001,0305,Import,851711,6985029
2001,0305,Import,851719,2592694
2001,0305,Import,851750,6533979
2001,0305,Import,851780,806807
2001,0305,Import,852790,960885
2001,0305,Import,903040,32357
2001,0306,Export,852020,43705
2001,0306,Export,852520,46608786
2001,0306,Import,852020,407453
2001,0306,Import,852520,36746131
2001,0307,Export,844312,2485
2001,0307,Export,847040,1782
2001,0307,Export,847050,31644
2001,0307,Export,847090,230109
2001,0307,Export,900911,19747
2001,0307,Export,900912,67629
2001,0307,Export,900921,23582
2001,0307,Export,900922,4770
2001,0307,Export,900930,2127
2001,0307,Import,844312,2789
2001,0307,Import,847040,40804
2001,0307,Import,847050,190857
2001,0307,Import,847090,1141442
2001,0307,Import,900911,28116
2001,0307,Import,900912,240262
2001,0307,Import,900921,21323
2001,0307,Import,900922,1226
2001,0307,Import,900930,4073
2001,0308,Export,852822,67254
2001,0308,Import,852822,293391
2001,0309,Export,852821,74433
2001,0309,Import,852821,211966
2001,0401,Export,852692,312657
2001,0401,Import,851810,4413245
2001,0401,Import,851830,13441294
2001,0402,Export,852691,67001
2001,0402,Export,852712,93298
2001,0402,Export,852713,155616
2001,0402,Export,852719,236731
2001,0402,Export,852731,641181
2001,0402,Export,852732,46120
2001,0402,Export,852739,162795
2001,0402,Export,901480,180388
2001,0402,Import,852712,2838056
2001,0402,Import,852713,5377376
2001,0402,Import,852719,6494851
2001,0402,Import,852731,6634291
2001,0402,Import,852732,2539033
2001,0402,Import,852739,440491
2001,0402,Import,901480,90597
2001,0403,Export,851840,6670709
2001,0403,Export,851850,759924
2001,0403,Export,851910,2678
2001,0403,Export,851921,1929
2001,0403,Export,851929,18909
2001,0403,Export,851931,3197
2001,0403,Export,851939,171620
2001,0403,Export,851940,2944
2001,0403,Export,851992,173696
2001,0403,Export,851993,47404
2001,0403,Export,851999,1230184
2001,0403,Export,852010,62936
2001,0403,Export,852032,87877
2001,0403,Export,852033,253053
2001,0403,Export,852039,1386
2001,0403,Export,852090,164796
2001,0403,Export,852721,161308
2001,0403,Export,920710,24746
2001,0403,Export,920790,156352
2001,0403,Import,851840,1783409
2001,0403,Import,851850,436956
2001,0403,Import,851910,11788
2001,0403,Import,851921,16227
2001,0403,Import,851929,38067
2001,0403,Import,851931,10189
2001,0403,Import,851939,472185
2001,0403,Import,851940,24791
2001,0403,Import,851992,2189220
2001,0403,Import,851993,389222
2001,0403,Import,851999,6047131
2001,0403,Import,852010,327063
2001,0403,Import,852032,860345
2001,0403,Import,852033,2825726
2001,0403,Import,852039,76734
2001,0403,Import,852090,8923268
2001,0403,Import,852721,3050083
2001,0403,Import,920710,507578
2001,0403,Import,920790,334337
2001,0404,Export,852110,1970906
2001,0404,Export,852190,283650
2001,0404,Export,852530,142623
2001,0404,Export,852830,10442
2001,0404,Export,900720,487
2001,0404,Export,900810,816
2001,0404,Export,900830,29300
2001,0404,Export,900840,169
2001,0404,Export,903130,1428
2001,0404,Import,852110,4118607
2001,0404,Import,852190,3570209
2001,0404,Import,852530,1143025
2001,0404,Import,852830,215338
2001,0404,Import,900720,5717
2001,0404,Import,900810,9277
2001,0404,Import,900830,120261
2001,0404,Import,900840,1498
2001,0404,Import,903130,22907
2001,0405,Export,851821,7157431
2001,0405,Export,851822,1012825
2001,0405,Import,851821,8697761
2001,0405,Import,851822,3381414
2001,0406,Export,852540,864465
2001,0406,Export,900661,112081
2001,0406,Import,852540,179927945
2001,0406,Import,900661,291547
2001,0407,Export,852813,3278
2001,0407,Import,852813,359937
2001,0408,Export,852812,31822041
2001,0408,Import,852812,10390108
2001,0501,Export,851310,14978948
2001,0501,Import,851310,19080292
2001,0502,Export,853931,26100556
2001,0502,Import,853931,86355297
2001,0503,Export,853949,84461447
2001,0503,Import,853949,2060613
2001,0504,Export,853932,819623
2001,0504,Export,853939,913935
2001,0504,Export,853941,245885
2001,0504,Import,853932,2539996
2001,0504,Import,853939,20061696
2001,0504,Import,853941,846202
2001,0506,Export,851210,4716653
2001,0601,Export,841350,285299
2001,0601,Export,841381,341953
2001,0601,Export,841459,1762468
2001,0601,Export,842430,35083
2001,0601,Export,845929,3982
2001,0601,Export,846591,24453
2001,0601,Export,850810,3044294
2001,0601,Export,850820,1539978
2001,0601,Export,850880,3425777
2001,0601,Export,850920,15798
2001,0601,Export,851511,8526476
2001,0601,Export,851521,603
2001,0601,Export,851529,2845
2001,0601,Export,851531,4010
2001,0601,Import,841350,843162
2001,0601,Import,841381,3291439
2001,0601,Import,841459,22630033
2001,0601,Import,842430,871655
2001,0601,Import,845929,86327
2001,0601,Import,846591,573081
2001,0601,Import,850810,4962993
2001,0601,Import,850820,1865560
2001,0601,Import,850880,7257034
2001,0601,Import,850920,26463
2001,0601,Import,851511,548129
2001,0601,Import,851521,1437
2001,0601,Import,851529,3321
2001,0602,Export,841370,1511167
2001,0602,Export,843061,7966
2001,0602,Export,843311,571821
2001,0602,Export,843319,119982
2001,0602,Export,845819,1249
2001,0602,Export,846090,5908
2001,0602,Export,846596,25
2001,0602,Export,847431,1550
2001,0602,Import,841370,6637085
2001,0602,Import,843061,8931
2001,0602,Import,843311,616774
2001,0602,Import,843319,42178
2001,0602,Import,845819,2133
2001,0602,Import,846090,22063
2001,0602,Import,846596,45364
2001,0602,Import,847431,1840
2001,0701,Import,950490,50902367
2001,0801,Export,902140,249369
2001,0801,Import,902140,2545230
2001,0802,Export,901812,264
2001,0802,Import,901811,24877
2001,0802,Import,901812,5423
2001,0802,Import,901814,190
2001,0802,Import,901819,265044
2001,0901,Export,853110,103827801
2001,0901,Export,901730,295783
2001,0901,Export,902480,38708
2001,0901,Export,902519,6182118
2001,0901,Export,902610,15505748383
2001,0901,Export,902620,3282227
2001,0901,Export,902680,770688
2001,0901,Export,902710,27144111
2001,0901,Export,902780,283009
2001,0901,Export,903089,175185
2001,0901,Export,903210,18958926
2001,0901,Import,853110,35826396
2001,0901,Import,901730,70258689
2001,0901,Import,902410,1497
2001,0901,Import,902480,6236
2001,0901,Import,902519,6134916
2001,0901,Import,902580,245967
2001,0901,Import,902610,1714537
2001,0901,Import,902620,5537994
2001,0901,Import,902680,2095380
2001,0901,Import,902710,4930536
2001,0901,Import,902780,224280
2001,0901,Import,903089,54919
2001,0901,Import,903210,29434466
2001,0902,Export,901510,15829
2001,0902,Export,901520,1126
2001,0902,Export,902830,439227
2001,0902,Export,903141,248
2001,0902,Import,901520,2198
2001,0902,Import,901530,79509
2001,0902,Import,901580,165688
2001,0902,Import,902830,820377
2001,0902,Import,902920,642945
2001,0902,Import,903141,2332
2001,0902,Import,903149,17887
2001,1001,Export,847629,5732
2001,1001,Export,847689,16655
2001,1001,Import,847629,34712
2001,1001,Import,847689,1432744
2001,1002,Export,847621,23443
2001,1002,Export,847681,6063
2001,1002,Import,847621,29055
2001,1002,Import,847681,24875
2001,NA,Export,853921,6741869
2001,NA,Import,853921,84311424
2002,0001,Export,840310,5749
2002,0101,Export,845110,196
2002,0101,Export,845130,50380
2002,0101,Import,845110,230
2002,0101,Import,845130,72138
2002,0102,Export,842211,110033
2002,0102,Export,842219,12844
2002,0102,Import,842211,1223273
2002,0102,Import,842219,37680
2002,0103,Export,851660,572581
2002,0103,Import,851660,9989368
2002,0104,Export,845011,125050
2002,0104,Export,845012,233
2002,0104,Export,845019,9835
2002,0104,Export,845020,2175
2002,0104,Import,845011,1853517
2002,0104,Import,845012,96868
2002,0104,Import,845019,18719
2002,0104,Import,845020,7280
2002,0105,Export,842112,18440
2002,0105,Export,845121,282685
2002,0105,Import,842112,172950
2002,0105,Import,845121,218326
2002,0105,Import,845129,1037
2002,0106,Export,841460,31107
2002,0106,Export,851621,184999
2002,0106,Export,851629,786702
2002,0106,Import,841460,840066
2002,0106,Import,851621,56965
2002,0106,Import,851629,3964106
2002,0108,Export,841810,297726
2002,0108,Export,841821,139376
2002,0108,Export,841822,550
2002,0108,Export,841829,46136
2002,0108,Import,841810,922085
2002,0108,Import,841821,9328851
2002,0108,Import,841822,37988
2002,0108,Import,841829,329207
2002,0109,Export,841830,90213
2002,0109,Export,841840,13948
2002,0109,Import,841830,253128
2002,0109,Import,841840,612499
2002,0111,Export,841510,70690
2002,0111,Export,841581,336464
2002,0111,Export,841582,57138
2002,0111,Import,841510,230489
2002,0111,Import,841581,197295
2002,0111,Import,841582,30344
2002,0112,Export,841861,41527
2002,0112,Import,841861,29054
2002,0113,Export,841583,111658
2002,0113,Export,841850,72113
2002,0113,Import,841583,121994
2002,0113,Import,841850,322154
2002,0114,Export,851650,4000085
2002,0114,Import,851650,3728478
2002,0201,Export,630110,151426
2002,0201,Export,841451,689505
2002,0201,Export,845210,76095
2002,0201,Export,850930,2470
2002,0201,Export,851640,364185
2002,0201,Export,910111,232403
2002,0201,Export,910112,61334
2002,0201,Export,910119,37571
2002,0201,Export,910191,3488
2002,0201,Export,910211,1664593
2002,0201,Export,910212,529223
2002,0201,Export,910219,144533
2002,0201,Export,910291,719898
2002,0201,Export,910310,203881
2002,0201,Export,910390,33015
2002,0201,Export,910511,237342
2002,0201,Export,910521,294015
2002,0201,Export,910591,71009
2002,0201,Export,910599,120482
2002,0201,Export,910700,248039
2002,0201,Export,910811,10386
2002,0201,Export,910812,21
2002,0201,Export,910819,1620
2002,0201,Export,910911,8081
2002,0201,Export,910919,6853
2002,0201,Import,630110,360508
2002,0201,Import,841451,7392288
2002,0201,Import,845210,531445
2002,0201,Import,850930,45097
2002,0201,Import,850980,6455948
2002,0201,Import,851640,7107949
2002,0201,Import,910111,1230868
2002,0201,Import,910112,186249
2002,0201,Import,910119,545266
2002,0201,Import,910191,11942
2002,0201,Import,910211,31597363
2002,0201,Import,910212,6700585
2002,0201,Import,910219,3941788
2002,0201,Import,910291,1760878
2002,0201,Import,910310,485710
2002,0201,Import,910390,430155
2002,0201,Import,910511,8159900
2002,0201,Import,910521,4079366
2002,0201,Import,910591,3206576
2002,0201,Import,910599,2543361
2002,0201,Import,910700,4248717
2002,0201,Import,910811,3020088
2002,0201,Import,910812,143076
2002,0201,Import,910819,5050
2002,0201,Import,910911,401679
2002,0201,Import,910919,138615
2002,0202,Export,850940,343129
2002,0202,Export,851672,280675
2002,0202,Export,851679,1232870
2002,0202,Import,850940,4903628
2002,0202,Import,851672,6511843
2002,0202,Import,851679,17854177
2002,0203,Export,851610,571156
2002,0203,Export,851671,123772
2002,0203,Import,851610,4216251
2002,0203,Import,851671,1980620
2002,0204,Export,850910,788216
2002,0204,Import,850910,7831160
2002,0205,Export,851010,241269
2002,0205,Export,851020,371847
2002,0205,Export,851030,68441
2002,0205,Export,851631,327797
2002,0205,Export,851632,1577625
2002,0205,Export,851633,260742
2002,0205,Import,851010,5454430
2002,0205,Import,851020,3493308
2002,0205,Import,851030,1521154
2002,0205,Import,851631,5348455
2002,0205,Import,851632,5353608
2002,0205,Import,851633,150100
2002,0301,Export,846911,3041
2002,0301,Export,846912,1376
2002,0301,Export,846920,120124
2002,0301,Export,847010,1677858
2002,0301,Export,847021,94854
2002,0301,Export,847029,103270
2002,0301,Export,847030,75580
2002,0301,Export,847110,953412
