no.,agency,accreditation_number,material_process,size*,accredited_organisation,reg._no.,status,active_date,last_changed,type,site_address,classification_of_operation
"109","EA","ER222021144","Plastic","S","Globe Trade & Services Limited","11812179","Active","01/01/2022","01/01/2022","Accredited Reprocessors","Unit C OLDHAM Select OL9 9LZ","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"110","EA","ER222014157","Plastic","S","Hahn Plastics Ltd","08268517","Active","01/02/2022","01/02/2022","Accredited Reprocessors","Pilkington Site MANCHESTER Greater Manchester M27 8LJ","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"111","EA","ER222018126","Plastic","L","Impact Recycling Ltd","SC489143","Active","01/01/2022","01/01/2022","Accredited Reprocessors","Unit 6B, Metnor Business Park WALLSEND NE28 6HH","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"112","EA","ER222018131","Plastic","L","Indigo Environmental Limited","10695826","Active","01/01/2022","01/01/2022","Accredited Reprocessors","Indigo Environmental Group WIDNES Cheshire WA8 8UD","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"113","EA","ER222020254","Plastic","L","Integrated Plastic Manufacturing
Limited","06516876","Active","01/01/2022","01/01/2022","Accredited Reprocessors","Land at Shawell Quarry SHAWELL Leicestershire LE17 6AA","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"114","EA","ER222019157","Plastic","L","IP Polymers Ltd","10247707","Active","01/01/2022","01/01/2022","Accredited Reprocessors","No 1 West Marsh Lane BARROW DN19 7EU","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"115","EA","ER222020220","Plastic","L","Isher Hangers","00000000","Active","18/01/2022","18/01/2022","Accredited Reprocessors","51-53 STEWARD STREET BIRMINGHAM WEST MIDLANDS B18 7AE","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"116","EA","ER222008114","Plastic","L","J. and A. Young (Leicester) Ltd","1222186","Active","01/01/2022","01/01/2022","Accredited Reprocessors","Cotton Way LOUGHBOROUGH Leicestershire LE11 5FJ","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"117","EA","ER222010107","Plastic","L","J. and A. Young (Leicester) Ltd","01222186","Active","01/01/2022","01/01/2022","Accredited Reprocessors","15 Saxon Way East CORBY Northamptonshire NN18 9EY","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"118","EA","ER222013196","Plastic","L","J. and A. Young (Leicester) Ltd","01222186","Active","01/01/2022","01/01/2022","Accredited Reprocessors","Building 32 and 36 LOUGHBOROUGH Leicestershire LE11 5RD","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"119","EA","ER222019156","Plastic","S","J. and A. Young (Leicester) Ltd","01222186","Active","01/01/2022","01/01/2022","Accredited Reprocessors","Dartmouth Road SMETHWICK West Midlands B66 1AS","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"120","EA","ER222014133","Plastic","S","Jason Plastics Ltd","1062457","Active","01/01/2022","01/01/2022","Accredited Reprocessors","Prettywood BURY Lancs BL9 7HZ","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"121","EA","ER222022115","Plastic","S","Johnson Brothers Compounding Ltd","03543352","Active","28/02/2022","28/02/2022","Accredited Reprocessors","Two Shires Park (formally Honeybourne Airifield EVESHAM Worcs WR11 7PY","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"122","EA","ER222021133","Plastic","L","JP Recycling Ltd","11878839","Active","22/06/2022","22/06/2022","Accredited Reprocessors","Unit 4 HULL East Riding of Yorkshire HU3 4TG","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"123","EA","ER222018141","Plastic","L","K S Plastic Ltd","11100635","Active","01/01/2022","01/01/2022","Accredited Reprocessors","Building 1 LYDBROOK Gloucestershire GL17 9NG","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"124","EA","ER222016101","Plastic","L","KB Extruders Ltd","07533755","Active","01/01/2022","01/01/2022","Accredited Reprocessors","KB WORKS WESTWOOD ROAD BIRMINGHAM WEST MIDLANDS B6 7DU","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"125","EA","ER222020170","Plastic","L","KG Polymer Ltd","12345000","Active","18/02/2022","18/02/2022","Accredited Reprocessors","Unit C1 Macrome Road WOLVERHAMPTON West Midlands WV69HD","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"126","EA","ER222019182","Plastic","L","Love Waste Limited","7550339","Active","01/01/2022","01/01/2022","Accredited Reprocessors","1 Warburton Hey RAINHILL Merseyside L35 4LE","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"127","EA","ER222006686","Plastic","L","Luxus Ltd","0834329","Active","01/01/2022","01/01/2022","Accredited Reprocessors","Belvoir Way LOUTH Lincolnshire LN11 0LQ","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"128","EA","ER222016105","Plastic","L","Lynx Recycling & Recovery Ltd","07287499","Active","01/01/2022","01/01/2022","Accredited Reprocessors","Lynx Recycling & Recovery Limited GRIMSBY Lincolnshire DN41 8DT","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"129","EA","ER222020141","Plastic","L","Meplas Ltd","11426281","Active","01/01/2022","01/01/2022","Accredited Reprocessors","MEPLAS Ltd YORK YO43 4BT","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"130","EA","ER222021159","Plastic","L","Midwest Polychem Ltd","12741152","Active","01/01/2022","01/01/2022","Accredited Reprocessors","Laurel Lodge SPALDING Lincolnshire PE12 8JB","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"131","EA","ER222016134","Plastic","L","Monoworld Recycling Ltd","06320557","Active","01/01/2022","01/01/2022","Accredited Reprocessors","19-26 Sanders Lodge Industrial Estate RUSHDEN Northamptonshire NN10 6BQ","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"132","EA","ER222020123","Plastic","L","Moulding Solutions Ltd","05610475","Active","01/01/2022","01/01/2022","Accredited Reprocessors","Wharf Road ROTHERHAM South Yorkshire S64 5SY","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"133","EA","ER222020215","Plastic","S","Mulberry Waste Ltd","03051415","Active","01/01/2022","01/01/2022","Accredited Reprocessors","Unit 1 RUFFORD L40 1TB","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"134","EA","ER222022113","Plastic","L","Mytum and Selby (Hull) Ltd","06504408","Active","09/02/2022","09/02/2022","Accredited Reprocessors","Morley Street HULL East Yorkshire HU88DN","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"135","EA","ER222009124","Plastic","L","NDC Polipak Limited","03858503","Active","01/01/2022","01/01/2022","Accredited Reprocessors","NDC Polipak Ltd CRADLEY HEATH West Midlands B64 5RE","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"136","EA","ER222020149","Plastic","S","New Ruyee Ltd","09250376","Active","01/01/2022","01/01/2022","Accredited Reprocessors","Golden Cross House LONDON WC2N 4JF","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"137","EA","ER22199841","Plastic","L","Norpol Recycling Limited","3029134","Active","01/01/2022","01/01/2022","Accredited Reprocessors","NORPOL HOUSE NELSON LANCASHIRE BB9 7YG","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"138","EA","ER222021149","Plastic","S","Oak Bank Solutions Ltd (Boston)","12216652","Active","01/01/2022","01/01/2022","Accredited Reprocessors","Unit 1 Bozon Hall BOSTON Linconshire PE20 1QJ","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"139","EA","ER222022131","Plastic","S","Oak Bank Solutions Ltd
(DARTFORD)","12216652","Active","02/08/2022","02/08/2022","Accredited Reprocessors","5 Burnett Road ERITH Kent DA8 2LG","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"140","EA","ER222020177","Plastic","S","Pennine Manufacturing Ltd","01240154","Active","01/01/2022","01/01/2022","Accredited Reprocessors","Fold Mill BOLTON Greater Manchester BL2 6RA","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"141","EA","ER222013181","Plastic","L","Plasgran Ltd","3848053","Active","01/01/2022","01/01/2022","Accredited Reprocessors","Manea Road MARCH Cambridgeshire PE15 0PE","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"142","EA","ER222020154","Plastic","S","Plasport Recycling Ltd","12032055","Active","12/01/2022","12/01/2022","Accredited Reprocessors","Unit 11,Bays 1 &2, BIRMINGHAM uk B64 5QT","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"143","EA","ER222013199","Plastic","L","Plumb Polymers Ltd","03964655","Active","25/01/2022","25/01/2022","Accredited Reprocessors","505 Carlisle Street East SHEFFIELD South Yorkshire S4 8DT","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"144","EA","ER222020109","Plastic","S","Polybags Ltd","00698834","Active","06/01/2022","06/01/2022","Accredited Reprocessors","PB Packaging Group Ltd GREENFORD Middlesex UB6 0AQ","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"145","EA","ER222019180","Plastic","S","Polyclear Ltd","1260718","Active","01/01/2022","01/01/2022","Accredited Reprocessors","FIRST AVENUE SOUTHAMPTON HAMPSHIRE SO15 0LG","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"146","EA","ER222013195","Plastic","L","Polypipe Ltd","01099323","Active","12/05/2022","12/05/2022","Accredited Reprocessors","Boston Rd Ind Est HORNCASTLE Lincs LN9 6JW","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"147","EA","ER222020103","Plastic","S","Polystar Plastics Ltd","2690339","Active","01/01/2022","01/01/2022","Accredited Reprocessors","Peel House SOUTHAMPTON SO14 5QT","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"148","EA","ER222021164","Plastic","L","Polystar Plastics Recycling Ltd","13516886","Active","01/01/2022","01/01/2022","Accredited Reprocessors","POLYSTAR PLASTICS RECYCLING LTD SOUTHAMPTON Hampshire SO14 5QT","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"149","EA","ER222022112","Plastic","L","PP Polymers Ltd","08944287","Active","09/02/2022","09/02/2022","Accredited Reprocessors","Europa Close SHEFFIELD South Yorkshire S9 1XS","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"150","EA","ER22199842","Plastic","L","Preston Plastics Ltd","3377914","Active","01/01/2022","01/01/2022","Accredited Reprocessors","MOSS EDGE WORKS PRESTON LANCASHIRE PR3 6BN","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"151","EA","ER222019122","Plastic","L","Pro Environmental Ltd","10754591","Suspended","01/01/2022","29/07/2022","Accredited Reprocessors","Unit 6 Kingsnorth Industrial Estate ROCHESTER Kent ME3 9ND","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"152","EA","ER222022136","Plastic","L","QC Polymer Ltd","13366995","Active","23/09/2022","23/09/2022","Accredited Reprocessors","Unit 14 -18, BILSTON WV14 8XR","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"153","EA","ER222020210","Plastic","L","R M Polymers Ltd","06740800","Suspended","01/01/2022","18/03/2022","Accredited Reprocessors","Unit 4a, 4b and 6 Tinsley Viaduct Industrial Estate SHEFFIELD South Yorkshire S9 1TN","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"154","EA","ER222004444","Plastic","L","Ravago Manufacturing UK Ltd","4789043","Active","01/01/2022","01/01/2022","Accredited Reprocessors","WEST BRIDGEWATER STREET LEIGH LANCASHIRE WN74HB","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"155","EA","ER222021161","Plastic","L","Recycle For Future Ltd","09811971","Active","01/01/2022","01/01/2022","Accredited Reprocessors","183 Fengate PETERBOROUGH Cambridgeshire PE1 5PE","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"156","EA","ER222014130","Plastic","L","Recycled Plastics UK Ltd","06645314","Active","04/02/2022","04/02/2022","Accredited Reprocessors","Unit 1, Freeman Street, WOLVERHAMPTON West Midlands WV100ES","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"157","EA","ER222020229","Plastic","L","Recycled UK Ltd","05680775","Active","01/01/2022","01/01/2022","Accredited Reprocessors","Unit 22, 23 & 24 COSELEY West Midlands WV14 8XR","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"158","EA","ER222016122","Plastic","L","Recyplas Limited","07913278","Active","15/02/2022","15/02/2022","Accredited Reprocessors","UNIT 1 WIMBLINGTON CAMBRIDGESHIRE PE15 0QQ","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"159","EA","ER222022109","Plastic","S","ReNew Wilton Limited","10552624","Active","13/01/2022","13/01/2022","Accredited Reprocessors","Wilton Hydrothermal Treatment Facility REDCAR Cleveland TS104RF","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"160","EA","ER22199852","Plastic","L","Roydon Granulation Ltd","2908446","Active","01/01/2022","01/01/2022","Accredited Reprocessors","Unit F15 ST. HELENS Merseyside WA9 3NA","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"161","EA","ER222014106","Plastic","L","Roydon Group PLC","06890221","Active","01/01/2022","01/01/2022","Accredited Reprocessors","Units 1-3 Junction Eco Park SWINTON Manchester M27 8LU","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"162","EA","ER222005591","Plastic","L","Schutz UK Ltd","2347670","Active","01/01/2022","01/01/2022","Accredited Reprocessors","Claylands Avenue WORKSOP Notts S81 7BE","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"163","EA","ER222020117","Plastic","S","Sharpak Aylesham Ltd","7394042","Active","01/01/2022","01/01/2022","Accredited Reprocessors","Aylesham Industrial Estate AYLESHAM Kent CT3 3EF","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"164","EA","ER222020255","Plastic","S","Sharpak Bridgwater Ltd","7394059","Active","01/01/2022","01/01/2022","Accredited Reprocessors","Sharpak Bridgwater Ltd BRIDGWATER Somerset TA6 5YS","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"165","EA","ER222018103","Plastic","L","Skymark Packaging International
(Scunthorpe)","02160777","Active","01/01/2022","01/01/2022","Accredited Reprocessors","Mannaberg Way SCUNTHORPE North Lincolnshire DN15 8XF","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"166","EA","ER222020218","Plastic","S","Sun International Recycling Group
Ltd","12161523","Active","01/01/2022","01/01/2022","Accredited Reprocessors","Gate 3, 20 Princewood Road CORBY Northants NN17 4AP","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"167","EA","ER222022120","Plastic","L","Talos Recycling Ltd","13153111","Active","29/04/2022","29/04/2022","Accredited Reprocessors","4 Park Farm Industrial Estate LEEDS West Yorkshire LS11 5SE","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"168","EA","ER222020155","Plastic","L","Three Counties Reclamation Ltd","03792922","Active","01/01/2022","01/01/2022","Accredited Reprocessors","Three Counties Reclamation Limited LUDLOW Shropshire SY8 2DH","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"169","EA","ER222017129","Plastic","L","Veolia ES (UK) Ltd","02481991","Active","01/01/2022","01/01/2022","Accredited Reprocessors","16 Choats Road DAGENHAM ESSEX RM9 6LF","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"170","EA","ER222008107","Plastic","L","Viridor Polymer Recycling Ltd","5499464","Active","01/01/2022","01/01/2022","Accredited Reprocessors","Gerrard Place SKELMERSDALE Lancashire WN8 9SU","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"171","EA","ER222021120","Plastic","L","Viridor Polymer Recycling Ltd
(Bristol)","05499464","Active","01/01/2022","01/01/2022","Accredited Reprocessors","Severn Road BRISTOL BRISTOL BS11 0YU","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"172","EA","ER222021134","Plastic","S","VK Recycling Ltd (Strawberry Lane)","8431228","Cancelled","01/01/2022","06/07/2022","Accredited Reprocessors","E-F Tractor spares Industrial Estate WILLENHALL WV13 3RN","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"173","EA","ER222018104","Plastic","L","Y S Reclamation Ltd","08490907","Active","01/01/2022","01/01/2022","Accredited Reprocessors","28 KINGSLAND GRANGE WOOLSTON WARRINGTON WA1 4RW","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"174","NRW","WR222022702","Plastic","L","AST Plastic Container UK LLP","OC370080","Active","21/04/2022","21/04/2022","Accredited Reprocessors","Unit 1 WREXHAM Wrexham LL13 9RF","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"175","NRW","WR221998103","Plastic","L","British Polythene Limited","0350729","Active","01/01/2022","01/01/2022","Accredited Reprocessors","Maerdy Industrial Estate TREDEGAR Caerphilly NP22 5PY","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"176","NRW","WR222017705","Plastic","L","Extrusion & Moulding Compounds
Ltd","00905428","Active","01/01/2022","01/01/2022","Accredited Reprocessors","Cwmavon Factory NR PONTYPOOL Gwent NP4 8UW","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"177","NRW","WR222018704","Plastic","L","Extrusion and Moulding Compounds
Ltd","00905428","Active","01/01/2022","01/01/2022","Accredited Reprocessors","Kays and Kears Ind Est BLAENAVON Torfaen NP4 9AZ","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"178","NRW","WR222022701","Plastic","L","Mainetti UK Ltd","SC170666","Active","01/01/2022","01/01/2022","Accredited Reprocessors","Bedwell Road WREXHAM Clwyd LL116FA","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"179","NRW","WR222017703","Plastic","L","MDS Recycling Limited","07141820","Active","01/01/2022","01/01/2022","Accredited Reprocessors","Unit 2 PORTH Rhondda Cynon Taf CF39 0PB","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"180","NRW","WR222020709","Plastic","L","New Horizon Biofuel and animal
beddings Co Ltd","11777941","Active","01/01/2022","01/01/2022","Accredited Reprocessors","New Horizon Biofuel & Animal Beddings Co Ltd RUABON Wrexham LL14 6HA","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"181","NRW","WR222019702","Plastic","L","New Horizon Plastics Co Ltd","11777585","Active","01/01/2022","01/01/2022","Accredited Reprocessors","Unit 27 FLINT Fintshire CH6 5XA","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"182","NRW","WR222017704","Plastic","L","Plastecowood Limited","08914626","Active","01/01/2022","01/01/2022","Accredited Reprocessors","Plastecowood Ltd BODELWYDDAN Denbighshire LL18 5SQ","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"183","NRW","WR222019703","Plastic","L","Pulse Plastics Limited","04529261","Active","01/01/2022","01/01/2022","Accredited Reprocessors","Pulse Plastics Limited ABERCARN Newport NP11 5AR","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"184","NRW","WR222015702","Plastic","L","Roydon Bottle Recycling Ltd","08635446","Active","01/01/2022","01/01/2022","Accredited Reprocessors","Unit 1 Blackwood Business Park PONTLLANFRAITH Caerphilly NP12 2XH","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"185","NRW","WR222018703","Plastic","L","S W PLASTIC SOLUTIONS LTD","10010391","Active","01/01/2022","01/01/2022","Accredited Reprocessors","Unit 2 EBBW VALE Blaenau Gwent NP23 6PL","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"186","NIEA","NR222012103","Plastic","L","Cherry Plastics","NI053648","Active","01/01/2022","01/01/2022","Accredited Reprocessors","Unit 5 Nutts Corner Business Park CRUMLIN Co Antrim BT29 4SR","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"187","NIEA","NR222019108","Plastic","S","Jaguar Polymers Ltd","NI654238","Active","01/01/2022","01/01/2022","Accredited Reprocessors","Unit 10 LISNASKEA Fermanagh BT920QQ","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"188","SEPA","SR222013116","Plastic","L","Avanti Environmental Group Ltd","3476148","Cancelled","01/01/2022","15/03/2023","Accredited Reprocessors","Balquharn Farm ALVA Clackmannanshire FK12 5NZ","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"189","SEPA","SR222020108","Plastic","S","Bonar Yarns Ltd","SC008924","Active","01/01/2022","01/01/2022","Accredited Reprocessors","Caldrum Works DUNDEE Dundee DD3 7EU","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"190","SEPA","SR222019108","Plastic","S","British Polythene Ltd","0350729","Active","01/01/2022","01/01/2022","Accredited Reprocessors","96 Port Glasgow Road GREENOCK Renfrewshire PA15 2UL","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"191","SEPA","SR222021101","Plastic","S","British Polythene Ltd","0350729","Active","01/01/2022","01/01/2022","Accredited Reprocessors","RPC Bpi Recycled Products DUMFRIES Dumfries and Galloway DG2 0BU","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"192","SEPA","SR222019109","Plastic","S","British Polythene Ltd - Ardeer","0350729","Active","01/01/2022","01/01/2022","Accredited Reprocessors","Lundholm Road STEVENSTON North Ayrshire KA20 3LJ","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"193","SEPA","SR222022103","Plastic","L","Impact Recycling Ltd","SC489143","Active","14/10/2022","14/10/2022","Accredited Reprocessors","100 Inchinnan Road BELLSHILL ML4 3NT","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"194","SEPA","SR222019106","Plastic","S","Marlin Industries Scotland Limited","SC413678","Active","01/01/2022","01/01/2022","Accredited Reprocessors","Marlin Industries Scotland Limited HAWICK Roxburgshire TD98SL","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"195","SEPA","SR222021102","Plastic","L","Plastic Technology Services Limited","SC133850","Active","01/01/2022","01/01/2022","Accredited Reprocessors","Garroch Business Park DUMFRIES DG3 8PN","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"196","SEPA","SR222022104","Plastic","S","Solway Recycling Ltd","SC213270","Active","11/11/2022","11/11/2022","Accredited Reprocessors","RIGGHEAD FARM DUMFRIES DUMFRIESSHIRE DG2 9SH","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"197","SEPA","SR222022101","Plastic","L","Yes Recycling (Fife) Limited","SC649575","Active","24/08/2022","24/08/2022","Accredited Reprocessors","Unit 1 GLENROTHES Fife KY62QZ","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"198","EA","ER222020205","Steel","L","British Steel Limited","12303256","Active","07/04/2022","07/04/2022","Accredited Reprocessors","Administration Building SCUNTHORPE North Lincolnshire DN16 1BP","R4 Recycling/reclamation of metals and metal compounds"
"199","EA","ER222021138","Steel","L","Sackers Limited","01526052","Active","01/01/2022","01/01/2022","Accredited Reprocessors","Railway sidings IPSWICH Suffolk IP6 0JB","R4 Recycling/reclamation of metals and metal compounds"
"200","EA","ER222020178","Steel","L","Speciality Steel UK Ltd","10491177","Active","01/01/2022","01/01/2022","Accredited Reprocessors","Liberty Steel ROTHERHAM South Yorkshire S65 3SR","R4 Recycling/reclamation of metals and metal compounds"
"201","NRW","WR222004452","Steel","L","Celsa Manufacturing (UK) Ltd","04577881","Active","01/01/2022","01/01/2022","Accredited Reprocessors","Meltshop, Tremorfa Works CARDIFF Glamorgan CF24 5TH","R4 Recycling/reclamation of metals and metal compounds"
"202","NRW","WR22199870","Steel","L","Tata Steel UK Ltd","2280000","Active","01/01/2022","01/01/2022","Accredited Reprocessors","Tata Steel UK Ltd PORT TALBOT West Glamorgan SA13 2NG","R4 Recycling/reclamation of metals and metal compounds"
"203","EA","ER222019128","Wood","L","A & A Recycling Services Ltd","04269422","Active","25/01/2022","25/01/2022","Accredited Reprocessors","A&A Recycling Services Limited MERIDEN Coventry CV7 7LH","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"204","EA","ER222021167","Wood","L","A W Jenkinson Woodwaste Ltd","sc166685","Active","06/10/2022","06/10/2022","Accredited Reprocessors","hespin wood landfill site CARLISLE UK Mainland CA6 4BJ","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"205","EA","ER222009190","Wood","L","Arden Wood Shavings Limited","2592924","Active","01/01/2022","01/01/2022","Accredited Reprocessors","Arden Wood Shavings Ltd SOLIHULL B92 0LP","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"206","EA","ER222016136","Wood","L","Boden & Davies Ltd","00699015","Active","01/01/2022","01/01/2022","Accredited Reprocessors","Minshulls Farm ASTLEY Manchester M29 7JZ","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"207","EA","ER222022108","Wood","L","Chipmunk South West Limited","7040055","Active","10/01/2022","10/01/2022","Accredited Reprocessors","Thornfalcon Works TAUNTON Somerset TA3 5DN","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"208","EA","ER222021126","Wood","L","Coltman Bros Ltd","08263284","Active","01/01/2022","01/01/2022","Accredited Reprocessors","The Old Station Yard LUTTERWORTH Leicestershire LE17 5NH","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"209","EA","ER221998286","Wood","L","Egger (UK) Limited","2813369","Active","01/01/2022","01/01/2022","Accredited Reprocessors","Anick Grange Road HEXHAM Northumberland NE46 4JS","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"210","EA","ER222015109","Wood","L","Enva Wood Recycling Manchester
Ltd","7462747","Active","20/01/2022","20/01/2022","Accredited Reprocessors","Lumm Farm MANCHESTER M43 7LB","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
