no.,agency,accreditation_number,material_process,size*,accredited_organisation,reg._no.,status,active_date,last_changed,type,site_address,classification_of_operation
"21","EA","ER222016155","Glass Other","L","Thomas Bros Ltd","04540471","Active","01/01/2022","01/01/2022","Accredited Reprocessors","Cainhoe Quarry SHEFFORD Bedfordshire SG17 5PJ","R5 Recycling/reclamation of other inorganic materials"
"22","EA","ER222013146","Glass Other","L","URM UK Ltd t/a Berryman","4084246","Active","01/01/2022","01/01/2022","Accredited Reprocessors","Lidgate Crescent SOUTH KIRKBY West Yorkshire WF9 3NR","R5 Recycling/reclamation of other inorganic materials"
"23","EA","ER222017128","Glass Other","L","URM UK Ltd t/a Berryman","4084246","Active","01/01/2022","01/01/2022","Accredited Reprocessors","46c TILBURY Essex RM18 7EH","R5 Recycling/reclamation of other inorganic materials"
"24","EA","ER222013129","Glass Other","S","Viridor Waste Management Ltd","00575069","Cancelled","01/01/2022","21/02/2022","Accredited Reprocessors","Crayford Materials Recycling Facility DARTFORD Kent DA1 4HQ","R5 Recycling/reclamation of other inorganic materials"
"25","NRW","WR222013142","Glass Other","L","Recresco Limited - Cwmbran","4066165","Active","01/01/2022","01/01/2022","Accredited Reprocessors","Recresco Limited CWMBRAN Torfaen NP44 5BE","R5 Recycling/reclamation of other inorganic materials"
"26","NIEA","NR222013106","Glass Other","L","Enva Northern Ireland Ltd","NI017996","Active","24/02/2022","24/02/2022","Accredited Reprocessors","52 Creagh Road TOOMEBRIDGE Antrim BT413SE","R5 Recycling/reclamation of other inorganic materials"
"27","NIEA","NR222018106","Glass Other","L","RecyCo","NI049526","Active","01/01/2022","01/01/2022","Accredited Reprocessors","89 Barony Road OMAGH Co Tyrone BT79 7QG","R5 Recycling/reclamation of other inorganic materials"
"28","NIEA","NR222013105","Glass Other","L","Re-Gen Limited","NI 44110","Active","01/01/2022","01/01/2022","Accredited Reprocessors","Unit 7 Shepherd's Drive, NEWRY Down BT35 6JQ","R5 Recycling/reclamation of other inorganic materials"
"29","NIEA","NR222020108","Glass Other","L","RiverRidge","NI640376","Active","01/01/2022","01/01/2022","Accredited Reprocessors","56 Craigmore Road GARVAGH Derry BT51 5HF","R5 Recycling/reclamation of other inorganic materials"
"30","NIEA","NR222019106","Glass Other","L","Skips R Us","NI604214","Active","01/01/2022","01/01/2022","Accredited Reprocessors","132a Concession Road NEWRY Down BT35 9JE","R5 Recycling/reclamation of other inorganic materials"
"31","NIEA","NR222016102","Glass Other","L","T&J Recycling T/A Barrett Recycling","NI611006","Active","14/03/2022","14/03/2022","Accredited Reprocessors","128 Eglish Rd DUNGANNON Tyrone BT701LB","R5 Recycling/reclamation of other inorganic materials"
"32","SEPA","SR222014103","Glass Other","L","Dryden Aqua Ltd","SC072700","Cancelled","01/01/2022","15/03/2023","Accredited Reprocessors","Butlerfield Industrial Estate BONNYRIGG Midlothian EH19 3JQ","R5 Recycling/reclamation of other inorganic materials"
"33","SEPA","SR222021106","Glass Other","L","Sibelco Green Solutions UK","01009716","Active","01/01/2022","01/01/2022","Accredited Reprocessors","Newhouse Glass Recycling Facility NEWHOUSE Lanarkshire ML1 5ST","R5 Recycling/reclamation of other inorganic materials"
"34","SEPA","SR222019102","Glass Other","S","Soil Treatment Systems Limited","SC451125","Active","25/03/2022","25/03/2022","Accredited Reprocessors","321 Aikenhead Road GLASGOW G42 0PE","R5 Recycling/reclamation of other inorganic materials"
"35","EA","ER222013126","Glass Re-melt","L","Ardagh Glass Limited","00567801","Active","01/01/2022","01/01/2022","Accredited Reprocessors","Doncaster Plant DONCASTER South Yorkshire DN2 4RH","R5 Recycling/reclamation of other inorganic materials"
"36","EA","ER222013127","Glass Re-melt","L","Ardagh Glass Limited","00567801","Active","01/01/2022","01/01/2022","Accredited Reprocessors","BARNSLEY PLANT BARNSLEY South Yorkshire S71 2QG","R5 Recycling/reclamation of other inorganic materials"
"37","EA","ER222013128","Glass Re-melt","L","Ardagh Glass Limited","00567801","Active","01/01/2022","01/01/2022","Accredited Reprocessors","Knottingley Plant KNOTTINGLEY West Yorkshire WF11 0HP","R5 Recycling/reclamation of other inorganic materials"
"38","EA","ER222013109","Glass Re-melt","L","Beatson Clark Limited","00110186","Active","21/01/2022","21/01/2022","Accredited Reprocessors","The Glassworks ROTHERHAM South Yorkshire S60 1TZ","R5 Recycling/reclamation of other inorganic materials"
"39","EA","ER222013154","Glass Re-melt","L","Encirc Limited","NI 30990","Active","01/01/2022","01/01/2022","Accredited Reprocessors","Encirc Business Park ELTON Cheshire CH2 4LF","R5 Recycling/reclamation of other inorganic materials"
"40","EA","ER222015121","Glass Re-melt","L","Glass Recycling (UK) Ltd","1169515","Active","01/01/2022","01/01/2022","Accredited Reprocessors","418 carlton road BARNSLEY south yorks S71 3HX","R5 Recycling/reclamation of other inorganic materials"
"41","EA","ER222013136","Glass Re-melt","S","O-I Glass Ltd","00526983","Active","01/01/2022","01/01/2022","Accredited Reprocessors","Edinburgh Way HARLOW Essex CM20 2UG","R5 Recycling/reclamation of other inorganic materials"
"42","EA","ER222015106","Glass Re-melt","L","Recresco Ltd (3)","4066165","Active","01/01/2022","01/01/2022","Accredited Reprocessors","Recresco Ltd KIRKBY-IN-ASHFIELD Nottinghamshire NG17 8AP","R5 Recycling/reclamation of other inorganic materials"
"43","EA","ER222021165","Glass Re-melt","L","Sibelco Green Solutions UK Ltd","01009716","Active","01/01/2022","01/01/2022","Accredited Reprocessors","Sheffield Glass Recycling Works SHEFFIELD South Yorkshire S4 7WT","R5 Recycling/reclamation of other inorganic materials"
"44","EA","ER222013155","Glass Re-melt","L","Stoelzle Flaconnage Limited","2973822","Active","01/01/2022","01/01/2022","Accredited Reprocessors","Stoelzle Flaconnage Limited KNOTTINGLEY West Yorkshire WF11 8AP","R5 Recycling/reclamation of other inorganic materials"
"45","EA","ER222016162","Glass Re-melt","L","URM (UK) Ltd t/a Berrymans","4084246","Active","01/01/2022","01/01/2022","Accredited Reprocessors","BARNBY DUN ROAD DONCASTER SOUTH YORKSHIRE DN2 4RH","R5 Recycling/reclamation of other inorganic materials"
"46","EA","ER222015124","Glass Re-melt","L","URM UK Ltd t/a Berryman","4084246","Active","01/01/2022","01/01/2022","Accredited Reprocessors","Lidgate Crescent SOUTH KIRKBY West Yorkshire WF9 3NR","R5 Recycling/reclamation of other inorganic materials"
"47","EA","ER222017127","Glass Re-melt","L","URM UK Ltd t/a Berryman","4084246","Active","01/01/2022","01/01/2022","Accredited Reprocessors","46c TILBURY Essex RM18 7EH","R5 Recycling/reclamation of other inorganic materials"
"48","EA","ER222016161","Glass Re-melt","L","URM UK Ltd T/A Berrymans","4084246","Active","01/01/2022","01/01/2022","Accredited Reprocessors","Headlands Lane KNOTTINGLEY WEST YORKSHIRE WF11 0HP","R5 Recycling/reclamation of other inorganic materials"
"49","EA","ER222017132","Glass Re-melt","L","Veolia ES (UK) Ltd","02481991","Active","01/01/2022","01/01/2022","Accredited Reprocessors","Alexandra Warehouse ST HELENS WA10 3LR","R5 Recycling/reclamation of other inorganic materials"
"50","EA","ER222013121","Glass Re-melt","S","Verallia UK Ltd","3846688","Active","01/01/2022","01/01/2022","Accredited Reprocessors","Fernley Green Road KNOTTINGLEY West Yorkshire WF11 8DJ","R5 Recycling/reclamation of other inorganic materials"
"51","EA","ER222013122","Glass Re-melt","S","Verallia UK Ltd","3846688","Active","01/01/2022","01/01/2022","Accredited Reprocessors","South Accommodation Road LEEDS West Yorkshire LS10 1NQ","R5 Recycling/reclamation of other inorganic materials"
"52","NRW","WR222015701","Glass Re-melt","L","Recresco Limited - Cwmbran","4066165","Active","01/01/2022","01/01/2022","Accredited Reprocessors","Recresco Limited CWMBRAN Torfaen NP44 5BE","R5 Recycling/reclamation of other inorganic materials"
"53","NIEA","NR222013104","Glass Re-melt","L","Encirc Ltd","NI 30990","Active","01/01/2022","01/01/2022","Accredited Reprocessors","11 Gortahurk Road DERRYLIN Fermanagh BT92 9DD","R5 Recycling/reclamation of other inorganic materials"
"54","NIEA","NR222019104","Glass Re-melt","L","Enva Northern Ireland Ltd","NI017996","Active","24/02/2022","24/02/2022","Accredited Reprocessors","52 Creagh Road TOOMEBRIDGE Antrim BT413SE","R5 Recycling/reclamation of other inorganic materials"
"55","SEPA","SR222013103","Glass Re-melt","L","Ardagh Glass Ltd","00567801","Active","01/01/2022","01/01/2022","Accredited Reprocessors","Irvine Plant IRVINE KA12 8JA","R5 Recycling/reclamation of other inorganic materials"
"56","SEPA","SR222014102","Glass Re-melt","L","Dryden Aqua Ltd","SC072700","Cancelled","01/01/2022","15/03/2023","Accredited Reprocessors","Butlerfield Industrial Estate BONNYRIGG Midlothian EH19 3JQ","R5 Recycling/reclamation of other inorganic materials"
"57","SEPA","SR222021104","Glass Re-melt","L","Enva Scotland Limited","SC057052","Cancelled","01/01/2022","15/03/2023","Accredited Reprocessors","49 Burnbrae Rd, Linwood Industrial Estate LINWOOD Renfrewshire PA3 3BD","R5 Recycling/reclamation of other inorganic materials"
"58","SEPA","SR222013101","Glass Re-melt","L","O-I Glass Ltd","00526983","Cancelled","01/01/2022","15/03/2023","Accredited Reprocessors","Glasshouse Loan ALLOA Clackmannanshire FK10 1PD","R5 Recycling/reclamation of other inorganic materials"
"59","SEPA","SR222021105","Glass Re-melt","L","Sibelco Green Solutions UK","01009716","Active","01/01/2022","01/01/2022","Accredited Reprocessors","Newhouse Glass Recycling Facility NEWHOUSE Lanarkshire ML1 5ST","R5 Recycling/reclamation of other inorganic materials"
"60","EA","ER22199864","Paper/board","L","DS Smith Paper Limited","00058614","Active","01/01/2022","01/01/2022","Accredited Reprocessors","DS SMITH PAPER LTD STTTINGBOURNE KENT ME10 2TD","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"61","EA","ER222020197","Paper/board","L","Northwood Tissue (Disley) Ltd","07022309","Active","28/02/2022","28/02/2022","Accredited Reprocessors","Disley Mill STOCKPORT Cheshire SK12 2HW","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"62","EA","ER222019102","Paper/board","L","Northwood Tissue (Lancaster) Ltd","8271967","Active","01/01/2022","01/01/2022","Accredited Reprocessors","Northwood Tissue (Lancaster) Ltd LANCASTER Lancashire LA1 3PQ","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"63","EA","ER222021124","Paper/board","L","Palm Paper Ltd","00813701","Active","01/01/2022","01/01/2022","Accredited Reprocessors","Palm Paper Ltd KINGS LYNN Norfolk PE34 3AL","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"64","EA","ER221998133","Paper/board","L","Preston Board & Packaging Ltd","1567779","Active","28/04/2022","28/04/2022","Accredited Reprocessors","Romiley Board Mill STOCKPORT Cheshire SK6 4DZ","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"65","EA","ER222011114","Paper/board","L","SAICA Paper UK Ltd","06569569","Active","01/01/2022","01/01/2022","Accredited Reprocessors","144 Manchester Road MANCHESTER M31 4QN","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"66","EA","ER2219988","Paper/board","L","Smurfit Kappa UK Ltd","1017013","Active","01/01/2022","01/01/2022","Accredited Reprocessors","Smurfit Kappa SSK Ltd BIRMINGHAM B7 5RE","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"67","EA","ER222015111","Paper/board","L","Smurfit Kappa UK Ltd","1017013","Active","01/01/2022","01/01/2022","Accredited Reprocessors","The Mill SNODLAND Kent ME6 5AX","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"68","EA","ER22199890","Paper/board","L","Sonoco Cores and Paper Ltd","5133800","Active","01/01/2022","01/01/2022","Accredited Reprocessors","Sonoco Board Mills STAINLAND West Yorkshire HX4 9PY","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"69","NRW","WR222020708","Paper/board","L","New Horizon Biofuel and animal
beddings Co Ltd","11777941","Active","01/01/2022","01/01/2022","Accredited Reprocessors","New Horizon Biofuel & Animal Beddings Co Ltd RUABON Wrexham LL14 6HA","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"70","NIEA","NR222018104","Paper/board","L","Huhtamaki (Lurgan) Limited","NI001006","Active","01/01/2022","01/01/2022","Accredited Reprocessors","Inn Road LURGAN Armagh BT66 7JN","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"71","EA","ER222020138","Plastic","L","Aintree Cartons Ltd","03098513","Active","01/06/2022","01/06/2022","Accredited Reprocessors","37 Stopgate Lane LIVERPOOL Merseyside L9 6DX","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"72","EA","ER222013191","Plastic","S","Avanti Environmental Group Ltd","3476148","Active","27/01/2022","27/01/2022","Accredited Reprocessors","Avanti Environmetal Group Limited KNOWSLEY Merseyside L33 7UF","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"73","EA","ER222019177","Plastic","S","Axion Polymers Ltd","06259637","Active","01/01/2022","01/01/2022","Accredited Reprocessors","Axion Polymers SALFORD M6 6RX","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"74","EA","ER222019171","Plastic","S","Aylesbury Granulation Services Ltd","08968879","Active","05/01/2022","05/01/2022","Accredited Reprocessors","Unit 1 Woodham Industrial Estate AYLESBURY HP18 0QE","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"75","EA","ER222020262","Plastic","L","B & J Parr","","Active","12/04/2022","12/04/2022","Accredited Reprocessors","B & J Parr MANSFIELD Nottinghamshire NG19 8BZ","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"76","EA","ER222016143","Plastic","L","B S Plastics Ltd","09350237","Active","01/01/2022","01/01/2022","Accredited Reprocessors","52 CHURCH ROAD BIRMINGHAM WEST MIDLANDS B42 2LB","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"77","EA","ER221998221","Plastic","L","Biffa (WES) Limited (REDCAR)","2729607","Active","01/01/2022","01/01/2022","Accredited Reprocessors","WES Building REDCAR Cleveland TS10 4RG","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"78","EA","ER222020125","Plastic","L","Biffa (WES) Limited (SEAHAM)","2729607","Active","01/01/2022","01/01/2022","Accredited Reprocessors","Foxcover 9 SEAHAM County Durham SR7 7DN","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"79","EA","ER222021151","Plastic","L","BIFFA WASTE SERVICES LIMITED","00946107","Active","01/01/2022","01/01/2022","Accredited Reprocessors","Wilden Road WASHINGTON Tyne and Wear NE38 8QB","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"80","EA","ER222011103","Plastic","L","Brightgreen Plastics Ltd","7289595","Active","01/01/2022","01/01/2022","Accredited Reprocessors","ALLERTON BYWATER BUSINESS PARK CASTLEFORD WEST YORKS WF10 2AL","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"81","EA","ER22199871","Plastic","L","British Polythene Ltd","0350729","Active","01/01/2022","01/01/2022","Accredited Reprocessors","BPI Recycled Products HEANOR Derbyshire DE75 7RG","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"82","EA","ER222021113","Plastic","S","British Polythene Ltd
(Bromborough)","0350729","Active","01/01/2022","01/01/2022","Accredited Reprocessors","40 Thursby Road BIRKENHEAD Wirral CH62 3PZ","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"83","EA","ER22199854","Plastic","L","Centriforce Products Ltd","3347875","Active","01/01/2022","01/01/2022","Accredited Reprocessors","Errington Works LIVERPOOL Merseyside L20 8EE","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"84","EA","ER22199819","Plastic","L","Chase Plastics Ltd","1593735","Active","01/01/2022","01/01/2022","Accredited Reprocessors","Mile End Works BRANDON Suffolk IP27 0NE","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"85","EA","ER222022135","Plastic","L","CHP Polymers Ltd","13262401","Active","14/09/2022","14/09/2022","Accredited Reprocessors","CHP POLYMERS LTD CHESTERFIELD Derbyshire S419BH","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"86","EA","ER222016160","Plastic","L","Clean Tech UK Ltd","10445078","Active","01/01/2022","01/01/2022","Accredited Reprocessors","Hemswell Business Park HEMSWELL Lincolnshire DN21 5TU","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"87","EA","ER222020211","Plastic","L","Concept Plastic Packaging Ltd","03491928","Active","01/01/2022","01/01/2022","Accredited Reprocessors","40 Adams Close HEANOR Derbyshire DE75 7SW","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"88","EA","ER222020234","Plastic","L","Coveris Louth Ltd","12372162","Active","01/01/2022","01/01/2022","Accredited Reprocessors","101 Brackenborough Road LOUTH Lincolnshire LN11 0AX","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"89","EA","ER222020193","Plastic","L","Coveris Winsford Ltd","12372044","Active","01/01/2022","01/01/2022","Accredited Reprocessors","20 Road One WINSFORD Cheshire CW7 3RD","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"90","EA","ER222020260","Plastic","S","CPR Manufacturing Limited","04045866","Active","01/01/2022","01/01/2022","Accredited Reprocessors","51 Dunsford Road ALFRETON Derby DE55 7RH","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"91","EA","ER222020250","Plastic","S","Daly Plastics Ltd","07279081","Active","01/01/2022","01/01/2022","Accredited Reprocessors","unit 1 bury greater manchester bl2 6rt","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"92","EA","ER222021157","Plastic","S","Delta (Container) Recycling Ltd","6489056","Active","05/01/2022","05/01/2022","Accredited Reprocessors","Preston Street MANCHESTER M18 8DB","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"93","EA","ER222021163","Plastic","S","Densan Recycling","00000000","Active","01/01/2022","01/01/2022","Accredited Reprocessors","17 leeside industrial park NAZIENG EN9 2BF","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"94","EA","ER222017116","Plastic","S","Derek Lambert Polythene Ltd","1915346","Active","16/02/2022","16/02/2022","Accredited Reprocessors","derek lambert polythene ltd BINGLEY west yorkshire BD16 2RD","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"95","EA","ER222019176","Plastic","L","Desch Plantpak Ltd","00794214","Active","01/01/2022","01/01/2022","Accredited Reprocessors","Burnham Road MALDON Essex CM9 6NT","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"96","EA","ER222020235","Plastic","L","DJO Waste Recycling Ltd","12253715","Active","01/01/2022","01/01/2022","Accredited Reprocessors","UNIT 1A, BILSTON KEY INDUSTRIAL ESTATE BILSTON WEST MIDLAND WV14 7DW","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"97","EA","ER222019130","Plastic","L","DLR Holdings Ltd T/A Tradpak","6927416","Active","01/01/2022","01/01/2022","Accredited Reprocessors","93 Cumberland Street HULL East Yorkshire HU2 0PU","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"98","EA","ER222021132","Plastic","L","DTS Trading Limited","08065330","Active","01/01/2022","01/01/2022","Accredited Reprocessors","20 The Furlong DROITWICH Worcestershire WR9 9AH","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"99","EA","ER222014152","Plastic","L","Echo Packaging Ltd","02717201","Active","01/01/2022","01/01/2022","Accredited Reprocessors","Sondes Road CORBY Northamptonshire NN17 5XL","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"100","EA","ER222020198","Plastic","L","Ecoblockcrete Ltd (Leeds)","10417395","Cancelled","26/04/2022","20/09/2022","Accredited Reprocessors","Prince Edward Works LEEDS West Yorkshire LS90RA","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"101","EA","ER222022122","Plastic","L","Ecoblockcrete Ltd (Scunthorpe)","10417395","Cancelled","03/05/2022","11/10/2022","Accredited Reprocessors","Unit 4 Park Farm Road SCUNTHORPE North Lincolnshire DN15 8QP","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"102","EA","ER222022119","Plastic","L","Ecoblockcrete Ltd (Selby)","10417395","Cancelled","26/04/2022","16/11/2022","Accredited Reprocessors","Whitemoor Business Park SELBY YO8 6EG","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"103","EA","ER222020189","Plastic","L","Edmonton Poly Bags Ltd","08408593","Active","22/04/2022","22/04/2022","Accredited Reprocessors","3 KENNINGHALL ROAD LONDON N18 2PD","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"104","EA","ER222019173","Plastic","S","Elite Plastics Ltd","2465066","Active","01/01/2022","01/01/2022","Accredited Reprocessors","elite plastics limited HEREFORD herefordshire HR26JR","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"105","EA","ER222020167","Plastic","L","Fablex 2000 Ltd","03746368","Active","01/01/2022","01/01/2022","Accredited Reprocessors","Unit 1 Birmingham B11 2LF","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"106","EA","ER222022110","Plastic","S","FIELD RECYCLING UK LTD","10300364","Active","14/01/2022","14/01/2022","Accredited Reprocessors","Unit 1A Tat Bank Road Industrial Estate DUDLEY West Midlands B69 4NB","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"107","EA","ER222022104","Plastic","L","Flexipol Packaging Ltd","02963868","Active","01/01/2022","01/01/2022","Accredited Reprocessors","Unit 2 DUNSTABLE Bedfordshire LU6 1NE","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"108","EA","ER22199846","Plastic","L","Frank Mercer & Sons Ltd","1370465","Active","01/01/2022","01/01/2022","Accredited Reprocessors","Chequerbent Works BOLTON GT Manchester BL5 3JF","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
