no.,agency,accreditation_number,material_process,size*,accredited_organisation,reg._no.,status,active_date,last_changed,type,site_address,classification_of_operation
"327","EA","EX142010128","Steel","L","Donald Ward Ltd","1292288","Active","01/01/2014","01/01/2014","Accredited Exporters","Griffon Road ILKESTON Derbyshire DE7 4RF","R4 Recycling/reclamation of metals and metal compounds"
"328","EA","EX142014113","Steel","L","Ecosky Environmental Solutions Ltd","6850974","Active","01/01/2014","01/01/2014","Accredited Exporters","Davenport House LONDON E14 9RP","R4 Recycling/reclamation of metals and metal compounds"
"329","EA","EX142008126","Steel","L","Eurokey Recycling Ltd","03089592","Active","02/01/2014","02/01/2014","Accredited Exporters","Kelsall House TELFORD Shropshire TF3 3BD","R4 Recycling/reclamation of metals and metal compounds"
"330","EA","EX14199914","Steel","L","European Metal Recycling Ltd","02954623","Active","01/01/2014","01/01/2014","Accredited Exporters","Sirius House WARRINGTON WA5 7NS","R4 Recycling/reclamation of metals and metal compounds"
"331","EA","EX142014158","Steel","L","Greenway Waste Recycling Limited","7281560","Active","04/07/2014","04/07/2014","Accredited Exporters","Recycling House TELFORD Shropshire TF1 5HW","R4 Recycling/reclamation of metals and metal compounds"
"332","EA","EX142006634","Steel","L","H Ripley & Co Ltd, New Haven","4868630","Active","01/01/2014","11/03/2014","Accredited Exporters","Apex Way HAILSHAM East Sussex BN27 3WA","R4 Recycling/reclamation of metals and metal compounds"
"333","EA","EX142009184","Steel","L","International Forest Products (UK)
Ltd","00743374","Active","01/01/2014","01/01/2014","Accredited Exporters","St. Anne's House NEWBURY Berkshire RG14 1JQ","R4 Recycling/reclamation of metals and metal compounds"
"334","EA","EX142009146","Steel","L","J. and A. Young (Leicester) Ltd","1222186","Active","01/01/2014","01/01/2014","Accredited Exporters","Cotton Way LOUGHBOROUGH Leicestershire LE11 5FJ","R4 Recycling/reclamation of metals and metal compounds"
"335","EA","EX142006667","Steel","L","McCarthy (UK) Ltd","3024621","Active","01/01/2014","01/01/2014","Accredited Exporters","McCarthy (U.K.) Ltd BUCKLAND NEWTON Dorset DT2 7BY","R4 Recycling/reclamation of metals and metal compounds"
"336","EA","EX14200124","Steel","L","Metal & Waste Recycling Limited","1031503","Active","01/01/2014","01/01/2014","Accredited Exporters","ALBERT WORKS LONDON LONDON N18 2PD","R4 Recycling/reclamation of metals and metal compounds"
"337","EA","EX142009172","Steel","L","Monoworld Ltd","4080642","Active","01/01/2014","01/01/2014","Accredited Exporters","Monoworld Business Park Sharnbrook Bedfordshire MK44 1NB","R4 Recycling/reclamation of metals and metal compounds"
"338","EA","EX142013183","Steel","L","Newport Recycling Ltd","2800814","Active","01/01/2014","01/01/2014","Accredited Exporters","Unit 3, Aston House NEWPORT Shropshire TF10 7NB","R4 Recycling/reclamation of metals and metal compounds"
"339","EA","EX142014145","Steel","S","PGP Polymer Limited","08314387","Active","17/04/2014","17/04/2014","Accredited Exporters","45-49 Rough Hey Road PRESTON Lancashire PR2 5AR","R4 Recycling/reclamation of metals and metal compounds"
"340","EA","EX142014137","Steel","L","Recycling Lives Limited","03783452","Active","27/03/2014","27/03/2014","Accredited Exporters","Recycling Lives Limited PRESTON Lancashire PR2 5BX","R4 Recycling/reclamation of metals and metal compounds"
"341","EA","EX142013107","Steel","L","Robert Gibbs (Contracting)
Company Ltd","2082145","Active","28/03/2014","28/03/2014","Accredited Exporters","Bridge Works HODDESDON Hertfordshire EN11 0EW","R4 Recycling/reclamation of metals and metal compounds"
"342","EA","EX142010130","Steel","L","Roydon Resource Recovery Ltd","3852634","Active","01/01/2014","01/01/2014","Accredited Exporters","Units 1 - 3 SWINTON Manchester M27 8LU","R4 Recycling/reclamation of metals and metal compounds"
"343","EA","EX14199923","Steel","L","S Norton & Co Ltd","1859428","Active","01/01/2014","01/01/2014","Accredited Exporters","Bankfield House LIVERPOOL Merseyside L20 8RQ","R4 Recycling/reclamation of metals and metal compounds"
"344","EA","EX142010152","Steel","L","Sackers Limited","01526052","Active","02/04/2014","02/04/2014","Accredited Exporters","Railway sidings IPSWICH Suffolk IP6 0JB","R4 Recycling/reclamation of metals and metal compounds"
"345","EA","EX142014116","Steel","S","Sun Recycling Ltd","05315322","Active","07/01/2014","07/01/2014","Accredited Exporters","Unit 17 MANCHESTER Lancashire M17 1EH","R4 Recycling/reclamation of metals and metal compounds"
"346","EA","EX142011108","Steel","S","Sunberg Ltd","03735771","Active","01/01/2014","01/01/2014","Accredited Exporters","CHURCHILL HOUSE HENDON LONDON NW4 4DJ","R4 Recycling/reclamation of metals and metal compounds"
"347","EA","EX142013160","Steel","L","UN GLOBAL TRADING LIMITED","7442777","Active","01/01/2014","01/01/2014","Accredited Exporters","VISTA CENTRE, 50 SALISBURY ROAD HOUNSLOW middlesex TW46JQ","R4 Recycling/reclamation of metals and metal compounds"
"348","EA","EX14199913","Steel","L","Unimetals Recycling (UK) Limited","3242331","Active","14/02/2014","14/02/2014","Accredited Exporters","Long Marston STRATFORD-UPON-AVON Warwickshire CV37 8AQ","R4 Recycling/reclamation of metals and metal compounds"
"349","EA","EX142005120","Steel","L","Valpak Recycling Ltd","04683865","Active","01/01/2014","01/01/2014","Accredited Exporters","Stratford Business Park STRATFORD-UPON-AVON Warwickshire CV37 7GW","R4 Recycling/reclamation of metals and metal compounds"
"350","EA","EX142009106","Steel","L","Viridor Resource Management Ltd","3649069","Active","01/01/2014","01/01/2014","Accredited Exporters","Ashford House Grenadier Road EXETER EX1 3LH","R4 Recycling/reclamation of metals and metal compounds"
"351","NRW","WX142014705","Steel","L","Ecogen Commodities Limited","09002868","Active","10/07/2014","10/07/2014","Accredited Exporters","THE MALTINGS CARDIFF SOUTH GLAMORGAN CF24 5EZ","R4 Recycling/reclamation of metals and metal compounds"
"352","NIEA","NX142005145","Steel","L","Clearway Ltd","NI 14852","Active","01/01/2014","01/01/2014","Accredited Exporters","East Twin Road BELFAST BT3 9EN","R4 Recycling/reclamation of metals and metal compounds"
"353","NIEA","NX142014105","Steel","L","Marton Logistics Ltd","NI603847","Active","03/06/2014","03/06/2014","Accredited Exporters","24 Tamary Road Mayobridge NEWRY Down BT34 2HW","R4 Recycling/reclamation of metals and metal compounds"
"354","NIEA","NX142009105","Steel","L","Re-Gen Limited","NI 44110","Active","01/01/2014","01/01/2014","Accredited Exporters","Unit 7 Shepherd's Drive, NEWRY Down BT35 6JQ","R4 Recycling/reclamation of metals and metal compounds"
"355","NIEA","NX142006150","Steel","L","T-Met Ltd","NI 36781","Active","01/01/2014","01/01/2014","Accredited Exporters","84 Armagh Road DUNGANNON Tyrone BT71 7JA","R4 Recycling/reclamation of metals and metal compounds"
"356","SEPA","SX1419990006","Steel","L","Christie & Son (Metal Merchants)
Ltd","SC68222","Cancelled","01/01/2014","01/02/2015","Accredited Exporters","Lobnitz Dock RENFREW PA4 8SY","R4 Recycling/reclamation of metals and metal compounds"
"357","SEPA","SX1419990008","Steel","L","John R Adam & Sons Limited","SC030140","Cancelled","01/01/2014","01/02/2015","Accredited Exporters","RIVERSIDE BERTH, GLASGOW G51 4SD","R4 Recycling/reclamation of metals and metal compounds"
"358","SEPA","SX1420050013","Steel","L","Robertson Metals Recycling Limited","SC105027","Cancelled","01/01/2014","01/02/2015","Accredited Exporters","Inverkeithing Scrap Terminal INVERKEITHING Fife KY11 1HL","R4 Recycling/reclamation of metals and metal compounds"
"359","SEPA","SX142013112","Steel","S","WRC Recycling","SC370000","Cancelled","01/01/2014","01/02/2015","Accredited Exporters","45 INCHINNAN Renfrew PA49RR","R4 Recycling/reclamation of metals and metal compounds"
"360","EA","EX142009108","Wood","L","McCarthy (UK) Ltd","3024621","Active","01/01/2014","01/01/2014","Accredited Exporters","McCarthy (U.K.) Ltd BUCKLAND NEWTON Dorset DT2 7BY","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"361","EA","EX142005118","Wood","L","Valpak Recycling Ltd","04683865","Active","01/01/2014","01/01/2014","Accredited Exporters","Stratford Business Park STRATFORD-UPON-AVON Warwickshire CV37 7GW","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
