no.,agency,accreditation_number,material_process,size*,accredited_organisation,reg._no.,status,active_date,last_changed,type,site_address,classification_of_operation
"110","EA","ER162012122","Plastic","L","JFC PLASTICS LTD (Runcorn)","1038712","Active","01/01/2016","01/01/2016","Accredited Reprocessors","JFC Plastics Ltd RUNCORN Cheshire WA7 1PH","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"111","EA","ER162016101","Plastic","L","KB Extruders Ltd","07533755","Active","01/01/2016","01/01/2016","Accredited Reprocessors","KB WORKS WESTWOOD ROAD BIRMINGHAM WEST MIDLANDS B6 7DU","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"112","EA","ER162006686","Plastic","L","Luxus Ltd","0834329","Active","01/01/2016","01/01/2016","Accredited Reprocessors","Belvoir Way LOUTH Lincolnshire LN11 0LQ","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"113","EA","ER162016105","Plastic","S","Lynx Recycling & Recovery Ltd","07287499","Active","01/01/2016","01/01/2016","Accredited Reprocessors","Lynx Recycling & Recovery Limited GRIMSBY Lincolnshire DN41 8DT","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"114","EA","ER162016134","Plastic","L","Monoworld Recycling Ltd","06320557","Active","24/03/2016","24/03/2016","Accredited Reprocessors","19-26 Sanders Lodge Industrial Estate RUSHDEN Northamptonshire NN10 6BQ","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"115","EA","ER162009124","Plastic","L","NDC Polipak Limited","03858503","Active","01/01/2016","01/01/2016","Accredited Reprocessors","NDC Polipak Ltd CRADLEY HEATH West Midlands B64 5RE","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"116","EA","ER162016123","Plastic","L","Newline Polymers","07919076","Active","01/01/2016","01/01/2016","Accredited Reprocessors","Unit 23 WASHINGTON Tyne & Wear NE37 3JD","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"117","EA","ER16199841","Plastic","L","Norpol Recycling Limited","3029134","Active","01/01/2016","01/01/2016","Accredited Reprocessors","NORPOL HOUSE NELSON LANCASHIRE BB9 7YG","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"118","EA","ER162013181","Plastic","L","Plasgran Ltd","3848053","Active","01/01/2016","01/01/2016","Accredited Reprocessors","Manea Road MARCH Cambridgeshire PE15 0PE","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"119","EA","ER162014164","Plastic","L","PLASRECYCLE LIMITED","07456989","Suspended","01/01/2016","26/07/2016","Accredited Reprocessors","Plasrecycle Limited LONDON SE28 0BQ (actual site 0BQ issued by PO) SE2 0BT","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"120","EA","ER162015152","Plastic","L","Plasticity (Worldwide) Ltd","09718415","Active","01/01/2016","01/01/2016","Accredited Reprocessors","Hangar No.1 LICHFIELD Staffordshire WS13 8EN","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"121","EA","ER162013199","Plastic","L","Plumb Polymers Ltd","03964655","Active","01/01/2016","01/01/2016","Accredited Reprocessors","505 Carlisle Street East SHEFFIELD South Yorkshire S4 8DT","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"122","EA","ER162013195","Plastic","L","Polypipe Ltd","01099323","Active","01/01/2016","28/07/2016","Accredited Reprocessors","Boston Rd Ind Est HORNCASTLE Lincs LN9 6JW","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"123","EA","ER16199842","Plastic","L","Preston Plastics Ltd","3377914","Active","01/01/2016","01/01/2016","Accredited Reprocessors","MOSS EDGE WORKS PRESTON LANCASHIRE PR3 6BN","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"124","EA","ER162004444","Plastic","L","Ravago Manufacturing UK Ltd","4789043","Active","01/01/2016","01/01/2016","Accredited Reprocessors","WEST BRIDGEWATER STREET LEIGH LANCASHIRE WN74HB","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"125","EA","ER162014130","Plastic","L","Recycled Plastics UK Ltd","06645314","Active","01/01/2016","01/01/2016","Accredited Reprocessors","Unit 1, Freeman Street, WOLVERHAMPTON West Midlands WV100ES","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"126","EA","ER162016122","Plastic","S","Recyplas Limited","07913278","Active","21/01/2016","21/01/2016","Accredited Reprocessors","UNIT 1 WIMBLINGTON CAMBRIDGESHIRE PE15 0QQ","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"127","EA","ER16199852","Plastic","L","Roydon Granulation Ltd","2908446","Active","01/01/2016","01/01/2016","Accredited Reprocessors","Unit F15 ST. HELENS Merseyside WA9 3NA","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"128","EA","ER162014106","Plastic","L","Roydon Group PLC","06890221","Active","01/01/2016","01/01/2016","Accredited Reprocessors","Units 1-3 Junction Eco Park SWINTON Manchester M27 8LU","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"129","EA","ER162005591","Plastic","L","Schutz UK Ltd","2347670","Active","01/01/2016","01/01/2016","Accredited Reprocessors","Claylands Avenue WORKSOP Notts S81 7BE","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"130","EA","ER162014114","Plastic","S","Skymark Packaging International
Ltd","2160777","Active","01/01/2016","01/01/2016","Accredited Reprocessors","Manners Avenue ILKESTON Derbyshire DE7 8EF","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"131","EA","ER162016146","Plastic","L","SUEZ Recycling and Recovery UK
Ltd","2291198","Active","26/07/2016","26/07/2016","Accredited Reprocessors","Bristol Resource Recovery Park AVONMOUTH Bristol BS11 8AQ","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"132","EA","ER162008107","Plastic","L","Viridor Polymer Recycling Ltd","5499464","Active","01/01/2016","01/01/2016","Accredited Reprocessors","Gerrard Place SKELMERSDALE Lancashire WN8 9SU","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"133","NRW","WR161998103","Plastic","L","British Polythene Limited","0350729","Active","01/01/2016","01/01/2016","Accredited Reprocessors","Maerdy Industrial Estate TREDEGAR Caerphilly NP22 5PY","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"134","NRW","WR162015702","Plastic","L","Roydon Bottle Recycling Ltd","08635446","Active","01/01/2016","01/01/2016","Accredited Reprocessors","Unit 1 Blackwood Business Park PONTLLANFRAITH Caerphilly NP12 2XH","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"135","NIEA","NR162012103","Plastic","L","Cherry Plastics","NI053648","Active","01/01/2016","01/01/2016","Accredited Reprocessors","Unit 5 Nutts Corner Business Park CRUMLIN Co Antrim BT29 4SR","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"136","SEPA","SR162013116","Plastic","S","Avanti Environmental Group Ltd","3476148","Cancelled","01/01/2016","01/02/2017","Accredited Reprocessors","Balquharn Farm ALVA Clackmannanshire FK12 5NZ","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"137","SEPA","SR1620050013","Plastic","L","Mainetti (UK) Ltd","SC170666","Cancelled","01/01/2016","01/02/2017","Accredited Reprocessors","Wrexham Industrial Estate WREXHAM WREXHAM LL13 0TS","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"138","EA","ER162016106","Steel","L","British Steel Limited","9438207","Active","01/01/2016","01/01/2016","Accredited Reprocessors","British Steel Limited SCUNTHORPE North Lincolnshire DN16 1XA","R4 Recycling/reclamation of metals and metal compounds"
"139","EA","ER162010159","Steel","L","ERVIN AMASTEEL","2830693","Active","01/01/2016","01/01/2016","Accredited Reprocessors","George Henry Road TIPTON West Midlands DY4 7BZ","R4 Recycling/reclamation of metals and metal compounds"
"140","EA","ER16199825","Steel","L","Tata Steel UK Ltd","2280000","Active","01/01/2016","01/01/2016","Accredited Reprocessors","1 Ramsden Road HEREFORD Herefordshire HR2 6LR","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"141","NRW","WR16199868","Steel","L","AMG Resources Ltd","1516685","Active","01/01/2016","01/01/2016","Accredited Reprocessors","Nevills Dock LLANELLI Carmarthen SA15 2HD","R4 Recycling/reclamation of metals and metal compounds"
"142","NRW","WR162004452","Steel","L","Celsa Manufacturing (UK) Ltd","04577881","Active","01/01/2016","01/01/2016","Accredited Reprocessors","Meltshop, Tremorfa Works CARDIFF Glamorgan CF24 5TH","R4 Recycling/reclamation of metals and metal compounds"
"143","NRW","WR16199870","Steel","L","Tata Steel UK Ltd","2280000","Active","01/01/2016","01/01/2016","Accredited Reprocessors","Tata Steel UK Ltd PORT TALBOT West Glamorgan SA13 2NG","R4 Recycling/reclamation of metals and metal compounds"
"144","EA","ER162009190","Wood","L","Arden Wood Shavings Limited","2592924","Active","01/01/2016","27/04/2016","Accredited Reprocessors","Arden Wood Shavings Ltd SOLIHULL B92 0LP","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"145","EA","ER162016136","Wood","L","Boden & Davies Ltd","00699015","Active","13/04/2016","13/04/2016","Accredited Reprocessors","Minshulls Farm ASTLEY Manchester M29 7JZ","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"146","EA","ER161998286","Wood","L","Egger (UK) Limited","2813369","Active","01/01/2016","01/01/2016","Accredited Reprocessors","Anick Grange Road HEXHAM Northumberland NE46 4JS","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"147","EA","ER162015109","Wood","L","Enva Wood Recycling Manchester
Ltd","7462747","Active","01/01/2016","01/01/2016","Accredited Reprocessors","Lumm Farm MANCHESTER M43 7LB","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"148","EA","ER162004466","Wood","L","Giffords Property Limited","2305307","Active","01/01/2016","01/01/2016","Accredited Reprocessors","Giffords Way WEST BROMWICH West Midlands B70 7JR","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"149","EA","ER161998262","Wood","L","Mendip Woodshavings Ltd","4158389","Active","01/01/2016","01/01/2016","Accredited Reprocessors","Charterhouse Factory BRISTOL Somerset BS40 7XS","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"150","EA","ER162014121","Wood","L","Norbord Europe Ltd","7886600","Active","01/01/2016","01/01/2016","Accredited Reprocessors","Nadder Lane SOUTH MOLTON Devon EX36 4HP","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"151","NRW","WR161998255","Wood","L","Kronospan Ltd","00981905","Active","01/01/2016","01/01/2016","Accredited Reprocessors","Kronospan Ltd CHIRK Wrexham LL14 5NT","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"152","NRW","WR161998294","Wood","S","Marlin Industries (Wrexham) Ltd","2831738","Active","01/01/2016","01/01/2016","Accredited Reprocessors","Davy Way WREXHAM WREXHAM LL12 0PG","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"153","NIEA","NR162007001","Wood","S","Eglinton (Timber Products) Ltd","NI019444","Active","01/01/2016","01/01/2016","Accredited Reprocessors","Eglinton (Timber Products) Ltd EGLINTON Co Londonderry BT47 3PY","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"154","SEPA","SR1620020017","Wood","L","Egger (Barony) Ltd","2813369","Cancelled","01/01/2016","01/02/2017","Accredited Reprocessors","Egger (UK) Ltd AUCHINLECK Ayrshire KA182LL","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"155","SEPA","SR1619980016","Wood","L","Enva Timber Recycling Limited","SC151345","Cancelled","01/01/2016","01/03/2017","Accredited Reprocessors","49 Burnbrae Rd, Linwood Industrial Estate LINWOOD RENFREWSHIRE PA3 3BD","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"156","SEPA","SR1619980015","Wood","L","West Fraser Europe Limited","7886600","Cancelled","01/01/2016","01/02/2017","Accredited Reprocessors","Norbord Limited COWIE Stirlingshire FK7 7BQ","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"157","EA","EX162014138","Aluminium","L","Alutrade Ltd","1806258","Active","01/01/2016","01/01/2016","Accredited Exporters","Langley Forge House OLDBURY West Midlands B69 4NH","R4 Recycling/reclamation of metals and metal compounds"
"158","EA","EX162015127","Aluminium","L","Blue Phoenix Ltd","03290431","Active","01/01/2016","01/01/2016","Accredited Exporters","1 Victoria Stables BOURNE Lincolnshire PE10 9JZ","R4 Recycling/reclamation of metals and metal compounds"
"159","EA","EX162015148","Aluminium","S","Britannia Beverages Ltd","07132261","Active","26/05/2016","26/05/2016","Accredited Exporters","Unit 3 LONDON London NW10 7RT","R4 Recycling/reclamation of metals and metal compounds"
"160","EA","EX162015144","Aluminium","L","Dartmouth Global Trading Co Ltd","03470689","Active","19/01/2016","19/01/2016","Accredited Exporters","Woodside Works DUDLEY DY2 0AF","R4 Recycling/reclamation of metals and metal compounds"
"161","EA","EX162015131","Aluminium","L","Day Group Ltd","0432417","Active","01/01/2016","01/01/2016","Accredited Exporters","Day Group Ltd BRENTFORD Middlesex TW8 9HF","R4 Recycling/reclamation of metals and metal compounds"
"162","EA","EX162010127","Aluminium","L","Donald Ward Ltd","1292288","Active","01/01/2016","01/01/2016","Accredited Exporters","Griffon Road ILKESTON Derbyshire DE7 4RF","R4 Recycling/reclamation of metals and metal compounds"
"163","EA","EX162014112","Aluminium","L","Ecosky Environmental Solutions Ltd","6850974","Active","01/01/2016","10/08/2016","Accredited Exporters","Davenport House LONDON E14 9RP","R4 Recycling/reclamation of metals and metal compounds"
"164","EA","EX162008125","Aluminium","L","Eurokey Recycling Ltd","03089592","Active","01/01/2016","01/01/2016","Accredited Exporters","Kelsall House TELFORD Shropshire TF3 3BD","R4 Recycling/reclamation of metals and metal compounds"
"165","EA","EX1619991","Aluminium","L","European Metal Recycling Ltd","02954623","Active","01/01/2016","01/01/2016","Accredited Exporters","Sirius House WARRINGTON WA5 7NS","R4 Recycling/reclamation of metals and metal compounds"
"166","EA","EX162016156","Aluminium","L","International Forest Products (UK)
Ltd","00743374","Active","13/09/2016","13/09/2016","Accredited Exporters","St. Anne's House NEWBURY Berkshire RG14 1JQ","R4 Recycling/reclamation of metals and metal compounds"
"167","EA","EX162016137","Aluminium","L","Johnsons Aggregates and Recycling
Ltd","4366658","Active","21/04/2016","02/11/2016","Accredited Exporters","Johnsons Aggregates and Recycling Ltd ILKESTON DERBYSHIRE DE7 4BG","R4 Recycling/reclamation of metals and metal compounds"
"168","EA","EX162016147","Aluminium","S","Lulworthco Ltd","06988892","Active","01/08/2016","01/08/2016","Accredited Exporters","Kingsley House CHELTENHAM Gloucestershire GL51 4TQ","R4 Recycling/reclamation of metals and metal compounds"
"169","EA","EX162006668","Aluminium","L","McCarthy (UK) Ltd","3024621","Active","01/01/2016","01/01/2016","Accredited Exporters","McCarthy (U.K.) Ltd BUCKLAND NEWTON Dorset DT2 7BY","R4 Recycling/reclamation of metals and metal compounds"
"170","EA","EX162009171","Aluminium","L","Monoworld Ltd","4080642","Active","01/01/2016","01/01/2016","Accredited Exporters","Monoworld Business Park Sharnbrook Bedfordshire MK44 1NB","R4 Recycling/reclamation of metals and metal compounds"
"171","EA","EX162015138","Aluminium","L","Monoworld Recycling Ltd","06320557","Active","01/01/2016","01/01/2016","Accredited Exporters","19-26 Sanders Lodge Industrial Estate RUSHDEN Northamptonshire NN10 6BQ","R4 Recycling/reclamation of metals and metal compounds"
"172","EA","EX162016130","Aluminium","L","Novelis UK Ltd","00279596","Active","17/03/2016","17/03/2016","Accredited Exporters","Latchford Locks Works WARRINGTON Cheshire WA4 1NN","R4 Recycling/reclamation of metals and metal compounds"
"173","EA","EX162016111","Aluminium","L","Oatley Resources Ltd","07924593","Active","01/01/2016","01/01/2016","Accredited Exporters","Unit 304 DARWEN Lancashire BB31AE","R4 Recycling/reclamation of metals and metal compounds"
"174","EA","EX162014136","Aluminium","L","Recycling Lives Limited","03783452","Active","01/01/2016","01/01/2016","Accredited Exporters","Recycling Lives Limited PRESTON Lancashire PR2 5BX","R4 Recycling/reclamation of metals and metal compounds"
"175","EA","EX162010129","Aluminium","L","Roydon Resource Recovery Ltd","3852634","Active","01/01/2016","16/03/2016","Accredited Exporters","Units 1 - 3 SWINTON Manchester M27 8LU","R4 Recycling/reclamation of metals and metal compounds"
"176","EA","EX162007785","Aluminium","L","S Norton & Co Ltd","1859428","Active","01/01/2016","01/01/2016","Accredited Exporters","Bankfield House LIVERPOOL Merseyside L20 8RQ","R4 Recycling/reclamation of metals and metal compounds"
"177","EA","EX162010151","Aluminium","L","Sackers Limited","01526052","Active","01/01/2016","01/01/2016","Accredited Exporters","Railway sidings IPSWICH Suffolk IP6 0JB","R4 Recycling/reclamation of metals and metal compounds"
"178","EA","EX162016113","Aluminium","L","Suez Recycling and Recovery UK
Ltd","2291198","Active","01/01/2016","01/01/2016","Accredited Exporters","SUEZ Recycling and Recovery UK Ltd MAIDENHEAD Berkshire SL61ES","R4 Recycling/reclamation of metals and metal compounds"
"179","EA","EX162010122","Aluminium","S","Tom Martin & Company Ltd","00990667","Active","01/01/2016","01/01/2016","Accredited Exporters","123 Seedlee Road, PRESTON Lancashire PR5 8AE","R4 Recycling/reclamation of metals and metal compounds"
"180","EA","EX162015150","Aluminium","S","Total Commodities Ltd","6407218","Active","08/04/2016","27/07/2016","Accredited Exporters","Devonshire House STANMORE Middlesex HA7 1JS","R4 Recycling/reclamation of metals and metal compounds"
"181","EA","EX162013159","Aluminium","L","UN GLOBAL TRADING LIMITED","7442777","Active","01/01/2016","01/01/2016","Accredited Exporters","VISTA CENTRE, 50 SALISBURY ROAD HOUNSLOW middlesex TW46JQ","R4 Recycling/reclamation of metals and metal compounds"
"182","EA","EX16200127","Aluminium","L","Unimetals Recycling (UK) Limited","3242331","Active","01/01/2016","01/01/2016","Accredited Exporters","Long Marston STRATFORD-UPON-AVON Warwickshire CV37 8AQ","R4 Recycling/reclamation of metals and metal compounds"
"183","EA","EX162005119","Aluminium","L","Valpak Recycling Ltd","04683865","Active","01/01/2016","01/01/2016","Accredited Exporters","Stratford Business Park STRATFORD-UPON-AVON Warwickshire CV37 7GW","R4 Recycling/reclamation of metals and metal compounds"
"184","EA","EX162009123","Aluminium","L","Viridor Resource Management Ltd","3649069","Active","01/01/2016","01/01/2016","Accredited Exporters","Ashford House Grenadier Road EXETER EX1 3LH","R4 Recycling/reclamation of metals and metal compounds"
"185","EA","EX162016149","Aluminium","S","West Recycling Ltd","05287553","Active","28/07/2016","28/07/2016","Accredited Exporters","Carlton House HIGHAM FERRERS Northamptonshire NN10 8BW","R4 Recycling/reclamation of metals and metal compounds"
"186","NRW","WX162015703","Aluminium","S","Reddy Pai Metals Limited","07858597","Active","01/01/2016","01/01/2016","Accredited Exporters","Regus 1 Capital Quarter CARDIFF CF10 4BQ","R4 Recycling/reclamation of metals and metal compounds"
"187","NRW","WX162016705","Aluminium","L","Swan Alloy UK Ltd","03221771","Active","11/03/2016","11/03/2016","Accredited Exporters","SWAN ALLOY UK LTD. SWANSEA SWANSEA SA5 4SF","R4 Recycling/reclamation of metals and metal compounds"
"188","NIEA","NX162009104","Aluminium","L","Re-Gen Limited","NI 44110","Active","01/01/2016","01/01/2016","Accredited Exporters","Unit 7 Shepherd's Drive, NEWRY Down BT35 6JQ","R4 Recycling/reclamation of metals and metal compounds"
"189","SEPA","SX1619990001","Aluminium","L","John R Adam & Sons Limited","SC030140","Cancelled","01/01/2016","01/02/2017","Accredited Exporters","RIVERSIDE BERTH, GLASGOW G51 4SD","R4 Recycling/reclamation of metals and metal compounds"
"190","SEPA","SX162014101","Aluminium","L","Robertson Metals Recycling Limited","SC105027","Cancelled","22/01/2016","01/02/2017","Accredited Exporters","Inverkeithing Scrap Terminal INVERKEITHING Fife KY11 1HL","R4 Recycling/reclamation of metals and metal compounds"
"191","SEPA","SX162013111","Aluminium","S","WRC Recycling","SC370000","Cancelled","01/01/2016","01/02/2017","Accredited Exporters","45 INCHINNAN Renfrew PA49RR","R4 Recycling/reclamation of metals and metal compounds"
"192","EA","EX162015122","EfW","L","Andusia Recovered Fuels Ltd","7957675","Active","01/01/2016","28/04/2016","Accredited Exporters","The Townhouse HERTFORD Herts SG14 1AJ","R1 Use principally as a fuel or other means to generate energy"
"193","EA","EX162015149","EfW","L","Biffa Waste Services Ltd","00946107","Active","26/01/2016","26/01/2016","Accredited Exporters","Coronation Road HIGH WYCOMBE Buckinghamshire HP12 3TZ","R1 Use principally as a fuel or other means to generate energy"
"194","EA","EX162016150","EfW","L","FCC Recycling (UK) Ltd","2674166","Active","10/08/2016","10/08/2016","Accredited Exporters","Ground Floor West NORTHAMPTON Northamptonshire NN4 7RG","R1 Use principally as a fuel or other means to generate energy"
"195","EA","EX162014123","EfW","L","Suez Recycling and Recovery UK
Ltd","2291198","Active","01/01/2016","01/01/2016","Accredited Exporters","SUEZ Recycling and Recovery UK Ltd MAIDENHEAD Berkshire SL61ES","R1 Use principally as a fuel or other means to generate energy"
"196","NIEA","NX162014101","EfW","L","Re-Gen Limited","NI 44110","Active","01/01/2016","01/01/2016","Accredited Exporters","Unit 7 Shepherd's Drive, NEWRY Down BT35 6JQ","R1 Use principally as a fuel or other means to generate energy"
"197","EA","EX162016151","Glass Other","S","Recresco Ltd (3)","4066165","Active","15/08/2016","15/08/2016","Accredited Exporters","Recresco Ltd KIRKBY-IN-ASHFIELD Nottinghamshire NG17 8AP","R5 Recycling/reclamation of other inorganic materials"
"198","NIEA","NX162016104","Glass Other","S","Bryson Recycling","NI 1315","Active","22/06/2016","22/06/2016","Accredited Exporters","Belfast Road MALLUSK Antrim BT36 4FS","R5 Recycling/reclamation of other inorganic materials"
"199","NIEA","NX162013108","Glass Other","L","RecyCo","NI049526","Active","01/01/2016","01/01/2016","Accredited Exporters","89 Barony Road OMAGH Co Tyrone BT79 7QG","R5 Recycling/reclamation of other inorganic materials"
"200","NIEA","NX162013103","Glass Other","L","Re-Gen Limited","NI 44110","Active","01/01/2016","01/01/2016","Accredited Exporters","Unit 7 Shepherd's Drive, NEWRY Down BT35 6JQ","R5 Recycling/reclamation of other inorganic materials"
"201","EA","EX162013177","Glass Re-melt","L","Biffa Waste Services Ltd","00946107","Active","26/01/2016","26/01/2016","Accredited Exporters","Coronation Road HIGH WYCOMBE Buckinghamshire HP12 3TZ","R5 Recycling/reclamation of other inorganic materials"
"202","EA","EX162016157","Glass Re-melt","L","Clearpoint Recycling Ltd","8027964","Active","30/09/2016","30/09/2016","Accredited Exporters","12 Haywra Street HARROGATE North Yorkshire HG1 5BJ","R5 Recycling/reclamation of other inorganic materials"
"203","EA","EX162013132","Glass Re-melt","L","Day Group Ltd","00432417","Active","01/01/2016","01/01/2016","Accredited Exporters","Transport Avenue BRENTFORD Middlesex TW8 9HF","R5 Recycling/reclamation of other inorganic materials"
"204","EA","EX162013150","Glass Re-melt","S","Glass Recycling (UK) Ltd","1169515","Active","01/01/2016","01/01/2016","Accredited Exporters","418 carlton road BARNSLEY south yorks S71 3HX","R5 Recycling/reclamation of other inorganic materials"
"205","EA","EX162013161","Glass Re-melt","L","INGS ENVIRONMENTAL LIMITED","7858230","Active","01/01/2016","01/01/2016","Accredited Exporters","Kingslodge FAIRBURN NorthYorkshire WF11 9JA","R5 Recycling/reclamation of other inorganic materials"
"206","EA","EX162013137","Glass Re-melt","L","McCarthy (UK) Ltd","3024621","Active","01/01/2016","01/01/2016","Accredited Exporters","McCarthy (U.K.) Ltd BUCKLAND NEWTON Dorset DT2 7BY","R5 Recycling/reclamation of other inorganic materials"
"207","EA","EX162015107","Glass Re-melt","L","Recresco Ltd (3)","4066165","Active","01/01/2016","01/01/2016","Accredited Exporters","Recresco Ltd KIRKBY-IN-ASHFIELD Nottinghamshire NG17 8AP","R5 Recycling/reclamation of other inorganic materials"
"208","EA","EX162015104","Glass Re-melt","S","Remondis Plastics Recycling UK Ltd","9223417","Active","01/01/2016","01/01/2016","Accredited Exporters","Rhenus Logistics MANCHESTER Greater Manchester M307RF","R5 Recycling/reclamation of other inorganic materials"
"209","EA","EX162013158","Glass Re-melt","L","Silica Developments Ltd","07892545","Active","01/01/2016","01/01/2016","Accredited Exporters","4 TROWBRIDGE Wiltshire BA14 9BD","R5 Recycling/reclamation of other inorganic materials"
"210","EA","EX162014125","Glass Re-melt","L","Suez Recycling and Recovery UK
Ltd","2291198","Active","01/01/2016","01/01/2016","Accredited Exporters","SUEZ Recycling and Recovery UK Ltd MAIDENHEAD Berkshire SL61ES","R5 Recycling/reclamation of other inorganic materials"
"211","EA","EX162013147","Glass Re-melt","L","URM UK Ltd t/a Berryman","4084246","Active","01/01/2016","01/01/2016","Accredited Exporters","Lidgate Crescent SOUTH KIRKBY West Yorkshire WF9 3NR","R5 Recycling/reclamation of other inorganic materials"
"212","EA","EX162013148","Glass Re-melt","L","Valpak Recycling Ltd","04683865","Active","01/01/2016","01/01/2016","Accredited Exporters","Stratford Business Park STRATFORD-UPON-AVON Warwickshire CV37 7GW","R5 Recycling/reclamation of other inorganic materials"
"213","EA","EX162015125","Glass Re-melt","L","Veolia ES (UK) Ltd","02481991","Active","01/01/2016","01/01/2016","Accredited Exporters","Kingswood House CANNOCK Staffordshire WS11 8JP","R5 Recycling/reclamation of other inorganic materials"
"214","EA","EX162013184","Glass Re-melt","L","Viridor Resource Management Ltd","3649069","Active","01/01/2016","01/01/2016","Accredited Exporters","Ashford House Grenadier Road EXETER EX1 3LH","R5 Recycling/reclamation of other inorganic materials"
"215","NRW","WX162016702","Glass Re-melt","L","Glass Tech Recycling Ltd","07479819","Active","01/01/2016","01/01/2016","Accredited Exporters","Roberts Road SWANSEA City & County of Swansea SA1 1QR","R5 Recycling/reclamation of other inorganic materials"
"216","NIEA","NX162013107","Glass Re-melt","L","RecyCo","NI049526","Active","01/01/2016","01/01/2016","Accredited Exporters","89 Barony Road OMAGH Co Tyrone BT79 7QG","R5 Recycling/reclamation of other inorganic materials"
"217","NIEA","NX162013102","Glass Re-melt","L","Re-Gen Limited","NI 44110","Active","01/01/2016","01/01/2016","Accredited Exporters","Unit 7 Shepherd's Drive, NEWRY Down BT35 6JQ","R5 Recycling/reclamation of other inorganic materials"
"218","SEPA","SX162014104","Glass Re-melt","L","MKD32 Limited","08342873","Cancelled","20/01/2016","01/02/2017","Accredited Exporters","321 Aikenhead Road GLASGOW G42 0PE","R5 Recycling/reclamation of other inorganic materials"
"219","EA","EX162009213","Paper/board","L","Cycle Link (UK) Limited","6903278","Active","01/01/2016","01/01/2016","Accredited Exporters","6 LORDS COURT BASILDON United Kingdom SS13 1SS","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"220","EA","EX162016131","Paper/board","S","Ekman Recycling Ltd","05102386","Active","22/03/2016","22/03/2016","Accredited Exporters","10th Floor, Hyde House LONDON London NW9 6LH","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
