no.,agency,accreditation_number,material_process,size*,accredited_organisation,reg._no.,status,active_date,last_changed,type,site_address,classification_of_operation
"16","NRW","WR182014707","EfW","L","Viridor Resource Management
Limited","0575069","Active","01/01/2018","01/01/2018","Accredited Reprocessors","TRIDENT PARK EfW CARDIFF CF24 5EN","R1 Use principally as a fuel or other means to generate energy"
"17","NIEA","NR182007006","EfW","S","Eglinton (Timber Products) Ltd","NI019444","Active","01/01/2018","01/01/2018","Accredited Reprocessors","Eglinton (Timber Products) Ltd EGLINTON Co Londonderry BT47 3PY","R1 Use principally as a fuel or other means to generate energy"
"18","EA","ER182014107","Glass Other","L","Brinklow Quarry","","Active","01/01/2018","01/01/2018","Accredited Reprocessors","Highwood Farm RUGBY Warwickshire CV23 0NJ","R5 Recycling/reclamation of other inorganic materials"
"19","EA","ER182013135","Glass Other","L","Day Group Ltd","00432417","Active","05/01/2018","05/01/2018","Accredited Reprocessors","Transport Avenue BRENTFORD Middlesex TW8 9HF","R5 Recycling/reclamation of other inorganic materials"
"20","EA","ER182013149","Glass Other","L","Glass Recycling (UK) Ltd","1169515","Active","01/01/2018","01/01/2018","Accredited Reprocessors","418 carlton road BARNSLEY south yorks S71 3HX","R5 Recycling/reclamation of other inorganic materials"
"21","EA","ER182013153","Glass Other","L","Green Future Recycling Ltd","4505243","Active","01/01/2018","01/01/2018","Accredited Reprocessors","Old Brickworks Site BLACKPOOL Lancs FY4 5JX","R5 Recycling/reclamation of other inorganic materials"
"22","EA","ER182014131","Glass Other","L","J. A . Jackson Contractors (Preston)
Ltd","0905981","Active","01/01/2018","27/04/2018","Accredited Reprocessors","BRADLEYS SANDPIT PRESTON LANCS PR4 0AP","R5 Recycling/reclamation of other inorganic materials"
"23","EA","ER182017124","Glass Other","L","NRS Waste Management Services
Ltd","06730643","Active","01/01/2018","01/01/2018","Accredited Reprocessors","Birmingham Road COVENTRY WARKS CV7 7JS","R5 Recycling/reclamation of other inorganic materials"
"24","EA","ER182013144","Glass Other","L","Recresco Ltd (3)","4066165","Active","01/01/2018","01/01/2018","Accredited Reprocessors","Recresco Ltd KIRKBY-IN-ASHFIELD Nottinghamshire NG17 8AP","R5 Recycling/reclamation of other inorganic materials"
"25","EA","ER182014151","Glass Other","L","Stacey Processing Ltd","4446433","Active","23/04/2018","23/04/2018","Accredited Reprocessors","Ryder Point Works MATLOCK Derbyshire DE4 4HE","R5 Recycling/reclamation of other inorganic materials"
"26","EA","ER182018128","Glass Other","L","Tetron Welbeck LLP","OC366746","Active","27/04/2018","27/04/2018","Accredited Reprocessors","Welbeck Colliery Waste facility MEDEN VALE Notts NG20 9PU","R5 Recycling/reclamation of other inorganic materials"
"27","EA","ER182016155","Glass Other","L","Thomas Bros Ltd","04540471","Active","01/01/2018","01/01/2018","Accredited Reprocessors","Cainhoe Quarry SHEFFORD Bedfordshire SG17 5PJ","R5 Recycling/reclamation of other inorganic materials"
"28","EA","ER182013146","Glass Other","L","URM UK Ltd t/a Berryman","4084246","Active","01/01/2018","01/01/2018","Accredited Reprocessors","Lidgate Crescent SOUTH KIRKBY West Yorkshire WF9 3NR","R5 Recycling/reclamation of other inorganic materials"
"29","EA","ER182017128","Glass Other","L","URM UK Ltd t/a Berryman","4084246","Active","01/01/2018","01/01/2018","Accredited Reprocessors","46c TILBURY Essex RM18 7EH","R5 Recycling/reclamation of other inorganic materials"
"30","EA","ER182013113","Glass Other","L","Viridor Waste Management Ltd","0575069","Active","01/01/2018","01/01/2018","Accredited Reprocessors","SALMON PASTURES SHEFFIELD YORKSHIRE S4 7WT","R5 Recycling/reclamation of other inorganic materials"
"31","EA","ER182013119","Glass Other","L","Viridor Waste Management Ltd","0575069","Active","01/01/2018","01/01/2018","Accredited Reprocessors","FORD MRF ARUNDEL WEST SUSSEX BN18 0FL","R5 Recycling/reclamation of other inorganic materials"
"32","EA","ER182013129","Glass Other","L","Viridor Waste Management Ltd","00575069","Active","01/01/2018","01/01/2018","Accredited Reprocessors","Crayford Materials Recycling Facility DARTFORD Kent DA1 4HQ","R5 Recycling/reclamation of other inorganic materials"
"33","EA","ER182013164","Glass Other","L","Ward Recycling Limited","4373217","Active","03/01/2018","03/01/2018","Accredited Reprocessors","Ward Recycling Limited MIDDLESBROUGH Cleveland TS6 6TX","R5 Recycling/reclamation of other inorganic materials"
"34","NRW","WR182013151","Glass Other","L","Glass Tech Recycling Ltd","07479819","Active","01/01/2018","01/01/2018","Accredited Reprocessors","Roberts Road SWANSEA City & County of Swansea SA1 1QR","R5 Recycling/reclamation of other inorganic materials"
"35","NRW","WR182013142","Glass Other","L","Recresco Limited - Cwmbran","4066165","Active","01/01/2018","01/01/2018","Accredited Reprocessors","Recresco Limited CWMBRAN Torfaen NP44 5BE","R5 Recycling/reclamation of other inorganic materials"
"36","NIEA","NR182013106","Glass Other","L","Enva Northern Ireland Ltd","NI017996","Active","01/01/2018","01/01/2018","Accredited Reprocessors","52 Creagh Road TOOMEBRIDGE Antrim BT413SE","R5 Recycling/reclamation of other inorganic materials"
"37","NIEA","NR182018106","Glass Other","S","RecyCo","NI049526","Active","18/06/2018","18/06/2018","Accredited Reprocessors","89 Barony Road OMAGH Co Tyrone BT79 7QG","R5 Recycling/reclamation of other inorganic materials"
"38","NIEA","NR182013105","Glass Other","L","Re-Gen Limited","NI 44110","Active","01/01/2018","01/01/2018","Accredited Reprocessors","Unit 7 Shepherd's Drive, NEWRY Down BT35 6JQ","R5 Recycling/reclamation of other inorganic materials"
"39","NIEA","NR182016102","Glass Other","S","T&J Recycling T/A Barrett Recycling","NI611006","Active","01/01/2018","01/01/2018","Accredited Reprocessors","128 Eglish Rd DUNGANNON Tyrone BT701LB","R5 Recycling/reclamation of other inorganic materials"
"40","SEPA","SR182016102","Glass Other","L","Allglass Reprocessors (UK) Limited","SC226505","Cancelled","01/01/2018","01/02/2019","Accredited Reprocessors","Allglass Reprocessors (UK) Ltd LINWOOD Renfrewshire PA3 3BD","R5 Recycling/reclamation of other inorganic materials"
"41","SEPA","SR182018101","Glass Other","L","DDH Reprocessing Limited","SC594694","Active","18/07/2018","18/07/2018","Accredited Reprocessors","Eastquoys TWATT Orkney KW17 2JH","R5 Recycling/reclamation of other inorganic materials"
"42","SEPA","SR182014103","Glass Other","L","Dryden Aqua Ltd","SC072700","Cancelled","01/01/2018","01/02/2019","Accredited Reprocessors","Butlerfield Industrial Estate BONNYRIGG Midlothian EH19 3JQ","R5 Recycling/reclamation of other inorganic materials"
"43","SEPA","SR182017103","Glass Other","S","Shetland Precast and Groudworks
Limited","SC556207","Cancelled","06/03/2018","01/02/2019","Accredited Reprocessors","unit 3 CUNNINGSBURGH shetland ZE2 9HB","R5 Recycling/reclamation of other inorganic materials"
"44","SEPA","SR182015102","Glass Other","L","Viridor Waste Management Limited","0575069","Cancelled","01/01/2018","01/02/2019","Accredited Reprocessors","Mossband Farm NEWHOUSE Lanarkshire ML1 5ST","R5 Recycling/reclamation of other inorganic materials"
"45","EA","ER182013126","Glass Re-melt","L","Ardagh Glass Limited","00567801","Active","01/01/2018","01/01/2018","Accredited Reprocessors","Doncaster Plant DONCASTER South Yorkshire DN2 4RH","R5 Recycling/reclamation of other inorganic materials"
"46","EA","ER182013127","Glass Re-melt","L","Ardagh Glass Limited","00567801","Active","01/01/2018","01/01/2018","Accredited Reprocessors","BARNSLEY PLANT BARNSLEY South Yorkshire S71 2QG","R5 Recycling/reclamation of other inorganic materials"
"47","EA","ER182013128","Glass Re-melt","L","Ardagh Glass Limited","00567801","Active","01/01/2018","01/01/2018","Accredited Reprocessors","Knottingley Plant KNOTTINGLEY West Yorkshire WF11 0HP","R5 Recycling/reclamation of other inorganic materials"
"48","EA","ER182013109","Glass Re-melt","L","Beatson Clark Limited","00110186","Active","01/01/2018","01/01/2018","Accredited Reprocessors","The Glassworks ROTHERHAM South Yorkshire S60 1TZ","R5 Recycling/reclamation of other inorganic materials"
"49","EA","ER182013154","Glass Re-melt","L","Encirc Limited","NI 30990","Active","01/01/2018","01/01/2018","Accredited Reprocessors","Encirc Business Park ELTON Cheshire CH2 4LF","R5 Recycling/reclamation of other inorganic materials"
"50","EA","ER182015121","Glass Re-melt","L","Glass Recycling (UK) Ltd","1169515","Active","01/01/2018","01/01/2018","Accredited Reprocessors","418 carlton road BARNSLEY south yorks S71 3HX","R5 Recycling/reclamation of other inorganic materials"
"51","EA","ER182013118","Glass Re-melt","S","Knauf Insulation Ltd","1926842","Active","14/02/2018","14/02/2018","Accredited Reprocessors","Kanuf Insulation ST HELENS Merseyside WA10 3LZ","R5 Recycling/reclamation of other inorganic materials"
"52","EA","ER182013136","Glass Re-melt","S","O-I Glass Ltd","00526983","Active","01/01/2018","01/01/2018","Accredited Reprocessors","Edinburgh Way HARLOW Essex CM20 2UG","R5 Recycling/reclamation of other inorganic materials"
"53","EA","ER182015106","Glass Re-melt","L","Recresco Ltd (3)","4066165","Active","01/01/2018","01/01/2018","Accredited Reprocessors","Recresco Ltd KIRKBY-IN-ASHFIELD Nottinghamshire NG17 8AP","R5 Recycling/reclamation of other inorganic materials"
"54","EA","ER182013163","Glass Re-melt","S","Recycled Glass Company Ltd","4577696","Active","01/01/2018","01/01/2018","Accredited Reprocessors","Unit 1 HIGHBRIDGE Somerset TA9 4AG","R5 Recycling/reclamation of other inorganic materials"
"55","EA","ER182013155","Glass Re-melt","L","Stoelzle Flaconnage Limited","2973822","Active","01/01/2018","01/01/2018","Accredited Reprocessors","Stoelzle Flaconnage Limited KNOTTINGLEY West Yorkshire WF11 8AP","R5 Recycling/reclamation of other inorganic materials"
"56","EA","ER182016162","Glass Re-melt","L","URM (UK) Ltd t/a Berrymans","4084246","Active","01/01/2018","01/01/2018","Accredited Reprocessors","BARNBY DUN ROAD DONCASTER SOUTH YORKSHIRE DN2 4RH","R5 Recycling/reclamation of other inorganic materials"
"57","EA","ER182015124","Glass Re-melt","L","URM UK Ltd t/a Berryman","4084246","Active","01/01/2018","01/01/2018","Accredited Reprocessors","Lidgate Crescent SOUTH KIRKBY West Yorkshire WF9 3NR","R5 Recycling/reclamation of other inorganic materials"
"58","EA","ER182017127","Glass Re-melt","L","URM UK Ltd t/a Berryman","4084246","Active","01/01/2018","01/01/2018","Accredited Reprocessors","46c TILBURY Essex RM18 7EH","R5 Recycling/reclamation of other inorganic materials"
"59","EA","ER182016161","Glass Re-melt","L","URM UK Ltd T/A Berrymans","4084246","Active","01/01/2018","01/01/2018","Accredited Reprocessors","Headlands Lane KNOTTINGLEY WEST YORKSHIRE WF11 0HP","R5 Recycling/reclamation of other inorganic materials"
"60","EA","ER182017132","Glass Re-melt","L","Veolia ES (UK) Ltd","02481991","Active","01/01/2018","01/01/2018","Accredited Reprocessors","Alexandra Warehouse ST HELENS WA10 3LR","R5 Recycling/reclamation of other inorganic materials"
"61","EA","ER182013121","Glass Re-melt","S","Verallia UK Ltd","3846688","Active","01/01/2018","01/01/2018","Accredited Reprocessors","Fernley Green Road KNOTTINGLEY West Yorkshire WF11 8DJ","R5 Recycling/reclamation of other inorganic materials"
"62","EA","ER182013122","Glass Re-melt","S","Verallia UK Ltd","3846688","Active","01/01/2018","01/01/2018","Accredited Reprocessors","South Accommodation Road LEEDS West Yorkshire LS10 1NQ","R5 Recycling/reclamation of other inorganic materials"
"63","EA","ER182016126","Glass Re-melt","L","Viridor Waste Management Ltd","0575069","Active","01/01/2018","01/01/2018","Accredited Reprocessors","SALMON PASTURES SHEFFIELD YORKSHIRE S4 7WT","R5 Recycling/reclamation of other inorganic materials"
"64","EA","ER182014167","Glass Re-melt","S","Vitromite Ltd","08783711","Active","15/01/2018","15/01/2018","Accredited Reprocessors","H4 Former RAF Coltishall Badersfield Scottow NORWICH Norfolk NR105AJ","R5 Recycling/reclamation of other inorganic materials"
"65","NRW","WR182016701","Glass Re-melt","L","Glass Tech Recycling Ltd","07479819","Active","01/01/2018","01/01/2018","Accredited Reprocessors","Roberts Road SWANSEA City & County of Swansea SA1 1QR","R5 Recycling/reclamation of other inorganic materials"
"66","NRW","WR182013111","Glass Re-melt","S","Knauf Insulation Ltd","1926842","Active","01/01/2018","01/01/2018","Accredited Reprocessors","KNAUF INSULATION LTD CWMBRAN TORFAEN NP44 2YQ","R5 Recycling/reclamation of other inorganic materials"
"67","NRW","WR182015701","Glass Re-melt","L","Recresco Limited - Cwmbran","4066165","Active","01/01/2018","01/01/2018","Accredited Reprocessors","Recresco Limited CWMBRAN Torfaen NP44 5BE","R5 Recycling/reclamation of other inorganic materials"
"68","NIEA","NR182013104","Glass Re-melt","L","Encirc Ltd","NI 30990","Active","01/01/2018","01/01/2018","Accredited Reprocessors","11 Gortahurk Road DERRYLIN Fermanagh BT92 9DD","R5 Recycling/reclamation of other inorganic materials"
"69","SEPA","SR182016101","Glass Re-melt","L","Allglass Reprocessors (UK) Limited","SC226505","Cancelled","01/01/2018","01/02/2019","Accredited Reprocessors","Allglass Reprocessors (UK) Ltd LINWOOD Renfrewshire PA3 3BD","R5 Recycling/reclamation of other inorganic materials"
"70","SEPA","SR182013103","Glass Re-melt","L","Ardagh Glass Ltd","00567801","Cancelled","01/01/2018","01/02/2019","Accredited Reprocessors","Irvine Plant IRVINE KA12 8JA","R5 Recycling/reclamation of other inorganic materials"
"71","SEPA","SR182014102","Glass Re-melt","L","Dryden Aqua Ltd","SC072700","Cancelled","01/01/2018","01/02/2019","Accredited Reprocessors","Butlerfield Industrial Estate BONNYRIGG Midlothian EH19 3JQ","R5 Recycling/reclamation of other inorganic materials"
"72","SEPA","SR182013101","Glass Re-melt","L","O-I Glass Ltd","00526983","Cancelled","01/01/2018","01/02/2019","Accredited Reprocessors","Glasshouse Loan ALLOA Clackmannanshire FK10 1PD","R5 Recycling/reclamation of other inorganic materials"
"73","SEPA","SR182016103","Glass Re-melt","L","Viridor Waste Management Limited","0575069","Cancelled","01/01/2018","01/02/2019","Accredited Reprocessors","Mossband Farm NEWHOUSE Lanarkshire ML1 5ST","R5 Recycling/reclamation of other inorganic materials"
"74","EA","ER18199864","Paper/board","L","DS Smith Paper Limited","00058614","Active","01/01/2018","01/01/2018","Accredited Reprocessors","DS SMITH PAPER LTD STTTINGBOURNE KENT ME10 2TD","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"75","EA","ER181998133","Paper/board","L","Preston Board & Packaging Ltd","1567779","Active","01/01/2018","01/01/2018","Accredited Reprocessors","Romiley Board Mill STOCKPORT Cheshire SK6 4DZ","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"76","EA","ER182011114","Paper/board","L","SAICA Paper UK Ltd","06569569","Active","01/01/2018","01/01/2018","Accredited Reprocessors","144 Manchester Road MANCHESTER M31 4QN","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"77","EA","ER1819988","Paper/board","L","Smurfit Kappa UK Ltd","1017013","Active","01/01/2018","01/01/2018","Accredited Reprocessors","Smurfit Kappa SSK Ltd BIRMINGHAM B7 5RE","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"78","EA","ER182015111","Paper/board","L","Smurfit Kappa UK Ltd","1017013","Active","01/01/2018","01/01/2018","Accredited Reprocessors","The Mill SNODLAND Kent ME6 5AX","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"79","EA","ER18199890","Paper/board","L","Sonoco Cores and Paper Ltd","5133800","Active","01/01/2018","01/01/2018","Accredited Reprocessors","Sonoco Board Mills STAINLAND West Yorkshire HX4 9PY","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"80","NRW","WR181998205","Paper/board","L","UPM Kymmene (UK) Ltd","SC102969","Active","01/01/2018","01/01/2018","Accredited Reprocessors","Weighbridge Road DEESIDE Flintshire CH5 2LL","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"81","NIEA","NR182018104","Paper/board","L","Huhtamaki (Lurgan) Limited","NI001006","Active","29/05/2018","29/05/2018","Accredited Reprocessors","Inn Road LURGAN Armagh BT66 7JN","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"82","EA","ER182018143","Plastic","L","All Express Industry Ltd","6672341","Active","25/07/2018","25/07/2018","Accredited Reprocessors","UNIT 11, BAYS 1 &2 BIRMINGHAM uk B64 5QT","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"83","EA","ER181998142","Plastic","S","Alpha Polymers Ltd","1543079","Active","19/02/2018","19/02/2018","Accredited Reprocessors","1 Costain Street LIVERPOOL Merseyside L20 8QJ","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"84","EA","ER182018119","Plastic","L","Associated Polymer Resources","00000000","Active","02/02/2018","02/02/2018","Accredited Reprocessors","Bay 7 and 8 EASTLEIGH Hampshire SO5O 5AD","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"85","EA","ER182013191","Plastic","L","Avanti Environmental Group Ltd","3476148","Active","01/01/2018","01/01/2018","Accredited Reprocessors","Avanti Environmetal Group Limited KNOWSLEY Merseyside L33 7UF","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"86","EA","ER182016143","Plastic","L","B S Plastics Ltd","09350237","Active","01/01/2018","01/01/2018","Accredited Reprocessors","52 CHURCH ROAD BIRMINGHAM WEST MIDLANDS B42 2LB","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"87","EA","ER181998221","Plastic","L","Biffa (WES) Limited (REDCAR)","2729607","Active","01/01/2018","01/01/2018","Accredited Reprocessors","WES Building REDCAR Cleveland TS10 4RG","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"88","EA","ER182011103","Plastic","L","Brightgreen Plastics Ltd","7289595","Active","01/01/2018","01/01/2018","Accredited Reprocessors","ALLERTON BYWATER BUSINESS PARK CASTLEFORD WEST YORKS WF10 2AL","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"89","EA","ER18199873","Plastic","L","British Polythene Limited","0350729","Active","01/01/2018","01/01/2018","Accredited Reprocessors","BPI Recycled Products STROUD Gloucestershire GL5 3QF","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"90","EA","ER18199871","Plastic","L","British Polythene Ltd","0350729","Active","01/01/2018","01/01/2018","Accredited Reprocessors","BPI Recycled Products HEANOR Derbyshire DE75 7RG","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"91","EA","ER18199854","Plastic","L","Centriforce Products Ltd","3347875","Active","01/01/2018","13/03/2018","Accredited Reprocessors","Errington Works LIVERPOOL Merseyside L20 8EE","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"92","EA","ER18199819","Plastic","L","Chase Plastics Ltd","1593735","Active","01/01/2018","01/01/2018","Accredited Reprocessors","Mile End Works BRANDON Suffolk IP27 0NE","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"93","EA","ER182016160","Plastic","L","Clean Tech UK Ltd","10445078","Active","01/01/2018","01/01/2018","Accredited Reprocessors","Hemswell Business Park HEMSWELL Lincolnshire DN21 5TU","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"94","EA","ER18199829","Plastic","S","Coveris Flexibles (Gainsborough)
UK Ltd (T/A Coveris Winsford)","04786458","Active","01/01/2018","01/01/2018","Accredited Reprocessors","Coveris Flexibles (Gainsborough) UK Ltd (T/A Coveris Winsford) WINSFORD Cheshire CW7 3RD","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"95","EA","ER181998228","Plastic","S","Coveris Flexibles (Louth) UK Ltd","00815053","Cancelled","01/01/2018","26/11/2018","Accredited Reprocessors","101 brackenborough road LOUTH LINCS LN11 0AX","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"96","EA","ER182017116","Plastic","S","Derek Lambert Polythene Ltd","1915346","Active","30/04/2018","30/04/2018","Accredited Reprocessors","derek lambert polythene ltd BINGLEY west yorkshire BD16 2RD","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"97","EA","ER182014152","Plastic","L","Echo Packaging Ltd","02717201","Active","01/01/2018","01/01/2018","Accredited Reprocessors","Sondes Road CORBY Northamptonshire NN17 5XL","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"98","EA","ER182013198","Plastic","L","Enva Plastics Ltd","04975936","Active","01/01/2018","01/01/2018","Accredited Reprocessors","SOUTH FEN ROAD BOURNE LINCS PE10 0DN","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"99","EA","ER18199846","Plastic","L","Frank Mercer & Sons Ltd","1370465","Active","01/01/2018","01/01/2018","Accredited Reprocessors","Chequerbent Works BOLTON GT Manchester BL5 3JF","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"100","EA","ER182014157","Plastic","L","Hahn Plastics Ltd","08268517","Active","01/01/2018","01/01/2018","Accredited Reprocessors","Pilkington Site MANCHESTER Greater Manchester M27 8LJ","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"101","EA","ER182018126","Plastic","L","Impact Recycling Ltd","SC489143","Active","13/03/2018","13/03/2018","Accredited Reprocessors","Unit 6B, Metnor Business Park WALLSEND NE28 6HH","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"102","EA","ER182018131","Plastic","L","Indigo Environmental Limited","10695826","Active","16/05/2018","16/05/2018","Accredited Reprocessors","Indigo Environmental Group WIDNES Cheshire WA8 8UD","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"103","EA","ER182008114","Plastic","L","J. and A. Young (Leicester) Ltd","1222186","Active","01/01/2018","01/01/2018","Accredited Reprocessors","Cotton Way LOUGHBOROUGH Leicestershire LE11 5FJ","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"104","EA","ER182010107","Plastic","L","J. and A. Young (Leicester) Ltd","01222186","Active","01/01/2018","01/01/2018","Accredited Reprocessors","15 Saxon Way East CORBY Northamptonshire NN18 9EY","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"105","EA","ER182013196","Plastic","L","J. and A. Young (Leicester) Ltd","01222186","Active","01/01/2018","01/01/2018","Accredited Reprocessors","Building 32 and 36 LOUGHBOROUGH Leicestershire LE11 5RD","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"106","EA","ER182014133","Plastic","S","Jason Plastics Ltd","1062457","Active","01/01/2018","01/01/2018","Accredited Reprocessors","Prettywood BURY Lancs BL9 7HZ","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"107","EA","ER182017138","Plastic","S","Johnson Brothers Compounding Ltd","03543352","Active","01/05/2018","26/02/2019","Accredited Reprocessors","Two Shires Park (formally Honeybourne Airifield EVESHAM Worcs WR11 7PY","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"108","EA","ER182018141","Plastic","L","K S Plastic Ltd","11100635","Active","09/07/2018","30/10/2018","Accredited Reprocessors","Building 1 LYDBROOK Gloucestershire GL17 9NG","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"109","EA","ER182016101","Plastic","L","KB Extruders Ltd","07533755","Active","26/02/2018","08/03/2018","Accredited Reprocessors","KB WORKS WESTWOOD ROAD BIRMINGHAM WEST MIDLANDS B6 7DU","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
