Cn8,Hs2,Hs4,Hs6,Description,Year,FlowType,Country,Value,NetMass,SuppUnit
"63011000","63","6301","630110","Electric blankets of all types of textile materials",2004,"EU Imports","France",15282,1146,893
"63011000","63","6301","630110","Electric blankets of all types of textile materials",2004,"EU Exports","Netherlands",2074,187,111
"63011000","63","6301","630110","Electric blankets of all types of textile materials",2004,"EU Imports","Germany",103698,3276,1757
"63011000","63","6301","630110","Electric blankets of all types of textile materials",2004,"EU Exports","Germany",3403,112,120
"63011000","63","6301","630110","Electric blankets of all types of textile materials",2004,"EU Imports","Italy",514971,83346,70670
"63011000","63","6301","630110","Electric blankets of all types of textile materials",2004,"EU Imports","Ireland",53636,5984,3530
"63011000","63","6301","630110","Electric blankets of all types of textile materials",2004,"EU Exports","Ireland",1409191,192567,125024
"63011000","63","6301","630110","Electric blankets of all types of textile materials",2004,"EU Exports","Denmark",445,0,0
"63011000","63","6301","630110","Electric blankets of all types of textile materials",2004,"EU Imports","Spain",7425,712,665
"63011000","63","6301","630110","Electric blankets of all types of textile materials",2004,"EU Exports","Spain",836,7,2
"63011000","63","6301","630110","Electric blankets of all types of textile materials",2004,"EU Exports","Belgium",295425,25376,15195
"63011000","63","6301","630110","Electric blankets of all types of textile materials",2004,"Non-EU Exports","Norway",660,18,24
"63011000","63","6301","630110","Electric blankets of all types of textile materials",2004,"EU Exports","Sweden",276,1,1
"63011000","63","6301","630110","Electric blankets of all types of textile materials",2004,"EU Exports","Finland",192,0,0
"63011000","63","6301","630110","Electric blankets of all types of textile materials",2004,"Non-EU Exports","Switzerland",60687,2632,938
"63011000","63","6301","630110","Electric blankets of all types of textile materials",2004,"Non-EU Exports","Latvia",1888,100,10
"63011000","63","6301","630110","Electric blankets of all types of textile materials",2004,"Non-EU Exports","Romania",1733,200,31
"63011000","63","6301","630110","Electric blankets of all types of textile materials",2004,"Non-EU Imports","South Africa",519147,94959,64739
"63011000","63","6301","630110","Electric blankets of all types of textile materials",2004,"Non-EU Exports","South Africa",18443,1728,1252
"63011000","63","6301","630110","Electric blankets of all types of textile materials",2004,"Non-EU Exports","Canada",22226,1300,1345
"63011000","63","6301","630110","Electric blankets of all types of textile materials",2004,"Non-EU Imports","Peru",810,13,5
"63011000","63","6301","630110","Electric blankets of all types of textile materials",2004,"Non-EU Exports","Paraguay",1839,45,2
"63011000","63","6301","630110","Electric blankets of all types of textile materials",2004,"EU Exports","Cyprus",12656,649,847
"63011000","63","6301","630110","Electric blankets of all types of textile materials",2004,"Non-EU Imports","Lebanon",975,80,49
"63011000","63","6301","630110","Electric blankets of all types of textile materials",2004,"Non-EU Imports","Jordan",882,17,1
"63011000","63","6301","630110","Electric blankets of all types of textile materials",2004,"Non-EU Imports","Kuwait",2659,304,650
"63011000","63","6301","630110","Electric blankets of all types of textile materials",2004,"Non-EU Exports","Kuwait",13741,569,1493
"63011000","63","6301","630110","Electric blankets of all types of textile materials",2004,"Non-EU Exports","Bahrain",5810,2000,1240
"63011000","63","6301","630110","Electric blankets of all types of textile materials",2004,"Non-EU Imports","India",6209,620,1609
"63011000","63","6301","630110","Electric blankets of all types of textile materials",2004,"Non-EU Imports","Philippines",2780,75,240
"63011000","63","6301","630110","Electric blankets of all types of textile materials",2004,"Non-EU Imports","China",1595496,354698,241002
"63011000","63","6301","630110","Electric blankets of all types of textile materials",2004,"Non-EU Imports","Japan",762,81,5
