Cn8,Hs2,Hs4,Hs6,Description,Year,FlowType,Country,Value,NetMass,SuppUnit
"63011000","63","6301","630110","Electric blankets of all types of textile materials",2005,"EU Imports","France",14017,974,868
"63011000","63","6301","630110","Electric blankets of all types of textile materials",2005,"EU Imports","Netherlands",7802,1105,15758
"63011000","63","6301","630110","Electric blankets of all types of textile materials",2005,"EU Imports","Germany",22900,2174,3025
"63011000","63","6301","630110","Electric blankets of all types of textile materials",2005,"EU Exports","Germany",1137,28,25
"63011000","63","6301","630110","Electric blankets of all types of textile materials",2005,"EU Imports","Italy",90386,10709,10009
"63011000","63","6301","630110","Electric blankets of all types of textile materials",2005,"EU Exports","Italy",4231,170,106
"63011000","63","6301","630110","Electric blankets of all types of textile materials",2005,"EU Imports","Ireland",26487,2963,1546
"63011000","63","6301","630110","Electric blankets of all types of textile materials",2005,"EU Exports","Ireland",263661,25901,24729
"63011000","63","6301","630110","Electric blankets of all types of textile materials",2005,"EU Exports","Denmark",328,0,0
"63011000","63","6301","630110","Electric blankets of all types of textile materials",2005,"EU Exports","Spain",175,0,0
"63011000","63","6301","630110","Electric blankets of all types of textile materials",2005,"EU Imports","Belgium",835,12,0
"63011000","63","6301","630110","Electric blankets of all types of textile materials",2005,"EU Exports","Belgium",121,6,5
"63011000","63","6301","630110","Electric blankets of all types of textile materials",2005,"Non-EU Exports","Iceland",5696,284,30
"63011000","63","6301","630110","Electric blankets of all types of textile materials",2005,"Non-EU Exports","Norway",2417,130,84
"63011000","63","6301","630110","Electric blankets of all types of textile materials",2005,"EU Imports","Sweden",2395,7,40
"63011000","63","6301","630110","Electric blankets of all types of textile materials",2005,"EU Exports","Sweden",294,0,0
"63011000","63","6301","630110","Electric blankets of all types of textile materials",2005,"EU Exports","Finland",99,0,0
"63011000","63","6301","630110","Electric blankets of all types of textile materials",2005,"Non-EU Exports","Switzerland",8730,861,609
"63011000","63","6301","630110","Electric blankets of all types of textile materials",2005,"EU Imports","Lithuania",24139,1895,1702
"63011000","63","6301","630110","Electric blankets of all types of textile materials",2005,"Non-EU Exports","Morocco",1901,69,25
"63011000","63","6301","630110","Electric blankets of all types of textile materials",2005,"Non-EU Imports","South Africa",109617,17407,9618
"63011000","63","6301","630110","Electric blankets of all types of textile materials",2005,"Non-EU Exports","South Africa",1047,58,80
"63011000","63","6301","630110","Electric blankets of all types of textile materials",2005,"Non-EU Exports","Canada",7433,287,67
"63011000","63","6301","630110","Electric blankets of all types of textile materials",2005,"Non-EU Exports","Mexico",980,113,4
"63011000","63","6301","630110","Electric blankets of all types of textile materials",2005,"Non-EU Exports","Paraguay",4686,100,3
"63011000","63","6301","630110","Electric blankets of all types of textile materials",2005,"EU Exports","Cyprus",2370,194,122
"63011000","63","6301","630110","Electric blankets of all types of textile materials",2005,"Non-EU Exports","Iran",922,58,3
"63011000","63","6301","630110","Electric blankets of all types of textile materials",2005,"Non-EU Imports","Saudi Arabia",10941,13,5
"63011000","63","6301","630110","Electric blankets of all types of textile materials",2005,"Non-EU Exports","Saudi Arabia",8719,202,8
"63011000","63","6301","630110","Electric blankets of all types of textile materials",2005,"Non-EU Imports","Kuwait",2236,359,436
"63011000","63","6301","630110","Electric blankets of all types of textile materials",2005,"Non-EU Exports","Oman",4644,40,2
"63011000","63","6301","630110","Electric blankets of all types of textile materials",2005,"Non-EU Imports","Thailand",140724,79773,18669
"63011000","63","6301","630110","Electric blankets of all types of textile materials",2005,"Non-EU Exports","Singapore",6080,399,608
"63011000","63","6301","630110","Electric blankets of all types of textile materials",2005,"Non-EU Imports","China",3910717,734830,591371
"63011000","63","6301","630110","Electric blankets of all types of textile materials",2005,"Non-EU Imports","South Korea",1147,312,105
"63011000","63","6301","630110","Electric blankets of all types of textile materials",2005,"Non-EU Imports","Taiwan",8816,540,60
"63011000","63","6301","630110","Electric blankets of all types of textile materials",2005,"Non-EU Imports","Hong Kong",316900,74501,29881
"63011000","63","6301","630110","Electric blankets of all types of textile materials",2005,"Non-EU Exports","Hong Kong",60832,6916,4368
"63011000","63","6301","630110","Electric blankets of all types of textile materials",2005,"Non-EU Exports","Australia",248428,32407,10019
"63011000","63","6301","630110","Electric blankets of all types of textile materials",2005,"Non-EU Imports","USA",3801,151,181
"63011000","63","6301","630110","Electric blankets of all types of textile materials",2005,"Non-EU Exports","USA",77990,1676,3168
"63011000","63","6301","630110","Electric blankets of all types of textile materials",2005,"Non-EU Exports","Dubai",706,33,1
"84031010","84","8403","840310","Central heating boilers, non-electric, of cast iron (excl. vapour generating boilers and superheated water boilers of heading 8402)",2005,"EU Imports","France",693569,271379,0
"84031010","84","8403","840310","Central heating boilers, non-electric, of cast iron (excl. vapour generating boilers and superheated water boilers of heading 8402)",2005,"EU Exports","France",5698,3,0
"84031010","84","8403","840310","Central heating boilers, non-electric, of cast iron (excl. vapour generating boilers and superheated water boilers of heading 8402)",2005,"EU Imports","Netherlands",7522262,1132258,0
"84031010","84","8403","840310","Central heating boilers, non-electric, of cast iron (excl. vapour generating boilers and superheated water boilers of heading 8402)",2005,"EU Exports","Netherlands",1582,395,0
"84031010","84","8403","840310","Central heating boilers, non-electric, of cast iron (excl. vapour generating boilers and superheated water boilers of heading 8402)",2005,"EU Imports","Germany",188549,92374,0
"84031010","84","8403","840310","Central heating boilers, non-electric, of cast iron (excl. vapour generating boilers and superheated water boilers of heading 8402)",2005,"EU Imports","Italy",559156,275335,0
"84031010","84","8403","840310","Central heating boilers, non-electric, of cast iron (excl. vapour generating boilers and superheated water boilers of heading 8402)",2005,"EU Exports","Italy",218809,17893,0
"84031010","84","8403","840310","Central heating boilers, non-electric, of cast iron (excl. vapour generating boilers and superheated water boilers of heading 8402)",2005,"EU Imports","Ireland",1995507,436904,0
"84031010","84","8403","840310","Central heating boilers, non-electric, of cast iron (excl. vapour generating boilers and superheated water boilers of heading 8402)",2005,"EU Exports","Ireland",9669318,1907543,0
"84031010","84","8403","840310","Central heating boilers, non-electric, of cast iron (excl. vapour generating boilers and superheated water boilers of heading 8402)",2005,"EU Imports","Greece",251066,99927,0
"84031010","84","8403","840310","Central heating boilers, non-electric, of cast iron (excl. vapour generating boilers and superheated water boilers of heading 8402)",2005,"EU Imports","Spain",299264,138989,0
"84031010","84","8403","840310","Central heating boilers, non-electric, of cast iron (excl. vapour generating boilers and superheated water boilers of heading 8402)",2005,"EU Imports","Belgium",69530,41630,0
"84031010","84","8403","840310","Central heating boilers, non-electric, of cast iron (excl. vapour generating boilers and superheated water boilers of heading 8402)",2005,"EU Imports","Sweden",197517,95516,0
"84031010","84","8403","840310","Central heating boilers, non-electric, of cast iron (excl. vapour generating boilers and superheated water boilers of heading 8402)",2005,"Non-EU Imports","Switzerland",661,31,0
"84031010","84","8403","840310","Central heating boilers, non-electric, of cast iron (excl. vapour generating boilers and superheated water boilers of heading 8402)",2005,"Non-EU Exports","Switzerland",2377,422,0
"84031010","84","8403","840310","Central heating boilers, non-electric, of cast iron (excl. vapour generating boilers and superheated water boilers of heading 8402)",2005,"Non-EU Exports","Gibraltar",6778,751,0
"84031010","84","8403","840310","Central heating boilers, non-electric, of cast iron (excl. vapour generating boilers and superheated water boilers of heading 8402)",2005,"Non-EU Imports","Turkey",4651755,1234624,0
"84031010","84","8403","840310","Central heating boilers, non-electric, of cast iron (excl. vapour generating boilers and superheated water boilers of heading 8402)",2005,"Non-EU Exports","Turkey",880,40,0
"84031010","84","8403","840310","Central heating boilers, non-electric, of cast iron (excl. vapour generating boilers and superheated water boilers of heading 8402)",2005,"EU Exports","Lithuania",218,99,0
"84031010","84","8403","840310","Central heating boilers, non-electric, of cast iron (excl. vapour generating boilers and superheated water boilers of heading 8402)",2005,"EU Imports","Poland",76573,34147,0
"84031010","84","8403","840310","Central heating boilers, non-electric, of cast iron (excl. vapour generating boilers and superheated water boilers of heading 8402)",2005,"EU Exports","Poland",291331,40922,0
"84031010","84","8403","840310","Central heating boilers, non-electric, of cast iron (excl. vapour generating boilers and superheated water boilers of heading 8402)",2005,"EU Imports","Czechia",198,4,0
"84031010","84","8403","840310","Central heating boilers, non-electric, of cast iron (excl. vapour generating boilers and superheated water boilers of heading 8402)",2005,"EU Exports","Czechia",9948,763,0
"84031010","84","8403","840310","Central heating boilers, non-electric, of cast iron (excl. vapour generating boilers and superheated water boilers of heading 8402)",2005,"Non-EU Exports","Congo (Dem. Rep)",7083,35,0
"84031010","84","8403","840310","Central heating boilers, non-electric, of cast iron (excl. vapour generating boilers and superheated water boilers of heading 8402)",2005,"Non-EU Exports","Canada",1604,1,0
"84031010","84","8403","840310","Central heating boilers, non-electric, of cast iron (excl. vapour generating boilers and superheated water boilers of heading 8402)",2005,"Non-EU Exports","Bermuda",870,32,0
"84031010","84","8403","840310","Central heating boilers, non-electric, of cast iron (excl. vapour generating boilers and superheated water boilers of heading 8402)",2005,"Non-EU Exports","Falkland Islands",1172,330,0
"84031010","84","8403","840310","Central heating boilers, non-electric, of cast iron (excl. vapour generating boilers and superheated water boilers of heading 8402)",2005,"EU Exports","Cyprus",3248,564,0
"84031010","84","8403","840310","Central heating boilers, non-electric, of cast iron (excl. vapour generating boilers and superheated water boilers of heading 8402)",2005,"Non-EU Exports","Oman",9410,5727,0
"84031010","84","8403","840310","Central heating boilers, non-electric, of cast iron (excl. vapour generating boilers and superheated water boilers of heading 8402)",2005,"Non-EU Exports","India",845,210,0
"84031010","84","8403","840310","Central heating boilers, non-electric, of cast iron (excl. vapour generating boilers and superheated water boilers of heading 8402)",2005,"Non-EU Imports","South Korea",38066,8030,0
"84031010","84","8403","840310","Central heating boilers, non-electric, of cast iron (excl. vapour generating boilers and superheated water boilers of heading 8402)",2005,"Non-EU Exports","New Zealand",54234,3406,0
"84031010","84","8403","840310","Central heating boilers, non-electric, of cast iron (excl. vapour generating boilers and superheated water boilers of heading 8402)",2005,"Non-EU Imports","USA",1743,453,0
"84031010","84","8403","840310","Central heating boilers, non-electric, of cast iron (excl. vapour generating boilers and superheated water boilers of heading 8402)",2005,"Non-EU Exports","USA",7303,700,0
"84031010","84","8403","840310","Central heating boilers, non-electric, of cast iron (excl. vapour generating boilers and superheated water boilers of heading 8402)",2005,"Non-EU Exports","Abu Dhabi",5400,490,0
"84031010","84","8403","840310","Central heating boilers, non-electric, of cast iron (excl. vapour generating boilers and superheated water boilers of heading 8402)",2005,"Non-EU Exports","Dubai",24200,1499,0
"84031010","84","8403","840310","Central heating boilers, non-electric, of cast iron (excl. vapour generating boilers and superheated water boilers of heading 8402)",2005,"Non-EU Exports","Sharjah Etc",8823,746,0
"84031090","84","8403","840310","Central heating boilers, non-electric (excl. of cast iron, and vapour generating boilers and superheated water boilers of heading 8402)",2005,"EU Imports","France",10967874,1408284,0
"84031090","84","8403","840310","Central heating boilers, non-electric (excl. of cast iron, and vapour generating boilers and superheated water boilers of heading 8402)",2005,"EU Imports","Netherlands",3859830,478115,0
"84031090","84","8403","840310","Central heating boilers, non-electric (excl. of cast iron, and vapour generating boilers and superheated water boilers of heading 8402)",2005,"EU Exports","Netherlands",84,13,0
"84031090","84","8403","840310","Central heating boilers, non-electric (excl. of cast iron, and vapour generating boilers and superheated water boilers of heading 8402)",2005,"EU Imports","Germany",38616017,4666325,0
"84031090","84","8403","840310","Central heating boilers, non-electric (excl. of cast iron, and vapour generating boilers and superheated water boilers of heading 8402)",2005,"EU Exports","Germany",14128334,1695980,0
"84031090","84","8403","840310","Central heating boilers, non-electric (excl. of cast iron, and vapour generating boilers and superheated water boilers of heading 8402)",2005,"EU Imports","Italy",123248378,17227549,0
"84031090","84","8403","840310","Central heating boilers, non-electric (excl. of cast iron, and vapour generating boilers and superheated water boilers of heading 8402)",2005,"EU Exports","Italy",505211,32735,0
"84031090","84","8403","840310","Central heating boilers, non-electric (excl. of cast iron, and vapour generating boilers and superheated water boilers of heading 8402)",2005,"EU Imports","Ireland",16912431,2611602,0
"84031090","84","8403","840310","Central heating boilers, non-electric (excl. of cast iron, and vapour generating boilers and superheated water boilers of heading 8402)",2005,"EU Exports","Ireland",8984814,1939211,0
"84031090","84","8403","840310","Central heating boilers, non-electric (excl. of cast iron, and vapour generating boilers and superheated water boilers of heading 8402)",2005,"EU Imports","Denmark",31264,5094,0
"84031090","84","8403","840310","Central heating boilers, non-electric (excl. of cast iron, and vapour generating boilers and superheated water boilers of heading 8402)",2005,"EU Imports","Greece",2327,1178,0
"84031090","84","8403","840310","Central heating boilers, non-electric (excl. of cast iron, and vapour generating boilers and superheated water boilers of heading 8402)",2005,"EU Imports","Spain",180052,61159,0
"84031090","84","8403","840310","Central heating boilers, non-electric (excl. of cast iron, and vapour generating boilers and superheated water boilers of heading 8402)",2005,"EU Exports","Spain",917782,403142,0
"84031090","84","8403","840310","Central heating boilers, non-electric (excl. of cast iron, and vapour generating boilers and superheated water boilers of heading 8402)",2005,"EU Imports","Belgium",4577805,321997,0
"84031090","84","8403","840310","Central heating boilers, non-electric (excl. of cast iron, and vapour generating boilers and superheated water boilers of heading 8402)",2005,"EU Exports","Belgium",2504896,265400,0
"84031090","84","8403","840310","Central heating boilers, non-electric (excl. of cast iron, and vapour generating boilers and superheated water boilers of heading 8402)",2005,"Non-EU Exports","Norway",174420,9342,0
"84031090","84","8403","840310","Central heating boilers, non-electric (excl. of cast iron, and vapour generating boilers and superheated water boilers of heading 8402)",2005,"EU Imports","Sweden",3441884,128244,0
"84031090","84","8403","840310","Central heating boilers, non-electric (excl. of cast iron, and vapour generating boilers and superheated water boilers of heading 8402)",2005,"EU Exports","Sweden",443,16,0
"84031090","84","8403","840310","Central heating boilers, non-electric (excl. of cast iron, and vapour generating boilers and superheated water boilers of heading 8402)",2005,"EU Imports","Finland",826,5,0
"84031090","84","8403","840310","Central heating boilers, non-electric (excl. of cast iron, and vapour generating boilers and superheated water boilers of heading 8402)",2005,"EU Exports","Finland",633,390,0
"84031090","84","8403","840310","Central heating boilers, non-electric (excl. of cast iron, and vapour generating boilers and superheated water boilers of heading 8402)",2005,"EU Imports","Austria",116849,34160,0
"84031090","84","8403","840310","Central heating boilers, non-electric (excl. of cast iron, and vapour generating boilers and superheated water boilers of heading 8402)",2005,"Non-EU Imports","Switzerland",1529014,233148,0
"84031090","84","8403","840310","Central heating boilers, non-electric (excl. of cast iron, and vapour generating boilers and superheated water boilers of heading 8402)",2005,"Non-EU Exports","Switzerland",1395,45,0
"84031090","84","8403","840310","Central heating boilers, non-electric (excl. of cast iron, and vapour generating boilers and superheated water boilers of heading 8402)",2005,"Non-EU Exports","Gibraltar",57265,8541,0
"84031090","84","8403","840310","Central heating boilers, non-electric (excl. of cast iron, and vapour generating boilers and superheated water boilers of heading 8402)",2005,"EU Exports","Malta",459,1,0
"84031090","84","8403","840310","Central heating boilers, non-electric (excl. of cast iron, and vapour generating boilers and superheated water boilers of heading 8402)",2005,"Non-EU Imports","Turkey",2615919,545453,0
"84031090","84","8403","840310","Central heating boilers, non-electric (excl. of cast iron, and vapour generating boilers and superheated water boilers of heading 8402)",2005,"Non-EU Exports","Turkey",55182,11170,0
"84031090","84","8403","840310","Central heating boilers, non-electric (excl. of cast iron, and vapour generating boilers and superheated water boilers of heading 8402)",2005,"EU Imports","Poland",6589250,998418,0
"84031090","84","8403","840310","Central heating boilers, non-electric (excl. of cast iron, and vapour generating boilers and superheated water boilers of heading 8402)",2005,"EU Exports","Poland",18525,2350,0
"84031090","84","8403","840310","Central heating boilers, non-electric (excl. of cast iron, and vapour generating boilers and superheated water boilers of heading 8402)",2005,"EU Exports","Czechia",2457,316,0
"84031090","84","8403","840310","Central heating boilers, non-electric (excl. of cast iron, and vapour generating boilers and superheated water boilers of heading 8402)",2005,"EU Exports","Hungary",39947,5328,0
"84031090","84","8403","840310","Central heating boilers, non-electric (excl. of cast iron, and vapour generating boilers and superheated water boilers of heading 8402)",2005,"Non-EU Imports","Romania",4817191,745034,0
