Cn8,Hs2,Hs4,Hs6,Description,Year,Value,NetMass,SuppUnit,FlowType,Country
"84031010","84","8403","840310","Central heating boilers, non-electric, of cast iron (excl. vapour generating boilers and superheated water boilers of heading 8402)",2011,1439,10,0,"Non-EU Exports","South Africa"
"84031010","84","8403","840310","Central heating boilers, non-electric, of cast iron (excl. vapour generating boilers and superheated water boilers of heading 8402)",2011,484194,5726,0,"Non-EU Exports","United States"
"84031010","84","8403","840310","Central heating boilers, non-electric, of cast iron (excl. vapour generating boilers and superheated water boilers of heading 8402)",2011,1000,2,0,"Non-EU Exports","Canada"
"84031010","84","8403","840310","Central heating boilers, non-electric, of cast iron (excl. vapour generating boilers and superheated water boilers of heading 8402)",2011,376250,62508,0,"Non-EU Exports","Saudi Arabia"
"84031010","84","8403","840310","Central heating boilers, non-electric, of cast iron (excl. vapour generating boilers and superheated water boilers of heading 8402)",2011,32151,1889,0,"Non-EU Exports","Qatar"
"84031010","84","8403","840310","Central heating boilers, non-electric, of cast iron (excl. vapour generating boilers and superheated water boilers of heading 8402)",2011,1000,5,0,"Non-EU Exports","UAE"
"84031010","84","8403","840310","Central heating boilers, non-electric, of cast iron (excl. vapour generating boilers and superheated water boilers of heading 8402)",2011,6200,26000,0,"Non-EU Exports","Pakistan"
"84031010","84","8403","840310","Central heating boilers, non-electric, of cast iron (excl. vapour generating boilers and superheated water boilers of heading 8402)",2011,36500,9500,0,"Non-EU Exports","Sri Lanka"
"84031010","84","8403","840310","Central heating boilers, non-electric, of cast iron (excl. vapour generating boilers and superheated water boilers of heading 8402)",2011,5110,0,0,"Non-EU Exports","Malaysia"
"84031010","84","8403","840310","Central heating boilers, non-electric, of cast iron (excl. vapour generating boilers and superheated water boilers of heading 8402)",2011,15339,82,0,"Non-EU Exports","Singapore"
"84031010","84","8403","840310","Central heating boilers, non-electric, of cast iron (excl. vapour generating boilers and superheated water boilers of heading 8402)",2011,210469,45352,0,"Non-EU Imports","China"
"84031010","84","8403","840310","Central heating boilers, non-electric, of cast iron (excl. vapour generating boilers and superheated water boilers of heading 8402)",2011,11383,1,0,"Non-EU Exports","China"
"84031010","84","8403","840310","Central heating boilers, non-electric, of cast iron (excl. vapour generating boilers and superheated water boilers of heading 8402)",2011,206284,27016,0,"Non-EU Imports","South Korea"
"84031010","84","8403","840310","Central heating boilers, non-electric, of cast iron (excl. vapour generating boilers and superheated water boilers of heading 8402)",2011,151555,14407,0,"Non-EU Exports","South Korea"
"84031010","84","8403","840310","Central heating boilers, non-electric, of cast iron (excl. vapour generating boilers and superheated water boilers of heading 8402)",2011,39612,10050,0,"Non-EU Exports","Australia"
"84031010","84","8403","840310","Central heating boilers, non-electric, of cast iron (excl. vapour generating boilers and superheated water boilers of heading 8402)",2011,3954,139,0,"Non-EU Exports","New Zealand"
"84031090","84","8403","840310","Central heating boilers, non-electric (excl. of cast iron, and vapour generating boilers and superheated water boilers of heading 8402)",2011,16682235,3098270,0,"EU Imports","France"
"84031090","84","8403","840310","Central heating boilers, non-electric (excl. of cast iron, and vapour generating boilers and superheated water boilers of heading 8402)",2011,8300,679,0,"EU Exports","France"
"84031090","84","8403","840310","Central heating boilers, non-electric (excl. of cast iron, and vapour generating boilers and superheated water boilers of heading 8402)",2011,14575413,2315841,0,"EU Imports","Netherlands"
"84031090","84","8403","840310","Central heating boilers, non-electric (excl. of cast iron, and vapour generating boilers and superheated water boilers of heading 8402)",2011,30710,2395,0,"EU Exports","Netherlands"
"84031090","84","8403","840310","Central heating boilers, non-electric (excl. of cast iron, and vapour generating boilers and superheated water boilers of heading 8402)",2011,42156606,5106629,0,"EU Imports","Germany"
"84031090","84","8403","840310","Central heating boilers, non-electric (excl. of cast iron, and vapour generating boilers and superheated water boilers of heading 8402)",2011,4965444,780082,0,"EU Exports","Germany"
"84031090","84","8403","840310","Central heating boilers, non-electric (excl. of cast iron, and vapour generating boilers and superheated water boilers of heading 8402)",2011,60822124,8316403,0,"EU Imports","Italy"
"84031090","84","8403","840310","Central heating boilers, non-electric (excl. of cast iron, and vapour generating boilers and superheated water boilers of heading 8402)",2011,58328,14490,0,"EU Exports","Italy"
"84031090","84","8403","840310","Central heating boilers, non-electric (excl. of cast iron, and vapour generating boilers and superheated water boilers of heading 8402)",2011,22118867,3814866,0,"EU Imports","Ireland"
"84031090","84","8403","840310","Central heating boilers, non-electric (excl. of cast iron, and vapour generating boilers and superheated water boilers of heading 8402)",2011,12288702,1239616,0,"EU Exports","Ireland"
"84031090","84","8403","840310","Central heating boilers, non-electric (excl. of cast iron, and vapour generating boilers and superheated water boilers of heading 8402)",2011,280062,17234,0,"EU Imports","Denmark"
"84031090","84","8403","840310","Central heating boilers, non-electric (excl. of cast iron, and vapour generating boilers and superheated water boilers of heading 8402)",2011,1560211,148102,0,"EU Imports","Spain"
"84031090","84","8403","840310","Central heating boilers, non-electric (excl. of cast iron, and vapour generating boilers and superheated water boilers of heading 8402)",2011,4526,887,0,"EU Exports","Spain"
"84031090","84","8403","840310","Central heating boilers, non-electric (excl. of cast iron, and vapour generating boilers and superheated water boilers of heading 8402)",2011,1624173,203191,0,"EU Imports","Belgium"
"84031090","84","8403","840310","Central heating boilers, non-electric (excl. of cast iron, and vapour generating boilers and superheated water boilers of heading 8402)",2011,13575,1183,0,"EU Exports","Belgium"
"84031090","84","8403","840310","Central heating boilers, non-electric (excl. of cast iron, and vapour generating boilers and superheated water boilers of heading 8402)",2011,1809,248,0,"EU Imports","Luxembourg"
"84031090","84","8403","840310","Central heating boilers, non-electric (excl. of cast iron, and vapour generating boilers and superheated water boilers of heading 8402)",2011,5344,470,0,"Non-EU Exports","Norway"
"84031090","84","8403","840310","Central heating boilers, non-electric (excl. of cast iron, and vapour generating boilers and superheated water boilers of heading 8402)",2011,4626090,249367,0,"EU Imports","Sweden"
"84031090","84","8403","840310","Central heating boilers, non-electric (excl. of cast iron, and vapour generating boilers and superheated water boilers of heading 8402)",2011,1094,18,0,"EU Exports","Sweden"
"84031090","84","8403","840310","Central heating boilers, non-electric (excl. of cast iron, and vapour generating boilers and superheated water boilers of heading 8402)",2011,101245,17368,0,"EU Imports","Finland"
"84031090","84","8403","840310","Central heating boilers, non-electric (excl. of cast iron, and vapour generating boilers and superheated water boilers of heading 8402)",2011,473862,54914,0,"Non-EU Imports","Liechtenstein"
"84031090","84","8403","840310","Central heating boilers, non-electric (excl. of cast iron, and vapour generating boilers and superheated water boilers of heading 8402)",2011,3077176,417592,0,"EU Imports","Austria"
"84031090","84","8403","840310","Central heating boilers, non-electric (excl. of cast iron, and vapour generating boilers and superheated water boilers of heading 8402)",2011,4041213,576587,0,"Non-EU Imports","Switzerland"
"84031090","84","8403","840310","Central heating boilers, non-electric (excl. of cast iron, and vapour generating boilers and superheated water boilers of heading 8402)",2011,31126,1105,0,"Non-EU Exports","Switzerland"
"84031090","84","8403","840310","Central heating boilers, non-electric (excl. of cast iron, and vapour generating boilers and superheated water boilers of heading 8402)",2011,28891646,3258886,0,"Non-EU Imports","Turkey"
"84031090","84","8403","840310","Central heating boilers, non-electric (excl. of cast iron, and vapour generating boilers and superheated water boilers of heading 8402)",2011,295914,50892,0,"Non-EU Exports","Turkey"
"84031090","84","8403","840310","Central heating boilers, non-electric (excl. of cast iron, and vapour generating boilers and superheated water boilers of heading 8402)",2011,19045413,2075364,0,"EU Imports","Poland"
"84031090","84","8403","840310","Central heating boilers, non-electric (excl. of cast iron, and vapour generating boilers and superheated water boilers of heading 8402)",2011,41067,1239,0,"EU Exports","Poland"
"84031090","84","8403","840310","Central heating boilers, non-electric (excl. of cast iron, and vapour generating boilers and superheated water boilers of heading 8402)",2011,60494,17995,0,"EU Imports","Czechia"
"84031090","84","8403","840310","Central heating boilers, non-electric (excl. of cast iron, and vapour generating boilers and superheated water boilers of heading 8402)",2011,22950,1,0,"EU Exports","Czechia"
"84031090","84","8403","840310","Central heating boilers, non-electric (excl. of cast iron, and vapour generating boilers and superheated water boilers of heading 8402)",2011,434621,31988,0,"EU Imports","Slovakia"
"84031090","84","8403","840310","Central heating boilers, non-electric (excl. of cast iron, and vapour generating boilers and superheated water boilers of heading 8402)",2011,802607,2874,0,"EU Exports","Romania"
"84031090","84","8403","840310","Central heating boilers, non-electric (excl. of cast iron, and vapour generating boilers and superheated water boilers of heading 8402)",2011,145413,7062,0,"Non-EU Exports","Ukraine"
"84031090","84","8403","840310","Central heating boilers, non-electric (excl. of cast iron, and vapour generating boilers and superheated water boilers of heading 8402)",2011,4102,120,0,"Non-EU Imports","Russia"
"84031090","84","8403","840310","Central heating boilers, non-electric (excl. of cast iron, and vapour generating boilers and superheated water boilers of heading 8402)",2011,146327,24468,0,"Non-EU Exports","Russia"
"84031090","84","8403","840310","Central heating boilers, non-electric (excl. of cast iron, and vapour generating boilers and superheated water boilers of heading 8402)",2011,7491,250,0,"Non-EU Exports","Uzbekistan"
"84031090","84","8403","840310","Central heating boilers, non-electric (excl. of cast iron, and vapour generating boilers and superheated water boilers of heading 8402)",2011,4705,1500,0,"Non-EU Imports","Croatia"
"84031090","84","8403","840310","Central heating boilers, non-electric (excl. of cast iron, and vapour generating boilers and superheated water boilers of heading 8402)",2011,1500,9000,0,"Non-EU Exports","Tunisia"
"84031090","84","8403","840310","Central heating boilers, non-electric (excl. of cast iron, and vapour generating boilers and superheated water boilers of heading 8402)",2011,9718,1104,0,"Non-EU Exports","Nigeria"
"84031090","84","8403","840310","Central heating boilers, non-electric (excl. of cast iron, and vapour generating boilers and superheated water boilers of heading 8402)",2011,5767,357,0,"Non-EU Exports","Ethiopia"
"84031090","84","8403","840310","Central heating boilers, non-electric (excl. of cast iron, and vapour generating boilers and superheated water boilers of heading 8402)",2011,1998,12,0,"Non-EU Exports","South Africa"
"84031090","84","8403","840310","Central heating boilers, non-electric (excl. of cast iron, and vapour generating boilers and superheated water boilers of heading 8402)",2011,199661,35679,0,"Non-EU Imports","United States"
"84031090","84","8403","840310","Central heating boilers, non-electric (excl. of cast iron, and vapour generating boilers and superheated water boilers of heading 8402)",2011,25869,1112,0,"Non-EU Exports","United States"
"84031090","84","8403","840310","Central heating boilers, non-electric (excl. of cast iron, and vapour generating boilers and superheated water boilers of heading 8402)",2011,19950,83,0,"Non-EU Exports","Canada"
"84031090","84","8403","840310","Central heating boilers, non-electric (excl. of cast iron, and vapour generating boilers and superheated water boilers of heading 8402)",2011,6334,784,0,"Non-EU Exports","Brazil"
"84031090","84","8403","840310","Central heating boilers, non-electric (excl. of cast iron, and vapour generating boilers and superheated water boilers of heading 8402)",2011,2539,324,0,"Non-EU Exports","Chile"
"84031090","84","8403","840310","Central heating boilers, non-electric (excl. of cast iron, and vapour generating boilers and superheated water boilers of heading 8402)",2011,2037,198,0,"Non-EU Exports","Falkland Islands"
"84031090","84","8403","840310","Central heating boilers, non-electric (excl. of cast iron, and vapour generating boilers and superheated water boilers of heading 8402)",2011,58742,6120,0,"EU Exports","Cyprus"
"84031090","84","8403","840310","Central heating boilers, non-electric (excl. of cast iron, and vapour generating boilers and superheated water boilers of heading 8402)",2011,11192,4037,0,"Non-EU Exports","Iraq"
"84031090","84","8403","840310","Central heating boilers, non-electric (excl. of cast iron, and vapour generating boilers and superheated water boilers of heading 8402)",2011,43392,7560,0,"Non-EU Exports","Saudi Arabia"
"84031090","84","8403","840310","Central heating boilers, non-electric (excl. of cast iron, and vapour generating boilers and superheated water boilers of heading 8402)",2011,27576,25000,0,"Non-EU Exports","Pakistan"
"84031090","84","8403","840310","Central heating boilers, non-electric (excl. of cast iron, and vapour generating boilers and superheated water boilers of heading 8402)",2011,1200,160,0,"Non-EU Exports","Thailand"
"84031090","84","8403","840310","Central heating boilers, non-electric (excl. of cast iron, and vapour generating boilers and superheated water boilers of heading 8402)",2011,44648,3626,0,"Non-EU Imports","China"
"84031090","84","8403","840310","Central heating boilers, non-electric (excl. of cast iron, and vapour generating boilers and superheated water boilers of heading 8402)",2011,8080,162,0,"Non-EU Exports","China"
"84031090","84","8403","840310","Central heating boilers, non-electric (excl. of cast iron, and vapour generating boilers and superheated water boilers of heading 8402)",2011,5452,140,0,"Non-EU Imports","South Korea"
"84031090","84","8403","840310","Central heating boilers, non-electric (excl. of cast iron, and vapour generating boilers and superheated water boilers of heading 8402)",2011,58695,4771,0,"Non-EU Exports","Japan"
"84031090","84","8403","840310","Central heating boilers, non-electric (excl. of cast iron, and vapour generating boilers and superheated water boilers of heading 8402)",2011,39457,2284,0,"Non-EU Exports","Hong Kong"
"84031090","84","8403","840310","Central heating boilers, non-electric (excl. of cast iron, and vapour generating boilers and superheated water boilers of heading 8402)",2011,89679,6268,0,"Non-EU Exports","Australia"
"84031090","84","8403","840310","Central heating boilers, non-electric (excl. of cast iron, and vapour generating boilers and superheated water boilers of heading 8402)",2011,52325,777,0,"Non-EU Imports","New Zealand"
"84031090","84","8403","840310","Central heating boilers, non-electric (excl. of cast iron, and vapour generating boilers and superheated water boilers of heading 8402)",2011,49174,4709,0,"Non-EU Exports","New Zealand"
"84135080","84","8413","841350","Reciprocating positive displacement pumps, power-driven (excl. pumps of subheading 8413.11 and 8413.19, fuel, lubricating or cooling medium pumps for internal combustion piston engine, concrete pumps, hydraulic units, dosing pumps and general piston pumps)",2011,291554,3725,1651,"EU Imports","France"
"84135080","84","8413","841350","Reciprocating positive displacement pumps, power-driven (excl. pumps of subheading 8413.11 and 8413.19, fuel, lubricating or cooling medium pumps for internal combustion piston engine, concrete pumps, hydraulic units, dosing pumps and general piston pumps)",2011,971866,29445,5460,"EU Exports","France"
"84135080","84","8413","841350","Reciprocating positive displacement pumps, power-driven (excl. pumps of subheading 8413.11 and 8413.19, fuel, lubricating or cooling medium pumps for internal combustion piston engine, concrete pumps, hydraulic units, dosing pumps and general piston pumps)",2011,172032,2884,357,"EU Imports","Netherlands"
"84135080","84","8413","841350","Reciprocating positive displacement pumps, power-driven (excl. pumps of subheading 8413.11 and 8413.19, fuel, lubricating or cooling medium pumps for internal combustion piston engine, concrete pumps, hydraulic units, dosing pumps and general piston pumps)",2011,1529224,28097,4836,"EU Exports","Netherlands"
"84135080","84","8413","841350","Reciprocating positive displacement pumps, power-driven (excl. pumps of subheading 8413.11 and 8413.19, fuel, lubricating or cooling medium pumps for internal combustion piston engine, concrete pumps, hydraulic units, dosing pumps and general piston pumps)",2011,1756285,29500,6491,"EU Imports","Germany"
"84135080","84","8413","841350","Reciprocating positive displacement pumps, power-driven (excl. pumps of subheading 8413.11 and 8413.19, fuel, lubricating or cooling medium pumps for internal combustion piston engine, concrete pumps, hydraulic units, dosing pumps and general piston pumps)",2011,1518192,82307,15259,"EU Exports","Germany"
"84135080","84","8413","841350","Reciprocating positive displacement pumps, power-driven (excl. pumps of subheading 8413.11 and 8413.19, fuel, lubricating or cooling medium pumps for internal combustion piston engine, concrete pumps, hydraulic units, dosing pumps and general piston pumps)",2011,523168,9889,1287,"EU Imports","Italy"
"84135080","84","8413","841350","Reciprocating positive displacement pumps, power-driven (excl. pumps of subheading 8413.11 and 8413.19, fuel, lubricating or cooling medium pumps for internal combustion piston engine, concrete pumps, hydraulic units, dosing pumps and general piston pumps)",2011,1197863,30933,3561,"EU Exports","Italy"
"84135080","84","8413","841350","Reciprocating positive displacement pumps, power-driven (excl. pumps of subheading 8413.11 and 8413.19, fuel, lubricating or cooling medium pumps for internal combustion piston engine, concrete pumps, hydraulic units, dosing pumps and general piston pumps)",2011,156991,5771,228,"EU Imports","Ireland"
"84135080","84","8413","841350","Reciprocating positive displacement pumps, power-driven (excl. pumps of subheading 8413.11 and 8413.19, fuel, lubricating or cooling medium pumps for internal combustion piston engine, concrete pumps, hydraulic units, dosing pumps and general piston pumps)",2011,330579,5861,806,"EU Exports","Ireland"
"84135080","84","8413","841350","Reciprocating positive displacement pumps, power-driven (excl. pumps of subheading 8413.11 and 8413.19, fuel, lubricating or cooling medium pumps for internal combustion piston engine, concrete pumps, hydraulic units, dosing pumps and general piston pumps)",2011,95802,3112,812,"EU Imports","Denmark"
"84135080","84","8413","841350","Reciprocating positive displacement pumps, power-driven (excl. pumps of subheading 8413.11 and 8413.19, fuel, lubricating or cooling medium pumps for internal combustion piston engine, concrete pumps, hydraulic units, dosing pumps and general piston pumps)",2011,261014,4896,695,"EU Exports","Denmark"
"84135080","84","8413","841350","Reciprocating positive displacement pumps, power-driven (excl. pumps of subheading 8413.11 and 8413.19, fuel, lubricating or cooling medium pumps for internal combustion piston engine, concrete pumps, hydraulic units, dosing pumps and general piston pumps)",2011,34017,1041,973,"EU Exports","Greece"
"84135080","84","8413","841350","Reciprocating positive displacement pumps, power-driven (excl. pumps of subheading 8413.11 and 8413.19, fuel, lubricating or cooling medium pumps for internal combustion piston engine, concrete pumps, hydraulic units, dosing pumps and general piston pumps)",2011,30685,1869,156,"EU Exports","Portugal"
"84135080","84","8413","841350","Reciprocating positive displacement pumps, power-driven (excl. pumps of subheading 8413.11 and 8413.19, fuel, lubricating or cooling medium pumps for internal combustion piston engine, concrete pumps, hydraulic units, dosing pumps and general piston pumps)",2011,7647,464,1,"EU Imports","Spain"
"84135080","84","8413","841350","Reciprocating positive displacement pumps, power-driven (excl. pumps of subheading 8413.11 and 8413.19, fuel, lubricating or cooling medium pumps for internal combustion piston engine, concrete pumps, hydraulic units, dosing pumps and general piston pumps)",2011,384267,11019,7540,"EU Exports","Spain"
"84135080","84","8413","841350","Reciprocating positive displacement pumps, power-driven (excl. pumps of subheading 8413.11 and 8413.19, fuel, lubricating or cooling medium pumps for internal combustion piston engine, concrete pumps, hydraulic units, dosing pumps and general piston pumps)",2011,2478410,111849,6905,"EU Imports","Belgium"
"84135080","84","8413","841350","Reciprocating positive displacement pumps, power-driven (excl. pumps of subheading 8413.11 and 8413.19, fuel, lubricating or cooling medium pumps for internal combustion piston engine, concrete pumps, hydraulic units, dosing pumps and general piston pumps)",2011,1144390,43309,8210,"EU Exports","Belgium"
