Cn8,Hs2,Hs4,Hs6,Description,Year,FlowType,Country,Value,NetMass,SuppUnit
"63011000","63","6301","630110","Electric blankets of all types of textile materials",2006,"EU Imports","France",21375,607,553
"63011000","63","6301","630110","Electric blankets of all types of textile materials",2006,"EU Exports","France",897,32,37
"63011000","63","6301","630110","Electric blankets of all types of textile materials",2006,"EU Exports","Netherlands",304,5,3
"63011000","63","6301","630110","Electric blankets of all types of textile materials",2006,"EU Imports","Germany",77109,7100,5500
"63011000","63","6301","630110","Electric blankets of all types of textile materials",2006,"EU Exports","Germany",428,35,20
"63011000","63","6301","630110","Electric blankets of all types of textile materials",2006,"EU Imports","Italy",26489,1038,774
"63011000","63","6301","630110","Electric blankets of all types of textile materials",2006,"EU Exports","Italy",5390,375,234
"63011000","63","6301","630110","Electric blankets of all types of textile materials",2006,"EU Imports","Ireland",6692,647,385
"63011000","63","6301","630110","Electric blankets of all types of textile materials",2006,"EU Exports","Ireland",300701,71381,21699
"63011000","63","6301","630110","Electric blankets of all types of textile materials",2006,"EU Exports","Spain",150,0,1
"63011000","63","6301","630110","Electric blankets of all types of textile materials",2006,"EU Exports","Belgium",785,31,42
"63011000","63","6301","630110","Electric blankets of all types of textile materials",2006,"Non-EU Exports","Iceland",1140,1200,2
"63011000","63","6301","630110","Electric blankets of all types of textile materials",2006,"Non-EU Exports","Norway",8755,963,1037
"63011000","63","6301","630110","Electric blankets of all types of textile materials",2006,"EU Imports","Austria",2410,0,100
"63011000","63","6301","630110","Electric blankets of all types of textile materials",2006,"Non-EU Exports","Switzerland",13258,320,68
"63011000","63","6301","630110","Electric blankets of all types of textile materials",2006,"Non-EU Exports","Gibraltar",1163,202,1320
"63011000","63","6301","630110","Electric blankets of all types of textile materials",2006,"Non-EU Imports","Turkey",36318,6198,11730
"63011000","63","6301","630110","Electric blankets of all types of textile materials",2006,"Non-EU Exports","Kenya",1487,16,100
"63011000","63","6301","630110","Electric blankets of all types of textile materials",2006,"Non-EU Imports","South Africa",97376,20124,18460
"63011000","63","6301","630110","Electric blankets of all types of textile materials",2006,"Non-EU Exports","Canada",2074,300,568
