Cn8,Hs2,Hs4,Hs6,Description,Year,FlowType,Country,Value,NetMass,SuppUnit
"63011000","63","6301","630110","Electric blankets of all types of textile materials",2015,"EU Imports","France",2635,8,14
"63011000","63","6301","630110","Electric blankets of all types of textile materials",2015,"EU Exports","France",101,1,1
"63011000","63","6301","630110","Electric blankets of all types of textile materials",2015,"EU Imports","Netherlands",8688,614,614
"63011000","63","6301","630110","Electric blankets of all types of textile materials",2015,"EU Exports","Netherlands",3,1,1
"63011000","63","6301","630110","Electric blankets of all types of textile materials",2015,"EU Imports","Germany",87883,10152,6391
"63011000","63","6301","630110","Electric blankets of all types of textile materials",2015,"EU Exports","Germany",133,54,53
"63011000","63","6301","630110","Electric blankets of all types of textile materials",2015,"EU Imports","Italy",8207,30,25
"63011000","63","6301","630110","Electric blankets of all types of textile materials",2015,"EU Exports","Italy",2009,60,456
"63011000","63","6301","630110","Electric blankets of all types of textile materials",2015,"EU Imports","Ireland",75481,6741,3240
"63011000","63","6301","630110","Electric blankets of all types of textile materials",2015,"EU Exports","Ireland",973394,79383,89827
"63011000","63","6301","630110","Electric blankets of all types of textile materials",2015,"EU Imports","Denmark",9531,79,26
"63011000","63","6301","630110","Electric blankets of all types of textile materials",2015,"EU Exports","Greece",1201,276,160
"63011000","63","6301","630110","Electric blankets of all types of textile materials",2015,"EU Exports","Portugal",3381,487,263
"63011000","63","6301","630110","Electric blankets of all types of textile materials",2015,"EU Exports","Spain",2354,256,288
"63011000","63","6301","630110","Electric blankets of all types of textile materials",2015,"EU Imports","Belgium",18,1,2
"63011000","63","6301","630110","Electric blankets of all types of textile materials",2015,"EU Exports","Belgium",2,1,1
"63011000","63","6301","630110","Electric blankets of all types of textile materials",2015,"Non-EU Exports","Norway",2400,93,134
"63011000","63","6301","630110","Electric blankets of all types of textile materials",2015,"EU Imports","Austria",5341,11,105
"63011000","63","6301","630110","Electric blankets of all types of textile materials",2015,"Non-EU Exports","Switzerland",24981,665,485
"63011000","63","6301","630110","Electric blankets of all types of textile materials",2015,"EU Exports","Malta",3621,263,335
"63011000","63","6301","630110","Electric blankets of all types of textile materials",2015,"EU Exports","Estonia",2,1,1
"63011000","63","6301","630110","Electric blankets of all types of textile materials",2015,"EU Exports","Lithuania",6,3,5
"63011000","63","6301","630110","Electric blankets of all types of textile materials",2015,"EU Imports","Poland",47,2,2
"63011000","63","6301","630110","Electric blankets of all types of textile materials",2015,"EU Exports","Poland",8488,6951,4802
"63011000","63","6301","630110","Electric blankets of all types of textile materials",2015,"EU Exports","Czechia",5,2,5
"63011000","63","6301","630110","Electric blankets of all types of textile materials",2015,"EU Imports","Hungary",58911,6182,2873
"63011000","63","6301","630110","Electric blankets of all types of textile materials",2015,"EU Exports","Hungary",187,112,83
"63011000","63","6301","630110","Electric blankets of all types of textile materials",2015,"EU Exports","Romania",63,88,59
"63011000","63","6301","630110","Electric blankets of all types of textile materials",2015,"EU Exports","Bulgaria",127,140,91
"63011000","63","6301","630110","Electric blankets of all types of textile materials",2015,"Non-EU Exports","Russia",1200,30,60
"63011000","63","6301","630110","Electric blankets of all types of textile materials",2015,"Non-EU Exports","Sierra Leone",1740,4400,21
"63011000","63","6301","630110","Electric blankets of all types of textile materials",2015,"Non-EU Exports","Tanzania",8500,21000,400
"63011000","63","6301","630110","Electric blankets of all types of textile materials",2015,"Non-EU Imports","United States",3748,31,16
"63011000","63","6301","630110","Electric blankets of all types of textile materials",2015,"Non-EU Exports","United States",85545,1951,8247
"63011000","63","6301","630110","Electric blankets of all types of textile materials",2015,"Non-EU Exports","Canada",8729,357,1441
"63011000","63","6301","630110","Electric blankets of all types of textile materials",2015,"Non-EU Exports","Sint Maarten",3589,0,176
"63011000","63","6301","630110","Electric blankets of all types of textile materials",2015,"Non-EU Exports","Colombia",6649,81,188
"63011000","63","6301","630110","Electric blankets of all types of textile materials",2015,"EU Exports","Cyprus",1714,58,105
"63011000","63","6301","630110","Electric blankets of all types of textile materials",2015,"Non-EU Exports","Israel",7359,130,155
"63011000","63","6301","630110","Electric blankets of all types of textile materials",2015,"Non-EU Exports","Jordan",1469,21,60
"63011000","63","6301","630110","Electric blankets of all types of textile materials",2015,"Non-EU Exports","Saudi Arabia",3362,16,17
"63011000","63","6301","630110","Electric blankets of all types of textile materials",2015,"Non-EU Exports","Kuwait",1975,1,1
"63011000","63","6301","630110","Electric blankets of all types of textile materials",2015,"Non-EU Exports","Bahrain",1810,14,2
"63011000","63","6301","630110","Electric blankets of all types of textile materials",2015,"Non-EU Exports","Qatar",1979,6,18
