Cn8,Hs2,Hs4,Hs6,Description,Year,FlowType,Country,Value,NetMass,SuppUnit
"63011000","63","6301","630110","Electric blankets of all types of textile materials",2017,"EU Imports","France",265,3,3
"63011000","63","6301","630110","Electric blankets of all types of textile materials",2017,"EU Exports","France",785,29,11
"63011000","63","6301","630110","Electric blankets of all types of textile materials",2017,"EU Imports","Netherlands",2515,169,169
"63011000","63","6301","630110","Electric blankets of all types of textile materials",2017,"EU Exports","Netherlands",523,7,10
"63011000","63","6301","630110","Electric blankets of all types of textile materials",2017,"EU Imports","Germany",232956,11742,26118
"63011000","63","6301","630110","Electric blankets of all types of textile materials",2017,"EU Exports","Germany",3847,305,262
"63011000","63","6301","630110","Electric blankets of all types of textile materials",2017,"EU Imports","Italy",138760,10713,126006
"63011000","63","6301","630110","Electric blankets of all types of textile materials",2017,"EU Exports","Italy",189,810,22332
"63011000","63","6301","630110","Electric blankets of all types of textile materials",2017,"EU Imports","Ireland",88989,5729,3215
"63011000","63","6301","630110","Electric blankets of all types of textile materials",2017,"EU Exports","Ireland",861382,84265,53150
"63011000","63","6301","630110","Electric blankets of all types of textile materials",2017,"EU Imports","Denmark",101192,147,37
"63011000","63","6301","630110","Electric blankets of all types of textile materials",2017,"EU Exports","Greece",498,88,57
"63011000","63","6301","630110","Electric blankets of all types of textile materials",2017,"EU Exports","Portugal",1700,230,119
"63011000","63","6301","630110","Electric blankets of all types of textile materials",2017,"EU Imports","Spain",800,188,22
"63011000","63","6301","630110","Electric blankets of all types of textile materials",2017,"EU Exports","Spain",3687,453,487
"63011000","63","6301","630110","Electric blankets of all types of textile materials",2017,"EU Exports","Belgium",275,24,14
"63011000","63","6301","630110","Electric blankets of all types of textile materials",2017,"Non-EU Exports","Iceland",2025,1,1
"63011000","63","6301","630110","Electric blankets of all types of textile materials",2017,"Non-EU Imports","Norway",11166,47,3
"63011000","63","6301","630110","Electric blankets of all types of textile materials",2017,"Non-EU Exports","Norway",2024,8,63
"63011000","63","6301","630110","Electric blankets of all types of textile materials",2017,"EU Imports","Sweden",140,71,30
"63011000","63","6301","630110","Electric blankets of all types of textile materials",2017,"EU Exports","Sweden",328,3,30
"63011000","63","6301","630110","Electric blankets of all types of textile materials",2017,"EU Exports","Austria",26,1,2
"63011000","63","6301","630110","Electric blankets of all types of textile materials",2017,"Non-EU Exports","Switzerland",7055,136,168
"63011000","63","6301","630110","Electric blankets of all types of textile materials",2017,"EU Imports","Malta",212162,31677,22692
"63011000","63","6301","630110","Electric blankets of all types of textile materials",2017,"EU Exports","Malta",352,54,30
"63011000","63","6301","630110","Electric blankets of all types of textile materials",2017,"Non-EU Exports","Turkey",1685,90,48
"63011000","63","6301","630110","Electric blankets of all types of textile materials",2017,"EU Exports","Latvia",16,12,13
"63011000","63","6301","630110","Electric blankets of all types of textile materials",2017,"EU Exports","Lithuania",8,14,12
"63011000","63","6301","630110","Electric blankets of all types of textile materials",2017,"EU Exports","Poland",459,358,314
"63011000","63","6301","630110","Electric blankets of all types of textile materials",2017,"EU Exports","Czechia",14,6,2
"63011000","63","6301","630110","Electric blankets of all types of textile materials",2017,"EU Imports","Hungary",29362,2639,1380
"63011000","63","6301","630110","Electric blankets of all types of textile materials",2017,"EU Exports","Hungary",180,123,87
"63011000","63","6301","630110","Electric blankets of all types of textile materials",2017,"EU Exports","Romania",173,162,123
"63011000","63","6301","630110","Electric blankets of all types of textile materials",2017,"EU Exports","Bulgaria",4,13,10
"63011000","63","6301","630110","Electric blankets of all types of textile materials",2017,"Non-EU Exports","Ghana",4970,399,76
"63011000","63","6301","630110","Electric blankets of all types of textile materials",2017,"Non-EU Exports","Ethiopia",1960,340,28
"63011000","63","6301","630110","Electric blankets of all types of textile materials",2017,"Non-EU Exports","Kenya",1466,55,1
"63011000","63","6301","630110","Electric blankets of all types of textile materials",2017,"Non-EU Exports","South Africa",3533,83,172
"63011000","63","6301","630110","Electric blankets of all types of textile materials",2017,"Non-EU Imports","United States",30224,723,29
"63011000","63","6301","630110","Electric blankets of all types of textile materials",2017,"Non-EU Exports","United States",105050,2612,11037
"63011000","63","6301","630110","Electric blankets of all types of textile materials",2017,"Non-EU Imports","Canada",2827,136,60
"63011000","63","6301","630110","Electric blankets of all types of textile materials",2017,"Non-EU Exports","Canada",4689,56,192
"63011000","63","6301","630110","Electric blankets of all types of textile materials",2017,"Non-EU Exports","Colombia",6442,98,89
"63011000","63","6301","630110","Electric blankets of all types of textile materials",2017,"EU Exports","Cyprus",4999,211,348
"63011000","63","6301","630110","Electric blankets of all types of textile materials",2017,"Non-EU Exports","Lebanon",3382,480,527
"63011000","63","6301","630110","Electric blankets of all types of textile materials",2017,"Non-EU Exports","Iraq",1673,3,1
"63011000","63","6301","630110","Electric blankets of all types of textile materials",2017,"Non-EU Exports","Saudi Arabia",2174,1,1
"63011000","63","6301","630110","Electric blankets of all types of textile materials",2017,"Non-EU Exports","Qatar",9428,15,138
"63011000","63","6301","630110","Electric blankets of all types of textile materials",2017,"Non-EU Exports","UAE",4428,25,22
"63011000","63","6301","630110","Electric blankets of all types of textile materials",2017,"Non-EU Imports","Pakistan",4003,79,209
"63011000","63","6301","630110","Electric blankets of all types of textile materials",2017,"Non-EU Exports","India",7070,217,9
"63011000","63","6301","630110","Electric blankets of all types of textile materials",2017,"Non-EU Exports","Myanmar",2433,1415,5
"63011000","63","6301","630110","Electric blankets of all types of textile materials",2017,"Non-EU Imports","Vietnam",1688,271,271
"63011000","63","6301","630110","Electric blankets of all types of textile materials",2017,"Non-EU Exports","Singapore",20951,55,60
"63011000","63","6301","630110","Electric blankets of all types of textile materials",2017,"Non-EU Imports","Philippines",3700,989,100
"63011000","63","6301","630110","Electric blankets of all types of textile materials",2017,"Non-EU Imports","China",8981122,1526989,802087
"63011000","63","6301","630110","Electric blankets of all types of textile materials",2017,"Non-EU Imports","South Korea",2358,23,7
"63011000","63","6301","630110","Electric blankets of all types of textile materials",2017,"Non-EU Exports","Japan",11456,207,79
"63011000","63","6301","630110","Electric blankets of all types of textile materials",2017,"Non-EU Imports","Taiwan",470019,62786,32373
"63011000","63","6301","630110","Electric blankets of all types of textile materials",2017,"Non-EU Imports","Hong Kong",25234,3802,3436
"63011000","63","6301","630110","Electric blankets of all types of textile materials",2017,"Non-EU Exports","Hong Kong",18253,77,22
"63011000","63","6301","630110","Electric blankets of all types of textile materials",2017,"Non-EU Exports","Australia",2194,3,2
"63011000","63","6301","630110","Electric blankets of all types of textile materials",2017,"Non-EU Exports","New Zealand",1725,118,14
"84031010","84","8403","840310","Central heating boilers, non-electric, of cast iron (excl. vapour generating boilers and superheated water boilers of heading 8402)",2017,"EU Imports","France",1461998,126309,0
"84031010","84","8403","840310","Central heating boilers, non-electric, of cast iron (excl. vapour generating boilers and superheated water boilers of heading 8402)",2017,"EU Exports","France",2381649,147060,0
"84031010","84","8403","840310","Central heating boilers, non-electric, of cast iron (excl. vapour generating boilers and superheated water boilers of heading 8402)",2017,"EU Imports","Netherlands",2226901,98894,0
"84031010","84","8403","840310","Central heating boilers, non-electric, of cast iron (excl. vapour generating boilers and superheated water boilers of heading 8402)",2017,"EU Exports","Netherlands",935861,6432,0
"84031010","84","8403","840310","Central heating boilers, non-electric, of cast iron (excl. vapour generating boilers and superheated water boilers of heading 8402)",2017,"EU Imports","Germany",649602,207098,0
