Cn8,Hs2,Hs4,Hs6,Description,Year,FlowType,Country,Value,NetMass,SuppUnit
"63011000","63","6301","630110","Electric blankets of all types of textile materials",2023,"EU Imports","France",10954,45,16
"63011000","63","6301","630110","Electric blankets of all types of textile materials",2023,"EU Exports","France",11592,187,38
"63011000","63","6301","630110","Electric blankets of all types of textile materials",2023,"EU Imports","Netherlands",76283,2973,649
"63011000","63","6301","630110","Electric blankets of all types of textile materials",2023,"EU Exports","Netherlands",22066,506,462
"63011000","63","6301","630110","Electric blankets of all types of textile materials",2023,"EU Imports","Germany",185383,19534,10122
"63011000","63","6301","630110","Electric blankets of all types of textile materials",2023,"EU Exports","Germany",6564,71,6
"63011000","63","6301","630110","Electric blankets of all types of textile materials",2023,"EU Imports","Italy",643166,36178,20160
"63011000","63","6301","630110","Electric blankets of all types of textile materials",2023,"EU Exports","Italy",2432,40,1
"63011000","63","6301","630110","Electric blankets of all types of textile materials",2023,"EU Imports","Ireland",46049,6283,3226
"63011000","63","6301","630110","Electric blankets of all types of textile materials",2023,"EU Exports","Ireland",1045281,111890,51035
"63011000","63","6301","630110","Electric blankets of all types of textile materials",2023,"EU Imports","Denmark",21673,203,43
"63011000","63","6301","630110","Electric blankets of all types of textile materials",2023,"EU Exports","Denmark",11938,152,14
"63011000","63","6301","630110","Electric blankets of all types of textile materials",2023,"EU Exports","Greece",2711,176,7
"63011000","63","6301","630110","Electric blankets of all types of textile materials",2023,"EU Imports","Spain",2416,22,110
"63011000","63","6301","630110","Electric blankets of all types of textile materials",2023,"EU Exports","Spain",21600,72,18
"63011000","63","6301","630110","Electric blankets of all types of textile materials",2023,"EU Imports","Belgium",555539,53537,45548
"63011000","63","6301","630110","Electric blankets of all types of textile materials",2023,"Non-EU Exports","Iceland",20863,1796,1105
"63011000","63","6301","630110","Electric blankets of all types of textile materials",2023,"Non-EU Imports","Norway",6438,8,1
"63011000","63","6301","630110","Electric blankets of all types of textile materials",2023,"Non-EU Exports","Norway",3990,150,10
"63011000","63","6301","630110","Electric blankets of all types of textile materials",2023,"EU Exports","Sweden",7358,690,400
"63011000","63","6301","630110","Electric blankets of all types of textile materials",2023,"EU Imports","Finland",7365,43,3
"63011000","63","6301","630110","Electric blankets of all types of textile materials",2023,"Non-EU Exports","Gibraltar",2463,623,161
"63011000","63","6301","630110","Electric blankets of all types of textile materials",2023,"Non-EU Imports","Turkey",18729,405,35
"63011000","63","6301","630110","Electric blankets of all types of textile materials",2023,"EU Imports","Poland",1536,19,3
"63011000","63","6301","630110","Electric blankets of all types of textile materials",2023,"EU Exports","Romania",1601,6,10
"63011000","63","6301","630110","Electric blankets of all types of textile materials",2023,"Non-EU Exports","Morocco",1000,5,1
"63011000","63","6301","630110","Electric blankets of all types of textile materials",2023,"Non-EU Exports","Ivory Coast",5822,42,3
"63011000","63","6301","630110","Electric blankets of all types of textile materials",2023,"Non-EU Exports","Ghana",2579,20,2
"63011000","63","6301","630110","Electric blankets of all types of textile materials",2023,"Non-EU Exports","Equat Guinea",9798,105,6
"63011000","63","6301","630110","Electric blankets of all types of textile materials",2023,"Non-EU Exports","Angola",21216,114,11
"63011000","63","6301","630110","Electric blankets of all types of textile materials",2023,"Non-EU Imports","South Africa",64777,14593,4813
"63011000","63","6301","630110","Electric blankets of all types of textile materials",2023,"Non-EU Exports","South Africa",970,14,2
"63011000","63","6301","630110","Electric blankets of all types of textile materials",2023,"Non-EU Imports","United States",77659,16242,1602
"63011000","63","6301","630110","Electric blankets of all types of textile materials",2023,"Non-EU Exports","United States",78593,1169,282
"63011000","63","6301","630110","Electric blankets of all types of textile materials",2023,"Non-EU Imports","Canada",891,167,270
"63011000","63","6301","630110","Electric blankets of all types of textile materials",2023,"Non-EU Imports","Iraq",2315,552,1520
"63011000","63","6301","630110","Electric blankets of all types of textile materials",2023,"Non-EU Exports","Jordan",5163,153,10
"63011000","63","6301","630110","Electric blankets of all types of textile materials",2023,"Non-EU Exports","Kuwait",925,1,1
"63011000","63","6301","630110","Electric blankets of all types of textile materials",2023,"Non-EU Exports","Bahrain",1458,6,1
"63011000","63","6301","630110","Electric blankets of all types of textile materials",2023,"Non-EU Exports","UAE",29993,427,296
"63011000","63","6301","630110","Electric blankets of all types of textile materials",2023,"Non-EU Imports","India",23498,2678,300
"63011000","63","6301","630110","Electric blankets of all types of textile materials",2023,"Non-EU Imports","Sri Lanka",1900,273,28
"63011000","63","6301","630110","Electric blankets of all types of textile materials",2023,"Non-EU Imports","Vietnam",15124,3166,2508
"63011000","63","6301","630110","Electric blankets of all types of textile materials",2023,"Non-EU Exports","Vietnam",3715,38,2
"63011000","63","6301","630110","Electric blankets of all types of textile materials",2023,"Non-EU Imports","Indonesia",59173,5857,4063
"63011000","63","6301","630110","Electric blankets of all types of textile materials",2023,"Non-EU Imports","Singapore",2000,1,1
"63011000","63","6301","630110","Electric blankets of all types of textile materials",2023,"Non-EU Exports","Singapore",3591,36,9
"63011000","63","6301","630110","Electric blankets of all types of textile materials",2023,"Non-EU Exports","Mongolia",3283,0,2
"63011000","63","6301","630110","Electric blankets of all types of textile materials",2023,"Non-EU Imports","China",60640772,8599084,4358213
"63011000","63","6301","630110","Electric blankets of all types of textile materials",2023,"Non-EU Exports","China",38994,16480,1417
"63011000","63","6301","630110","Electric blankets of all types of textile materials",2023,"Non-EU Imports","South Korea",113967,8997,5928
"63011000","63","6301","630110","Electric blankets of all types of textile materials",2023,"Non-EU Exports","South Korea",11467,90,25
"63011000","63","6301","630110","Electric blankets of all types of textile materials",2023,"Non-EU Imports","Japan",975,108,1
"63011000","63","6301","630110","Electric blankets of all types of textile materials",2023,"Non-EU Exports","Japan",7797,243,460
"63011000","63","6301","630110","Electric blankets of all types of textile materials",2023,"Non-EU Imports","Taiwan",24863,3798,2404
"63011000","63","6301","630110","Electric blankets of all types of textile materials",2023,"Non-EU Imports","Hong Kong",474785,47317,18762
"63011000","63","6301","630110","Electric blankets of all types of textile materials",2023,"Non-EU Exports","Hong Kong",60425,42,41
"63011000","63","6301","630110","Electric blankets of all types of textile materials",2023,"Non-EU Exports","Macao",5547,4,3
"63011000","63","6301","630110","Electric blankets of all types of textile materials",2023,"Non-EU Exports","Australia",3962,38,19
"63011000","63","6301","630110","Electric blankets of all types of textile materials",2023,"Non-EU Exports","New Zealand",3580,348,1
"84031010","84","8403","840310","Central heating boilers, non-electric, of cast iron (excl. vapour generating boilers and superheated water boilers of heading 8402)",2023,"EU Imports","France",25143,7716,0
"84031010","84","8403","840310","Central heating boilers, non-electric, of cast iron (excl. vapour generating boilers and superheated water boilers of heading 8402)",2023,"EU Exports","France",1713,150,0
"84031010","84","8403","840310","Central heating boilers, non-electric, of cast iron (excl. vapour generating boilers and superheated water boilers of heading 8402)",2023,"EU Exports","Netherlands",94404,9000,0
"84031010","84","8403","840310","Central heating boilers, non-electric, of cast iron (excl. vapour generating boilers and superheated water boilers of heading 8402)",2023,"EU Imports","Germany",472338,41517,0
"84031010","84","8403","840310","Central heating boilers, non-electric, of cast iron (excl. vapour generating boilers and superheated water boilers of heading 8402)",2023,"EU Exports","Germany",1560,260,0
"84031010","84","8403","840310","Central heating boilers, non-electric, of cast iron (excl. vapour generating boilers and superheated water boilers of heading 8402)",2023,"EU Imports","Italy",59679,21109,0
"84031010","84","8403","840310","Central heating boilers, non-electric, of cast iron (excl. vapour generating boilers and superheated water boilers of heading 8402)",2023,"EU Imports","Ireland",2004167,697502,0
