Cn8,Hs2,Hs4,Hs6,Description,Year,FlowType,Country,Value,NetMass,SuppUnit
"63011000","63","6301","630110","Electric blankets of all types of textile materials",2003,"EU Imports","France",14718,1363,1085
"63011000","63","6301","630110","Electric blankets of all types of textile materials",2003,"EU Exports","France",23,1,1
"63011000","63","6301","630110","Electric blankets of all types of textile materials",2003,"EU Exports","Netherlands",23,2,2
"63011000","63","6301","630110","Electric blankets of all types of textile materials",2003,"EU Imports","Germany",75155,1807,1523
"63011000","63","6301","630110","Electric blankets of all types of textile materials",2003,"EU Exports","Germany",117,6,4
"63011000","63","6301","630110","Electric blankets of all types of textile materials",2003,"EU Imports","Italy",594556,89118,59263
"63011000","63","6301","630110","Electric blankets of all types of textile materials",2003,"EU Exports","Italy",59132,5307,3241
"63011000","63","6301","630110","Electric blankets of all types of textile materials",2003,"EU Imports","Ireland",57910,5935,2864
"63011000","63","6301","630110","Electric blankets of all types of textile materials",2003,"EU Exports","Ireland",717921,74675,50961
"63011000","63","6301","630110","Electric blankets of all types of textile materials",2003,"Non-EU Exports","Iceland",5225,927,68
"63011000","63","6301","630110","Electric blankets of all types of textile materials",2003,"Non-EU Exports","Norway",10492,3783,779
"63011000","63","6301","630110","Electric blankets of all types of textile materials",2003,"Non-EU Exports","Switzerland",6035,394,36
"63011000","63","6301","630110","Electric blankets of all types of textile materials",2003,"Non-EU Exports","Gibraltar",853,384,60
"63011000","63","6301","630110","Electric blankets of all types of textile materials",2003,"Non-EU Imports","Turkey",25641,30224,29595
"63011000","63","6301","630110","Electric blankets of all types of textile materials",2003,"Non-EU Exports","Turkey",863,12,1
"63011000","63","6301","630110","Electric blankets of all types of textile materials",2003,"Non-EU Exports","Poland",1000,114,71
"63011000","63","6301","630110","Electric blankets of all types of textile materials",2003,"Non-EU Exports","Azerbaijan",4490,450,18
"63011000","63","6301","630110","Electric blankets of all types of textile materials",2003,"Non-EU Exports","Serbia-Monteneg.",2500,5,1
"63011000","63","6301","630110","Electric blankets of all types of textile materials",2003,"Non-EU Imports","South Africa",702490,110429,95920
"63011000","63","6301","630110","Electric blankets of all types of textile materials",2003,"Non-EU Exports","Canada",19862,1650,6362
"63011000","63","6301","630110","Electric blankets of all types of textile materials",2003,"Non-EU Exports","Costa Rica",1971,177,16
"63011000","63","6301","630110","Electric blankets of all types of textile materials",2003,"Non-EU Exports","Brazil",1400,433,4275
"63011000","63","6301","630110","Electric blankets of all types of textile materials",2003,"Non-EU Exports","Cyprus",1756,105,4
"63011000","63","6301","630110","Electric blankets of all types of textile materials",2003,"Non-EU Exports","Iran",932,4,3
"63011000","63","6301","630110","Electric blankets of all types of textile materials",2003,"Non-EU Exports","Saudi Arabia",14430,150,175
"63011000","63","6301","630110","Electric blankets of all types of textile materials",2003,"Non-EU Imports","Kuwait",5780,596,650
"63011000","63","6301","630110","Electric blankets of all types of textile materials",2003,"Non-EU Exports","Kuwait",11453,1221,221
"63011000","63","6301","630110","Electric blankets of all types of textile materials",2003,"Non-EU Exports","Bahrain",5160,81,5
"63011000","63","6301","630110","Electric blankets of all types of textile materials",2003,"Non-EU Imports","Pakistan",940,61,62
"63011000","63","6301","630110","Electric blankets of all types of textile materials",2003,"Non-EU Imports","India",3055,150,13
"63011000","63","6301","630110","Electric blankets of all types of textile materials",2003,"Non-EU Exports","India",17360,1667,5
"63011000","63","6301","630110","Electric blankets of all types of textile materials",2003,"Non-EU Imports","Bangladesh",8869,2398,1296
"63011000","63","6301","630110","Electric blankets of all types of textile materials",2003,"Non-EU Imports","China",180701,51324,55157
"63011000","63","6301","630110","Electric blankets of all types of textile materials",2003,"Non-EU Exports","Japan",10648,160,1580
"63011000","63","6301","630110","Electric blankets of all types of textile materials",2003,"Non-EU Imports","Hong Kong",190115,43559,41730
"63011000","63","6301","630110","Electric blankets of all types of textile materials",2003,"Non-EU Exports","Hong Kong",28673,2758,676
"63011000","63","6301","630110","Electric blankets of all types of textile materials",2003,"Non-EU Exports","Australia",87586,12012,1026
"63011000","63","6301","630110","Electric blankets of all types of textile materials",2003,"Non-EU Imports","USA",7477,212,125
"63011000","63","6301","630110","Electric blankets of all types of textile materials",2003,"Non-EU Exports","USA",75292,3384,11543
"63011000","63","6301","630110","Electric blankets of all types of textile materials",2003,"Non-EU Exports","Abu Dhabi",900,24,12
"63011000","63","6301","630110","Electric blankets of all types of textile materials",2003,"Non-EU Exports","Dubai",1119,19,96
"84031010","84","8403","840310","Central heating boilers, non-electric, of cast iron (excl. vapour generating boilers and superheated water boilers of heading 8402)",2003,"EU Imports","France",1037511,452502,0
"84031010","84","8403","840310","Central heating boilers, non-electric, of cast iron (excl. vapour generating boilers and superheated water boilers of heading 8402)",2003,"EU Imports","Netherlands",5393265,1276637,0
"84031010","84","8403","840310","Central heating boilers, non-electric, of cast iron (excl. vapour generating boilers and superheated water boilers of heading 8402)",2003,"EU Imports","Germany",209642,77837,0
"84031010","84","8403","840310","Central heating boilers, non-electric, of cast iron (excl. vapour generating boilers and superheated water boilers of heading 8402)",2003,"EU Imports","Italy",1092947,691969,0
"84031010","84","8403","840310","Central heating boilers, non-electric, of cast iron (excl. vapour generating boilers and superheated water boilers of heading 8402)",2003,"EU Exports","Italy",430461,21740,0
"84031010","84","8403","840310","Central heating boilers, non-electric, of cast iron (excl. vapour generating boilers and superheated water boilers of heading 8402)",2003,"EU Imports","Ireland",543423,136185,0
"84031010","84","8403","840310","Central heating boilers, non-electric, of cast iron (excl. vapour generating boilers and superheated water boilers of heading 8402)",2003,"EU Exports","Ireland",9413717,1304122,0
"84031010","84","8403","840310","Central heating boilers, non-electric, of cast iron (excl. vapour generating boilers and superheated water boilers of heading 8402)",2003,"EU Exports","Denmark",23773,3600,0
"84031010","84","8403","840310","Central heating boilers, non-electric, of cast iron (excl. vapour generating boilers and superheated water boilers of heading 8402)",2003,"EU Imports","Greece",328688,198562,0
"84031010","84","8403","840310","Central heating boilers, non-electric, of cast iron (excl. vapour generating boilers and superheated water boilers of heading 8402)",2003,"EU Imports","Spain",282454,121557,0
"84031010","84","8403","840310","Central heating boilers, non-electric, of cast iron (excl. vapour generating boilers and superheated water boilers of heading 8402)",2003,"EU Imports","Belgium",46195,23903,0
"84031010","84","8403","840310","Central heating boilers, non-electric, of cast iron (excl. vapour generating boilers and superheated water boilers of heading 8402)",2003,"Non-EU Exports","Iceland",631,151,0
"84031010","84","8403","840310","Central heating boilers, non-electric, of cast iron (excl. vapour generating boilers and superheated water boilers of heading 8402)",2003,"Non-EU Exports","Norway",66472,12880,0
"84031010","84","8403","840310","Central heating boilers, non-electric, of cast iron (excl. vapour generating boilers and superheated water boilers of heading 8402)",2003,"EU Imports","Sweden",81367,64594,0
