Cn8,Hs2,Hs4,Hs6,Description,Year,FlowType,Country,Value,NetMass,SuppUnit
"63011000","63","6301","630110","Electric blankets of all types of textile materials",2018,"EU Exports","France",1680,179,11
"63011000","63","6301","630110","Electric blankets of all types of textile materials",2018,"EU Imports","Netherlands",48,2,1
"63011000","63","6301","630110","Electric blankets of all types of textile materials",2018,"EU Exports","Netherlands",558,9,11
"63011000","63","6301","630110","Electric blankets of all types of textile materials",2018,"EU Imports","Germany",194885,16289,11233
"63011000","63","6301","630110","Electric blankets of all types of textile materials",2018,"EU Exports","Germany",9352,912,1
"63011000","63","6301","630110","Electric blankets of all types of textile materials",2018,"EU Imports","Italy",3753,4,4
"63011000","63","6301","630110","Electric blankets of all types of textile materials",2018,"EU Imports","Ireland",80114,4967,3244
"63011000","63","6301","630110","Electric blankets of all types of textile materials",2018,"EU Exports","Ireland",770800,68651,44517
"63011000","63","6301","630110","Electric blankets of all types of textile materials",2018,"EU Imports","Denmark",5751,10,2
"63011000","63","6301","630110","Electric blankets of all types of textile materials",2018,"EU Exports","Portugal",1486,224,116
"63011000","63","6301","630110","Electric blankets of all types of textile materials",2018,"EU Imports","Spain",99,5,2
"63011000","63","6301","630110","Electric blankets of all types of textile materials",2018,"EU Exports","Spain",624,51,30
"63011000","63","6301","630110","Electric blankets of all types of textile materials",2018,"EU Exports","Belgium",315,46,58
"63011000","63","6301","630110","Electric blankets of all types of textile materials",2018,"Non-EU Exports","Iceland",3440,123,172
"63011000","63","6301","630110","Electric blankets of all types of textile materials",2018,"Non-EU Exports","Norway",3021,8,2
"63011000","63","6301","630110","Electric blankets of all types of textile materials",2018,"EU Imports","Sweden",85,46,19
"63011000","63","6301","630110","Electric blankets of all types of textile materials",2018,"EU Exports","Austria",9,1,1
"63011000","63","6301","630110","Electric blankets of all types of textile materials",2018,"Non-EU Exports","Switzerland",4344,51,125
"63011000","63","6301","630110","Electric blankets of all types of textile materials",2018,"EU Imports","Malta",11018,1534,852
"63011000","63","6301","630110","Electric blankets of all types of textile materials",2018,"EU Exports","Malta",618,90,62
"63011000","63","6301","630110","Electric blankets of all types of textile materials",2018,"EU Exports","Estonia",510,82,720
"63011000","63","6301","630110","Electric blankets of all types of textile materials",2018,"EU Exports","Lithuania",9,42,33
"63011000","63","6301","630110","Electric blankets of all types of textile materials",2018,"EU Exports","Poland",467,441,360
"63011000","63","6301","630110","Electric blankets of all types of textile materials",2018,"EU Exports","Czechia",2219,404,44
"63011000","63","6301","630110","Electric blankets of all types of textile materials",2018,"EU Imports","Hungary",8104,844,516
"63011000","63","6301","630110","Electric blankets of all types of textile materials",2018,"EU Exports","Hungary",59,91,53
