Cn8,Hs2,Hs4,Hs6,Description,Year,FlowType,Country,Value,NetMass,SuppUnit
"63011000","63","6301","630110","Electric blankets of all types of textile materials",2010,"EU Imports","France",1219,112,103
"63011000","63","6301","630110","Electric blankets of all types of textile materials",2010,"EU Exports","France",60,2,11
"63011000","63","6301","630110","Electric blankets of all types of textile materials",2010,"EU Exports","Netherlands",2663,100,220
"63011000","63","6301","630110","Electric blankets of all types of textile materials",2010,"EU Imports","Germany",315987,7231,36941
"63011000","63","6301","630110","Electric blankets of all types of textile materials",2010,"EU Exports","Germany",147,33,177
"63011000","63","6301","630110","Electric blankets of all types of textile materials",2010,"EU Imports","Ireland",57950,5148,2444
"63011000","63","6301","630110","Electric blankets of all types of textile materials",2010,"EU Exports","Ireland",1254112,193349,133187
"63011000","63","6301","630110","Electric blankets of all types of textile materials",2010,"EU Imports","Denmark",12511,43,14
"63011000","63","6301","630110","Electric blankets of all types of textile materials",2010,"EU Exports","Greece",291,63,40
"63011000","63","6301","630110","Electric blankets of all types of textile materials",2010,"EU Exports","Portugal",29,1,2
"63011000","63","6301","630110","Electric blankets of all types of textile materials",2010,"EU Exports","Spain",327,29,205
"63011000","63","6301","630110","Electric blankets of all types of textile materials",2010,"EU Exports","Belgium",115,9,8
"63011000","63","6301","630110","Electric blankets of all types of textile materials",2010,"Non-EU Exports","Iceland",2580,1200,194
"63011000","63","6301","630110","Electric blankets of all types of textile materials",2010,"Non-EU Exports","Norway",4370,2525,2
"63011000","63","6301","630110","Electric blankets of all types of textile materials",2010,"EU Exports","Sweden",153,9,10
"63011000","63","6301","630110","Electric blankets of all types of textile materials",2010,"EU Exports","Austria",524,27,42
"63011000","63","6301","630110","Electric blankets of all types of textile materials",2010,"EU Exports","Malta",4091,548,363
"63011000","63","6301","630110","Electric blankets of all types of textile materials",2010,"Non-EU Imports","Turkey",10880,2246,1560
"63011000","63","6301","630110","Electric blankets of all types of textile materials",2010,"Non-EU Exports","Turkey",8968,40,3
"63011000","63","6301","630110","Electric blankets of all types of textile materials",2010,"EU Exports","Lithuania",110,11,76
