year,source,target,material,value,data_source_id,product
2019,Non-consumer,Non-consumer - Other,LDPE,0,0047_0038,Packaging
2019,Non-consumer,Non-consumer - Other,Other,0,0047_0038,Packaging
2019,Non-consumer,Non-consumer - Other,PE,0,0047_0038,Packaging
2019,Non-consumer,Non-consumer - Other,PET,0,0047_0038,Packaging
2019,Non-consumer,Non-consumer - Other,PP,3241.2587412587413,0047_0038,Packaging
2019,Non-consumer,Non-consumer - Other,PS,0,0047_0038,Packaging
2019,Non-consumer,Non-consumer - Other,PVC,0,0047_0038,Packaging
2019,Non-consumer,Non-consumer - PTT,HDPE,35653.846153846156,0047_0038,Packaging
2019,Non-consumer,Non-consumer - PTT,LDPE,1080.4195804195804,0047_0038,Packaging
2019,Non-consumer,Non-consumer - PTT,Other,0,0047_0038,Packaging
2019,Non-consumer,Non-consumer - PTT,PE,1080.4195804195804,0047_0038,Packaging
2019,Non-consumer,Non-consumer - PTT,PET,11884.615384615385,0047_0038,Packaging
2019,Non-consumer,Non-consumer - PTT,PP,75629.37062937063,0047_0038,Packaging
2019,Non-consumer,Non-consumer - PTT,PS,24849.65034965035,0047_0038,Packaging
2019,Non-consumer,Non-consumer - PTT,PVC,1080.4195804195804,0047_0038,Packaging
2020,Consumer,Consumer - Bottle,HDPE,280730.92167739075,0047_0038,Packaging
2020,Consumer,Consumer - Bottle,LDPE,552.6199245617928,0047_0038,Packaging
2020,Consumer,Consumer - Bottle,Other,552.6199245617928,0047_0038,Packaging
2020,Consumer,Consumer - Bottle,PE,10499.778566674064,0047_0038,Packaging
2020,Consumer,Consumer - Bottle,PET,367492.2498335922,0047_0038,Packaging
2020,Consumer,Consumer - Bottle,PP,17683.83758597737,0047_0038,Packaging
2020,Consumer,Consumer - Bottle,PS,0,0047_0038,Packaging
2020,Consumer,Consumer - Bottle,PVC,552.6199245617928,0047_0038,Packaging
2020,Consumer,Consumer - Film,HDPE,16578.597736853782,0047_0038,Packaging
2020,Consumer,Consumer - Film,LDPE,113287.08453516752,0047_0038,Packaging
2020,Consumer,Consumer - Film,Other,37025.534945640116,0047_0038,Packaging
2020,Consumer,Consumer - Film,PE,26525.756378966056,0047_0038,Packaging
2020,Consumer,Consumer - Film,PET,43104.354115819835,0047_0038,Packaging
2020,Consumer,Consumer - Film,PP,118813.28378078545,0047_0038,Packaging
2020,Consumer,Consumer - Film,PS,3315.719547370757,0047_0038,Packaging
2020,Consumer,Consumer - Film,PVC,2763.0996228089634,0047_0038,Packaging
2020,Consumer,Consumer - Other,HDPE,45867.4537386288,0047_0038,Packaging
2020,Consumer,Consumer - Other,LDPE,16578.597736853782,0047_0038,Packaging
2020,Consumer,Consumer - Other,Other,4420.959396494342,0047_0038,Packaging
2020,Consumer,Consumer - Other,PE,4973.579321056135,0047_0038,Packaging
2020,Consumer,Consumer - Other,PET,51393.65298424673,0047_0038,Packaging
2020,Consumer,Consumer - Other,PP,95050.62702462837,0047_0038,Packaging
2020,Consumer,Consumer - Other,PS,4420.959396494342,0047_0038,Packaging
2020,Consumer,Consumer - Other,PVC,2210.479698247171,0047_0038,Packaging
2020,Consumer,Consumer - PTT,HDPE,8289.298868426891,0047_0038,Packaging
2020,Consumer,Consumer - PTT,LDPE,2210.479698247171,0047_0038,Packaging
2020,Consumer,Consumer - PTT,Other,8289.298868426891,0047_0038,Packaging
2020,Consumer,Consumer - PTT,PE,2763.0996228089634,0047_0038,Packaging
2020,Consumer,Consumer - PTT,PET,177390.99578433548,0047_0038,Packaging
2020,Consumer,Consumer - PTT,PP,104997.78566674062,0047_0038,Packaging
2020,Consumer,Consumer - PTT,PS,23762.656756157092,0047_0038,Packaging
2020,Consumer,Consumer - PTT,PVC,2210.479698247171,0047_0038,Packaging
2020,Non-consumer,Non-consumer - Bottle,HDPE,254757.78522298648,0047_0038,Packaging
2020,Non-consumer,Non-consumer - Bottle,LDPE,0,0047_0038,Packaging
2020,Non-consumer,Non-consumer - Bottle,Other,0,0047_0038,Packaging
2020,Non-consumer,Non-consumer - Bottle,PE,0,0047_0038,Packaging
2020,Non-consumer,Non-consumer - Bottle,PET,95050.62702462837,0047_0038,Packaging
2020,Non-consumer,Non-consumer - Bottle,PP,552.6199245617928,0047_0038,Packaging
2020,Non-consumer,Non-consumer - Bottle,PS,0,0047_0038,Packaging
2020,Non-consumer,Non-consumer - Bottle,PVC,0,0047_0038,Packaging
2020,Non-consumer,Non-consumer - Film,HDPE,5526.199245617927,0047_0038,Packaging
2020,Non-consumer,Non-consumer - Film,LDPE,238179.18748613267,0047_0038,Packaging
2020,Non-consumer,Non-consumer - Film,Other,3315.719547370757,0047_0038,Packaging
2020,Non-consumer,Non-consumer - Film,PE,98366.346571999107,0047_0038,Packaging
2020,Non-consumer,Non-consumer - Film,PET,1657.8597736853785,0047_0038,Packaging
2020,Non-consumer,Non-consumer - Film,PP,25973.13645440426,0047_0038,Packaging
2020,Non-consumer,Non-consumer - Film,PS,2210.479698247171,0047_0038,Packaging
2020,Non-consumer,Non-consumer - Film,PVC,0,0047_0038,Packaging
2020,Non-consumer,Non-consumer - Other,HDPE,9394.538717550477,0047_0038,Packaging
2020,Non-consumer,Non-consumer - Other,LDPE,552.6199245617928,0047_0038,Packaging
2020,Non-consumer,Non-consumer - Other,Other,0,0047_0038,Packaging
2020,Non-consumer,Non-consumer - Other,PE,552.6199245617928,0047_0038,Packaging
2020,Non-consumer,Non-consumer - Other,PET,1105.2398491235856,0047_0038,Packaging
2020,Non-consumer,Non-consumer - Other,PP,5526.199245617927,0047_0038,Packaging
2020,Non-consumer,Non-consumer - Other,PS,552.6199245617928,0047_0038,Packaging
2020,Non-consumer,Non-consumer - Other,PVC,0,0047_0038,Packaging
2020,Non-consumer,Non-consumer - PTT,HDPE,27630.996228089636,0047_0038,Packaging
2020,Non-consumer,Non-consumer - PTT,LDPE,9947.15864211227,0047_0038,Packaging
2020,Non-consumer,Non-consumer - PTT,Other,1657.8597736853785,0047_0038,Packaging
2020,Non-consumer,Non-consumer - PTT,PE,2210.479698247171,0047_0038,Packaging
2020,Non-consumer,Non-consumer - PTT,PET,11052.398491235854,0047_0038,Packaging
2020,Non-consumer,Non-consumer - PTT,PP,74603.68981584202,0047_0038,Packaging
2020,Non-consumer,Non-consumer - PTT,PS,23210.036831595295,0047_0038,Packaging
2020,Non-consumer,Non-consumer - PTT,PVC,2763.0996228089634,0047_0038,Packaging
2021,Consumer,Consumer - Bottle,HDPE,265146.57052726456,0047_0038,Packaging
2021,Consumer,Consumer - Bottle,LDPE,1133.1050022532672,0047_0038,Packaging
2021,Consumer,Consumer - Bottle,Other,0,0047_0038,Packaging
2021,Consumer,Consumer - Bottle,PE,19262.785038305545,0047_0038,Packaging
2021,Consumer,Consumer - Bottle,PET,359194.2857142857,0047_0038,Packaging
2021,Consumer,Consumer - Bottle,PP,16996.57503379901,0047_0038,Packaging
2021,Consumer,Consumer - Bottle,PS,0,0047_0038,Packaging
2021,Consumer,Consumer - Bottle,PVC,1133.1050022532672,0047_0038,Packaging
2021,Consumer,Consumer - Film,HDPE,15863.470031545741,0047_0038,Packaging
2021,Consumer,Consumer - Film,LDPE,115576.71022983325,0047_0038,Packaging
2021,Consumer,Consumer - Film,Other,23795.205047318614,0047_0038,Packaging
2021,Consumer,Consumer - Film,PE,35126.255069851286,0047_0038,Packaging
2021,Consumer,Consumer - Film,PET,39658.67507886435,0047_0038,Packaging
2021,Consumer,Consumer - Film,PP,152969.17530419107,0047_0038,Packaging
2021,Consumer,Consumer - Film,PS,2266.2100045065345,0047_0038,Packaging
2021,Consumer,Consumer - Film,PVC,2266.2100045065345,0047_0038,Packaging
2021,Consumer,Consumer - Other,HDPE,45324.20009013069,0047_0038,Packaging
2021,Consumer,Consumer - Other,LDPE,10197.945020279405,0047_0038,Packaging
2021,Consumer,Consumer - Other,Other,6798.630013519604,0047_0038,Packaging
2021,Consumer,Consumer - Other,PE,6798.630013519604,0047_0038,Packaging
2021,Consumer,Consumer - Other,PET,55522.1451104101,0047_0038,Packaging
2021,Consumer,Consumer - Other,PP,107644.9752140604,0047_0038,Packaging
2021,Consumer,Consumer - Other,PS,6798.630013519604,0047_0038,Packaging
2021,Consumer,Consumer - Other,PVC,3399.315006759802,0047_0038,Packaging
2021,Consumer,Consumer - PTT,HDPE,11331.050022532672,0047_0038,Packaging
2021,Consumer,Consumer - PTT,LDPE,4532.420009013069,0047_0038,Packaging
2021,Consumer,Consumer - PTT,Other,12464.15502478594,0047_0038,Packaging
2021,Consumer,Consumer - PTT,PE,2266.2100045065345,0047_0038,Packaging
2021,Consumer,Consumer - PTT,PET,177897.48535376298,0047_0038,Packaging
2021,Consumer,Consumer - PTT,PP,111044.2902208202,0047_0038,Packaging
2021,Consumer,Consumer - PTT,PS,16996.57503379901,0047_0038,Packaging
2021,Consumer,Consumer - PTT,PVC,1133.1050022532672,0047_0038,Packaging
2021,Non-consumer,Non-consumer - Bottle,HDPE,252682.4155024786,0047_0038,Packaging
2021,Non-consumer,Non-consumer - Bottle,LDPE,0,0047_0038,Packaging
2021,Non-consumer,Non-consumer - Bottle,Other,0,0047_0038,Packaging
2021,Non-consumer,Non-consumer - Bottle,PE,0,0047_0038,Packaging
2021,Non-consumer,Non-consumer - Bottle,PET,82716.6651644885,0047_0038,Packaging
2021,Non-consumer,Non-consumer - Bottle,PP,1133.1050022532672,0047_0038,Packaging
2021,Non-consumer,Non-consumer - Bottle,PS,0,0047_0038,Packaging
2021,Non-consumer,Non-consumer - Bottle,PVC,0,0047_0038,Packaging
2021,Non-consumer,Non-consumer - Film,HDPE,2266.2100045065345,0047_0038,Packaging
2021,Non-consumer,Non-consumer - Film,LDPE,230020.31545741326,0047_0038,Packaging
2021,Non-consumer,Non-consumer - Film,Other,0,0047_0038,Packaging
2021,Non-consumer,Non-consumer - Film,PE,98580.13519603426,0047_0038,Packaging
2021,Non-consumer,Non-consumer - Film,PET,2266.2100045065345,0047_0038,Packaging
2021,Non-consumer,Non-consumer - Film,PP,30593.835060838213,0047_0038,Packaging
2021,Non-consumer,Non-consumer - Film,PS,3399.315006759802,0047_0038,Packaging
2021,Non-consumer,Non-consumer - Film,PVC,0,0047_0038,Packaging
2021,Non-consumer,Non-consumer - Other,HDPE,11331.050022532672,0047_0038,Packaging
2021,Non-consumer,Non-consumer - Other,LDPE,1133.1050022532672,0047_0038,Packaging
2021,Non-consumer,Non-consumer - Other,Other,0,0047_0038,Packaging
2021,Non-consumer,Non-consumer - Other,PE,1133.1050022532672,0047_0038,Packaging
2021,Non-consumer,Non-consumer - Other,PET,2266.2100045065345,0047_0038,Packaging
2021,Non-consumer,Non-consumer - Other,PP,7931.735015772871,0047_0038,Packaging
2021,Non-consumer,Non-consumer - Other,PS,1133.1050022532672,0047_0038,Packaging
2021,Non-consumer,Non-consumer - Other,PVC,0,0047_0038,Packaging
2021,Non-consumer,Non-consumer - PTT,HDPE,19262.785038305545,0047_0038,Packaging
2021,Non-consumer,Non-consumer - PTT,LDPE,19262.785038305545,0047_0038,Packaging
2021,Non-consumer,Non-consumer - PTT,Other,3399.315006759802,0047_0038,Packaging
2021,Non-consumer,Non-consumer - PTT,PE,3399.315006759802,0047_0038,Packaging
2021,Non-consumer,Non-consumer - PTT,PET,10197.945020279405,0047_0038,Packaging
2021,Non-consumer,Non-consumer - PTT,PP,73651.82514646238,0047_0038,Packaging
2021,Non-consumer,Non-consumer - PTT,PS,21528.995042812076,0047_0038,Packaging
2021,Non-consumer,Non-consumer - PTT,PVC,4532.420009013069,0047_0038,Packaging
2022,Consumer,Consumer - Bottle,HDPE,159663.62325804902,0047_0038,Packaging
2022,Consumer,Consumer - Bottle,LDPE,1078.808265257088,0047_0038,Packaging
2022,Consumer,Consumer - Bottle,Other,0,0047_0038,Packaging
2022,Consumer,Consumer - Bottle,PE,1078.808265257088,0047_0038,Packaging
2022,Consumer,Consumer - Bottle,PET,364637.1936568958,0047_0038,Packaging
2022,Consumer,Consumer - Bottle,PP,4315.233061028352,0047_0038,Packaging
2022,Consumer,Consumer - Bottle,PS,0,0047_0038,Packaging
2022,Consumer,Consumer - Bottle,PVC,0,0047_0038,Packaging
2022,Consumer,Consumer - Film,HDPE,9709.274387313792,0047_0038,Packaging
2022,Consumer,Consumer - Film,LDPE,85225.85295530995,0047_0038,Packaging
2022,Consumer,Consumer - Film,Other,84147.04469005286,0047_0038,Packaging
2022,Consumer,Consumer - Film,PE,44231.13887554061,0047_0038,Packaging
2022,Consumer,Consumer - Film,PET,33443.056222969724,0047_0038,Packaging
2022,Consumer,Consumer - Film,PP,105723.20999519461,0047_0038,Packaging
2022,Consumer,Consumer - Film,PS,0,0047_0038,Packaging
2022,Consumer,Consumer - Film,PVC,1078.808265257088,0047_0038,Packaging
2022,Consumer,Consumer - Other,HDPE,9709.274387313792,0047_0038,Packaging
2022,Consumer,Consumer - Other,LDPE,4315.233061028352,0047_0038,Packaging
2022,Consumer,Consumer - Other,Other,9709.274387313792,0047_0038,Packaging
2022,Consumer,Consumer - Other,PE,6472.849591542527,0047_0038,Packaging
2022,Consumer,Consumer - Other,PET,24812.59010091302,0047_0038,Packaging
2022,Consumer,Consumer - Other,PP,47467.56367131187,0047_0038,Packaging
2022,Consumer,Consumer - Other,PS,14024.507448342143,0047_0038,Packaging
2022,Consumer,Consumer - Other,PVC,1078.808265257088,0047_0038,Packaging
2022,Consumer,Consumer - PTT,HDPE,1078.808265257088,0047_0038,Packaging
2022,Consumer,Consumer - PTT,LDPE,0,0047_0038,Packaging
2022,Consumer,Consumer - PTT,Other,4315.233061028352,0047_0038,Packaging
2022,Consumer,Consumer - PTT,PE,1078.808265257088,0047_0038,Packaging
2022,Consumer,Consumer - PTT,PET,235180.20182604517,0047_0038,Packaging
2022,Consumer,Consumer - PTT,PP,99250.36040365208,0047_0038,Packaging
2022,Consumer,Consumer - PTT,PS,12945.699183085055,0047_0038,Packaging
2022,Consumer,Consumer - PTT,PVC,0,0047_0038,Packaging
2022,Non-consumer,Non-consumer - Bottle,HDPE,227628.54396924554,0047_0038,Packaging
2022,Non-consumer,Non-consumer - Bottle,LDPE,0,0047_0038,Packaging
2022,Non-consumer,Non-consumer - Bottle,Other,1078.808265257088,0047_0038,Packaging
2022,Non-consumer,Non-consumer - Bottle,PE,0,0047_0038,Packaging
2022,Non-consumer,Non-consumer - Bottle,PET,67964.92071119654,0047_0038,Packaging
2022,Non-consumer,Non-consumer - Bottle,PP,2157.616530514176,0047_0038,Packaging
2022,Non-consumer,Non-consumer - Bottle,PS,0,0047_0038,Packaging
2022,Non-consumer,Non-consumer - Bottle,PVC,0,0047_0038,Packaging
2022,Non-consumer,Non-consumer - Film,HDPE,10788.08265257088,0047_0038,Packaging
2022,Non-consumer,Non-consumer - Film,LDPE,244889.47621335898,0047_0038,Packaging
2022,Non-consumer,Non-consumer - Film,Other,4315.233061028352,0047_0038,Packaging
2022,Non-consumer,Non-consumer - Film,PE,107880.82652570879,0047_0038,Packaging
2022,Non-consumer,Non-consumer - Film,PET,2157.616530514176,0047_0038,Packaging
2022,Non-consumer,Non-consumer - Film,PP,22654.973570398848,0047_0038,Packaging
2022,Non-consumer,Non-consumer - Film,PS,0,0047_0038,Packaging
2022,Non-consumer,Non-consumer - Film,PVC,7551.657856799616,0047_0038,Packaging
2022,Non-consumer,Non-consumer - Other,HDPE,6472.849591542527,0047_0038,Packaging
2022,Non-consumer,Non-consumer - Other,LDPE,0,0047_0038,Packaging
2022,Non-consumer,Non-consumer - Other,Other,1078.808265257088,0047_0038,Packaging
2022,Non-consumer,Non-consumer - Other,PE,1078.808265257088,0047_0038,Packaging
2022,Non-consumer,Non-consumer - Other,PET,1078.808265257088,0047_0038,Packaging
2022,Non-consumer,Non-consumer - Other,PP,5394.04132628544,0047_0038,Packaging
2022,Non-consumer,Non-consumer - Other,PS,0,0047_0038,Packaging
2022,Non-consumer,Non-consumer - Other,PVC,0,0047_0038,Packaging
2022,Non-consumer,Non-consumer - PTT,HDPE,18339.740509370495,0047_0038,Packaging
2022,Non-consumer,Non-consumer - PTT,LDPE,0,0047_0038,Packaging
2022,Non-consumer,Non-consumer - PTT,Other,1078.808265257088,0047_0038,Packaging
2022,Non-consumer,Non-consumer - PTT,PE,1078.808265257088,0047_0038,Packaging
2022,Non-consumer,Non-consumer - PTT,PET,15103.315713599231,0047_0038,Packaging
2022,Non-consumer,Non-consumer - PTT,PP,105723.20999519461,0047_0038,Packaging
2022,Non-consumer,Non-consumer - PTT,PS,23733.781835655936,0047_0038,Packaging
2022,Non-consumer,Non-consumer - PTT,PVC,0,0047_0038,Packaging
2023,Consumer,Consumer - Bottle,HDPE,160659.29841422394,0047_0038,Packaging
2023,Consumer,Consumer - Bottle,LDPE,1085.5358000961078,0047_0038,Packaging
2023,Consumer,Consumer - Bottle,Other,0,0047_0038,Packaging
2023,Consumer,Consumer - Bottle,PE,1085.5358000961078,0047_0038,Packaging
2023,Consumer,Consumer - Bottle,PET,366911.1004324844,0047_0038,Packaging
2023,Consumer,Consumer - Bottle,PP,4342.143200384431,0047_0038,Packaging
2023,Consumer,Consumer - Bottle,PS,0,0047_0038,Packaging
2023,Consumer,Consumer - Bottle,PVC,0,0047_0038,Packaging
2023,Consumer,Consumer - Film,HDPE,9769.822200864968,0047_0038,Packaging
2023,Consumer,Consumer - Film,LDPE,85757.32820759251,0047_0038,Packaging
2023,Consumer,Consumer - Film,Other,84671.7924074964,0047_0038,Packaging
2023,Consumer,Consumer - Film,PE,44506.96780394041,0047_0038,Packaging
2023,Consumer,Consumer - Film,PET,33651.609802979336,0047_0038,Packaging
2023,Consumer,Consumer - Film,PP,106382.50840941854,0047_0038,Packaging
2023,Consumer,Consumer - Film,PS,0,0047_0038,Packaging
2023,Consumer,Consumer - Film,PVC,1085.5358000961078,0047_0038,Packaging
2023,Consumer,Consumer - Other,HDPE,9769.822200864968,0047_0038,Packaging
2023,Consumer,Consumer - Other,LDPE,4342.143200384431,0047_0038,Packaging
2023,Consumer,Consumer - Other,Other,9769.822200864968,0047_0038,Packaging
2023,Consumer,Consumer - Other,PE,6513.214800576646,0047_0038,Packaging
2023,Consumer,Consumer - Other,PET,24967.323402210477,0047_0038,Packaging
2023,Consumer,Consumer - Other,PP,47763.575204228735,0047_0038,Packaging
2023,Consumer,Consumer - Other,PS,14111.9654012494,0047_0038,Packaging
2023,Consumer,Consumer - Other,PVC,1085.5358000961078,0047_0038,Packaging
2023,Consumer,Consumer - PTT,HDPE,1085.5358000961078,0047_0038,Packaging
2023,Consumer,Consumer - PTT,LDPE,0,0047_0038,Packaging
2023,Consumer,Consumer - PTT,Other,4342.143200384431,0047_0038,Packaging
2023,Consumer,Consumer - PTT,PE,1085.5358000961078,0047_0038,Packaging
2023,Consumer,Consumer - PTT,PET,236646.8044209515,0047_0038,Packaging
2023,Consumer,Consumer - PTT,PP,99869.29360884191,0047_0038,Packaging
2023,Consumer,Consumer - PTT,PS,13026.429601153292,0047_0038,Packaging
2023,Consumer,Consumer - PTT,PVC,0,0047_0038,Packaging
2023,Non-consumer,Non-consumer - Bottle,HDPE,229048.0538202787,0047_0038,Packaging
2023,Non-consumer,Non-consumer - Bottle,LDPE,0,0047_0038,Packaging
2023,Non-consumer,Non-consumer - Bottle,Other,1085.5358000961078,0047_0038,Packaging
2023,Non-consumer,Non-consumer - Bottle,PE,0,0047_0038,Packaging
2023,Non-consumer,Non-consumer - Bottle,PET,68388.75540605478,0047_0038,Packaging
2023,Non-consumer,Non-consumer - Bottle,PP,2171.0716001922156,0047_0038,Packaging
2023,Non-consumer,Non-consumer - Bottle,PS,0,0047_0038,Packaging
2023,Non-consumer,Non-consumer - Bottle,PVC,0,0047_0038,Packaging
2023,Non-consumer,Non-consumer - Film,HDPE,10855.358000961078,0047_0038,Packaging
2023,Non-consumer,Non-consumer - Film,LDPE,246416.62662181645,0047_0038,Packaging
2023,Non-consumer,Non-consumer - Film,Other,4342.143200384431,0047_0038,Packaging
2023,Non-consumer,Non-consumer - Film,PE,108553.58000961076,0047_0038,Packaging
2023,Non-consumer,Non-consumer - Film,PET,2171.0716001922156,0047_0038,Packaging
2023,Non-consumer,Non-consumer - Film,PP,22796.25180201826,0047_0038,Packaging
2023,Non-consumer,Non-consumer - Film,PS,0,0047_0038,Packaging
2023,Non-consumer,Non-consumer - Film,PVC,7598.7506006727535,0047_0038,Packaging
2023,Non-consumer,Non-consumer - Other,HDPE,6513.214800576646,0047_0038,Packaging
2023,Non-consumer,Non-consumer - Other,LDPE,0,0047_0038,Packaging
2023,Non-consumer,Non-consumer - Other,Other,1085.5358000961078,0047_0038,Packaging
2023,Non-consumer,Non-consumer - Other,PE,1085.5358000961078,0047_0038,Packaging
2023,Non-consumer,Non-consumer - Other,PET,1085.5358000961078,0047_0038,Packaging
2023,Non-consumer,Non-consumer - Other,PP,5427.679000480539,0047_0038,Packaging
2023,Non-consumer,Non-consumer - Other,PS,0,0047_0038,Packaging
2023,Non-consumer,Non-consumer - Other,PVC,0,0047_0038,Packaging
2023,Non-consumer,Non-consumer - PTT,HDPE,18454.10860163383,0047_0038,Packaging
2023,Non-consumer,Non-consumer - PTT,LDPE,0,0047_0038,Packaging
2023,Non-consumer,Non-consumer - PTT,Other,1085.5358000961078,0047_0038,Packaging
2023,Non-consumer,Non-consumer - PTT,PE,1085.5358000961078,0047_0038,Packaging
2023,Non-consumer,Non-consumer - PTT,PET,15197.501201345507,0047_0038,Packaging
2023,Non-consumer,Non-consumer - PTT,PP,106382.50840941854,0047_0038,Packaging
2023,Non-consumer,Non-consumer - PTT,PS,23881.787602114367,0047_0038,Packaging
2023,Non-consumer,Non-consumer - PTT,PVC,0,0047_0038,Packaging
2014,Consumer - Bottle,Waste generated,HDPE,252320.06785411367,0047_0038,Packaging
2014,Consumer - Bottle,Waste generated,LDPE,0,0047_0038,Packaging
2014,Consumer - Bottle,Waste generated,Other,0,0047_0038,Packaging
2014,Consumer - Bottle,Waste generated,PE,941.4927905004241,0047_0038,Packaging
2014,Consumer - Bottle,Waste generated,PET,326697.9983036472,0047_0038,Packaging
2014,Consumer - Bottle,Waste generated,PP,16005.37743850721,0047_0038,Packaging
2014,Consumer - Bottle,Waste generated,PS,0,0047_0038,Packaging
2014,Consumer - Bottle,Waste generated,PVC,0,0047_0038,Packaging
2014,Consumer - Film,Waste generated,HDPE,83792.85835453773,0047_0038,Packaging
2014,Consumer - Film,Waste generated,LDPE,112037.64206955046,0047_0038,Packaging
2014,Consumer - Film,Waste generated,Other,16005.37743850721,0047_0038,Packaging
2014,Consumer - Film,Waste generated,PE,19771.348600508907,0047_0038,Packaging
2014,Consumer - Film,Waste generated,PET,26361.798134011875,0047_0038,Packaging
2014,Consumer - Film,Waste generated,PP,103564.20695504665,0047_0038,Packaging
2014,Consumer - Film,Waste generated,PS,1882.9855810008482,0047_0038,Packaging
2014,Consumer - Film,Waste generated,PVC,8473.435114503816,0047_0038,Packaging
2014,Consumer - Other,Waste generated,HDPE,51782.10347752333,0047_0038,Packaging
2014,Consumer - Other,Waste generated,LDPE,21654.334181509756,0047_0038,Packaging
2014,Consumer - Other,Waste generated,Other,0,0047_0038,Packaging
2014,Consumer - Other,Waste generated,PE,941.4927905004241,0047_0038,Packaging
2014,Consumer - Other,Waste generated,PET,37659.71162001696,0047_0038,Packaging
2014,Consumer - Other,Waste generated,PP,71553.45207803222,0047_0038,Packaging
2014,Consumer - Other,Waste generated,PS,2824.4783715012722,0047_0038,Packaging
2014,Consumer - Other,Waste generated,PVC,1882.9855810008482,0047_0038,Packaging
2014,Consumer - PTT,Waste generated,HDPE,8473.435114503816,0047_0038,Packaging
2014,Consumer - PTT,Waste generated,LDPE,941.4927905004241,0047_0038,Packaging
2014,Consumer - PTT,Waste generated,Other,1882.9855810008482,0047_0038,Packaging
2014,Consumer - PTT,Waste generated,PE,3765.9711620016965,0047_0038,Packaging
2014,Consumer - PTT,Waste generated,PET,145931.38252756576,0047_0038,Packaging
2014,Consumer - PTT,Waste generated,PP,80026.88719253606,0047_0038,Packaging
2014,Consumer - PTT,Waste generated,PS,30127.769296013572,0047_0038,Packaging
2014,Consumer - PTT,Waste generated,PVC,12239.406276505513,0047_0038,Packaging
2014,Non-consumer - Bottle,Waste generated,HDPE,204303.93553859205,0047_0038,Packaging
2014,Non-consumer - Bottle,Waste generated,LDPE,0,0047_0038,Packaging
2014,Non-consumer - Bottle,Waste generated,Other,0,0047_0038,Packaging
2014,Non-consumer - Bottle,Waste generated,PE,0,0047_0038,Packaging
2014,Non-consumer - Bottle,Waste generated,PET,89441.81509754028,0047_0038,Packaging
2014,Non-consumer - Bottle,Waste generated,PP,0,0047_0038,Packaging
2014,Non-consumer - Bottle,Waste generated,PS,0,0047_0038,Packaging
2014,Non-consumer - Bottle,Waste generated,PVC,0,0047_0038,Packaging
2014,Non-consumer - Film,Waste generated,HDPE,8473.435114503816,0047_0038,Packaging
2014,Non-consumer - Film,Waste generated,LDPE,230665.7336726039,0047_0038,Packaging
2014,Non-consumer - Film,Waste generated,Other,1882.9855810008482,0047_0038,Packaging
2014,Non-consumer - Film,Waste generated,PE,77202.40882103477,0047_0038,Packaging
2014,Non-consumer - Film,Waste generated,PET,2824.4783715012722,0047_0038,Packaging
2014,Non-consumer - Film,Waste generated,PP,21654.334181509756,0047_0038,Packaging
2014,Non-consumer - Film,Waste generated,PS,0,0047_0038,Packaging
2014,Non-consumer - Film,Waste generated,PVC,0,0047_0038,Packaging
2014,Non-consumer - Other,Waste generated,HDPE,6590.449533502969,0047_0038,Packaging
2014,Non-consumer - Other,Waste generated,LDPE,0,0047_0038,Packaging
2014,Non-consumer - Other,Waste generated,Other,0,0047_0038,Packaging
2014,Non-consumer - Other,Waste generated,PE,0,0047_0038,Packaging
2014,Non-consumer - Other,Waste generated,PET,0,0047_0038,Packaging
2014,Non-consumer - Other,Waste generated,PP,2824.4783715012722,0047_0038,Packaging
2014,Non-consumer - Other,Waste generated,PS,941.4927905004241,0047_0038,Packaging
2014,Non-consumer - Other,Waste generated,PVC,941.4927905004241,0047_0038,Packaging
2014,Non-consumer - PTT,Waste generated,HDPE,16005.37743850721,0047_0038,Packaging
2014,Non-consumer - PTT,Waste generated,LDPE,0,0047_0038,Packaging
2014,Non-consumer - PTT,Waste generated,Other,0,0047_0038,Packaging
2014,Non-consumer - PTT,Waste generated,PE,7531.942324003393,0047_0038,Packaging
2014,Non-consumer - PTT,Waste generated,PET,13180.899067005937,0047_0038,Packaging
2014,Non-consumer - PTT,Waste generated,PP,72494.94486853265,0047_0038,Packaging
2014,Non-consumer - PTT,Waste generated,PS,23537.3197625106,0047_0038,Packaging
2014,Non-consumer - PTT,Waste generated,PVC,0,0047_0038,Packaging
2015,Consumer - Bottle,Waste generated,HDPE,256861.74724342665,0047_0038,Packaging
2015,Consumer - Bottle,Waste generated,LDPE,0,0047_0038,Packaging
2015,Consumer - Bottle,Waste generated,Other,0,0047_0038,Packaging
2015,Consumer - Bottle,Waste generated,PE,958.4393553859203,0047_0038,Packaging
2015,Consumer - Bottle,Waste generated,PET,332578.45631891437,0047_0038,Packaging
2015,Consumer - Bottle,Waste generated,PP,16293.469041560646,0047_0038,Packaging
2015,Consumer - Bottle,Waste generated,PS,0,0047_0038,Packaging
2015,Consumer - Bottle,Waste generated,PVC,0,0047_0038,Packaging
2015,Consumer - Film,Waste generated,HDPE,85301.1026293469,0047_0038,Packaging
2015,Consumer - Film,Waste generated,LDPE,114054.28329092452,0047_0038,Packaging
2015,Consumer - Film,Waste generated,Other,16293.469041560646,0047_0038,Packaging
2015,Consumer - Film,Waste generated,PE,20127.226463104325,0047_0038,Packaging
2015,Consumer - Film,Waste generated,PET,26836.30195080577,0047_0038,Packaging
