variable,year,forecast_type,level,total,method,exogenous_factor,material1,application,material,domestic_production,net_imports,,
Placed on market,2023,"linear model, time-series components",Mid,4676.001266,Ratio-based,Population,Plastic,Other,ldpe,2338.000633,2338.000633,,
Placed on market,2023,"linear model, time-series components",Mid,11690.00317,Ratio-based,Population,Plastic,Other,other,5845.001583,5845.001583,,
Placed on market,2023,"linear model, time-series components",Mid,8183.002216,Ratio-based,Population,Plastic,Other,pe,4091.501108,4091.501108,,
Placed on market,2023,"linear model, time-series components",Mid,28056.0076,Ratio-based,Population,Plastic,Other,pet,14028.0038,14028.0038,,
Placed on market,2023,"linear model, time-series components",Mid,57281.01551,Ratio-based,Population,Plastic,Other,pp,28640.50776,28640.50776,,
Placed on market,2023,"linear model, time-series components",Mid,15197.00412,Ratio-based,Population,Plastic,Other,ps,7598.502058,7598.502058,,
Placed on market,2023,"linear model, time-series components",Mid,1169.000317,Ratio-based,Population,Plastic,Other,pvc,584.5001583,584.5001583,,
Placed on market,2023,"linear model, time-series components",Mid,21042.0057,Ratio-based,Population,Plastic,PTT,hdpe,10521.00285,10521.00285,,
Placed on market,2023,"linear model, time-series components",Mid,0,Ratio-based,Population,Plastic,PTT,ldpe,0,0,,
Placed on market,2023,"linear model, time-series components",Mid,5845.001583,Ratio-based,Population,Plastic,PTT,other,2922.500791,2922.500791,,
Placed on market,2023,"linear model, time-series components",Mid,2338.000633,Ratio-based,Population,Plastic,PTT,pe,1169.000317,1169.000317,,
Placed on market,2023,"linear model, time-series components",Mid,271208.0735,Ratio-based,Population,Plastic,PTT,pet,135604.0367,135604.0367,,
Placed on market,2023,"linear model, time-series components",Mid,222110.0602,Ratio-based,Population,Plastic,PTT,pp,111055.0301,111055.0301,,
Placed on market,2023,"linear model, time-series components",Mid,39746.01076,Ratio-based,Population,Plastic,PTT,ps,19873.00538,19873.00538,,
Placed on market,2023,"linear model, time-series components",Mid,0,Ratio-based,Population,Plastic,PTT,pvc,0,0,,
Placed on market,2024,"linear model, time-series components",Mid,422222.7602,Ratio-based,Population,Plastic,Bottle,hdpe,211111.3801,211111.3801,,
Placed on market,2024,"linear model, time-series components",Mid,1176.107967,Ratio-based,Population,Plastic,Bottle,ldpe,588.0539836,588.0539836,,
Placed on market,2024,"linear model, time-series components",Mid,1176.107967,Ratio-based,Population,Plastic,Bottle,other,588.0539836,588.0539836,,
Placed on market,2024,"linear model, time-series components",Mid,1176.107967,Ratio-based,Population,Plastic,Bottle,pe,588.0539836,588.0539836,,
Placed on market,2024,"linear model, time-series components",Mid,471619.2949,Ratio-based,Population,Plastic,Bottle,pet,235809.6474,235809.6474,,
Placed on market,2024,"linear model, time-series components",Mid,7056.647804,Ratio-based,Population,Plastic,Bottle,pp,3528.323902,3528.323902,,
Placed on market,2024,"linear model, time-series components",Mid,0,Ratio-based,Population,Plastic,Bottle,ps,0,0,,
Placed on market,2024,"linear model, time-series components",Mid,0,Ratio-based,Population,Plastic,Bottle,pvc,0,0,,
Placed on market,2024,"linear model, time-series components",Mid,22346.05138,Ratio-based,Population,Plastic,Film,hdpe,11173.02569,11173.02569,,
Placed on market,2024,"linear model, time-series components",Mid,359889.038,Ratio-based,Population,Plastic,Film,ldpe,179944.519,179944.519,,
Placed on market,2024,"linear model, time-series components",Mid,96440.85332,Ratio-based,Population,Plastic,Film,other,48220.42666,48220.42666,,
Placed on market,2024,"linear model, time-series components",Mid,165831.2234,Ratio-based,Population,Plastic,Film,pe,82915.61169,82915.61169,,
Placed on market,2024,"linear model, time-series components",Mid,38811.56292,Ratio-based,Population,Plastic,Film,pet,19405.78146,19405.78146,,
Placed on market,2024,"linear model, time-series components",Mid,139956.8481,Ratio-based,Population,Plastic,Film,pp,69978.42405,69978.42405,,
Placed on market,2024,"linear model, time-series components",Mid,0,Ratio-based,Population,Plastic,Film,ps,0,0,,
Placed on market,2024,"linear model, time-series components",Mid,9408.863738,Ratio-based,Population,Plastic,Film,pvc,4704.431869,4704.431869,,
Placed on market,2024,"linear model, time-series components",Mid,17641.61951,Ratio-based,Population,Plastic,Other,hdpe,8820.809755,8820.809755,,
Placed on market,2024,"linear model, time-series components",Mid,4704.431869,Ratio-based,Population,Plastic,Other,ldpe,2352.215935,2352.215935,,
Placed on market,2024,"linear model, time-series components",Mid,11761.07967,Ratio-based,Population,Plastic,Other,other,5880.539836,5880.539836,,
Placed on market,2024,"linear model, time-series components",Mid,8232.755771,Ratio-based,Population,Plastic,Other,pe,4116.377885,4116.377885,,
Placed on market,2024,"linear model, time-series components",Mid,28226.59121,Ratio-based,Population,Plastic,Other,pet,14113.29561,14113.29561,,
Placed on market,2024,"linear model, time-series components",Mid,57629.2904,Ratio-based,Population,Plastic,Other,pp,28814.6452,28814.6452,,
Placed on market,2024,"linear model, time-series components",Mid,15289.40357,Ratio-based,Population,Plastic,Other,ps,7644.701787,7644.701787,,
Placed on market,2024,"linear model, time-series components",Mid,1176.107967,Ratio-based,Population,Plastic,Other,pvc,588.0539836,588.0539836,,
Placed on market,2024,"linear model, time-series components",Mid,21169.94341,Ratio-based,Population,Plastic,PTT,hdpe,10584.97171,10584.97171,,
Placed on market,2024,"linear model, time-series components",Mid,0,Ratio-based,Population,Plastic,PTT,ldpe,0,0,,
Placed on market,2024,"linear model, time-series components",Mid,5880.539836,Ratio-based,Population,Plastic,PTT,other,2940.269918,2940.269918,,
Placed on market,2024,"linear model, time-series components",Mid,2352.215935,Ratio-based,Population,Plastic,PTT,pe,1176.107967,1176.107967,,
Placed on market,2024,"linear model, time-series components",Mid,272857.0484,Ratio-based,Population,Plastic,PTT,pet,136428.5242,136428.5242,,
Placed on market,2024,"linear model, time-series components",Mid,223460.5138,Ratio-based,Population,Plastic,PTT,pp,111730.2569,111730.2569,,
Placed on market,2024,"linear model, time-series components",Mid,39987.67089,Ratio-based,Population,Plastic,PTT,ps,19993.83544,19993.83544,,
Placed on market,2024,"linear model, time-series components",Mid,0,Ratio-based,Population,Plastic,PTT,pvc,0,0,,
Placed on market,2025,"linear model, time-series components",Mid,424299.0457,Ratio-based,Population,Plastic,Bottle,hdpe,212149.5229,212149.5229,,
Placed on market,2025,"linear model, time-series components",Mid,1181.891492,Ratio-based,Population,Plastic,Bottle,ldpe,590.9457462,590.9457462,,
Placed on market,2025,"linear model, time-series components",Mid,1181.891492,Ratio-based,Population,Plastic,Bottle,other,590.9457462,590.9457462,,
Placed on market,2025,"linear model, time-series components",Mid,1181.891492,Ratio-based,Population,Plastic,Bottle,pe,590.9457462,590.9457462,,
Placed on market,2025,"linear model, time-series components",Mid,473938.4884,Ratio-based,Population,Plastic,Bottle,pet,236969.2442,236969.2442,,
Placed on market,2025,"linear model, time-series components",Mid,7091.348954,Ratio-based,Population,Plastic,Bottle,pp,3545.674477,3545.674477,,
Placed on market,2025,"linear model, time-series components",Mid,0,Ratio-based,Population,Plastic,Bottle,ps,0,0,,
Placed on market,2025,"linear model, time-series components",Mid,0,Ratio-based,Population,Plastic,Bottle,pvc,0,0,,
Placed on market,2025,"linear model, time-series components",Mid,22455.93835,Ratio-based,Population,Plastic,Film,hdpe,11227.96918,11227.96918,,
Placed on market,2025,"linear model, time-series components",Mid,361658.7967,Ratio-based,Population,Plastic,Film,ldpe,180829.3983,180829.3983,,
Placed on market,2025,"linear model, time-series components",Mid,96915.10237,Ratio-based,Population,Plastic,Film,other,48457.55119,48457.55119,,
Placed on market,2025,"linear model, time-series components",Mid,166646.7004,Ratio-based,Population,Plastic,Film,pe,83323.35021,83323.35021,,
Placed on market,2025,"linear model, time-series components",Mid,39002.41925,Ratio-based,Population,Plastic,Film,pet,19501.20962,19501.20962,,
Placed on market,2025,"linear model, time-series components",Mid,140645.0876,Ratio-based,Population,Plastic,Film,pp,70322.54379,70322.54379,,
Placed on market,2025,"linear model, time-series components",Mid,0,Ratio-based,Population,Plastic,Film,ps,0,0,,
Placed on market,2025,"linear model, time-series components",Mid,9455.131939,Ratio-based,Population,Plastic,Film,pvc,4727.565969,4727.565969,,
Placed on market,2025,"linear model, time-series components",Mid,17728.37239,Ratio-based,Population,Plastic,Other,hdpe,8864.186193,8864.186193,,
Placed on market,2025,"linear model, time-series components",Mid,4727.565969,Ratio-based,Population,Plastic,Other,ldpe,2363.782985,2363.782985,,
Placed on market,2025,"linear model, time-series components",Mid,11818.91492,Ratio-based,Population,Plastic,Other,other,5909.457462,5909.457462,,
Placed on market,2025,"linear model, time-series components",Mid,8273.240446,Ratio-based,Population,Plastic,Other,pe,4136.620223,4136.620223,,
Placed on market,2025,"linear model, time-series components",Mid,28365.39582,Ratio-based,Population,Plastic,Other,pet,14182.69791,14182.69791,,
Placed on market,2025,"linear model, time-series components",Mid,57912.68312,Ratio-based,Population,Plastic,Other,pp,28956.34156,28956.34156,,
Placed on market,2025,"linear model, time-series components",Mid,15364.5894,Ratio-based,Population,Plastic,Other,ps,7682.2947,7682.2947,,
Placed on market,2025,"linear model, time-series components",Mid,1181.891492,Ratio-based,Population,Plastic,Other,pvc,590.9457462,590.9457462,,
Placed on market,2025,"linear model, time-series components",Mid,21274.04686,Ratio-based,Population,Plastic,PTT,hdpe,10637.02343,10637.02343,,
Placed on market,2025,"linear model, time-series components",Mid,0,Ratio-based,Population,Plastic,PTT,ldpe,0,0,,
Placed on market,2025,"linear model, time-series components",Mid,5909.457462,Ratio-based,Population,Plastic,PTT,other,2954.728731,2954.728731,,
Placed on market,2025,"linear model, time-series components",Mid,2363.782985,Ratio-based,Population,Plastic,PTT,pe,1181.891492,1181.891492,,
Placed on market,2025,"linear model, time-series components",Mid,274198.8262,Ratio-based,Population,Plastic,PTT,pet,137099.4131,137099.4131,,
Placed on market,2025,"linear model, time-series components",Mid,224559.3835,Ratio-based,Population,Plastic,PTT,pp,112279.6918,112279.6918,,
Placed on market,2025,"linear model, time-series components",Mid,40184.31074,Ratio-based,Population,Plastic,PTT,ps,20092.15537,20092.15537,,
Placed on market,2025,"linear model, time-series components",Mid,0,Ratio-based,Population,Plastic,PTT,pvc,0,0,,
Placed on market,2026,"linear model, time-series components",Mid,425892.7574,Ratio-based,Population,Plastic,Bottle,hdpe,212946.3787,212946.3787,,
Placed on market,2026,"linear model, time-series components",Mid,1186.330801,Ratio-based,Population,Plastic,Bottle,ldpe,593.1654003,593.1654003,,
Placed on market,2026,"linear model, time-series components",Mid,1186.330801,Ratio-based,Population,Plastic,Bottle,other,593.1654003,593.1654003,,
Placed on market,2026,"linear model, time-series components",Mid,1186.330801,Ratio-based,Population,Plastic,Bottle,pe,593.1654003,593.1654003,,
Placed on market,2026,"linear model, time-series components",Mid,475718.6511,Ratio-based,Population,Plastic,Bottle,pet,237859.3255,237859.3255,,
Placed on market,2026,"linear model, time-series components",Mid,7117.984804,Ratio-based,Population,Plastic,Bottle,pp,3558.992402,3558.992402,,
Placed on market,2026,"linear model, time-series components",Mid,0,Ratio-based,Population,Plastic,Bottle,ps,0,0,,
Placed on market,2026,"linear model, time-series components",Mid,0,Ratio-based,Population,Plastic,Bottle,pvc,0,0,,
Placed on market,2026,"linear model, time-series components",Mid,22540.28521,Ratio-based,Population,Plastic,Film,hdpe,11270.14261,11270.14261,,
Placed on market,2026,"linear model, time-series components",Mid,363017.225,Ratio-based,Population,Plastic,Film,ldpe,181508.6125,181508.6125,,
Placed on market,2026,"linear model, time-series components",Mid,97279.12566,Ratio-based,Population,Plastic,Film,other,48639.56283,48639.56283,,
Placed on market,2026,"linear model, time-series components",Mid,167272.6429,Ratio-based,Population,Plastic,Film,pe,83636.32145,83636.32145,,
Placed on market,2026,"linear model, time-series components",Mid,39148.91642,Ratio-based,Population,Plastic,Film,pet,19574.45821,19574.45821,,
Placed on market,2026,"linear model, time-series components",Mid,141173.3653,Ratio-based,Population,Plastic,Film,pp,70586.68264,70586.68264,,
Placed on market,2026,"linear model, time-series components",Mid,0,Ratio-based,Population,Plastic,Film,ps,0,0,,
Placed on market,2026,"linear model, time-series components",Mid,9490.646405,Ratio-based,Population,Plastic,Film,pvc,4745.323203,4745.323203,,
Placed on market,2026,"linear model, time-series components",Mid,17794.96201,Ratio-based,Population,Plastic,Other,hdpe,8897.481005,8897.481005,,
Placed on market,2026,"linear model, time-series components",Mid,4745.323203,Ratio-based,Population,Plastic,Other,ldpe,2372.661601,2372.661601,,
Placed on market,2026,"linear model, time-series components",Mid,11863.30801,Ratio-based,Population,Plastic,Other,other,5931.654003,5931.654003,,
Placed on market,2026,"linear model, time-series components",Mid,8304.315605,Ratio-based,Population,Plastic,Other,pe,4152.157802,4152.157802,,
Placed on market,2026,"linear model, time-series components",Mid,28471.93922,Ratio-based,Population,Plastic,Other,pet,14235.96961,14235.96961,,
Placed on market,2026,"linear model, time-series components",Mid,58130.20923,Ratio-based,Population,Plastic,Other,pp,29065.10462,29065.10462,,
Placed on market,2026,"linear model, time-series components",Mid,15422.30041,Ratio-based,Population,Plastic,Other,ps,7711.150204,7711.150204,,
Placed on market,2026,"linear model, time-series components",Mid,1186.330801,Ratio-based,Population,Plastic,Other,pvc,593.1654003,593.1654003,,
Placed on market,2026,"linear model, time-series components",Mid,21353.95441,Ratio-based,Population,Plastic,PTT,hdpe,10676.97721,10676.97721,,
Placed on market,2026,"linear model, time-series components",Mid,0,Ratio-based,Population,Plastic,PTT,ldpe,0,0,,
Placed on market,2026,"linear model, time-series components",Mid,5931.654003,Ratio-based,Population,Plastic,PTT,other,2965.827002,2965.827002,,
Placed on market,2026,"linear model, time-series components",Mid,2372.661601,Ratio-based,Population,Plastic,PTT,pe,1186.330801,1186.330801,,
Placed on market,2026,"linear model, time-series components",Mid,275228.7458,Ratio-based,Population,Plastic,PTT,pet,137614.3729,137614.3729,,
Placed on market,2026,"linear model, time-series components",Mid,225402.8521,Ratio-based,Population,Plastic,PTT,pp,112701.4261,112701.4261,,
Placed on market,2026,"linear model, time-series components",Mid,40335.24722,Ratio-based,Population,Plastic,PTT,ps,20167.62361,20167.62361,,
Placed on market,2026,"linear model, time-series components",Mid,0,Ratio-based,Population,Plastic,PTT,pvc,0,0,,
Placed on market,2027,"linear model, time-series components",Mid,426993.479,Ratio-based,Population,Plastic,Bottle,hdpe,213496.7395,213496.7395,,
Placed on market,2027,"linear model, time-series components",Mid,1189.396878,Ratio-based,Population,Plastic,Bottle,ldpe,594.6984388,594.6984388,,
Placed on market,2027,"linear model, time-series components",Mid,1189.396878,Ratio-based,Population,Plastic,Bottle,other,594.6984388,594.6984388,,
Placed on market,2027,"linear model, time-series components",Mid,1189.396878,Ratio-based,Population,Plastic,Bottle,pe,594.6984388,594.6984388,,
Placed on market,2027,"linear model, time-series components",Mid,476948.1479,Ratio-based,Population,Plastic,Bottle,pet,238474.074,238474.074,,
Placed on market,2027,"linear model, time-series components",Mid,7136.381265,Ratio-based,Population,Plastic,Bottle,pp,3568.190633,3568.190633,,
Placed on market,2027,"linear model, time-series components",Mid,0,Ratio-based,Population,Plastic,Bottle,ps,0,0,,
Placed on market,2027,"linear model, time-series components",Mid,0,Ratio-based,Population,Plastic,Bottle,pvc,0,0,,
Placed on market,2027,"linear model, time-series components",Mid,22598.54067,Ratio-based,Population,Plastic,Film,hdpe,11299.27034,11299.27034,,
Placed on market,2027,"linear model, time-series components",Mid,363955.4445,Ratio-based,Population,Plastic,Film,ldpe,181977.7223,181977.7223,,
Placed on market,2027,"linear model, time-series components",Mid,97530.54396,Ratio-based,Population,Plastic,Film,other,48765.27198,48765.27198,,
Placed on market,2027,"linear model, time-series components",Mid,167704.9597,Ratio-based,Population,Plastic,Film,pe,83852.47987,83852.47987,,
Placed on market,2027,"linear model, time-series components",Mid,39250.09696,Ratio-based,Population,Plastic,Film,pet,19625.04848,19625.04848,,
Placed on market,2027,"linear model, time-series components",Mid,141538.2284,Ratio-based,Population,Plastic,Film,pp,70769.11422,70769.11422,,
Placed on market,2027,"linear model, time-series components",Mid,0,Ratio-based,Population,Plastic,Film,ps,0,0,,
Placed on market,2027,"linear model, time-series components",Mid,9515.175021,Ratio-based,Population,Plastic,Film,pvc,4757.58751,4757.58751,,
Placed on market,2027,"linear model, time-series components",Mid,17840.95316,Ratio-based,Population,Plastic,Other,hdpe,8920.476582,8920.476582,,
Placed on market,2027,"linear model, time-series components",Mid,4757.58751,Ratio-based,Population,Plastic,Other,ldpe,2378.793755,2378.793755,,
Placed on market,2027,"linear model, time-series components",Mid,11893.96878,Ratio-based,Population,Plastic,Other,other,5946.984388,5946.984388,,
Placed on market,2027,"linear model, time-series components",Mid,8325.778143,Ratio-based,Population,Plastic,Other,pe,4162.889071,4162.889071,,
Placed on market,2027,"linear model, time-series components",Mid,28545.52506,Ratio-based,Population,Plastic,Other,pet,14272.76253,14272.76253,,
Placed on market,2027,"linear model, time-series components",Mid,58280.447,Ratio-based,Population,Plastic,Other,pp,29140.2235,29140.2235,,
Placed on market,2027,"linear model, time-series components",Mid,15462.15941,Ratio-based,Population,Plastic,Other,ps,7731.079704,7731.079704,,
Placed on market,2027,"linear model, time-series components",Mid,1189.396878,Ratio-based,Population,Plastic,Other,pvc,594.6984388,594.6984388,,
Placed on market,2027,"linear model, time-series components",Mid,21409.1438,Ratio-based,Population,Plastic,PTT,hdpe,10704.5719,10704.5719,,
Placed on market,2027,"linear model, time-series components",Mid,0,Ratio-based,Population,Plastic,PTT,ldpe,0,0,,
Placed on market,2027,"linear model, time-series components",Mid,5946.984388,Ratio-based,Population,Plastic,PTT,other,2973.492194,2973.492194,,
Placed on market,2027,"linear model, time-series components",Mid,2378.793755,Ratio-based,Population,Plastic,PTT,pe,1189.396878,1189.396878,,
Placed on market,2027,"linear model, time-series components",Mid,275940.0756,Ratio-based,Population,Plastic,PTT,pet,137970.0378,137970.0378,,
Placed on market,2027,"linear model, time-series components",Mid,225985.4067,Ratio-based,Population,Plastic,PTT,pp,112992.7034,112992.7034,,
Placed on market,2027,"linear model, time-series components",Mid,40439.49384,Ratio-based,Population,Plastic,PTT,ps,20219.74692,20219.74692,,
Placed on market,2027,"linear model, time-series components",Mid,0,Ratio-based,Population,Plastic,PTT,pvc,0,0,,
Placed on market,2028,"linear model, time-series components",Mid,428028.5188,Ratio-based,Population,Plastic,Bottle,hdpe,214014.2594,214014.2594,,
Placed on market,2028,"linear model, time-series components",Mid,1192.279997,Ratio-based,Population,Plastic,Bottle,ldpe,596.1399984,596.1399984,,
Placed on market,2028,"linear model, time-series components",Mid,1192.279997,Ratio-based,Population,Plastic,Bottle,other,596.1399984,596.1399984,,
Placed on market,2028,"linear model, time-series components",Mid,1192.279997,Ratio-based,Population,Plastic,Bottle,pe,596.1399984,596.1399984,,
Placed on market,2028,"linear model, time-series components",Mid,478104.2787,Ratio-based,Population,Plastic,Bottle,pet,239052.1394,239052.1394,,
Placed on market,2028,"linear model, time-series components",Mid,7153.679981,Ratio-based,Population,Plastic,Bottle,pp,3576.83999,3576.83999,,
Placed on market,2028,"linear model, time-series components",Mid,0,Ratio-based,Population,Plastic,Bottle,ps,0,0,,
Placed on market,2028,"linear model, time-series components",Mid,0,Ratio-based,Population,Plastic,Bottle,pvc,0,0,,
Placed on market,2028,"linear model, time-series components",Mid,22653.31994,Ratio-based,Population,Plastic,Film,hdpe,11326.65997,11326.65997,,
Placed on market,2028,"linear model, time-series components",Mid,364837.679,Ratio-based,Population,Plastic,Film,ldpe,182418.8395,182418.8395,,
Placed on market,2028,"linear model, time-series components",Mid,97766.95974,Ratio-based,Population,Plastic,Film,other,48883.47987,48883.47987,,
Placed on market,2028,"linear model, time-series components",Mid,168111.4795,Ratio-based,Population,Plastic,Film,pe,84055.73977,84055.73977,,
Placed on market,2028,"linear model, time-series components",Mid,39345.23989,Ratio-based,Population,Plastic,Film,pet,19672.61995,19672.61995,,
Placed on market,2028,"linear model, time-series components",Mid,141881.3196,Ratio-based,Population,Plastic,Film,pp,70940.65981,70940.65981,,
Placed on market,2028,"linear model, time-series components",Mid,0,Ratio-based,Population,Plastic,Film,ps,0,0,,
Placed on market,2028,"linear model, time-series components",Mid,9538.239974,Ratio-based,Population,Plastic,Film,pvc,4769.119987,4769.119987,,
Placed on market,2028,"linear model, time-series components",Mid,17884.19995,Ratio-based,Population,Plastic,Other,hdpe,8942.099976,8942.099976,,
Placed on market,2028,"linear model, time-series components",Mid,4769.119987,Ratio-based,Population,Plastic,Other,ldpe,2384.559994,2384.559994,,
Placed on market,2028,"linear model, time-series components",Mid,11922.79997,Ratio-based,Population,Plastic,Other,other,5961.399984,5961.399984,,
Placed on market,2028,"linear model, time-series components",Mid,8345.959978,Ratio-based,Population,Plastic,Other,pe,4172.979989,4172.979989,,
Placed on market,2028,"linear model, time-series components",Mid,28614.71992,Ratio-based,Population,Plastic,Other,pet,14307.35996,14307.35996,,
Placed on market,2028,"linear model, time-series components",Mid,58421.71984,Ratio-based,Population,Plastic,Other,pp,29210.85992,29210.85992,,
Placed on market,2028,"linear model, time-series components",Mid,15499.63996,Ratio-based,Population,Plastic,Other,ps,7749.819979,7749.819979,,
Placed on market,2028,"linear model, time-series components",Mid,1192.279997,Ratio-based,Population,Plastic,Other,pvc,596.1399984,596.1399984,,
Placed on market,2028,"linear model, time-series components",Mid,21461.03994,Ratio-based,Population,Plastic,PTT,hdpe,10730.51997,10730.51997,,
Placed on market,2028,"linear model, time-series components",Mid,0,Ratio-based,Population,Plastic,PTT,ldpe,0,0,,
Placed on market,2028,"linear model, time-series components",Mid,5961.399984,Ratio-based,Population,Plastic,PTT,other,2980.699992,2980.699992,,
Placed on market,2028,"linear model, time-series components",Mid,2384.559994,Ratio-based,Population,Plastic,PTT,pe,1192.279997,1192.279997,,
Placed on market,2028,"linear model, time-series components",Mid,276608.9593,Ratio-based,Population,Plastic,PTT,pet,138304.4796,138304.4796,,
Placed on market,2028,"linear model, time-series components",Mid,226533.1994,Ratio-based,Population,Plastic,PTT,pp,113266.5997,113266.5997,,
Placed on market,2028,"linear model, time-series components",Mid,40537.51989,Ratio-based,Population,Plastic,PTT,ps,20268.75995,20268.75995,,
Placed on market,2028,"linear model, time-series components",Mid,0,Ratio-based,Population,Plastic,PTT,pvc,0,0,,
Placed on market,2029,"linear model, time-series components",Mid,428997.5511,Ratio-based,Population,Plastic,Bottle,hdpe,214498.7756,214498.7756,,
Placed on market,2029,"linear model, time-series components",Mid,1194.979251,Ratio-based,Population,Plastic,Bottle,ldpe,597.4896255,597.4896255,,
Placed on market,2029,"linear model, time-series components",Mid,1194.979251,Ratio-based,Population,Plastic,Bottle,other,597.4896255,597.4896255,,
Placed on market,2029,"linear model, time-series components",Mid,1194.979251,Ratio-based,Population,Plastic,Bottle,pe,597.4896255,597.4896255,,
Placed on market,2029,"linear model, time-series components",Mid,479186.6797,Ratio-based,Population,Plastic,Bottle,pet,239593.3398,239593.3398,,
Placed on market,2029,"linear model, time-series components",Mid,7169.875507,Ratio-based,Population,Plastic,Bottle,pp,3584.937753,3584.937753,,
Placed on market,2029,"linear model, time-series components",Mid,0,Ratio-based,Population,Plastic,Bottle,ps,0,0,,
Placed on market,2029,"linear model, time-series components",Mid,0,Ratio-based,Population,Plastic,Bottle,pvc,0,0,,
Placed on market,2029,"linear model, time-series components",Mid,22704.60577,Ratio-based,Population,Plastic,Film,hdpe,11352.30289,11352.30289,,
Placed on market,2029,"linear model, time-series components",Mid,365663.6508,Ratio-based,Population,Plastic,Film,ldpe,182831.8254,182831.8254,,
Placed on market,2029,"linear model, time-series components",Mid,97988.29859,Ratio-based,Population,Plastic,Film,other,48994.14929,48994.14929,,
Placed on market,2029,"linear model, time-series components",Mid,168492.0744,Ratio-based,Population,Plastic,Film,pe,84246.0372,84246.0372,,
Placed on market,2029,"linear model, time-series components",Mid,39434.31529,Ratio-based,Population,Plastic,Film,pet,19717.15764,19717.15764,,
Placed on market,2029,"linear model, time-series components",Mid,142202.5309,Ratio-based,Population,Plastic,Film,pp,71101.26544,71101.26544,,
Placed on market,2029,"linear model, time-series components",Mid,0,Ratio-based,Population,Plastic,Film,ps,0,0,,
Placed on market,2029,"linear model, time-series components",Mid,9559.834009,Ratio-based,Population,Plastic,Film,pvc,4779.917004,4779.917004,,
Placed on market,2029,"linear model, time-series components",Mid,17924.68877,Ratio-based,Population,Plastic,Other,hdpe,8962.344383,8962.344383,,
Placed on market,2029,"linear model, time-series components",Mid,4779.917004,Ratio-based,Population,Plastic,Other,ldpe,2389.958502,2389.958502,,
Placed on market,2029,"linear model, time-series components",Mid,11949.79251,Ratio-based,Population,Plastic,Other,other,5974.896255,5974.896255,,
Placed on market,2029,"linear model, time-series components",Mid,8364.854758,Ratio-based,Population,Plastic,Other,pe,4182.427379,4182.427379,,
Placed on market,2029,"linear model, time-series components",Mid,28679.50203,Ratio-based,Population,Plastic,Other,pet,14339.75101,14339.75101,,
Placed on market,2029,"linear model, time-series components",Mid,58553.9833,Ratio-based,Population,Plastic,Other,pp,29276.99165,29276.99165,,
Placed on market,2029,"linear model, time-series components",Mid,15534.73026,Ratio-based,Population,Plastic,Other,ps,7767.365132,7767.365132,,
Placed on market,2029,"linear model, time-series components",Mid,1194.979251,Ratio-based,Population,Plastic,Other,pvc,597.4896255,597.4896255,,
Placed on market,2029,"linear model, time-series components",Mid,21509.62652,Ratio-based,Population,Plastic,PTT,hdpe,10754.81326,10754.81326,,
Placed on market,2029,"linear model, time-series components",Mid,0,Ratio-based,Population,Plastic,PTT,ldpe,0,0,,
Placed on market,2029,"linear model, time-series components",Mid,5974.896255,Ratio-based,Population,Plastic,PTT,other,2987.448128,2987.448128,,
Placed on market,2029,"linear model, time-series components",Mid,2389.958502,Ratio-based,Population,Plastic,PTT,pe,1194.979251,1194.979251,,
Placed on market,2029,"linear model, time-series components",Mid,277235.1863,Ratio-based,Population,Plastic,PTT,pet,138617.5931,138617.5931,,
Placed on market,2029,"linear model, time-series components",Mid,227046.0577,Ratio-based,Population,Plastic,PTT,pp,113523.0289,113523.0289,,
Placed on market,2029,"linear model, time-series components",Mid,40629.29454,Ratio-based,Population,Plastic,PTT,ps,20314.64727,20314.64727,,
Placed on market,2029,"linear model, time-series components",Mid,0,Ratio-based,Population,Plastic,PTT,pvc,0,0,,
Placed on market,2030,"linear model, time-series components",Mid,429901.6487,Ratio-based,Population,Plastic,Bottle,hdpe,214950.8243,214950.8243,,
Placed on market,2030,"linear model, time-series components",Mid,1197.497629,Ratio-based,Population,Plastic,Bottle,ldpe,598.7488143,598.7488143,,
Placed on market,2030,"linear model, time-series components",Mid,1197.497629,Ratio-based,Population,Plastic,Bottle,other,598.7488143,598.7488143,,
Placed on market,2030,"linear model, time-series components",Mid,1197.497629,Ratio-based,Population,Plastic,Bottle,pe,598.7488143,598.7488143,,
Placed on market,2030,"linear model, time-series components",Mid,480196.5491,Ratio-based,Population,Plastic,Bottle,pet,240098.2745,240098.2745,,
Placed on market,2030,"linear model, time-series components",Mid,7184.985771,Ratio-based,Population,Plastic,Bottle,pp,3592.492886,3592.492886,,
Placed on market,2030,"linear model, time-series components",Mid,0,Ratio-based,Population,Plastic,Bottle,ps,0,0,,
Placed on market,2030,"linear model, time-series components",Mid,0,Ratio-based,Population,Plastic,Bottle,pvc,0,0,,
Placed on market,2030,"linear model, time-series components",Mid,22752.45494,Ratio-based,Population,Plastic,Film,hdpe,11376.22747,11376.22747,,
Placed on market,2030,"linear model, time-series components",Mid,366434.2743,Ratio-based,Population,Plastic,Film,ldpe,183217.1372,183217.1372,,
Placed on market,2030,"linear model, time-series components",Mid,98194.80554,Ratio-based,Population,Plastic,Film,other,49097.40277,49097.40277,,
Placed on market,2030,"linear model, time-series components",Mid,168847.1656,Ratio-based,Population,Plastic,Film,pe,84423.58281,84423.58281,,
Placed on market,2030,"linear model, time-series components",Mid,39517.42174,Ratio-based,Population,Plastic,Film,pet,19758.71087,19758.71087,,
