variable,year,forecast_type,level,total,method,exogenous_factor,material1,application,material,domestic_production,net_imports,,
Placed on market,2037,"linear model, time-series components",Mid,370501.9114,Ratio-based,Population,Plastic,Film,ldpe,185250.9557,185250.9557,,
Placed on market,2037,"linear model, time-series components",Mid,99284.82592,Ratio-based,Population,Plastic,Film,other,49642.41296,49642.41296,,
Placed on market,2037,"linear model, time-series components",Mid,170721.469,Ratio-based,Population,Plastic,Film,pe,85360.73448,85360.73448,,
Placed on market,2037,"linear model, time-series components",Mid,39956.08848,Ratio-based,Population,Plastic,Film,pet,19978.04424,19978.04424,,
Placed on market,2037,"linear model, time-series components",Mid,144084.0766,Ratio-based,Population,Plastic,Film,pp,72042.03832,72042.03832,,
Placed on market,2037,"linear model, time-series components",Mid,0,Ratio-based,Population,Plastic,Film,ps,0,0,,
Placed on market,2037,"linear model, time-series components",Mid,9686.32448,Ratio-based,Population,Plastic,Film,pvc,4843.16224,4843.16224,,
Placed on market,2037,"linear model, time-series components",Mid,18161.8584,Ratio-based,Population,Plastic,Other,hdpe,9080.9292,9080.9292,,
Placed on market,2037,"linear model, time-series components",Mid,4843.16224,Ratio-based,Population,Plastic,Other,ldpe,2421.58112,2421.58112,,
Placed on market,2037,"linear model, time-series components",Mid,12107.9056,Ratio-based,Population,Plastic,Other,other,6053.9528,6053.9528,,
Placed on market,2037,"linear model, time-series components",Mid,8475.53392,Ratio-based,Population,Plastic,Other,pe,4237.76696,4237.76696,,
Placed on market,2037,"linear model, time-series components",Mid,29058.97344,Ratio-based,Population,Plastic,Other,pet,14529.48672,14529.48672,,
Placed on market,2037,"linear model, time-series components",Mid,59328.73744,Ratio-based,Population,Plastic,Other,pp,29664.36872,29664.36872,,
Placed on market,2037,"linear model, time-series components",Mid,15740.27728,Ratio-based,Population,Plastic,Other,ps,7870.13864,7870.13864,,
Placed on market,2037,"linear model, time-series components",Mid,1210.79056,Ratio-based,Population,Plastic,Other,pvc,605.39528,605.39528,,
Placed on market,2037,"linear model, time-series components",Mid,21794.23008,Ratio-based,Population,Plastic,PTT,hdpe,10897.11504,10897.11504,,
Placed on market,2037,"linear model, time-series components",Mid,0,Ratio-based,Population,Plastic,PTT,ldpe,0,0,,
Placed on market,2037,"linear model, time-series components",Mid,6053.9528,Ratio-based,Population,Plastic,PTT,other,3026.9764,3026.9764,,
Placed on market,2037,"linear model, time-series components",Mid,2421.58112,Ratio-based,Population,Plastic,PTT,pe,1210.79056,1210.79056,,
Placed on market,2037,"linear model, time-series components",Mid,280903.4099,Ratio-based,Population,Plastic,PTT,pet,140451.705,140451.705,,
Placed on market,2037,"linear model, time-series components",Mid,230050.2064,Ratio-based,Population,Plastic,PTT,pp,115025.1032,115025.1032,,
Placed on market,2037,"linear model, time-series components",Mid,41166.87904,Ratio-based,Population,Plastic,PTT,ps,20583.43952,20583.43952,,
Placed on market,2037,"linear model, time-series components",Mid,0,Ratio-based,Population,Plastic,PTT,pvc,0,0,,
Placed on market,2038,"linear model, time-series components",Mid,435209.2819,Ratio-based,Population,Plastic,Bottle,hdpe,217604.6409,217604.6409,,
Placed on market,2038,"linear model, time-series components",Mid,1212.282122,Ratio-based,Population,Plastic,Bottle,ldpe,606.1410611,606.1410611,,
Placed on market,2038,"linear model, time-series components",Mid,1212.282122,Ratio-based,Population,Plastic,Bottle,other,606.1410611,606.1410611,,
Placed on market,2038,"linear model, time-series components",Mid,1212.282122,Ratio-based,Population,Plastic,Bottle,pe,606.1410611,606.1410611,,
Placed on market,2038,"linear model, time-series components",Mid,486125.131,Ratio-based,Population,Plastic,Bottle,pet,243062.5655,243062.5655,,
Placed on market,2038,"linear model, time-series components",Mid,7273.692734,Ratio-based,Population,Plastic,Bottle,pp,3636.846367,3636.846367,,
Placed on market,2038,"linear model, time-series components",Mid,0,Ratio-based,Population,Plastic,Bottle,ps,0,0,,
Placed on market,2038,"linear model, time-series components",Mid,0,Ratio-based,Population,Plastic,Bottle,pvc,0,0,,
Placed on market,2038,"linear model, time-series components",Mid,23033.36032,Ratio-based,Population,Plastic,Film,hdpe,11516.68016,11516.68016,,
Placed on market,2038,"linear model, time-series components",Mid,370958.3294,Ratio-based,Population,Plastic,Film,ldpe,185479.1647,185479.1647,,
Placed on market,2038,"linear model, time-series components",Mid,99407.13403,Ratio-based,Population,Plastic,Film,other,49703.56701,49703.56701,,
Placed on market,2038,"linear model, time-series components",Mid,170931.7792,Ratio-based,Population,Plastic,Film,pe,85465.88962,85465.88962,,
Placed on market,2038,"linear model, time-series components",Mid,40005.31003,Ratio-based,Population,Plastic,Film,pet,20002.65502,20002.65502,,
Placed on market,2038,"linear model, time-series components",Mid,144261.5726,Ratio-based,Population,Plastic,Film,pp,72130.78628,72130.78628,,
Placed on market,2038,"linear model, time-series components",Mid,0,Ratio-based,Population,Plastic,Film,ps,0,0,,
Placed on market,2038,"linear model, time-series components",Mid,9698.256978,Ratio-based,Population,Plastic,Film,pvc,4849.128489,4849.128489,,
Placed on market,2038,"linear model, time-series components",Mid,18184.23183,Ratio-based,Population,Plastic,Other,hdpe,9092.115917,9092.115917,,
Placed on market,2038,"linear model, time-series components",Mid,4849.128489,Ratio-based,Population,Plastic,Other,ldpe,2424.564245,2424.564245,,
Placed on market,2038,"linear model, time-series components",Mid,12122.82122,Ratio-based,Population,Plastic,Other,other,6061.410611,6061.410611,,
Placed on market,2038,"linear model, time-series components",Mid,8485.974856,Ratio-based,Population,Plastic,Other,pe,4242.987428,4242.987428,,
Placed on market,2038,"linear model, time-series components",Mid,29094.77093,Ratio-based,Population,Plastic,Other,pet,14547.38547,14547.38547,,
Placed on market,2038,"linear model, time-series components",Mid,59401.82399,Ratio-based,Population,Plastic,Other,pp,29700.912,29700.912,,
Placed on market,2038,"linear model, time-series components",Mid,15759.66759,Ratio-based,Population,Plastic,Other,ps,7879.833795,7879.833795,,
Placed on market,2038,"linear model, time-series components",Mid,1212.282122,Ratio-based,Population,Plastic,Other,pvc,606.1410611,606.1410611,,
Placed on market,2038,"linear model, time-series components",Mid,21821.0782,Ratio-based,Population,Plastic,PTT,hdpe,10910.5391,10910.5391,,
Placed on market,2038,"linear model, time-series components",Mid,0,Ratio-based,Population,Plastic,PTT,ldpe,0,0,,
Placed on market,2038,"linear model, time-series components",Mid,6061.410611,Ratio-based,Population,Plastic,PTT,other,3030.705306,3030.705306,,
Placed on market,2038,"linear model, time-series components",Mid,2424.564245,Ratio-based,Population,Plastic,PTT,pe,1212.282122,1212.282122,,
Placed on market,2038,"linear model, time-series components",Mid,281249.4524,Ratio-based,Population,Plastic,PTT,pet,140624.7262,140624.7262,,
Placed on market,2038,"linear model, time-series components",Mid,230333.6032,Ratio-based,Population,Plastic,PTT,pp,115166.8016,115166.8016,,
Placed on market,2038,"linear model, time-series components",Mid,41217.59216,Ratio-based,Population,Plastic,PTT,ps,20608.79608,20608.79608,,
Placed on market,2038,"linear model, time-series components",Mid,0,Ratio-based,Population,Plastic,PTT,pvc,0,0,,
Placed on market,2039,"linear model, time-series components",Mid,435722.5096,Ratio-based,Population,Plastic,Bottle,hdpe,217861.2548,217861.2548,,
Placed on market,2039,"linear model, time-series components",Mid,1213.711726,Ratio-based,Population,Plastic,Bottle,ldpe,606.8558629,606.8558629,,
Placed on market,2039,"linear model, time-series components",Mid,1213.711726,Ratio-based,Population,Plastic,Bottle,other,606.8558629,606.8558629,,
Placed on market,2039,"linear model, time-series components",Mid,1213.711726,Ratio-based,Population,Plastic,Bottle,pe,606.8558629,606.8558629,,
Placed on market,2039,"linear model, time-series components",Mid,486698.4021,Ratio-based,Population,Plastic,Bottle,pet,243349.201,243349.201,,
Placed on market,2039,"linear model, time-series components",Mid,7282.270355,Ratio-based,Population,Plastic,Bottle,pp,3641.135178,3641.135178,,
Placed on market,2039,"linear model, time-series components",Mid,0,Ratio-based,Population,Plastic,Bottle,ps,0,0,,
Placed on market,2039,"linear model, time-series components",Mid,0,Ratio-based,Population,Plastic,Bottle,pvc,0,0,,
Placed on market,2039,"linear model, time-series components",Mid,23060.52279,Ratio-based,Population,Plastic,Film,hdpe,11530.2614,11530.2614,,
Placed on market,2039,"linear model, time-series components",Mid,371395.7881,Ratio-based,Population,Plastic,Film,ldpe,185697.8941,185697.8941,,
Placed on market,2039,"linear model, time-series components",Mid,99524.36152,Ratio-based,Population,Plastic,Film,other,49762.18076,49762.18076,,
Placed on market,2039,"linear model, time-series components",Mid,171133.3534,Ratio-based,Population,Plastic,Film,pe,85566.67668,85566.67668,,
Placed on market,2039,"linear model, time-series components",Mid,40052.48695,Ratio-based,Population,Plastic,Film,pet,20026.24348,20026.24348,,
Placed on market,2039,"linear model, time-series components",Mid,144431.6954,Ratio-based,Population,Plastic,Film,pp,72215.84769,72215.84769,,
Placed on market,2039,"linear model, time-series components",Mid,0,Ratio-based,Population,Plastic,Film,ps,0,0,,
Placed on market,2039,"linear model, time-series components",Mid,9709.693807,Ratio-based,Population,Plastic,Film,pvc,4854.846904,4854.846904,,
Placed on market,2039,"linear model, time-series components",Mid,18205.67589,Ratio-based,Population,Plastic,Other,hdpe,9102.837944,9102.837944,,
Placed on market,2039,"linear model, time-series components",Mid,4854.846904,Ratio-based,Population,Plastic,Other,ldpe,2427.423452,2427.423452,,
Placed on market,2039,"linear model, time-series components",Mid,12137.11726,Ratio-based,Population,Plastic,Other,other,6068.558629,6068.558629,,
Placed on market,2039,"linear model, time-series components",Mid,8495.982081,Ratio-based,Population,Plastic,Other,pe,4247.991041,4247.991041,,
Placed on market,2039,"linear model, time-series components",Mid,29129.08142,Ratio-based,Population,Plastic,Other,pet,14564.54071,14564.54071,,
Placed on market,2039,"linear model, time-series components",Mid,59471.87457,Ratio-based,Population,Plastic,Other,pp,29735.93728,29735.93728,,
Placed on market,2039,"linear model, time-series components",Mid,15778.25244,Ratio-based,Population,Plastic,Other,ps,7889.126218,7889.126218,,
Placed on market,2039,"linear model, time-series components",Mid,1213.711726,Ratio-based,Population,Plastic,Other,pvc,606.8558629,606.8558629,,
Placed on market,2039,"linear model, time-series components",Mid,21846.81107,Ratio-based,Population,Plastic,PTT,hdpe,10923.40553,10923.40553,,
Placed on market,2039,"linear model, time-series components",Mid,0,Ratio-based,Population,Plastic,PTT,ldpe,0,0,,
Placed on market,2039,"linear model, time-series components",Mid,6068.558629,Ratio-based,Population,Plastic,PTT,other,3034.279315,3034.279315,,
Placed on market,2039,"linear model, time-series components",Mid,2427.423452,Ratio-based,Population,Plastic,PTT,pe,1213.711726,1213.711726,,
Placed on market,2039,"linear model, time-series components",Mid,281581.1204,Ratio-based,Population,Plastic,PTT,pet,140790.5602,140790.5602,,
Placed on market,2039,"linear model, time-series components",Mid,230605.2279,Ratio-based,Population,Plastic,PTT,pp,115302.614,115302.614,,
Placed on market,2039,"linear model, time-series components",Mid,41266.19868,Ratio-based,Population,Plastic,PTT,ps,20633.09934,20633.09934,,
Placed on market,2039,"linear model, time-series components",Mid,0,Ratio-based,Population,Plastic,PTT,pvc,0,0,,
Placed on market,2040,"linear model, time-series components",Mid,436211.1962,Ratio-based,Population,Plastic,Bottle,hdpe,218105.5981,218105.5981,,
Placed on market,2040,"linear model, time-series components",Mid,1215.07297,Ratio-based,Population,Plastic,Bottle,ldpe,607.5364849,607.5364849,,
Placed on market,2040,"linear model, time-series components",Mid,1215.07297,Ratio-based,Population,Plastic,Bottle,other,607.5364849,607.5364849,,
Placed on market,2040,"linear model, time-series components",Mid,1215.07297,Ratio-based,Population,Plastic,Bottle,pe,607.5364849,607.5364849,,
Placed on market,2040,"linear model, time-series components",Mid,487244.2609,Ratio-based,Population,Plastic,Bottle,pet,243622.1305,243622.1305,,
Placed on market,2040,"linear model, time-series components",Mid,7290.437819,Ratio-based,Population,Plastic,Bottle,pp,3645.21891,3645.21891,,
Placed on market,2040,"linear model, time-series components",Mid,0,Ratio-based,Population,Plastic,Bottle,ps,0,0,,
Placed on market,2040,"linear model, time-series components",Mid,0,Ratio-based,Population,Plastic,Bottle,pvc,0,0,,
Placed on market,2040,"linear model, time-series components",Mid,23086.38643,Ratio-based,Population,Plastic,Film,hdpe,11543.19321,11543.19321,,
Placed on market,2040,"linear model, time-series components",Mid,371812.3288,Ratio-based,Population,Plastic,Film,ldpe,185906.1644,185906.1644,,
Placed on market,2040,"linear model, time-series components",Mid,99635.98353,Ratio-based,Population,Plastic,Film,other,49817.99176,49817.99176,,
Placed on market,2040,"linear model, time-series components",Mid,171325.2888,Ratio-based,Population,Plastic,Film,pe,85662.64438,85662.64438,,
Placed on market,2040,"linear model, time-series components",Mid,40097.40801,Ratio-based,Population,Plastic,Film,pet,20048.704,20048.704,,
Placed on market,2040,"linear model, time-series components",Mid,144593.6834,Ratio-based,Population,Plastic,Film,pp,72296.84171,72296.84171,,
Placed on market,2040,"linear model, time-series components",Mid,0,Ratio-based,Population,Plastic,Film,ps,0,0,,
Placed on market,2040,"linear model, time-series components",Mid,9720.583759,Ratio-based,Population,Plastic,Film,pvc,4860.291879,4860.291879,,
Placed on market,2040,"linear model, time-series components",Mid,18226.09455,Ratio-based,Population,Plastic,Other,hdpe,9113.047274,9113.047274,,
Placed on market,2040,"linear model, time-series components",Mid,4860.291879,Ratio-based,Population,Plastic,Other,ldpe,2430.14594,2430.14594,,
Placed on market,2040,"linear model, time-series components",Mid,12150.7297,Ratio-based,Population,Plastic,Other,other,6075.364849,6075.364849,,
Placed on market,2040,"linear model, time-series components",Mid,8505.510789,Ratio-based,Population,Plastic,Other,pe,4252.755395,4252.755395,,
Placed on market,2040,"linear model, time-series components",Mid,29161.75128,Ratio-based,Population,Plastic,Other,pet,14580.87564,14580.87564,,
Placed on market,2040,"linear model, time-series components",Mid,59538.57552,Ratio-based,Population,Plastic,Other,pp,29769.28776,29769.28776,,
Placed on market,2040,"linear model, time-series components",Mid,15795.94861,Ratio-based,Population,Plastic,Other,ps,7897.974304,7897.974304,,
Placed on market,2040,"linear model, time-series components",Mid,1215.07297,Ratio-based,Population,Plastic,Other,pvc,607.5364849,607.5364849,,
Placed on market,2040,"linear model, time-series components",Mid,21871.31346,Ratio-based,Population,Plastic,PTT,hdpe,10935.65673,10935.65673,,
Placed on market,2040,"linear model, time-series components",Mid,0,Ratio-based,Population,Plastic,PTT,ldpe,0,0,,
Placed on market,2040,"linear model, time-series components",Mid,6075.364849,Ratio-based,Population,Plastic,PTT,other,3037.682425,3037.682425,,
Placed on market,2040,"linear model, time-series components",Mid,2430.14594,Ratio-based,Population,Plastic,PTT,pe,1215.07297,1215.07297,,
Placed on market,2040,"linear model, time-series components",Mid,281896.929,Ratio-based,Population,Plastic,PTT,pet,140948.4645,140948.4645,,
Placed on market,2040,"linear model, time-series components",Mid,230863.8643,Ratio-based,Population,Plastic,PTT,pp,115431.9321,115431.9321,,
Placed on market,2040,"linear model, time-series components",Mid,41312.48098,Ratio-based,Population,Plastic,PTT,ps,20656.24049,20656.24049,,
Placed on market,2040,"linear model, time-series components",Mid,0,Ratio-based,Population,Plastic,PTT,pvc,0,0,,
Placed on market,2041,"linear model, time-series components",Mid,436672.5785,Ratio-based,Population,Plastic,Bottle,hdpe,218336.2893,218336.2893,,
Placed on market,2041,"linear model, time-series components",Mid,1216.358157,Ratio-based,Population,Plastic,Bottle,ldpe,608.1790787,608.1790787,,
Placed on market,2041,"linear model, time-series components",Mid,1216.358157,Ratio-based,Population,Plastic,Bottle,other,608.1790787,608.1790787,,
Placed on market,2041,"linear model, time-series components",Mid,1216.358157,Ratio-based,Population,Plastic,Bottle,pe,608.1790787,608.1790787,,
Placed on market,2041,"linear model, time-series components",Mid,487759.6211,Ratio-based,Population,Plastic,Bottle,pet,243879.8106,243879.8106,,
Placed on market,2041,"linear model, time-series components",Mid,7298.148944,Ratio-based,Population,Plastic,Bottle,pp,3649.074472,3649.074472,,
Placed on market,2041,"linear model, time-series components",Mid,0,Ratio-based,Population,Plastic,Bottle,ps,0,0,,
Placed on market,2041,"linear model, time-series components",Mid,0,Ratio-based,Population,Plastic,Bottle,pvc,0,0,,
Placed on market,2041,"linear model, time-series components",Mid,23110.80499,Ratio-based,Population,Plastic,Film,hdpe,11555.4025,11555.4025,,
Placed on market,2041,"linear model, time-series components",Mid,372205.5962,Ratio-based,Population,Plastic,Film,ldpe,186102.7981,186102.7981,,
Placed on market,2041,"linear model, time-series components",Mid,99741.36891,Ratio-based,Population,Plastic,Film,other,49870.68445,49870.68445,,
Placed on market,2041,"linear model, time-series components",Mid,171506.5002,Ratio-based,Population,Plastic,Film,pe,85753.2501,85753.2501,,
Placed on market,2041,"linear model, time-series components",Mid,40139.81919,Ratio-based,Population,Plastic,Film,pet,20069.9096,20069.9096,,
Placed on market,2041,"linear model, time-series components",Mid,144746.6207,Ratio-based,Population,Plastic,Film,pp,72373.31036,72373.31036,,
Placed on market,2041,"linear model, time-series components",Mid,0,Ratio-based,Population,Plastic,Film,ps,0,0,,
Placed on market,2041,"linear model, time-series components",Mid,9730.865259,Ratio-based,Population,Plastic,Film,pvc,4865.43263,4865.43263,,
Placed on market,2041,"linear model, time-series components",Mid,18245.37236,Ratio-based,Population,Plastic,Other,hdpe,9122.68618,9122.68618,,
Placed on market,2041,"linear model, time-series components",Mid,4865.43263,Ratio-based,Population,Plastic,Other,ldpe,2432.716315,2432.716315,,
Placed on market,2041,"linear model, time-series components",Mid,12163.58157,Ratio-based,Population,Plastic,Other,other,6081.790787,6081.790787,,
Placed on market,2041,"linear model, time-series components",Mid,8514.507102,Ratio-based,Population,Plastic,Other,pe,4257.253551,4257.253551,,
Placed on market,2041,"linear model, time-series components",Mid,29192.59578,Ratio-based,Population,Plastic,Other,pet,14596.29789,14596.29789,,
Placed on market,2041,"linear model, time-series components",Mid,59601.54971,Ratio-based,Population,Plastic,Other,pp,29800.77486,29800.77486,,
Placed on market,2041,"linear model, time-series components",Mid,15812.65605,Ratio-based,Population,Plastic,Other,ps,7906.328023,7906.328023,,
Placed on market,2041,"linear model, time-series components",Mid,1216.358157,Ratio-based,Population,Plastic,Other,pvc,608.1790787,608.1790787,,
Placed on market,2041,"linear model, time-series components",Mid,21894.44683,Ratio-based,Population,Plastic,PTT,hdpe,10947.22342,10947.22342,,
Placed on market,2041,"linear model, time-series components",Mid,0,Ratio-based,Population,Plastic,PTT,ldpe,0,0,,
Placed on market,2041,"linear model, time-series components",Mid,6081.790787,Ratio-based,Population,Plastic,PTT,other,3040.895393,3040.895393,,
Placed on market,2041,"linear model, time-series components",Mid,2432.716315,Ratio-based,Population,Plastic,PTT,pe,1216.358157,1216.358157,,
Placed on market,2041,"linear model, time-series components",Mid,282195.0925,Ratio-based,Population,Plastic,PTT,pet,141097.5463,141097.5463,,
Placed on market,2041,"linear model, time-series components",Mid,231108.0499,Ratio-based,Population,Plastic,PTT,pp,115554.025,115554.025,,
Placed on market,2041,"linear model, time-series components",Mid,41356.17735,Ratio-based,Population,Plastic,PTT,ps,20678.08868,20678.08868,,
Placed on market,2041,"linear model, time-series components",Mid,0,Ratio-based,Population,Plastic,PTT,pvc,0,0,,
Placed on market,2042,"linear model, time-series components",Mid,437106.5463,Ratio-based,Population,Plastic,Bottle,hdpe,218553.2732,218553.2732,,
Placed on market,2042,"linear model, time-series components",Mid,1217.566981,Ratio-based,Population,Plastic,Bottle,ldpe,608.7834907,608.7834907,,
Placed on market,2042,"linear model, time-series components",Mid,1217.566981,Ratio-based,Population,Plastic,Bottle,other,608.7834907,608.7834907,,
Placed on market,2042,"linear model, time-series components",Mid,1217.566981,Ratio-based,Population,Plastic,Bottle,pe,608.7834907,608.7834907,,
Placed on market,2042,"linear model, time-series components",Mid,488244.3595,Ratio-based,Population,Plastic,Bottle,pet,244122.1798,244122.1798,,
Placed on market,2042,"linear model, time-series components",Mid,7305.401888,Ratio-based,Population,Plastic,Bottle,pp,3652.700944,3652.700944,,
Placed on market,2042,"linear model, time-series components",Mid,0,Ratio-based,Population,Plastic,Bottle,ps,0,0,,
Placed on market,2042,"linear model, time-series components",Mid,0,Ratio-based,Population,Plastic,Bottle,pvc,0,0,,
Placed on market,2042,"linear model, time-series components",Mid,23133.77265,Ratio-based,Population,Plastic,Film,hdpe,11566.88632,11566.88632,,
Placed on market,2042,"linear model, time-series components",Mid,372575.4963,Ratio-based,Population,Plastic,Film,ldpe,186287.7481,186287.7481,,
Placed on market,2042,"linear model, time-series components",Mid,99840.49247,Ratio-based,Population,Plastic,Film,other,49920.24624,49920.24624,,
Placed on market,2042,"linear model, time-series components",Mid,171676.9444,Ratio-based,Population,Plastic,Film,pe,85838.47219,85838.47219,,
Placed on market,2042,"linear model, time-series components",Mid,40179.71039,Ratio-based,Population,Plastic,Film,pet,20089.85519,20089.85519,,
Placed on market,2042,"linear model, time-series components",Mid,144890.4708,Ratio-based,Population,Plastic,Film,pp,72445.23539,72445.23539,,
Placed on market,2042,"linear model, time-series components",Mid,0,Ratio-based,Population,Plastic,Film,ps,0,0,,
Placed on market,2042,"linear model, time-series components",Mid,9740.535851,Ratio-based,Population,Plastic,Film,pvc,4870.267925,4870.267925,,
Placed on market,2042,"linear model, time-series components",Mid,18263.50472,Ratio-based,Population,Plastic,Other,hdpe,9131.75236,9131.75236,,
Placed on market,2042,"linear model, time-series components",Mid,4870.267925,Ratio-based,Population,Plastic,Other,ldpe,2435.133963,2435.133963,,
Placed on market,2042,"linear model, time-series components",Mid,12175.66981,Ratio-based,Population,Plastic,Other,other,6087.834907,6087.834907,,
Placed on market,2042,"linear model, time-series components",Mid,8522.96887,Ratio-based,Population,Plastic,Other,pe,4261.484435,4261.484435,,
Placed on market,2042,"linear model, time-series components",Mid,29221.60755,Ratio-based,Population,Plastic,Other,pet,14610.80378,14610.80378,,
Placed on market,2042,"linear model, time-series components",Mid,59660.78209,Ratio-based,Population,Plastic,Other,pp,29830.39104,29830.39104,,
Placed on market,2042,"linear model, time-series components",Mid,15828.37076,Ratio-based,Population,Plastic,Other,ps,7914.185379,7914.185379,,
Placed on market,2042,"linear model, time-series components",Mid,1217.566981,Ratio-based,Population,Plastic,Other,pvc,608.7834907,608.7834907,,
Placed on market,2042,"linear model, time-series components",Mid,21916.20566,Ratio-based,Population,Plastic,PTT,hdpe,10958.10283,10958.10283,,
Placed on market,2042,"linear model, time-series components",Mid,0,Ratio-based,Population,Plastic,PTT,ldpe,0,0,,
Placed on market,2042,"linear model, time-series components",Mid,6087.834907,Ratio-based,Population,Plastic,PTT,other,3043.917453,3043.917453,,
Placed on market,2042,"linear model, time-series components",Mid,2435.133963,Ratio-based,Population,Plastic,PTT,pe,1217.566981,1217.566981,,
Placed on market,2042,"linear model, time-series components",Mid,282475.5397,Ratio-based,Population,Plastic,PTT,pet,141237.7698,141237.7698,,
Placed on market,2042,"linear model, time-series components",Mid,231337.7265,Ratio-based,Population,Plastic,PTT,pp,115668.8632,115668.8632,,
Placed on market,2042,"linear model, time-series components",Mid,41397.27737,Ratio-based,Population,Plastic,PTT,ps,20698.63868,20698.63868,,
Placed on market,2042,"linear model, time-series components",Mid,0,Ratio-based,Population,Plastic,PTT,pvc,0,0,,
